#Treatment	Dose	Effect
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.693371149574891|0.665410442203962|0.792664685199215|0.963096787562083|0.907136520517254
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.665928472910232|0.735189178338546|0.778250480797249|1.06298605849862|0.950573395238003
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.65394955338072|0.98721971869891|1.03257221228307|1.09926478854239|1.07058865095603
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.612040251944022|1.05346262434196|1.1300351064274|1.03962561709262|1.03473063124119
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.609774754556431|0.943982602428832|1.0199073225315|0.945676842644279|0.962581314047654
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.630080349974397|1.06237712017094|0.722239431544477|0.87628885531315|0.95670204762838
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.904592043852253|1.05082066840096|1.09864114703812|1.13029086707646|1.08452656332947
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.18720079172342|1.12956063674164|1.20155558277905|1.04127963257884|1.00460477484164
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.931519526189154|1.11142986406729|1.14126925370679|1.01275011824706|1.07153433277809
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.11375367594135|1.23401608160076|1.10011927529973|1.05733440269809|1.10432475785058
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.901963894201614|1.17045295517097|1.11196529365116|1.14343424919532|1.01317348509586
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.939105285254467|1.10938097681579|1.15640248169054|1.12171479218174|0.982908056164575
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.746173672177474|1.05568356632787|1.02390405238066|0.954334862744835|1.02041977083459
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.886870573271799|1.06919075545763|1.15576932981322|1.09577519666261|1.03885332204749
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.621205646400085|0.736147909626184|0.735168498058501|0.784305391614481|0.948430747055413
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.634067353024742|0.700510264187031|0.768607087336255|0.8118490320226|0.828609905454445
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.646769569857224|0.677412679923648|0.750444650591821|0.817394498655005|0.905920072167082
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.648118052697779|0.676436192349452|0.713626419103817|0.837417143866844|0.869594734407005
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.846259716967107|1.05301471751859|1.0790736930949|1.03225961146518|0.968872136461945
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.960710123868851|1.12847736743923|1.06403487318189|1.10030835335472|1.04431560421432
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.93130777723599|1.12544181663378|1.09295139827543|1.08953560934693|1.13851883105235
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.984434411546984|1.10478538891233|1.141287843379|1.08933349165886|1.10922187216562
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000787235268140013|0.0016128722566771|0.0243754920220426|0.956932470574682|1.04006259480425
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00155526967608149|0.00188168429945662|0.0199496937462798|1.01683915439412|0.99264607054396
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00100514186961129|0.00142237057020466|0.0244742562779881|0.992606043652553|0.986736394432842
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00115686139709979|0.00168787974330952|0.0249673447423257|0.946729851528219|1.02930320436383
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.743800199331653|1.06509546422779|1.06489026987942|1.03198100486604|0.990101815481425
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.768296496062223|1.02944050341013|1.0432862363448|0.996443297961736|1.05369252115456
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.695699440283678|1.07942433573749|1.11567897974201|1.0679684835867|1.04140567510814
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.71352421292296|1.05657416689956|1.10056176750363|1.03076003989549|1.05075906558398
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.965614318279539|1.0926263550697|0.946147914880125|0.902958633892776|0.98512876314835
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.862248292726281|1.01489525758635|1.02782802114785|1.03927149915807|1.03649470222696
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.954953009644848|1.01035432989903|1.12039607625393|1.034229954552|1.01309971826352
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.937544985296235|1.05016760236083|1.01487856540605|1.02911962489975|0.943508750282765
SB	10|2|0.4|0.08|0.016	0.935298782478892|0.996697299062369|0.951952232122032|1.01524467042963|1.05201287493586
SB	10|2|0.4|0.08|0.016	0.832252647292065|0.975854830433363|1.06822783038671|1.07462797966133|1.03298036105798
SB	10|2|0.4|0.08|0.016	0.839478970032044|0.96855861363214|0.968101805511703|0.993253123201598|1.0149559874333
SB	10|2|0.4|0.08|0.016	0.788334374587137|0.910875392149618|0.997839118449898|0.982468868750518|1.03757246790587
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.565388426773971|0.644249537435928|0.79074548465858|0.907822125923684|0.978395197187426
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.577427797271045|0.632579756209677|0.8839743782238|0.874974879479249|1.06136798848729
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.573598100964165|0.649568834236584|0.799873521609437|0.969373164726479|1.10527233540953
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.524987619532541|0.667015412228879|0.906654762818143|1.01621666864289|1.00710278461707
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.573498875445386|0.906280721441348|1.0809439544999|1.10852791245258|1.058731003659
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.580577095531993|0.873949176845205|1.0157341735123|0.995621670095479|1.07845027262657
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.614619677672817|0.937927131520506|1.01457015883924|1.02503985508162|1.08224926669176
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.600279427703766|0.929377553314856|0.99231700138198|1.05546867302158|1.10299664737285
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.889009427622357|1.01744398149037|0.997657495055778|0.998934352258981|1.02534513546207
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.77244100535704|0.939872506288282|0.944163898542655|0.994057333768553|1.05434803479196
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.793540541117177|0.928248516586026|0.953870151790646|0.983265810241542|1.03454701053265
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.749883247082362|0.911720570560248|0.908790487185626|0.98987509215776|1.011457194943
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.793046842938383|0.948339880010162|1.02305016513259|1.04181079126849|0.967618377596686
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.589406108928885|0.942565124777706|0.926305915459928|1.02189716831799|1.0156240839538
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.605467938741446|0.8174986346819|1.01121227427382|1.04205179747653|1.01008412410677
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.723021186147342|0.746281591409649|0.942559208653937|1.02374499703861|1.00298703396501
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.602749888512401|0.838044986809037|0.77355305767764|0.770710644877614|0.749196664124333
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.625680907904992|0.71890537932874|0.850006460029091|0.778170936537508|0.927418447342427
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.756835738971336|0.686047299586637|0.722775631903503|0.748094124822118|0.90410483160534
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.714076370536017|0.727976553500034|0.730754895981568|0.85105373720946|0.709544622890831
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.800359967003025|1.0052411862246|0.994025547658131|1.06719384056461|1.04320437293248
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.947604802893068|1.03857146428244|1.04483755655732|1.03138878936098|0.936280840922915
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.827961668757307|1.00251730111188|1.04081441090887|1.16452056080349|1.01509527344717
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.922885253735419|1.00062292535989|0.995963784996885|1.08763621158983|1.07725127785031
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00138886282164374|0.00161408381974813|0.0290253561307033|1.13367804658321|1.02044818978623
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00159531540323943|0.00208329423246561|0.0177549220172294|0.936675362699649|1.02965409808374
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00107460441125111|0.00184473757264774|0.0194234747333638|0.999883584522114|1.07449695080998
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0010387842642094|0.00188055771968944|0.0197458560567391|0.872005659583233|1.17769479443713
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.667493517844848|1.08503708622853|1.07707782980864|1.19707216555253|1.11905192071995
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.733423505686229|1.14700209479816|1.09394364065178|1.12068283583912|0.897589273070857
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.655937772078763|1.13457187120337|1.11947391661199|1.0204840226619|1.04766632821836
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.72343451025199|1.03163036455124|1.24092613427999|1.11370615867821|1.00131470952902
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.00920139962166|1.14731388864847|1.19604841800715|1.08292140110535|1.06760963909049
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.07747128426415|1.15579074914378|1.1358201758182|1.15723488173692|1.03201078153785
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.981424392498333|1.09231084338615|1.25252217571464|1.19394362720641|1.04814322701945
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.12494551260169|1.13818004211942|1.09094537605495|1.14158320685255|1.0675328631224
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.07220467517691|1.18501861000566|1.16916454894552|1.20662607440245|1.08235900270764
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.12243961475812|1.17593767861983|1.136350828796|1.11678281707451|1.16779060188005
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.05259340624688|1.12759169815684|1.1179528146696|1.12184200429913|1.10158668425561
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.05621981279333|1.066783692733|1.12974651943806|1.06142291783824|1.12055962285372
RU	10|2|0.4|0.08|0.016	0.693790453327332|0.937562776895602|0.820256984124999|0.904329053043091|0.961677440328086
RU	10|2|0.4|0.08|0.016	0.632816114229985|1.00863976793908|1.02841996023956|0.86978665232957|0.90124491012224
RU	10|2|0.4|0.08|0.016	0.716803889679474|0.763307244019787|0.998305888730772|0.995569899030968|1.02865589211899
RU	10|2|0.4|0.08|0.016	0.768033814460934|0.809039777732601|0.847953513586772|0.905892118994376|1.07496442366335
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.642874403179709|0.732532851155311|0.819933172792494|0.975618901600687|1.01211555607403
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.609260817758372|0.656314837806534|0.857679712693003|0.999741690345052|0.980318470806843
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.622933893112835|0.750616525441808|0.945216701226224|0.988224150730871|0.971567297271928
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.614084939712772|0.670600482980484|0.834028791098141|1.02507061242949|0.981312239203338
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.605666184943976|0.800679416677615|1.04900433550421|1.05883898575477|1.09166494622849
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.470758807079447|0.786593720087836|0.908475816895329|0.951615022240574|1.10027964940598
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.612434964045527|0.734751811156185|0.918294244597874|0.964663424943359|1.00547152746062
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.442978803427988|0.730901145349202|1.05856594041319|1.07121940735567|0.937672944147436
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.986117689569468|1.05607125243539|1.15014673353093|1.04111956951654|0.985824710805545
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.985766115052761|0.916603594849433|1.07479259545004|0.999428691410351|1.03314078117904
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.916424888174849|0.964133626378013|1.08024717537028|1.04188859146462|1.03294756878525
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.927431526584824|1.0302532873975|0.952348640011575|1.05468143864647|1.09176273359794
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.795103797030131|1.0192509798588|1.09780783639758|0.997796708663559|1.00681759171107
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.790504333634194|1.12388135362702|1.03058643158298|1.028776320182|0.969171231098307
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.864844993198922|1.10344465393281|0.95844252695485|1.04750250773327|0.995551727578764
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.778116810478386|1.12571227502613|1.1351970211805|1.05494955648571|0.980163961115692
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.788280660890006|0.812228128882675|0.74457196986977|0.82697659191357|0.904862216187351
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.745548760361627|0.741963617237669|0.758912542365604|0.836379542142874|0.843281479354567
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.756794256612936|0.71268874394942|0.781222572015704|0.815899427658445|0.837332015914144
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.733932128385303|0.77790099384562|0.756436871619953|0.710754660457978|0.866059462556038
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.01200829014472|1.15042576258205|1.15640791444902|1.10299288713863|1.14834546409545
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.03199364525736|1.18862666663217|1.17544109313993|1.16257636170284|1.06789690620286
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.984479025847962|1.17838447699298|1.08379496457721|1.16096276795788|1.06534665541811
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.07320370389193|1.11929906589553|1.11981744813636|1.0560970899444|1.10497748594778
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00107354488759561|0.00167623675431596|0.0181560924849504|0.987774301312974|1.04258159294286
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00177040735849101|0.00163856851264594|0.0216309877790098|0.991964893198764|0.927448612278434
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00124567005540072|0.00140814875827908|0.0230268428357047|0.938576280366028|1.07073465196836
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00113735092014849|0.00173310616403579|0.0177101786137407|0.966008101368657|0.956737788709987
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.6726930101198|1.11096901083676|1.16811269843577|1.10915723233879|1.01517727816613
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.705750701216411|1.08745464498346|1.04832216715837|1.0413269581983|1.0519457241543
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.586794021820627|1.00049530370296|1.08551486592719|0.978838262892665|0.958071859933566
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.697914725969818|1.01528170966115|1.00901089213739|1.05815956049748|1.01026505564215
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.912804890150237|1.0517891519638|1.10856967074841|1.0326770794054|0.993738464286423
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.03148629606843|1.10763689046778|1.09820985571675|1.11801655188838|1.02396451465656
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.02019508243327|1.04186196295094|1.08432019281813|1.12056919589507|1.11350456508996
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.02062781622903|1.11213591866617|1.08346478880326|1.04180158149107|1.04264692192929
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.0749699357652|1.07277011370636|1.11789090837986|1.07433443161486|1.0928129369091
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.06131148502654|1.07877318368025|1.0326942442878|1.08020062377177|1.08183338058877
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0217564276506879|1.02028842502908|1.02860791270342|1.00533269486102|1.04365070727738
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.05808405101007|1.08326501195926|1.06364649916442|1.05212497611775|0.992785746589373
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0092167958226462|0.994381032072562|1.07327998251987|1.04764576913814|0.922464201736591
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.907576295553244|1.00295225491194|1.03661143707029|1.01842614272625|1.03408873648952
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.840490123629391|0.978130180351115|0.978070263037009|1.02985879486309|1.02428648465118
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.914328227046676|0.993658750923725|1.05248756715732|1.0383570672472|0.973206974375362
D4	10|2|0.4|0.08|0.016	1.05627414401151|0.995500448920134|1.14308779428849|0.964130375721571|0.894342053854891
D4	10|2|0.4|0.08|0.016	1.0974661239951|1.11906603912721|1.01320886041559|0.976477619972935|1.00343870234913
D4	10|2|0.4|0.08|0.016	1.09075754957665|1.09581939969304|1.07894656597176|0.954819430186109|0.976428854578535
D4	10|2|0.4|0.08|0.016	0.985597105190937|0.854121138814633|1.00709472164907|1.03499588343515|1.03755730156633
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.638203601554757|0.72233561932475|0.831328676596957|0.942666581913123|0.988329907877606
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.660154769387962|0.701514498741645|0.760681889344832|1.00896268725236|1.00861425601691
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.592966026154558|0.726731131596466|0.786721879336997|0.926092500028208|0.94664605594232
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.619973597210782|0.695526194049218|0.871147618671511|0.92593002132533|0.964274995204622
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.540375047837734|0.767796848280506|0.973806721020022|0.992912748816773|0.927901873301458
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.524446898903729|0.901306515136101|0.951009315641849|0.977963154044771|1.06319425268981
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.532183380515934|0.744564155461746|1.00313086469121|0.95173742542044|0.981591969718313
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.505764153644117|0.811280201029686|0.970059118359409|0.948565664093208|0.934660807844884
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.926667592831484|0.961240002381567|1.03485025899538|0.943457637882787|1.05772322225971
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.93679917439022|1.02226764840137|1.01149105920178|1.07178438883045|1.1172226963304
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.947676949126104|0.956623468763916|0.956885121756698|0.994794614980137|1.05562893580193
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.963366065116373|1.05051663886604|1.02326447331014|1.01555577359972|0.985153708553789
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.83147407631916|1.04569763690226|1.07365981951682|0.982528524359363|1.0355784554316
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.856718256567691|1.01706084218965|1.00806601421574|0.986038462666575|1.01763768441842
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.804987823075453|1.00662898712656|0.987029821977474|0.972219199152573|1.00363977585752
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.67541663945904|0.90887500695306|0.978313707565171|0.9490600671847|1.00870885904515
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.710338851327025|0.707885673990609|0.721045430957211|0.758250298577505|0.860211102365528
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.541596005393017|0.592675726207532|0.707329488035795|0.772532359345786|0.883253091922144
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.73118097026104|0.590145599073279|0.691206135532965|0.76481455591284|0.825890271425433
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.621712037388404|0.599702410673271|0.697667219237452|0.736014300265633|0.859104435878488
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.870104361199605|0.998580687685378|1.08571679666044|1.1203075909041|1.0816653850379
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.957556849390311|1.02720421838954|0.99028452158629|1.14053828408217|0.992560694276612
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.903268297426558|1.06963586375169|1.03883589557715|1.12386290301193|1.05669351202737
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.00588770918606|1.04547503911879|1.03058779847415|1.10867508862505|0.972046641972471
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00153035803260019|0.00161933233682113|0.0519609936650295|1.05382945405367|1.08331553847249
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00161933233682113|0.00220656274467934|0.0579845540607872|1.05631183714143|1.02423660046978
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00104907657614082|0.00158221385254025|0.0631165743350295|1.0199174067171|1.04289390353225
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00165100575917243|0.00180578754909485|0.0545949769009676|0.944676258838148|1.08060046735502
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.684379574996673|1.02383212812209|0.972281620158822|1.09775076527217|1.02184463865844
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.696481966194934|1.09456545849785|1.08185972228384|1.10625083181758|1.15505966904751
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.613184098975312|1.08863942323739|0.932655399917669|1.05681957254592|0.985454100421669
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.716351620475963|1.10111814510297|1.02581858234777|1.16999143311712|1.02847987895106
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.983912309233426|1.16845111835515|1.01462233443275|1.15302884349754|1.13684746601454
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.08673708384481|1.12132910221701|1.13941304071048|1.10848201094933|0.968144114192096
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.06008993478551|1.22209811210196|1.19371032000356|1.10827488967424|1.11418683310793
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.08227280218271|1.17487580994933|1.12742330822937|1.02535072735216|1.07592138684776
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.06989019962379|1.17887399932924|1.14828154391286|1.08654252759591|1.03441772748703
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.1273130258534|1.15739026038097|1.05542513014188|1.1497688796862|1.0317541327034
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.05617524255199|1.16594388526938|1.12933416705327|1.15291364947455|0.947183169614942
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.18403695261916|1.24950077656978|1.08194323980878|1.07364301994877|0.992173790265647
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.00974146493173|1.12743160408118|0.982262708548612|1.09070297059502|0.944550899405078
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.01945283264946|1.09590978861723|1.0877534436229|1.10037420869408|1.01701495831536
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.943857926180539|1.11038137327114|1.07766593010885|1.0192528030117|0.93750511498486
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.992214993043621|1.08567599639905|1.0619936164989|1.03471028725755|0.981105245928472
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.744721520377897|0.904229374931341|0.973806437438207|1.04663517521696|0.958813577941338
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.762113588926727|0.944805009337581|0.975572888058882|1.05212786993299|1.08490827199824
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.734973522989471|0.933997542367637|1.03757171777894|1.04983335838115|1.11697622815315
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.733532537107597|0.836938744839414|0.923017760372004|1.07417099109771|1.03129503080881
F4	10|2|0.4|0.08|0.016	0.945823546159869|0.982605523524806|0.97369919567229|1.012162787387|1.04690725318528
F4	10|2|0.4|0.08|0.016	1.02528649725959|0.934470424941277|0.984304932735426|1.00529397110115|1.07548579970105
F4	10|2|0.4|0.08|0.016	0.852108149476214|0.928011419456501|0.889341768940884|0.984472376824867|1.02890334952093
F4	10|2|0.4|0.08|0.016	0.853329205818935|0.885652802947733|0.974153590830039|0.992753202585716|0.957867106934869
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.56188279135797|0.703038906880795|0.780311432500776|0.871327802670689|1.07335078301761
