#Treatment	Dose	Effect
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.781588215859717|0.825029454117031|1.02279156459023|0.982851158528603|1.03674502396848
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.762179043629495|0.879890786004152|0.889540515774316|0.914674695640791|0.871462856644163
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.953701080444083|1.05455134727552|0.94724994405414|1.00485158087015|0.98566132415858
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.927296839362074|1.00753257261662|1.04312626567173|1.05234217480022|1.04165348402153
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.943924294890434|0.994156115355132|0.999459702360498|0.998986016758743|1.01636012793741
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.820749121091169|0.982868018291877|1.01069704739499|0.997721445375486|1.05337950358172
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.43911439561438|0.44698428082503|0.442642275191568|0.49267225974498|0.57041160614229
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.412243389768907|0.439744374110307|0.432460853499712|0.501075203682951|0.664966532392404
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.367466631777691|0.39217163571398|0.445060014301472|0.462772184764195|0.555456553074478
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.343988757328377|0.35611568402318|0.434548206563789|0.508049653629168|0.577156894369867
PK	10|2|0.4|0.08|0.016	0.000647704696481842|0.00102636282673277|0.00151463252100369|0.663643214359115|1.08914534119713
PK	10|2|0.4|0.08|0.016	0.000458375631356381|0.000617810633567296|0.00104629220200913|0.606480783722683|1.08546837145864
PK	10|2|0.4|0.08|0.016	0.000455052657822186|0.000561554343695463|0.00123929234470723|0.651877455287446|1.00524036704354
PK	10|2|0.4|0.08|0.016	0.00020332140030353|0.000668056029568741|0.000861695458429245|0.604740777317077|1.10089824490063
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000219563069491711|0.000465473707322428|0.00153694148644198|0.685783291250412|0.923223185860138
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000333735865627401|0.000403996047864749|0.000948512460204194|0.640759688220441|0.903229772752223
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000278655348615257|0.00045513706940492|0.00157904697548646|0.641733979349317|0.926738025657191
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000315809395097291|0.000380828976440851|0.00109604437122001|0.642751071371762|0.992598217302407
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000562850700391573|0.0006643483676753|0.00146710264528295|0.655905607169426|1.09058320790298
