#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.182376387522213|0.506550968552437|0.831041536124088|0.91605111925961|0.950450702648228
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.14756264701619|0.55244878065242|0.813742039938551|0.895788098811753|1.02156914928293
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.803980598495218|0.912774680301595|0.97110696221434|0.97773490466144|1.09443460456737
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.710841237620521|0.903693600601785|0.914895621884667|0.97147429396442|0.950753589070762
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.770250022390426|0.909662901040772|1.00332346540861|0.995012784731585|1.01058199777467
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.645173471339044|0.883278507046731|0.959088052065204|0.991301218603983|0.970606816855997
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.896090257052931|0.942190664507642|0.97230299029238|0.96787198025547|1.03243492953064
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.838985854975535|0.946449037789866|0.963041348101235|0.991788564733188|1.01073385007137
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.92095458114004|0.943384084737255|0.943786277815673|0.985234687705118|1.00340737976036
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.792268883769418|0.946369966151431|0.938885957348228|0.941398859702184|0.967882469529852
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.914186536304931|0.989038441295362|1.00323169129598|0.983359152051946|0.977345006875322
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.824736901869806|0.975942590442184|0.954959390429585|0.973900300790144|1.00898723486082
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.870079792566059|0.89968457210067|0.91660874911453|0.972329889466579|0.973315601651987
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.900319437576017|0.887398254454082|0.937211804488165|0.95445007284246|0.955449150616822
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.547475350332824|0.511314095007252|0.554560743061422|0.536763739911102|0.550067991581746
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.526299213420485|0.548971774140927|0.565105310825495|0.51695874481363|0.586114405080185
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.498030968573512|0.510686362634194|0.502610111425809|0.514044400725879|0.581524006580398
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.544948527042383|0.528141376795618|0.526536980818479|0.513274426335159|0.538951545884707
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.857002784577872|0.84474805314159|0.945047868527798|1.01023384952924|0.983546558756858
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.823494006119276|0.825490618027432|0.988060778549204|1.02112946102804|0.980957758875943
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.793001003890074|0.832849165516376|0.960901618772744|0.99894277826578|0.999796084828711
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.759878905759819|0.830831973898858|0.992037896850295|1.0123070648764|0.981625674488643
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00125052354967105|0.0377966460273179|0.683491633055277|1.19538402636035|1.11308587242433
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00144238469701784|0.0450188477881579|0.672661756505934|1.10043674106711|1.04475246914162
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0009125904673974|0.0355971325125615|0.612967788456036|0.98191987364132|0.942425155754623
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00118728325022605|0.0397449935332741|0.628320062874126|0.968053992392536|0.94645398323611
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.751793501251912|0.936898984155773|0.942855063667195|0.98144802784835|0.948695988043058
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.786253675567999|0.927827318476722|1.01744680272566|0.98447724766431|0.816235594612339
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.783489598881834|0.999831488113924|1.03763973869538|0.982015419265271|1.05952404373782
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.807293399723025|0.94240742752492|1.00186389543025|1.04130765223595|1.04183115109015
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.51384631209941|0.96181355216828|0.98426416286571|1.0147480102636|1.00644373346308
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.556252658356403|1.00818753362489|1.00822672014538|1.02519448351758|0.985145859576737
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.483178775246017|0.984624264535383|1.01317705700716|1.04000827423759|1.03985480047577
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.575439860805971|1.011829157012|1.02504791884574|1.0024605847684|1.01366750576778
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.917273900584437|0.987751891307575|1.00937498165509|1.00794932025303|1.0066108757838
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.998969330668744|0.986826050020588|1.00835856893786|1.02434610362546|0.98856032518498
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.932066122961428|1.00510208035712|1.00468530282246|0.958147441080659|1.00767163441377
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.954985442925158|0.992157865685689|0.970950433612247|1.01971684960962|1.00022819431133
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.885875934286114|0.924709872134066|1.01771783189071|0.975080193525879|1.0031712004538
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.858439177767318|0.971029409077898|0.91401914204455|1.01551495684296|1.01774219227828
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.888424944456693|0.951132065871818|0.982521242134898|1.02999847361905|0.957875277716534
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.826626867696691|0.999080779471872|0.949744755185455|0.944382070111765|0.969719993894476
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.829681237834663|0.958616415903645|0.959910815844102|0.988080194548311|0.991597726386505
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.794302051462106|0.956276788011268|0.955072996066642|0.969887403385179|0.997115106132705
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.80735349479232|0.939343079432802|0.944541347722424|0.988583887564312|0.968885682017819
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.81966997113816|0.931010791818296|0.941523403187351|0.942433178566947|0.96881980173171
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.984624555999901|1.01703538553384|1.03385064466202|1.12843133812015|0.997571757353892
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.918209764190659|1.00084367513454|0.994042882679478|1.10788506489446|1.02260278489881
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.868505327895434|0.865404351591501|0.953321302806826|0.908570796342008|0.916268298545273
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.796764729446685|0.880979432377886|0.891036240371446|0.906116874148739|0.927524598357185
SF	10|2|0.4|0.08|0.016	0.886649761253016|0.828899460770084|0.961596561979453|0.904178931888136|0.953820391575442
SF	10|2|0.4|0.08|0.016	0.846067172229699|0.782962157943265|0.907841504949672|0.91812549830586|0.968790559198136
SF	10|2|0.4|0.08|0.016	0.92312350894781|0.876716875225075|0.952309425460008|0.986579781824154|0.988954345254337
SF	10|2|0.4|0.08|0.016	0.863543864841492|0.840041161380497|0.957876305432498|0.986436076256333|1.01837292792396
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.099768881167693|0.541809160012442|0.765773186786632|0.940727938601253|0.981674586969992
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0367896116534181|0.521232971211786|0.760414430109616|0.93693664274384|0.978585382938026
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.115168712705459|0.52941775057511|0.79382301472514|0.940970988454436|1.00034531596411
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.04171483574137|0.540464525040412|0.759952022767499|0.929070099140714|0.986159002153637
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00118413758806604|0.677564869690355|0.934918556995846|0.952694038806503|0.956209552099119
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000915777794736626|0.705011367553121|0.923798398059759|0.930678472261242|0.986292684931346
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00133988810728749|0.654178840617899|0.938014675046995|0.941824228380311|0.969937767536302
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00156033242313942|0.596009096772471|0.934325677198911|0.946219336927609|0.985000314305372
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00139630676859706|0.823948988259387|0.955104858759692|1.05510369517072|1.03513650837978
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00166005360266539|0.772370967679377|1.00165229634284|0.992083716348037|1.11376021534153
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000888340058105864|0.755847201680954|0.989281526260117|0.984709638202451|0.999432343044766
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00135548439900636|0.821002350080649|1.04087800161777|1.02592938270896|1.14204155478655
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00109829665955567|0.711963677760473|1.03741964471173|1.03293374471913|1.04882695319848
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00149054546653984|0.768558048811798|1.00179988713932|1.02831590649145|1.01008346876318
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00120377632936427|0.697761339235758|0.983478342835845|1.00839443737726|1.04145677690617
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00130063189609473|0.714956661457797|1.01354853717827|1.00939066606363|0.996854788426798
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.508553338775751|0.529538662716604|0.537831578091928|0.525674792123023|0.682944668338794
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.502240380033467|0.546774628481085|0.53146321011551|0.540254808598036|0.630453653869596
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.464181323507359|0.501974763812421|0.502430643329977|0.497439962295679|0.609188714411191
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.471067503588337|0.506153088112427|0.481881788384498|0.510639902311532|0.589212279611817
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.257940706832692|0.689855268287294|0.941142315104849|0.977050898490602|1.02721993322603
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.174791867708294|0.699196685586262|0.956461801253861|0.95685620042051|0.973234721368857
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.321731216129435|0.662737180582955|0.951559027761736|1.01130520353524|1.01331583883501
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.274828712537364|0.679336009868376|0.958167512901423|1.01260620284686|1.014125267384
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000738056480836701|0.00388898991825492|0.360224787875293|1.0309797433657|0.971981353428813
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000872893722528021|0.00570574433262219|0.344860439019414|1.05656688415086|1.01082157573284
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00073745768836513|0.00363566640364009|0.365517215949735|1.06834389126924|1.02874978798091
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00103981534059483|0.0067846107329592|0.315370093140906|1.08011740326399|1.01064520173155
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0915320200764756|0.711377819466498|0.972360813390036|1.00533800031515|0.9958461499731
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.183802502379956|0.742766193721393|1.00637856072593|1.00607273293495|1.00609138097098
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.216391864468998|0.726777598915213|0.95048878175864|0.981766319336167|1.01913080284944
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.190890370357884|0.759059014345527|0.960344015455224|0.975136230532308|1.02683593995087
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.532954779053847|0.825054397784527|0.98979144606959|0.988577434906894|1.08406930335928
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.523777940680234|0.853217129581147|0.926821889435776|1.04371215911691|1.03476415990815
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.598438704057359|0.872721355101494|1.02773286618899|0.950573639848944|0.985689875507948
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.474231916105471|0.824854376367091|0.912612418572817|0.980348348003389|1.00556648430807
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.651906819512952|0.939257597814818|0.946357301221231|1.0294926529124|0.970469905156021
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.617549389919384|0.879803376370754|0.924612453721327|0.957176236497503|0.995277859248647
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.634414339466654|0.88356490749861|0.912227236996059|0.950561286657021|0.97249907252147
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.592143802843576|0.878282819984417|0.918806497278964|0.948693357870077|0.99013370392118
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.754115982608888|0.955886861731797|0.903580544709711|0.9559570467617|1.00869186186109
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.710848758648458|0.905512480006501|0.952222464381097|0.994200500160687|0.993277012925127
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.699613959167934|0.875144711754751|0.85368409777416|0.935351657062062|0.946409306111956
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.618892435570599|0.859576254846933|0.883138027806937|0.910422245549391|0.935900083549348
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.818232197031598|0.905467449743777|0.988148852818813|0.958262160412731|0.984763593305074
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.744512419465425|0.85992164968407|0.943055881431925|0.961453872187281|0.992293695912765
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.805041372332512|0.911812020383555|0.993856289472347|0.996428719929406|1.00722479660336
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.815135205059852|0.86916733272041|1.02440390114992|0.983947257783589|0.964617069147929
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0790430104188382|0.904601764416274|0.957007322904146|0.89306253520627|0.939882993209348
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.110023640871652|0.780107958502065|0.956091849000031|0.908001082246282|0.964554660090394
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.091765547451715|0.908654803430653|0.979074638092639|0.929580165338014|1.00412238847796
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0797634235735725|0.788168966305558|0.946220898075973|0.927939321981401|0.965837272586485
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.932252617484958|0.962805559725464|0.970507198608111|0.918020436382691|0.987693228618395
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.943247499531468|0.957308118702209|0.996670393165868|0.963633532525438|0.972901606435064
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.924638927049358|0.968449954535196|0.961636320900044|0.962370500225217|0.947836746237097
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.954032320746466|0.970431489550587|0.959572378001216|0.89173945249326|0.976087667004726
ST	10|2|0.4|0.08|0.016	0.276540647996373|1.08464118392448|1.16190899684953|1.06690382357386|1.04421697531941
ST	10|2|0.4|0.08|0.016	0.349899440821214|1.02973470977342|1.10539241330404|1.02722073030377|1.06006812448413
ST	10|2|0.4|0.08|0.016	0.266733114977787|1.06029917730239|1.00167897470611|0.998891343686122|0.947597333894768
ST	10|2|0.4|0.08|0.016	0.329063052162813|0.926735406911513|1.00320604217691|0.989017373390649|1.08883375218866
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0740095455121362|0.587660670562225|0.866356161692949|0.958515880795674|0.992670215468143
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.113709564486767|0.643665534857245|0.917993829910928|0.988067806720656|0.999355590029165
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0570793325505404|0.647909869319338|0.921858798208564|1.04107701849042|1.027832456164
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0782294498469141|0.64815010013703|0.953356000009805|1.00364023228849|1.03148739646174
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.105671309994906|0.941640208100695|1.02888143303367|1.03924787345172|1.00770085782359
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.110758044347473|0.982115381646589|1.08941537289854|1.03148783763617|1.03418686866088
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0667318477001568|0.964442510263411|1.03341731408606|1.0306279301379|1.00878382729758
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.112254489652674|1.01120632399137|1.00364480369906|1.08754749531145|1.02327977690132
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.156700897750141|1.01253405334559|1.03347774396459|1.09184125909743|1.03882804683668
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.273662071048954|0.992895642853827|1.02448342193315|1.06499016666543|0.955814922043154
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.175454074684977|0.983127519021955|1.03408197318706|1.03937551544909|1.04898992528214
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.234291303740277|0.978845010452828|1.01197896830724|1.02754724322073|1.01839588133917
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.199766953776927|1.0114098624893|1.02518846857738|1.0150445776457|0.999874410248661
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.252383015161437|1.02967746268406|1.03118185328834|1.02834231602277|1.00966638123541
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.146724353740733|1.04491574743395|1.06415382034122|1.01492839075949|1.03386880847363
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.192049377065246|1.03742943851981|1.04384868164724|1.05717015557398|1.03029133002028
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.132332264496178|0.52372782816808|0.492177752731242|0.523336911976088|0.5216277236622
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.238013746268284|0.508778850577992|0.535195654267442|0.531540445202181|0.509346677747381
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.131097720723081|0.535046970320746|0.511842509075938|0.496093416669786|0.526343051760919
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.170557281335379|0.481176690744414|0.510513118005913|0.519531419589056|0.516118118193046
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.31013206384636|0.950077889768539|1.00029644613399|1.12547518571478|1.03747137260373
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.168346528092631|0.855008777130634|1.0208529510922|0.984686522744975|1.06787453934596
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.312931569788049|0.810537032052427|1.03856578249549|1.01712287696313|0.963430331877334
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.232380759482876|0.850390028489269|0.940942730972286|1.01473766686477|1.04688070484957
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00101844661430154|0.0122892558125719|0.478759629018696|0.987980511296573|0.42781789932049
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000732311613140629|0.0130700648835364|0.480789247628626|0.977359568033143|0.41868097826647
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00112761404222669|0.0132225003125452|0.46432204657046|0.997494735758357|0.437864789270998
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000666763085838393|0.0116536459929254|0.461537330153135|1.02240520075207|0.427245606595071
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.297724477561249|0.837157603857376|0.94532725429555|0.96664162322659|0.983787803158561
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.168996907306681|0.838783712158247|0.834952580417745|0.937150399580094|0.969729170633307
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.229666217164729|0.880982164986076|0.916427116610951|0.973742191448795|0.985139114669831
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.16743849597042|0.851394399244889|0.878637729410242|1.0159056032921|1.00302812086723
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.439892859377597|0.887151804751623|1.01289199614337|0.986326181429901|1.00455165982516
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.222266329626293|0.854134945780413|0.952579980366972|0.945655267444497|1.01760715239684
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.351568472188354|0.895759412340091|0.982308280338546|0.997383368084762|1.04240313667038
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.116890838500382|0.89544432053878|0.937033698383168|0.990971934910254|1.0411290698216
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.335699390520324|0.907185144142783|0.932818885474907|0.974396480800551|0.982697493241995
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.173676522439934|0.871138870699642|0.918973119091993|0.976045937641666|0.98351953525076
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.333848379779946|0.923399418870356|0.944179121032639|1.00923082107202|0.955035111378502
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.131468121058613|0.910841739401474|0.933067596511537|0.979215383718963|0.955737128343444
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.187246002560929|0.90470847139642|0.93911765650023|0.967186580446344|0.952845377665702
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.135413939586328|0.900662346139168|0.874062924666598|0.948088755095999|0.963505690755331
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.134028968150006|0.862930498895917|0.868227104307796|0.959556869643325|0.971215988622329
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.15392791646394|0.802673752760208|0.94350237658595|0.962536023054755|0.953092555859126
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.361494006834559|0.955658090032256|1.04052961286226|1.0261021709412|1.01556837351412
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.416410387923635|0.920391928960291|0.982138733145407|1.09137586698737|0.991955570538182
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.32192679309648|0.971581034842979|1.02940674802289|1.05291351419852|1.02475416742303
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.451267437758377|0.994465812917213|1.01086492651567|0.992282004473108|0.940196666061575
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.164640538363111|0.99580493815459|0.991318578898314|1.01238298342891|1.01194824889816
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.200895376206499|1.00643571394721|1.0463883228283|1.04333759853403|1.01858300554476
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.155266274502379|0.946295562223964|1.01579305159479|1.01601049083243|1.01205505121732
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.231848862627875|0.968706462526241|1.01986331867247|1.02811135087791|1.00456927791239
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.164310028268772|1.02033527825754|1.12449284297833|1.09282419600045|1.09716590924867
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.224225671094125|1.01624671819559|1.09011300703793|1.0846035226402|1.05437213246172
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.148351853882221|0.979634060611533|1.05805369776786|1.02179512811748|1.00048370557164
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.219447543743107|1.00468355981503|1.0175797952958|1.01162054265316|1.02417108988539
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00189798211702968|0.830106405286391|1.02960421964976|1.04514025173802|0.998386984036519
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00277438745718787|0.787167920338518|1.02547221042331|0.9608171538871|0.932511412087942
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00195504206688119|0.800281740308816|1.01108348163533|1.00138325921581|1.0162549696232
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00309592962919815|0.822890596649379|1.03849959894856|1.00672614815202|1.06469984078459
G2	10|2|0.4|0.08|0.016	0.816644391966389|0.944300107891026|0.976294199510351|0.999633354491013|0.995338739711914
G2	10|2|0.4|0.08|0.016	0.852039482070509|0.936746421920933|0.986883552597861|1.01307702315386|1.01495624565512
G2	10|2|0.4|0.08|0.016	0.818054991970492|0.951118171903817|1.00645323078343|1.02909982011972|1.02792863485957
G2	10|2|0.4|0.08|0.016	0.924798194445688|1.00216255913624|0.993016291186969|1.02348364233104|1.0111793077744
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.11264443766731|0.556442230580687|0.900808173223544|1.01480521387505|1.02403341127037
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.200402674708866|0.558828346492268|0.922345340155648|1.00029085199869|1.00305535788915
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.109809484531317|0.555441034245403|0.865009711037936|0.992402349717264|0.980744770521204
