#Treatment	Dose	Effect
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.948285747754302|1.11599331685152|1.05672661360428|1.0159372129298|1.01004938378165
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.919080882126277|1.10542605071548|1.08339755485546|1.01581390760732|1.01786077596039
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.720539028598317|0.689574946410833|0.652853296387306|0.674380456945679|0.719519527369687
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.684882626653422|0.715781356198045|0.670106394102578|0.622353217964134|0.739654676635123
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.677406549468559|0.676462757689432|0.643232359304081|0.629764195537077|0.666393519721581
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.648601769290737|0.687112300062016|0.675614620482514|0.609880798460599|0.75046113475019
D1	10|2|0.4|0.08|0.016	0.997860615883306|1.04475987375245|1.12579715089994|0.991336688560949|1.04636014672012
D1	10|2|0.4|0.08|0.016	0.972867013563081|0.96807301885183|1.04696749978674|1.037471636953|1.06197048537064
D1	10|2|0.4|0.08|0.016	0.984601656139806|1.09860036699254|1.00332338991062|1.04905196533234|1.08195255550079
D1	10|2|0.4|0.08|0.016	1.01282533994425|1.11344936834429|1.1389466203091|1.03203381057647|1.04396944491717
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.120214181415422|0.645276458622715|0.832059855689223|0.928787762597942|0.861519682443559
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.158888900308244|0.641067460188836|0.85099244293463|1.01886222645265|0.854357111855477
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.107475788722044|0.620006122702348|0.86731086131925|0.96656958250727|0.901496206469244
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.133487249125356|0.632522962061608|0.930228182475037|1.00658151946348|0.939241047090059
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.577507459299969|1.08110432482181|1.0457483902274|1.07874522294617|1.10824759352063
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.625688885791765|1.02713052139041|1.03280052416932|1.12019607059969|1.02885055820464
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.503243741169451|1.0501853800537|1.06865782218594|1.04345203557461|1.02521889925881
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.572934184344155|1.00492379912735|1.03656789564955|1.026566223787|1.05554517470964
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.550259259227658|1.05441244102994|1.10748443036776|1.08207130929963|1.08093478374018
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.601508712082751|1.05544316390968|1.07571632253776|1.03088670324823|1.00829612463556
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.534755829300484|1.07622085349758|1.03566055944254|1.10921689397272|1.12390545392617
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.603678526318777|1.08418957467039|1.10116656968906|1.02699998580815|1.09006854661312
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.262500030538031|1.05938792013205|1.04417916622217|1.04276545896218|1.0267879610123
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.321041843617592|1.07684753053192|1.05771362167207|1.04624435148215|1.0264263907223
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.275806192979939|1.07936095333744|1.06571918068344|1.07248774147811|1.02567158132822
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.313959945648963|1.08791870975365|1.08637257466938|1.06092886259484|1.03471883465976
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.452144163335058|0.530567142222551|0.547520340015238|0.528521886697261|0.601655060181304
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.517972852800208|0.525719003294662|0.534117461199175|0.51183368878991|0.614606080218523
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.451954152590222|0.520253473940232|0.507980034796886|0.525015690960048|0.60938323668951
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.463549708194982|0.51061322060255|0.501068347863262|0.518669474716903|0.600809202183875
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.383802780858142|0.679774801671927|0.937398276891581|0.87418237652478|0.924701868122494
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.36485200034121|0.732304017742899|0.91549603343854|0.912994967158577|0.93161136227928
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.394489644937804|0.719954359601546|1.0066741146812|0.925639481413618|0.953355265884419
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.386677165604281|0.743906751093174|0.936280677869257|0.888629844552824|0.937610386541373
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00127756225941945|0.0402368866060721|0.48673540942471|0.985452708455707|0.993342604092468
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000828518098930437|0.0308796917406707|0.505626886993452|1.02282140454373|0.955126416208597
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00114742834934567|0.0417608398435241|0.477774359140447|1.00375921586227|0.986075864446146
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000943852351881112|0.0363414000322329|0.474547988029114|0.97911726671463|0.929284330123156
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.267020418638604|0.96302685687917|0.913016616541417|0.982671308953114|1.00225117466447
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.25922586445872|0.929846462919355|0.951615466394271|1.00085067038095|0.995462808028085
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.276362158210648|0.861402594337303|0.918409829240548|0.984782772603746|0.977685552157194
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.232352835118292|0.896839524142023|0.934862923661445|0.945857878570328|0.950116210838259
60	10|2|0.4|0.08|0.016	1.04236117451213|0.98391713943684|0.945729198041285|0.992067358764088|1.03027236510798
60	10|2|0.4|0.08|0.016	0.922346805825632|0.971538225910906|1.01900949920349|0.959261702075012|0.979248169570979
60	10|2|0.4|0.08|0.016	1.05744504207882|1.02818145693485|1.03115110057761|1.02586109021756|1.10642819635837
60	10|2|0.4|0.08|0.016	0.9130855910194|1.01249237188312|1.00515518782907|1.01626385478904|1.0251621418333
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.195270758328535|0.577043381105672|0.81194354617391|0.950043852612875|0.952284936932858
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.163700134448772|0.561805310685786|0.789956163674075|0.975236506872686|0.971334153652715
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.204643469014001|0.567867059389479|0.840128619534303|0.967752280802437|1.01068622403767
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.161216653022643|0.574642371865743|0.78724269763438|0.972151001358776|1.00174024593
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.876901607750907|0.94375632241313|0.959887341074388|0.967147658445725|0.974516693718738
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.711786294579648|0.933648954991638|0.951947536817572|0.986098547681718|0.987956944313502
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.867885097036985|0.860234210465807|0.923880321194165|0.973318129211756|0.983391001692154
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.834416726350508|0.896601470053473|0.938555307547075|0.932021736557084|0.962042779901605
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.986321549458095|0.989146775642557|1.02858197239506|0.984533852803901|1.03350948144698
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.03460448345851|1.01831557232004|0.979594244282244|0.986333648927836|1.03095044359681
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.0850937120076|0.989616697214868|1.01406451533273|1.13910231487481|1.01542529884781
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.07768500175884|1.04025882657879|1.04006442893378|1.06884145174927|0.969251229642247
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.08324531425797|1.08455523486862|1.05100046592133|1.04760760288042|1.0239362692702
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.09190034764899|1.06530558606649|1.09288419360121|1.09466636026893|1.00260367803782
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.04914834609598|1.06923266937639|1.04770553097842|1.06798634659002|1.04522411353888
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.0886741820305|1.09361456064315|1.07367339606117|1.04838764007096|1.07086916979183
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.536539762195502|0.549423339865917|0.56983516191804|0.564984584180684|0.673934838828321
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.577360328521997|0.552768884282481|0.556622262028148|0.554951028708741|0.657890383406469
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.505807077660187|0.504822264290985|0.505734877266551|0.502552283915052|0.571763581255045
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.497275879148093|0.495447765181216|0.525561105359146|0.521618963866591|0.598188925326021
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.664004140024352|0.804134568976034|0.971114540926308|1.06882032794388|1.03211776944823
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.683546509733679|0.850371912692766|0.999588573714634|1.05191775414287|1.00157069371927
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.610125668931513|0.858685587156515|0.984300402862125|0.994251698635079|1.02461667969455
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.666878119175035|0.849690337321869|0.937817930370994|1.0467981480368|1.0019421562143
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0010036300413038|0.0604332877518023|0.43956043956044|1.04795211503962|1.02778210306247
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00136965982107343|0.0605808804049352|0.39392183935868|1.07311666239878|0.998275379848142
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00112891784071579|0.0612178582597884|0.390578112723972|1.07441856917292|1.03329239734857
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00141572399484359|0.0687358408530958|0.402886368317073|1.06719654612163|1.03777450628914
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.783723754609013|1.00736348020176|1.01481917974801|1.06535225445036|1.05579582949737
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.824537848225715|0.983227020580544|1.04896847192546|1.03191258231358|1.05192261702869
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.816098686160943|1.02057327506903|1.03199474882158|1.02084001179426|1.0685890993056
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.819463425333401|1.02513672265728|1.02078216527554|1.04542156855656|1.063996728458
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.659986751080634|0.878929680906734|0.932121974754456|0.85272525431573|0.928225945497939
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.62962313176625|0.908521959025146|0.834687969799723|0.920751498065597|0.945591709443334
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.688865026320824|0.929294799400144|0.962311542283031|0.9849542394115|0.968735921599121
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.63957442344127|0.93572226439314|0.874752374428378|0.955251513524522|0.973244095557242
SB	10|2|0.4|0.08|0.016	0.742755907116509|0.934361311803973|0.940441479788642|0.986209993485534|0.988641498481715
SB	10|2|0.4|0.08|0.016	0.713617201000431|0.914403293916248|0.929551710591875|0.979806561830853|0.978153700631137
SB	10|2|0.4|0.08|0.016	0.73779782623341|0.922059913318812|0.945383553030473|0.973689676854326|1.00283791066897
SB	10|2|0.4|0.08|0.016	0.688200354809009|0.94139756574072|0.97264265343244|0.953787810738587|0.980656733511486
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.180634776272488|0.570973939686328|0.844591459628405|0.966369891946918|1.03555833581479
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.140001954388873|0.56005090644402|0.834283981936522|0.960872980881614|1.0112161915732
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.178987663840743|0.54890782464546|0.806377316369129|0.895420617833208|0.965021797298839
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.119364578775683|0.526641223247949|0.87676692413327|0.955907219606161|0.958451561477913
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.782131218465842|0.919052067776987|0.99590922557147|0.937748854181584|0.949944650662714
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.623758617789527|0.932157093618043|0.960228034723469|0.93219346279244|0.965683410883021
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.754127833563827|0.930749804581805|0.948262281281943|0.925491551921111|0.979721604233059
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.683206060970477|0.899104082737057|0.939128735493957|0.934465756719379|0.928356683302267
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.752235475222514|0.924425919926558|0.948040744427824|0.955916288398996|1.00487277144318
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.71131098436182|0.923652534424141|0.955007117655697|0.914070819382753|0.931215181970672
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.778004408881837|0.977435373267531|0.982729082601698|1.02367218666809|1.01642575458241
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.701591926711874|0.971699250184975|0.971903675848023|0.983409484435427|0.994164715215219
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.777446587024582|0.939149299992654|0.968359386600686|1.01193693447269|0.975580630186361
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.715071923273505|1.01921757356837|1.00216793611544|0.987744205420934|0.994630958502858
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.773121936444351|1.0020398932089|0.989416497345086|1.00917429718488|1.01236228310568
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.735685597743343|1.0019338412579|0.98354507569458|0.978284256186163|1.02950734851644
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.741646036242288|0.868908463001048|1.0166621396143|0.979563074773971|0.990052384463156
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.84647083931551|0.806236467347018|1.08273020061309|0.939071048853362|1.00777773466299
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.830540643301847|0.845483321311388|0.997595089413543|0.928839994429745|0.995226166428575
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.782886800217177|0.968150972682281|0.948955498983741|0.994209125516931|0.891932362085341
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0010838575556495|0.0167494490020589|0.440188312846895|1.07319962301894|1.03981029531417
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00126746184103274|0.0286452298792284|0.427404124137226|1.08583574375653|1.01594469957379
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000993226426752438|0.0172486473064508|0.41684904690685|1.08311341837353|1.02804998469738
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.0014840650678801|0.0209963446957667|0.445981763900839|1.08998804663545|1.04118713656286
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.694382334226429|1.00967472674303|1.05692688888906|1.00443550918452|1.02689904198272
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.767672477599632|1.00716362246942|1.01537896361146|1.12724400880747|0.991718781122386
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.638184726844786|1.04131658790431|1.0127753158156|1.03031020723388|0.976443373848445
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.735562216133718|0.956210580512292|0.97665814684736|1.01931265285107|1.0839975727709
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.807834253962017|1.07309742174395|1.01596391271235|1.03809970342111|1.02793978250881
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.83576542636836|1.02787403263542|1.05846650944098|1.0730160171388|0.924173958510264
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.774815066439891|1.01101969989535|1.00411311335678|1.00034673819544|1.00398161896212
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.813515119115919|1.03229987609784|1.04288204404906|1.05466331564682|1.02011159804042
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.914007881465981|1.04774286891882|1.08663325413575|1.03070698007279|0.989258261994708
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.979853904911673|1.07654274224408|1.0710876562768|1.06012470320312|1.01096062449402
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.978083728868488|1.11425367829373|1.0908871794496|1.05377242417654|1.06517556223806
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.00542715761068|1.11654994002848|1.05444013148948|1.09108586308906|1.06329295332644
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.759973220582452|1.06687379549495|1.01571015830406|1.05728325408922|1.03821591880377
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.816122249341077|1.03960038869155|1.09004904143335|1.02045180517324|1.07076721081316
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.779877737511127|1.10127367306386|1.08380085305298|1.08596090806688|1.04010699022491
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.826811682860048|1.08841797064519|1.06030012951892|1.03173677704604|1.07955161983032
D4	10|2|0.4|0.08|0.016	0.856382755810795|0.827435489503706|0.820587482053471|1.00013813976951|0.912489232082573
D4	10|2|0.4|0.08|0.016	0.693188467657444|0.858186333475612|0.876079313957549|0.961511776803384|0.953456210469132
D4	10|2|0.4|0.08|0.016	0.89242054172293|0.924887616979263|1.04157819714634|0.940374803046116|1.00132528254179
D4	10|2|0.4|0.08|0.016	0.665689264272605|0.884675384011178|1.02131874218639|1.0595407043243|1.02877912844288
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.194149686355018|0.566333340983512|0.851530023372529|0.96525214865136|1.02527594317447
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.117391249627054|0.564156741793888|0.790052201363558|0.949130507850934|1.02399663589567
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.188369434034174|0.555955605088553|0.828480767787126|0.978631195394201|0.996003996003996
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.121089892766193|0.566153499679511|0.790247324929406|0.928429951551339|0.988453742789003
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.859262680882824|0.930547040965876|0.916996378274608|1.02106149957877|1.02035157009895
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.668750469863261|0.916444555360161|0.949736837822191|0.961588629967859|1.0251133678326
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.803286321092989|0.872840409686851|0.924227056249196|0.952447639887465|0.945901476564368
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.580669694573672|0.892205284739716|0.923262048802015|0.86691797068937|0.957766949230458
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.984350747396031|0.92480327872702|1.00094789400807|0.995744261171021|0.960254984270908
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.821529013305739|0.924311720149753|0.952033119150512|0.993123659074383|0.96687067391272
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.97838404346829|0.96148701375447|0.965723011753877|0.930394851055203|0.962194578830498
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.830712707446105|0.909596820966468|0.849475705236529|0.963997930528694|0.927238985583362
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.943903739621326|0.975842538338124|1.00091357942281|1.02024700020724|0.960588789130811
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.866284417377724|0.972256525650469|0.913461441437386|1.007244211345|0.946750816361222
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.999948700535713|1.00216027744053|0.948750206622842|0.994874124957352|0.997434212508438
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.866840433423474|1.05535863618339|0.979611312916147|1.03751619393803|0.980347419514805
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.484346715458939|0.496036711201531|0.469998277537464|0.465718120630876|0.582826073532901
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.446121046867231|0.47301421194089|0.466875095466674|0.474574178011628|0.574948244875674
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.470861617256815|0.501396019929883|0.479660466352502|0.494888854200505|0.548748475937747
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.457864161227856|0.49668777501677|0.506036763123811|0.453675679552464|0.589836772405297
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.668969565238837|0.856619079640721|0.941588473888517|1.11272091138225|1.02058304656711
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.68182019963204|0.795335232868424|0.945616628221085|1.07226837701552|1.00355628482504
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.698148385666489|0.939283800094624|1.00239446800595|1.0397682148175|1.01674938439493
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.718884019920207|0.941961119411669|1.02310971657959|1.05777556555398|1.0630962280546
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00109824295770007|0.0560221054342526|0.508785211499629|1.01603874015425|0.955650020720184
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00125638994360888|0.0580135859975487|0.522415138766658|1.01616174336551|0.971860086775837
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.000934933801492778|0.0545289009556359|0.521200365959802|1.05550464535957|1.0002812221514
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.00119018556951938|0.0621152209448916|0.546096317473839|1.03818314165954|0.993089651989443
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.732620138137503|1.05562434409092|1.04970834926498|1.12479722748757|1.06119540192481
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.774175283312046|1.00161567185428|1.03615818289796|1.10347296230913|1.17841540501623
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.652371087845026|0.982196612654954|0.995725745156854|1.00015262456734|0.975889153148399
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.714114244473879|0.973526923663941|1.00900945121881|0.998664726775181|0.983509644108653
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.501692121692218|0.992268465208093|1.04728517880272|1.01914756674657|1.03760359154626
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.559743314961422|1.03215749907768|1.0258905000024|0.997973286996296|0.868784307587637
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.510040189806264|1.03561086326994|0.957893896006758|1.0271969042311|1.03460712669108
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.551267620861906|1.02260101713049|1.05880008294543|1.02400818481017|1.02676442609102
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.03879051968459|1.03943630902618|1.04873631494059|1.04635456712133|1.01846733728586
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.06040208378957|1.06175120805766|1.05629396842346|1.0258651419218|1.03717284935365
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.02210774913448|1.02878415423622|1.03796380905803|1.03135818993809|1.01956588887888
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	1.06567330338872|1.05173168251844|1.04733329901286|1.03844322320751|1.01069833588592
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.779816475740765|1.01537270542873|1.00227685457555|1.0341345839042|1.01655962051871
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.840276206413817|1.02671470688916|1.01746141075468|1.01152683530476|1.00622550226318
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.799619748994239|0.990837888771569|0.997423782728986|1.00465122495623|1.01214597896256
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.814839813416378|1.0082432269878|0.981164543765621|0.975053128216095|1.0118118392387
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.815367490985977|0.890981702314462|0.952239242772751|0.989528442879949|0.950749647742014
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.781320544080339|0.985704162480948|0.831690558828317|0.963327354127378|0.962209335782013
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.840579734765314|0.976728896786452|1.03359135375356|1.07161404471429|1.02456729270524
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.837426749579758|1.01369153238308|0.984159477175258|0.979022285795343|1.03931972985576
F4	10|2|0.4|0.08|0.016	0.825913847965102|0.877302832441804|0.892584517117215|0.923326533989155|0.931424245397264
F4	10|2|0.4|0.08|0.016	0.784177686924612|0.837224286105469|0.893302035849579|0.94223388474892|0.951986282213296
F4	10|2|0.4|0.08|0.016	0.846937238487515|0.911035112700334|0.928249766823058|0.986093972719225|0.962049849779883
F4	10|2|0.4|0.08|0.016	0.810813177224122|0.892140545778737|0.921942673717749|0.925121448642825|0.956024720836929
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.192172208166221|0.583701727125552|0.863435865311867|0.899039220312233|1.01033346621
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.016-0.016	0.146842280814507|0.569650425883291|0.837731551158874|0.947343415689752|1.00863481423028
