#Treatment	Dose	Effect
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.114544797084921|0.746377013156797|0.849767739423104|0.911031682011627|0.930238380017246
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.66029257423893|0.840986206826279|0.934104564552121|0.99180425309336|1.04636557854229
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00210582804895031|0.723426657745202|0.878483532085008|0.859340875820679|1.11430910159262
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.802253997323378|0.993646545044728|0.944495315911812|0.942523068253856|1.10019018102416
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0111431992674509|0.863083750088047|0.885595548355286|0.927364936254138|0.944777065577235
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00275106947825967|0.793683544477916|0.881759033824399|1.06737369152258|1.06887302438823
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00110042779130387|0.693035667615786|0.960728483197843|0.914015323456994|0.917426649610036
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.75938444837988|0.817376842705894|0.976866364898388|1.01673874544651|0.968822303482397
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.140200475267642|0.841745616995515|0.891471276925164|0.993149326588198|1.00827717219232
ST	10|2|0.4|0.08|0.02	0.000529256259940432|0.137369002324947|0.869211597192782|0.899692437306086|0.970720787619724
ST	10|2|0.4|0.08|0.02	0.000885694149288069|0.146560779410851|0.890522262516505|1.0071854638148|0.950587447445663
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000410284063101689|0.212761592722733|0.391586832226055|0.736377836454911|0.932974237091438
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000468896072116216|0.120693848962714|0.320103626031938|0.585276077215461|0.911311238559668
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000345191864184856|0.178618934964067|0.84971953161035|1.0071865375173|1.00799595292297
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000476126709220491|0.141183472451606|0.798166912169501|1.0945319823238|1.04013450579535
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000476229266794914|0.165614993702495|0.723367191563223|0.966331844072512|0.963574727264752
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00045116456854255|0.160840168685419|0.477507566405785|0.969840901827843|1.02091022451703
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000146527750219028|0.100469194066847|0.935628527731903|0.941929220991321|0.922660821837519
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0005128471257666|0.160789784573681|0.964995131004967|0.961295305311936|0.94862065491799
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000380056222110098|0.0690784947152527|0.265895196220406|0.281936189870846|0.52286562391471
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000249002352416961|0.0886055212995302|0.163961496373084|0.166700522249671|0.458256066155993
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000896495297450119|0.0453972257250946|0.713048597065868|0.94250818862045|0.986328446713886
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000648068889722978|0.0573324944441594|0.565353697098002|0.917363115699199|0.975160059514326
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000328227250481351|0.00126601939471378|0.0327055010301061|0.92176762096786|0.0359877735349196
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000234448036058108|0.000820568126203378|0.0124609131164884|0.820099230131262|0.011898237829949
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000511836212412028|0.143064172953027|0.676706988647354|0.936481721198054|1.05672752161169
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000238063354610246|0.171869838860867|0.622964186344091|0.907164219077802|1.02569596333824
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000413567521164005|0.0684015615307011|0.823826502158697|0.984566412051107|1.00827761659784
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000162920538640365|0.144773697105654|0.781316773922688|0.896426400646669|1.00212423317689
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000402951313102328|0.104095755884768|0.805902626204657|0.85159486298129|0.933882405375126
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000195370333625371|0.0888446592161376|0.770552806464316|0.807868540186762|0.870680102447319
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000786323218158824|0.138025935560812|0.827578976338224|0.913170258634812|1.05711982910575
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000498004704833922|0.132941045416719|0.67660491845173|0.886933273922246|0.9829171280855
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000968001134376329|0.179783523183816|0.901239306139812|0.952543366261757|0.988404783286855
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000952876116651699|0.18544784232169|0.901345181263884|0.925885522522097|0.912681382048495
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000472646534719509|0.0855185294594105|0.95408277031856|0.92300244899515|0.974665764572474
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.888666965247139|0.147930742036001|0.865918944930961|0.952901153981761|0.977288190507047
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000416680856519553|0.11768830268659|0.963422231926969|1.03610900210945|1.05446699907649
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000480785603676407|0.148706987217113|0.914350047978397|1.02585224256435|1.04799241961365
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000445805711266501|0.0408325008874836|0.873803961066301|0.927886798371984|1.08544609465941
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000809054809335502|0.001882290780903|0.811118724665439|0.845049492689612|1.07785088624524
G2	10|2|0.4|0.08|0.02	0.079779417974226|0.688364551488844|0.831193946661712|1.04782373705812|1.07106423226983
G2	10|2|0.4|0.08|0.02	0.00226324589997804|0.645303764757546|0.805056834495921|1.03719154829665|0.912805918219129
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0717056651554487|0.0844525835879176|0.31761921555464|0.835067622402284|0.964678289023629
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.127307723357878|0.00820901547051|0.20780876223173|0.560414019910687|0.927066381702223
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.244828661908588|0.593626695656284|0.862231885427991|0.900664555466276|0.944519544358841
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0340917899513163|0.531031809802902|0.807244883490098|0.93840903719809|0.957111121614596
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.271962340743847|0.643531127014227|0.792719718699079|0.87951134446975|0.922552672454046
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0771328651337418|0.630914513869698|0.782862751450815|0.878428831438618|0.892699707454665
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.43140892217884|0.794882838558204|0.968967292556037|0.99763814072194|1.05548466193761
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0452659645861337|0.746131178345416|0.902306368606303|0.893075285015716|0.997197420585236
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0014364850696365|0.122142509225702|0.35205442131942|0.405245647202569|0.314854411412626
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000759520841417002|0.0994229292737495|0.293142022141684|0.348909014356595|0.297806470787342
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0141875116118027|0.282779063286436|0.522877362474032|0.979681456584525|1.02095191446957
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0042562534835408|0.232725860117891|0.425355110037664|0.888484469741754|0.904082287567348
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000764815105948137|0.00108773703957068|0.0186529906395129|0.283822885817354|1.0437346771418
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000458889063568882|0.00115572060454385|0.00531971395915038|0.0789544127707127|1.03064784088447
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.062876062639821|0.803106935123043|0.970351677852349|1.02420044742729|0.983867561521253
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00471051454138702|0.596431319910515|0.889728859060403|1.01112841163311|1.00595973154362
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.122207113719316|0.35002504830745|0.919852572819008|1.02090460173191|1.03805195734631
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0384742002433264|0.279961354039934|0.757196020897445|0.918099191297502|0.978980891719745
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.187344904122548|0.806811483462504|0.913342793727031|1.03092093294036|1.06223483608049
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0359858821817123|0.707098933886403|0.91500927846305|1.02189717279773|1.00999163119019
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.119135578422813|0.729598493246093|1.02987414288657|1.06064488282438|1.02334487595766
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00875800708252813|0.680817335517603|0.917048096447945|0.980975270009123|1.01998607037404
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0227002833616172|0.703120897037441|0.940345128962849|0.96845397431325|1.01650395256142
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00363706197506575|0.635082754917676|0.838977703399164|1.01799326673225|0.948222817076947
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0636563105635667|0.706477473554799|0.963202964253088|1.02249656361789|0.977341222071391
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00332966216735394|0.65719847347796|0.900272349290099|0.924049552203126|1.0827719864423
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508327516778524|0.76122774049217|0.957551677852349|1.01054138702461|1.07549351230425
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.275772706935123|0.650430425055928|0.896880536912752|0.98202774049217|0.949848769574944
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00085879911257425|0.365061189436771|0.896228440563945|0.938159307235383|0.968474915909254
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000672725971516496|0.00176053818077721|0.811178701782008|0.992471194446432|0.960395047591784
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107702943637885|0.366903176509115|0.763788523814722|0.90959502237747|1.02789360695703
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000553069170032384|0.0545064221518757|0.627478805079504|0.915715169377433|0.953855110431903
G4	10|2|0.4|0.08|0.02	0.715449132341256|0.868439587604595|0.967461570908663|0.93858996870739|0.971793488390343
G4	10|2|0.4|0.08|0.02	0.534395385566161|0.856668072708724|0.907575950795068|0.990431720308806|0.939806358579963
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.147206948042532|0.0849222617195308|0.469612112043457|0.718343255562392|0.952925914458497
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.227943453092482|0.0208974293653562|0.341703540256554|0.642466617806711|0.929575035959099
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.66670081704787|0.868094152600978|0.908075711395128|0.979202417846989|1.02854971868623
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.488205312091796|0.757660357383739|0.833653493157117|0.90367031221986|1.00402974498203
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.640294224712073|0.952846456605444|0.989234889281204|0.959272368068005|0.926281465176174
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.723010744602491|0.902703838969393|0.947500645154675|0.95526642751794|0.855070061234151
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.704975689043956|0.882067342048846|1.03823195594603|1.01444645284235|1.02201297518461
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.740783555424776|0.942634550982947|0.99836759286505|0.978253254305211|1.01949080107052
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0158435721504175|0.101005265677358|0.392878038402213|0.503590234561991|0.527485240146801
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0287218764959311|0.0706278921333972|0.343625339077709|0.497686293282272|0.434119195787458
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350553800086832|0.518354544976666|0.805244211333773|1.05589010051924|1.02515220011175
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.405659293698029|0.457961229126633|0.679831708632428|0.886633062906784|1.1031144805727
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000623960472104092|0.00324459445494128|0.375515011124045|1.02375534509889|1.08832745445576
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00120112390880038|0.00165349525107584|0.060500767276393|0.980475886852568|0.933359071702808
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.116923884492567|0.832215100620114|0.9485640725473|1.07110376963503|1.08007740489467
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0591410056387258|0.75950949126487|0.976726456184789|0.915852380783756|1.04869884371752
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.570709806863762|0.73044155924058|0.948238941365267|0.903264397203361|0.984511160748619
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.417137358984569|0.681003057435002|0.867655277194338|0.908938340303282|0.92624044872003
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.664831084394748|0.801294716045231|0.945149719057828|0.966721313772472|1.04785825381479
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.42006809870108|0.810136337522945|0.877912760799809|0.952534084380736|0.922933568736251
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.623637040582948|0.771328652731238|0.843791553640764|0.952795064092335|0.975659539386203
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0541792989734589|0.680336152332323|0.882453061007393|0.873676932078081|0.904273708845274
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.604408205859047|0.929223784297349|1.0132682284822|1.02192810820177|0.964782247246575
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0486806727760872|0.92708996501393|0.954642711819529|1.06498608928943|0.969984405207609
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.637648604960876|0.884947538573431|0.938233762891121|1.0028448697775|1.03201502184837
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.191789850112995|0.825460707064207|0.990810232171792|0.980218503157825|0.981731607302677
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.611515332043252|0.851687139247573|1.02396927133998|1.01478733442622|1.06111362230327
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.247670666752765|0.815242681842137|0.995456940923568|1.01123787423996|1.06121360709725
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.536635389606419|0.790809400937438|0.87760717386633|1.03479492881863|0.988213014774349
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.604663432393857|0.852827775846376|0.838802888134575|0.950673554491441|0.914699403051304
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000901652912937663|0.183084850470022|0.97958249243633|1.04327581773932|1.01324654924046
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000986182873525568|0.107437579907228|0.918742053303184|0.941642628459124|1.00457518411682
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0474162970455369|0.707225893754143|0.970557883010641|0.96364158254796|1.00483867660828
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00485234518626855|0.618284456776539|0.975710936912678|0.946050122675487|0.944375721871775
P5	10|2|0.4|0.08|0.02	0.112522031578289|0.846299614746347|0.97685902365612|1.02538552962258|1.08586336189926
P5	10|2|0.4|0.08|0.02	0.0138058424617966|0.765532492668406|0.956172337536658|0.890270781435705|1.07573711497632
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0870736447585619|0.087878865517153|0.484757537049305|0.841946145371628|0.978555507160975
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0202988833052116|0.0220703689741122|0.397735133611745|0.716851440430134|0.857962718278877
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.129826044913953|0.799444897364679|0.997865767929067|1.04246818375839|1.06432433853978
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00875540891279588|0.696394867323592|0.946085858841284|0.994434812865272|1.02083860148122
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0218654078974723|0.825204267562992|0.872631727901805|0.900968010747522|1.00044897809441
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00114602968845812|0.768098446745433|0.953915979951468|0.931694184772829|0.983740703795
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0361083814978005|0.887959059322422|0.986401242590421|0.975363038570317|1.00355378042638
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00188783578646323|0.777654504918587|0.943664303349852|1.02732783184173|0.883366264797146
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00382720183705688|0.221581317787604|0.247756644637475|0.476924023209245|0.626014037629595
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00103881192720115|0.15388768529466|0.241968001858927|0.404036331080296|0.499654868405765
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00238437790918022|0.432227369567537|0.743947985237463|0.934631985252181|1.01678999444381
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000647608814839073|0.301829862861474|0.71881634770706|0.811027011910851|0.97711659534384
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00159580113975338|0.0642712569130032|0.579876069205064|1.04618673069392|1.01317999978039
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000336728680865393|0.0629975440766863|0.128835321374585|0.843110055377228|0.983050103031656
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0099368226847628|0.78640888649729|1.05844963718055|0.993763187227784|1.07378374059067
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0047742063387704|0.611041768236558|0.983640251414561|0.974245584364879|1.02496545780795
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00807245179540802|0.597099540340114|1.01111310098075|0.998087799467357|1.01676689832601
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00456001093786407|0.532889656593433|0.88202319674483|1.02197393784289|0.983229250313404
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.067508634143098|0.889377363877796|1.03098904451424|1.11299286974276|1.027398492594
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00603901107282406|0.772031243277493|0.996319488717923|0.987472181045171|1.04281674495739
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0960628441487662|0.82167221063314|1.02360038337938|1.01757155475372|1.05324087124843
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.015320140572438|0.786935032230178|0.95553175095375|1.07480784048411|1.02581045272594
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0314507035876827|0.861854487675627|1.01950469669302|0.970116657360236|1.03256963114197
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0135392389999073|0.851523272183978|0.97858514952451|1.00106718523964|0.998152368181064
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.07691796027305|0.863275436306342|1.04380108255523|1.01407654380524|0.998985624132168
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0204953812639788|0.871116062891304|1.01685360560734|0.961187651220993|0.960189904465748
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.398614365678504|0.866977806915622|1.02314511295603|1.00465844892908|1.00664905413797
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0662698438456762|0.77550517016429|0.941062939907523|0.911177897358337|0.987487315301047
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0107529987656389|0.768238599491235|1.05679794029236|1.08251732630845|1.0410689836452
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00169459865934138|0.66814944049359|1.02067988068485|1.00817066149044|1.04200101290783
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00143934978937775|0.645188543088579|0.998142143614254|1.06834955861244|1.01751860789843
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000860480852345397|0.301848860449562|0.973008280172566|1.06543174626766|0.959678649514415
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00336772471857323|0.663486873014978|0.825581176824341|0.997395275412979|1.03460562665614
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00094717257709872|0.489650636146661|0.838240213489692|0.936302644190111|0.939610230967281
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0427908942149936|0.943141663989721|1.06765092047422|1.01565851797075|1.02814566323946
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131080530444962|0.912579203470185|1.04815269157053|1.03462207628973|0.969556115618202
