#Treatment	Dose	Effect
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.61308126541626|0.906371778105186|0.8|0.968126210538514|1.06628701971626
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.950041175801722|0.845485650491525|0.914357778091717|0.896950234133534|0.969336948993691
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.752838373779801|0.976889865928833|0.945423972930787|0.869715628542583|0.913048422053691
PD	10|2|0.4|0.08|0.02	0.208810549192677|0.242596765376462|0.321222383701551|0.478486953507287|0.64380474927001
PD	10|2|0.4|0.08|0.02	0.0555859255209931|0.17594432074239|0.235570192397435|0.38210157197904|0.614058479220277
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.181872845626228|0.21321046265286|0.270599833593198|0.478035001363417|0.679708858015844
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.183900491529334|0.0480342322563504|0.290806373800018|0.372415625458842|0.567796787929214
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.160881661231255|0.216748238584413|0.258709289419772|0.376319533744371|0.518220444644368
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.204612684147993|0.162886325743315|0.15130816582976|0.286285650024692|0.426543713909927
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.127611188075057|0.127809804710194|0.309206377580154|0.43922082694036|0.669755155343036
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.251081219307523|0.149379571285993|0.288262253405034|0.295362798111156|0.617250847844761
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.149358487875192|0.297698298299318|0.447168840694127|0.584894032078153|0.672490106095257
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.137643697187941|0.264407919198505|0.399861459866655|0.558734395134797|0.50948134037579
PI	10|2|0.4|0.08|0.02	0.424559815059374|0.460690741450112|0.649178026782103|0.931249983257837|0.935289532264156
PI	10|2|0.4|0.08|0.02	0.468544824796616|0.398768848326721|0.517405152300105|0.839915458775438|0.929878465292827
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0839174533327958|0.0258836674864505|0.160082477551937|0.673309411771482|1.089291165341
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.218312089988078|0.0185459299747153|0.111793944350691|0.486202864827817|0.964572666063828
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.537335877216891|0.458500549817198|0.806962471451799|1.02999714909601|1.08653903388816
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.451056870835252|0.389301904466521|0.785245475364743|0.882877971910764|0.99792917853238
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.33001667294143|0.327083017557927|0.532663807982476|0.812436743055793|0.981708658683864
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.224698444673704|0.247160466060052|0.437632931259565|0.863589914092792|0.928218342191343
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.43470229849101|0.499630076517059|0.613427477618388|0.899485086373409|0.892255440854449
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.193373155968678|0.446986737374189|0.498418515042727|0.89661507599569|0.897121548415288
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00193548715702404|0.0117759113343147|0.106441606861811|0.396122913621246|0.680466350537098
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102886422557593|0.0019864210295773|0.0464618785430875|0.272027626532473|0.686344119429744
PK	10|2|0.4|0.08|0.02	0.000567894157387044|0.00110364336246916|0.0405454998406146|0.779236503807837|0.946422400745763
PK	10|2|0.4|0.08|0.02	0.000300019554845986|0.000728618918911679|0.016715375198562|0.466401827976288|0.959076796969803
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000380133968425842|0.00216561169891086|0.0801737097043594|0.703708610034385|0.994027289011248
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000264941856781648|0.00103672900479775|0.0463533057256239|0.548498758804997|0.856338157962943
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000576446520487348|0.00114036159487714|0.0484465706131323|0.826448870133491|1.13281766432642
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000263160368048572|0.000751886765853063|0.0220302822394947|0.560569178281751|0.990523093888727
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000549210990964516|0.00267860799101992|0.0466347578292676|0.826456553315621|0.984870200726982
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000992433895953423|0.00152237432583146|0.0304378512360861|0.519033292303097|0.978684350618224
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000237959753763385|0.00110703015881227|0.0591588640008277|1.00036211266877|0.962723087269153
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000693187108788992|0.000641456727536082|0.0411359991723139|0.699125756556826|1.01443277636956
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000233070116104385|0.000537074615370974|0.0275833415667885|0.331547306900142|0.736309030706988
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00038507236573768|0.000608008998533178|0.0170951863420912|0.115237972188655|0.696636443552698
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000324460873495023|0.000811152183737557|0.0463052018030754|0.844757059920971|1.02013974993337
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000486691310242534|0.000637333858650938|0.0304993221085322|0.690858314889278|1.02562082111777
JN	10|2|0.4|0.08|0.02	0.0798985814567755|0.858303070887097|0.908886427829431|1.02665098456687|0.969394150118904
JN	10|2|0.4|0.08|0.02	0.0161628649021443|0.715836345269472|0.909550341543542|0.955074218112825|0.904811371239372
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.193615456164775|0.0890869409268592|0.359837316327337|0.557100388471102|0.797271583247716
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.292125405037358|0.0396131095318285|0.253144548941887|0.454286252743311|0.71748606306728
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.333920282506426|0.766496202495056|0.939449488246162|0.950819119287182|0.959394518970663
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0901573200430697|0.636737879419282|0.955482595070109|0.872850429131307|0.987298291423878
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.166727018778128|0.745548600693187|0.818995395996069|0.789995344265687|1.00750090528167
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0520614556929285|0.646184884382598|0.82578242201645|0.86435259427862|0.937354508302726
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.194593279980544|0.85857964031201|0.901788813141101|0.939667773749718|0.908223575042244
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0410406074009895|0.653346202857136|0.845375711560531|0.862896504201595|0.931500186202756
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00622269603810098|0.28604702365088|0.474466088044776|0.521454975259858|0.608248258919777
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0015991285907969|0.204873865835429|0.431104209879834|0.52793260484142|0.547365493586104
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0101533011106246|0.391525942714549|0.539086489069748|0.781346313991123|1.02922651190609
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0092490048448531|0.180275466957415|0.544672521698818|0.633991809823061|0.894062837143683
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115507839334675|0.0102741183408211|0.0553221756813443|0.68189748983227|1.01724714422066
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00054714239684846|0.00476621821254658|0.0141405912785502|0.567167808573113|0.813977664431489
D1	10|2|0.4|0.08|0.02	0.600624490563672|0.867394820991912|0.979953602106715|1.02020189353564|1.05821305410998
D1	10|2|0.4|0.08|0.02	0.596491316069973|0.841191297260016|0.98723681735532|0.946416703241583|0.929813781428303
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0500475221381949|0.0754766593717217|0.343134489020606|0.762556389741792|0.452224501702306
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.193725982147015|0.048458885818134|0.314188439657841|0.654627724990619|0.478486303489796
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.435181140220496|0.708182652414988|0.969779374701115|0.976417520776518|0.997996665417275
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.476271471223068|0.563063680190252|0.882697651574879|0.981628775639452|1.02372206640731
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.373917286468161|0.599183751752226|0.846224358269238|0.892626971166186|1.02416309170242
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.385616656653946|0.513723067897526|0.746401766751563|0.89695923553585|1.02447898597937
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.385267655608878|0.596700778367871|0.940677844263167|1.02983791430765|1.09244088918537
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.287929978520842|0.571650387171163|0.867470433809977|1.06722947619034|0.866124751638253
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0174305822376744|0.136770719120849|0.311238977030991|0.603323056162086|0.690638402883855
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0216414110649836|0.10042264476286|0.198058895375898|0.524204456356384|0.606346856091489
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0729525362091667|0.134077371622045|0.626547118941626|0.602420214433507|0.983013355069283
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0348410558655715|0.0530591259640103|0.476508872029594|0.492710514765816|0.871066524546994
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00051493728995078|0.00164341688282164|0.0521730079733109|0.908623282286979|1.08051373211757
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000525893402502924|0.00144620685688304|0.0302607828690224|0.792937689848888|1.01285973710808
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.043716638016828|0.527804991534296|0.816005997079009|0.939721601116697|1.04007961639374
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00270902534541366|0.306523115896137|0.785824145997854|0.759819570640162|0.959232787478513
60	10|2|0.4|0.08|0.02	0.880363504057267|0.969141077819991|0.982521456836714|0.992020849022279|1.04801310961249
60	10|2|0.4|0.08|0.02	0.351398537296678|0.990351122129804|1.00948528976249|0.929812240339135|1.05823454585967
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.184945036934375|0.330623758191265|0.41099663866996|0.739791649294523|0.994965193413058
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.114509501723796|0.161861411988648|0.336570063172302|0.659970843552946|0.91310861207836
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.820674294889216|0.870004716877989|0.960031487503397|0.98822030006841|1.09115444807842
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.543871650938534|0.848475761182281|0.919422604153976|0.945787140728523|0.974550725180944
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.100196833673699|0.244118070660704|0.387655241942929|0.440464276350046|0.552522831598267
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.201575407977488|0.19571102010067|0.331271442129792|0.413047893731974|0.458338103380148
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.398916699836881|0.451052471376057|0.813801930896688|0.917136903228828|0.961717670748554
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.411810157109743|0.468738048967041|0.82589930303527|0.868341567351144|0.937413659884334
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000740258087897937|0.00114123121884265|0.048348106365834|0.902343765060589|0.997374397094487
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100243282736179|0.00154220434978737|0.0182751215449803|0.901834837625159|0.967733229491574
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.076881297129793|0.77913679060583|0.961142525125364|0.974952528114724|1.00452614427243
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0194350529874657|0.680327903363662|0.852430855251801|0.798285538653272|1.08571885696963
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.502669160149609|0.780601836110167|0.918616116967018|0.970401224073444|1.09037742264536
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.473036382182931|0.750646038762326|0.908075484529072|0.990241414484869|0.903298197891873
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.667369535302212|0.920944215094739|1.10550227585477|1.07108711760347|1.13121202498148
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.695179422038743|0.83099396633852|0.9203683709114|0.992772308669419|1.04093998094633
RU	10|2|0.4|0.08|0.02	0.870573550428935|0.967092216391481|0.874340348687345|0.990520224383002|0.965068485562453
RU	10|2|0.4|0.08|0.02	0.527735821882144|0.947859387636777|0.936691938682433|0.885049873147529|0.928744732945082
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.244460574273963|0.256042832502127|0.433647865008936|0.753299460691345|0.963153745892747
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.211056217659041|0.125609746579566|0.383541330086555|0.700679794266626|0.826117836209386
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.797443025188053|0.86172210248719|0.875601941635276|0.942734096981521|0.962798175572254
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.152878717194422|0.776037228813004|0.97450350658714|0.828703507358242|0.935115607493571
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.949134559111444|1.04598983617463|1.06315129110897|0.970759002816735|0.923047126635201
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0753655650943754|1.08955871145936|0.969125380511896|0.965352891890413|0.855344429053215
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.852312138728324|1.17242434546073|1.14087045222713|1.07623257395444|1.05431825909555
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.258517511050663|1.17247534852091|1.18571914314859|1.0132777966678|0.984342060523631
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.226764052080025|0.295950037048799|0.362375357256272|0.517345188948873|0.64948449243146
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0120927278501111|0.236756642320313|0.311209907907272|0.524729543770509|0.589342648459829
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.498452309472305|0.525913192245371|0.746302130027938|0.931268283722244|0.983075476302103
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.514463846552447|0.478953328014432|0.72689088301982|0.959091071100546|0.97145066170967
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000535011887636585|0.000993593505610801|0.03590038952141|0.877561437653372|0.872407853756138
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101543072551433|0.00160503566290975|0.0207999519581162|0.785288264950989|0.909902360330506
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0135441760626229|0.987266607948016|0.954636926253653|1.07725780015049|1.04518808439153
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0147341036753597|0.859186066180974|0.949912213673668|0.980033714615694|1.03094395090965
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.552448342052768|0.851380681746898|0.921562723474726|1.05815047611878|1.01924548659465
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508123502327274|0.880763295570025|0.826389150262838|0.938286474211801|1.00885744037537
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.67264834648396|0.938039526082762|1.01335674886839|1.11108362808875|1.00524376066685
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.692745306586856|0.912092804669915|0.94421083875436|0.898080585718173|0.983440104875213
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.554695664827823|0.902792660501912|1.01517376407244|1.08307867338704|0.903136616793004
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.585029963884589|0.832784326176397|0.947692185577648|0.94132899419243|1.05795663504915
D4	10|2|0.4|0.08|0.02	0.712491466453911|0.866048687136211|0.951052402141817|0.917658477204122|0.985455273251685
D4	10|2|0.4|0.08|0.02	0.590101909046793|0.722657695819179|0.894715918593397|0.893443769071961|0.94798169640042
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.169576931160894|0.14248785987056|0.272768713815044|0.675720014085007|0.827947274032543
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.156769401687471|0.0332362486931789|0.254447286315979|0.525600045858162|0.757030902395816
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.706875331750652|0.85201150263359|0.821306703842183|0.996191065043543|0.924830406150293
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.380135208441486|0.706945327492578|0.877326629296718|0.824654833497629|1.03416375503824
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.802112737902568|0.840553527293713|0.925339054286324|1.03448881528599|0.935689462656981
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.401784034024615|0.919505187750135|0.927296222414593|0.901263377118697|0.871818033547869
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.6621484577902|0.915963788369735|0.844059956961587|0.916520319572584|0.924423062653046
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.396188379628485|0.877785747854263|0.881285710752183|0.895780256746395|0.87732815553192
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.163537987326534|0.213239671389451|0.307258800650871|0.382982101043775|0.575994496699343
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00670714767631067|0.233043616303528|0.251088092497784|0.372041645169398|0.529242899286952
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.324234799503137|0.435100714808967|0.651190514107353|0.899976794871212|0.904117317851114
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.315744452381711|0.394732890767544|0.4746222341534|0.956388007953444|0.879674582193931
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00073122200790751|0.00123745262876656|0.0484856439089441|0.840980306222652|1.00643334747342
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000974962677210013|0.00144369473356098|0.0373954434556802|0.755436705938601|0.999608608732947
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0084733340583582|0.753956507965029|0.955236019235225|0.970499368755526|1.02394946261472
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00684675653822694|0.656957638058131|0.994254966026281|1.0290467026342|0.904764831880919
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350475378838318|0.656496844123678|0.926810301206424|0.99827958134704|0.973192361980346
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.346086447042531|0.533297824176409|0.986561559562172|0.92775839569629|1.05794561772617
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.616493732944461|0.878164478605479|0.930010712247148|1.00124845897418|0.934410292097698
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.531066819922173|0.861191691883453|1.02512295626745|1.02477891329335|0.956157978278378
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.62921812191931|1.06612586928808|1.07745137147368|1.08073186176192|1.1369353637411
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.567212392219436|0.86134070513804|0.959543409310902|0.952279466529794|1.07434941126915
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.556167786731216|0.836258241233239|0.925884638659745|0.879010278507046|0.983487958358169
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.10388617656828|0.758425509261576|0.883960705981918|0.954577097902893|0.87574336037565
F4	10|2|0.4|0.08|0.02	0.564409643693327|0.831399422990839|0.924414612253125|0.884347396076244|0.970734714061727
F4	10|2|0.4|0.08|0.02	0.08425927444965|0.716935054829932|0.822596634972567|0.783888741759105|0.837249199054099
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0724299838760775|0.126192153654835|0.349827648980788|0.518764746769305|0.768066122267563
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0318601143332687|0.0170412365771891|0.309787362816627|0.401566053705429|0.789656101793491
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.791754773762284|0.785842499134464|0.96232655996165|0.959045513861887|1.05998029241791
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00364323950038616|0.754960185357799|0.980841034381741|0.908349090521718|0.960164052304988
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.657028250619668|0.974444383628767|0.935880293896104|1.00895293648498|1.03396381814722
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00836128682497856|0.864611270535065|0.925850919923998|0.909232601720736|0.995535260495266
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.826538496944067|1.06750947743687|1.07789769668297|1.04592965356795|1.069294778274
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.320294128312919|0.949657305925246|1.01742063082489|1.01954067556899|1.00009205457441
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00069703632826609|0.102236219274955|0.857494091032944|0.929364873171072|0.926437320592354
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115327828858571|0.00305428645658414|0.785661329058177|0.850016792238817|0.933914619386481
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000667575310839754|0.285652693944536|1.00365775639064|1.06782843314511|1.02020806097188
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100136296625963|0.00428360824455509|0.919612806319713|0.961906483825206|1.03870546020973
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0196045798363568|0.180367568889447|0.407076940843214|0.509868521606815|0.66981635141515
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.134066523787366|0.205746193376152|0.288987538253046|0.399944297451608|0.611777013188597
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.406283017538917|0.32219482989364|0.687004296682398|0.824808058040431|0.973712756216102
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.376262590688174|0.206113967739663|0.621497499471719|0.669465380009861|1.00659294217088
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000522703200869338|0.00103165105434738|0.0233840905652072|0.892378162010482|1.06004209136302
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000797810148695305|0.00121047057043426|0.00738662154912722|0.870287074100056|0.977276166109575
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000793272492580467|0.505161490099751|0.92826798693188|1.00193099225168|1.01796344683857
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0010716137180473|0.133019271650598|0.807829738672382|0.802165494734132|0.931510662208568
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.592873754047563|0.679509032957145|0.827838363612169|0.891953032424863|0.93509324445064
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0791326333398813|0.55282584864173|0.816406967828605|0.914473642521751|0.923370360747983
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.44155934466357|0.834288336903007|0.941781869767183|0.926052126505521|1.04301688409224
