#Treatment	Dose	Effect
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.374013830719782|0.870190902892763|0.855252264536866|0.972350735365735|0.784990747053667
F4	10|2|0.4|0.08|0.02	0.831065964301929|0.907538386639754|0.984754746705614|0.951009512556684|1.00132924167583
F4	10|2|0.4|0.08|0.02	0.694394757427069|0.922537484068245|0.816706872124763|0.846371389030201|0.895247003736099
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.234822158695402|0.567729727172583|0.799183612783759|0.89380883833776|0.985995715318749
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.297640722043131|0.417233339415688|0.696962201542215|0.774978542802884|0.902178158938697
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.639030322761401|0.934378683128474|1.07978018228404|1.05455530112241|1.02193011975401
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.414892634603916|0.791249865000869|0.891767479061439|0.917349227491927|0.9311919210259
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.867397481959307|1.04962741959662|1.04178735434871|1.00228399927144|1.08740286555674
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.603162782900792|0.978699329306918|0.977513003644405|0.992045493010189|1.00636521744737
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.96559326528596|1.06868694221866|1.17100412340043|1.109792686034|1.08715644829457
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.639513580876019|1.0306247844271|1.02760199739666|0.952947477342097|0.986870635461244
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.598594008429453|0.814284051442941|0.766874470452251|0.871785154526432|0.808171750776219
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.586835003072392|0.715583118356121|0.765039156080223|0.786050527991251|0.782141687352302
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.488265728098852|0.481523902953201|0.649620772335557|0.893297049929686|0.98263145124048
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.506847492296734|0.401942188327563|0.614440133688514|0.847127027569995|0.920989670709848
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000740021275611674|0.00136698374522712|0.00620795625652015|0.816890985615837|1.06390905960769
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00096613888760413|0.00128475915904804|0.00259007446464086|0.545935278972604|1.04874890153092
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.642772157702598|0.945176698645958|1.02307036024585|1.08088265166948|1.06621628680375
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.548041486021393|0.805251336339735|1.00816023308319|0.918003006401662|1.07806777752628
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.380050316437442|0.769264673039293|1.03051376898514|1.06669072547665|1.05999369935263
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.359172396656811|0.621474558547952|0.934010332470076|0.938506569090444|0.927928580830946
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.958932999309798|1.13571410312125|1.01951097931951|1.06930775326568|1.11668243053248
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.92023696924768|0.970704772616887|0.983575756026483|1.01528029857614|0.916159666658146
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.746372005771225|0.8583315963716|0.982445407518292|0.887074027053292|0.930753426326204
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.624190959317198|0.820466732896792|0.86807121452876|0.931143227608759|0.893191741626717
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.619126015252597|0.807114399693174|0.95933249669301|0.946746364919549|1.00615478541741
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.390076158620744|0.865547029709428|0.792613213872923|0.88726489058884|1.00228815040741
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.842817425445426|0.93758126101681|0.927570417649507|0.961097492664025|0.966025828798133
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.658171839107041|0.887393429227757|0.836275431807553|0.930587032154952|0.945294955007734
SF	10|2|0.4|0.08|0.02	0.829911955379892|0.831908484669093|0.934172572098503|0.976848385655169|1.10272839656643
SF	10|2|0.4|0.08|0.02	0.757294006349427|0.839169118799297|0.78017864294047|0.956674153651501|1.04211283872803
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.156261970860245|0.570164216168408|0.75294806698801|0.923834639066084|0.981445628814961
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.024894952234881|0.363804703595954|0.629709770884206|0.830525896991811|0.848321528247163
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00193000843579846|0.268590710396483|0.986988419949385|1.0643676985608|1.08737442163654
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0008691428717503|0.0210064163194356|0.783685677036734|0.988113193077533|1.00980981108924
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00196453514603322|0.527161363254202|0.955430025089445|1.0665294821785|1.04324141639654
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00211104285183909|0.0314259028953585|0.955802953795132|0.972464875609963|1.03483054219505
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000767410628637207|0.20766880304219|1.03965422847936|1.00192008634929|1.02332647551071
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127901771439534|0.0470116998925313|0.924031027098018|1.00869576068019|0.957965550749707
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.703695304310316|0.681727425117793|0.821736972232487|0.879362214676865|0.869954659134701
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.687354196369242|0.642549365085155|0.768615684228389|0.825086391872582|0.79768839296051
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00833663539570715|0.289565997505871|0.737425146105539|0.951817335055552|1.05073854698963
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00369830985867173|0.204607792181059|0.627182577461237|0.850384840360294|1.09067892117763
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000404568192025892|0.00231083865614789|0.00436796505627955|0.839437855925724|1.14575083399333
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106284864006802|0.0024891229441593|0.00465596275229798|0.552791006243379|0.958483760701343
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00646714776232323|0.188151079555374|1.04085433277076|1.01248326834662|1.17379095617762
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00469213757783856|0.158972530989932|1.03195018332072|1.09214048769132|1.00022551358901
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.318953934980546|0.46147263552379|0.785281303119449|1.01106965608981|1.02474148881797
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.138003599427954|0.243695590284541|0.700513276428409|0.910605326554022|0.934119813335864
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0301785789489282|0.585284745218111|0.891874650024878|0.973126589998393|0.994483066273395
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00453583355300203|0.509716635185153|0.851782124011686|0.947733409034544|0.919033499345673
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.550002616734094|0.696628536357538|0.853315402096876|0.964544045978397|1.00040440435995
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.481003303428556|0.61593797230068|0.842918245297412|0.906722152002119|0.934500766782384
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.701423231767041|0.727551550768566|0.96757117445353|1.01438669980737|0.985843158040994
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.679912654017624|0.535808936667301|0.86960370105443|0.914992049319947|0.880993672047742
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00226969612814526|0.738892374575289|0.995505178815712|1.06792974227635|1.05250129427536
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00162512985610401|0.520562692641316|0.943096455228358|1.06930115987644|0.876082134200069
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.798630914275738|0.707581621369959|1.02133649537333|1.02559942966886|1.09812750974801
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.736985683524414|0.605794971774428|0.928526741546878|0.984403189198627|1.05138072513531
ST	10|2|0.4|0.08|0.02	0.04371166396781|0.918160851857304|1.11682287321916|1.1331076107758|1.03209513060831
ST	10|2|0.4|0.08|0.02	0.0467082127026187|0.798128792711451|0.932947315046535|1.09743690400249|0.914261412892357
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0405347524785096|0.549795333702554|0.894676479771062|0.917664372374992|0.978733218383411
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0351941309644654|0.233217598948193|0.787048208365823|0.772940432615445|0.913170970490085
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0114385746145176|0.741864703484329|1.03104242104506|1.01790724443059|1.02028128821851
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.012505695307067|0.476805112587228|0.943952183400878|0.922262056065802|0.924324356730054
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0592606277069606|0.941252540181046|1.06860712550718|1.06367387154381|1.03661281824962
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0264178828745612|0.773104528877668|1.01077652564813|1.02076619386799|1.07953418040246
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0241009200825319|0.91716568878494|1.08100624365721|1.00842792910862|1.07204064761982
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0138986901089448|0.66865603430315|1.01371050668387|1.02358341566358|0.944714398048269
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0551816911614297|0.803504501974489|0.802783353962327|0.83600470133031|0.8315183286008
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0180841732280735|0.610486462873012|0.806382159907638|0.833057702242146|0.798678357585402
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0170633168130592|0.355948116525181|0.581886582593192|0.89208171810851|0.952006150121858
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00777270719858678|0.311163452573728|0.490243224234097|0.865171663640676|0.808276493776273
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000778186918615141|0.0016944392582749|0.00347673832994184|0.898956507823446|0.00352694393759443
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00048950467461275|0.00125514019131474|0.00224670094245339|0.487088529744469|0.00306254206680797
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0418994748327378|0.746828613222704|0.85964964868948|1.02176806311599|1.01048536006331
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0116304165367737|0.4583163473298|0.744454569434786|0.946200330927316|0.919516318553512
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.117180176666598|0.715616040943955|0.971077857831968|1.04540509473079|1.07212403609965
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0569479510916792|0.501433448967164|0.94574789087998|0.948867951639058|1.01094073937229
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0554939478866329|0.894106498376918|1.01699699578604|1.02836865132972|1.10712341472266
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0118555557795834|0.639494324253483|0.931057658057275|1.04531188042288|0.986450793394762
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.062157411356001|0.836275131834871|1.0175259769302|1.0423778468878|1.05765370333774
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.013549261690052|0.703549227019474|0.968876222571239|0.921869853586151|0.983576547434551
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0860877316878336|0.883128610625514|1.15523229563425|1.1025446588791|1.05649652106464
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0282656262662514|0.69208817161976|1.02374474686548|0.966623059379233|0.930415504127256
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0146038030840437|0.878230199445729|0.969559717884455|1.03631500507317|1.03824764273954
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0153025259326525|0.633796133981345|0.92544602427938|0.976764987543159|0.921461817397951
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0748080103933104|0.822034413570864|0.98646114979098|1.05183874486135|1.05770049249103
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0303758640928251|0.755693923462253|0.89100052984044|1.07176670145166|1.03469524247955
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00113535507221319|0.568253858478278|1.02531207856427|1.10406076743087|1.05140795555402
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145809560035501|0.0307352720817917|0.873312816256901|1.01014903696532|1.06554514333137
G2	10|2|0.4|0.08|0.02	0.458857990011623|0.825567816333123|0.866106603427189|0.957448629427891|1.03629552124256
G2	10|2|0.4|0.08|0.02	0.381308648587465|0.785095287131337|0.796132747687185|0.909654603129029|0.964720433105756
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.205628478451272|0.563401628414329|0.772585978498635|0.894185129752881|0.994600612950659
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.120229266280864|0.379143355547816|0.739936081750072|0.782979616403061|0.854936467941048
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.561671509776908|0.722055639811524|0.972533197494703|1.10030447920164|1.02109357815159
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.304728110492376|0.602955647915533|0.873270662329092|0.976417333317897|0.919527188950762
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.596065100156469|0.715318755133569|0.872774214649146|1.02333659982135|1.0289610709786
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.321898147517242|0.659207841553444|0.787430917494955|0.878269843295296|0.953464314960474
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.557704835445457|0.83707840769919|0.838160423773084|1.00327210594823|0.997693270778245
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.206054574806149|0.778763697368046|0.787097206487629|0.943081239305475|0.975814707229034
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.412393236280646|0.624243576887168|0.727491729773966|0.841038763442719|0.828192537777931
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.231191719400164|0.578529686365365|0.713141302719089|0.811271712945353|0.738562882533974
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.290485642742966|0.337539789244688|0.432614343177232|0.892201170003948|1.02343044715795
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.185323324710605|0.313913329155405|0.384693322584831|0.819024849470351|0.929156509423805
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00167300845685372|0.0195048303018556|0.00196447334480733|0.00581180986579499|0.960627465610786
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000880223961619904|0.00122998182716424|0.00190618036721661|0.00218598665965208|0.806495003563158
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.472060696988476|0.749183248978285|1.02691862302748|1.01522531562406|1.09127598110189
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.19222737354679|0.705717050117527|0.983844409447949|1.05726159634626|1.00171562572031
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.429645808415115|0.536569420609627|0.849034597012042|0.960796986783748|1.01339454857474
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.256257104013907|0.509606979329951|0.783044962991028|1.00601999400725|1.09380146153865
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.607887499055764|0.768485668042465|0.924397948809396|1.05741575246028|1.02266290705868
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.490190469468045|0.791558466486116|0.865561817441064|1.04693442109343|1.0318068284685
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.560748075777959|0.836005557638445|0.995103985179631|1.07802196590433|1.06786052973998
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.492159760051166|0.868568467018062|0.967260657653883|1.03573870277661|1.04949496063339
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.434151686077182|0.761509015406674|0.867637868765978|0.98363565042135|1.04218371680937
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.257641791448552|0.774467394391917|0.857839278226406|0.886401817960476|0.936282108509516
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.482780343211974|0.801486014477673|0.863446406173541|0.985634818410381|1.01744745234573
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.328694928314707|0.747028814731904|0.869925924259383|0.964109544352639|1.01739120652901
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.674253330149603|0.727143738518213|0.922148134550328|0.933543312303231|1.05158057022817
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.606660713275189|0.768556155342111|0.848206460303899|0.936474920533266|0.980647797084126
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106978091778288|0.448579940121985|0.8460580306621|0.940555345066255|1.00671832321747
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000941010992494199|0.10047521055121|0.815920915455115|0.897679912634558|0.939936258886982
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0767376113115162|0.652205302335143|0.765261024034991|0.905164012279405|1.01107202076453
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0152613336206288|0.667496356177038|0.766791615430244|0.884236023137192|0.943854786998889
G4	10|2|0.4|0.08|0.02	0.887353064420087|0.951447853031339|0.995423769931412|1.03498334913879|1.09027854354586
G4	10|2|0.4|0.08|0.02	0.825860662064707|0.961272963853296|1.03705643649516|0.969168339104162|1.09749575458174
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.155321998133344|0.734293714239338|0.801612357802757|0.881299625316182|0.967809655209728
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.34105696005627|0.733152078345439|0.788854170893695|0.829363308038794|0.877836843457912
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.699489850442373|0.845475867732337|0.945840903082833|0.973339482875961|0.979042808691104
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.540871022717685|0.795383343363837|0.940604417546445|0.923128842292354|0.945739660612742
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01046884291946|1.09884402368627|1.14871770310739|1.15231507904515|1.08925989045565
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.930693306406229|1.08210771107643|1.08675875629774|1.16266019564723|0.960845276914133
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.884269299183024|1.03827057784709|1.0830307819228|1.07324702931065|1.07112133732945
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.689559626704354|0.940572289191576|0.994795999707601|0.96512913694817|0.982863348869914
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.734509416549568|0.830107915837704|0.809591385283192|0.897171556965371|0.849441870603021
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.680987427596218|0.785545677569552|0.785898131530253|0.826666852168751|0.775936669588325
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.402069541029207|0.523991964147736|0.730985628187297|0.988310925668367|1.07686354504713
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.397282645649822|0.462103538865709|0.606086230876217|0.864301653531139|1.04640148354196
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000832131507408778|0.00136306203974321|0.00306816586474034|1.01068242441259|1.11369315788802
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000954653937947494|0.00164894771100022|0.00238408229423251|0.517657269026074|1.02907610429722
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.443937165766307|0.879793545438097|1.01286259806796|1.02074204471096|1.0559274742646
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.282555432968247|0.733425205794767|0.892265708218323|0.95827239867388|0.972028780658353
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.560248729809661|0.767640645558691|0.987543553659306|1.05893230840048|1.08505585644554
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.430769803860527|0.621233830766345|0.902595458845035|0.854259710852927|0.955401318949151
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.827186579364775|0.900694678924205|1.00047224707224|0.988567443727758|0.99951614980559
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.711211052670052|0.790418605838459|0.877613748307395|0.882491700866869|0.942312757516793
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.697042633016589|0.831489906367823|0.973663341541801|1.01668127495583|1.01023043996457
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.5893308476054|0.703998961188326|0.838191169173264|0.917776201010059|0.934230235912276
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.72932900633596|0.865641786431772|0.945169525575645|1.00124741152836|1.01276464225004
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.592546437953948|0.798867562973265|0.843106784113738|0.881955802812548|0.886356977283264
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.838900871696042|0.985100761936365|0.975007976720738|1.05227368447922|1.02851964825852
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.752731867318418|0.950503490612995|0.867264814365755|0.922042551019106|0.934953352137123
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.813433150540692|0.920175709483496|0.983635727957751|0.988054312677447|0.997843763306429
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.683977324824474|0.868279105454259|0.945294166461473|0.919141804191942|0.944091571359191
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350366765943378|0.759904463885181|0.832129986185401|1.0433630248896|0.982628176020216
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0529097770869716|0.527341794032148|0.642764346536541|1.0634524973969|0.958565805917916
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0230111238608237|0.871563504632571|0.996017031930127|1.06315849367941|1.02406376542215
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0140115126743734|0.695696497833076|0.897822644121803|0.888846741078626|0.882786939658034
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.39522978514829|0.746687567898298|0.981053792758482|0.994313569834342|1.06517231792649
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.218551852807096|0.703469358816758|0.857147004212625|0.913794701225156|0.994175121505157
P5	10|2|0.4|0.08|0.02	0.336531590107663|0.893529680525779|0.955976522686536|1.05716327510866|1.05173209620544
P5	10|2|0.4|0.08|0.02	0.164631731861901|0.747243993017725|0.863004486931665|0.990578615025949|0.935863822209726
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.148708008602297|0.634964703988016|0.903290025018877|0.876068120632218|0.983160136670647
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.177505943660563|0.374373155757452|0.712458571252566|0.736723588372992|1.00535142922317
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.245865638500941|0.591392182815525|0.846399681362554|0.952574230196588|1.08509055833355
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.049079920828349|0.45681663309142|0.79229092465823|0.849017060379899|1.08161697665628
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.209241102479083|0.799655389545627|0.982041021265154|1.04939370784112|1.02369608430884
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0353500087112913|0.605416914172517|0.999622739351304|0.993399996433172|0.959476718902405
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.106900018018189|0.728020180371554|0.984670314559645|1.02486510066478|1.07002437197128
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0470464395110433|0.730457377500024|0.919250064011987|0.969658318239149|0.990768049009474
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.23460292684234|0.589075310308483|0.709123409937687|0.767798705061515|0.82444193599891
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0505783009040453|0.5021922846319|0.677476801530971|0.723727475629186|0.75606632568183
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.179299195163955|0.311357911878068|0.503042444264811|0.765885261073818|0.915605852927049
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0682529083049239|0.281873030377582|0.405623308614206|0.658630021438864|0.859311847608337
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000834369179085634|0.00140037400232501|0.0105540382126446|1.01152868875956|1.07601420379345
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000727023436747131|0.00123447603689278|0.00240552049876735|0.864167381288417|1.07958588940217
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0394991214439479|0.560948217350839|0.950449980559323|0.964766989594157|1.01023785364083
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.011840524126084|0.437866375485509|0.760248352961418|0.845532640694283|0.866645080966696
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.193359689080728|0.496050618319845|1.05978126746413|1.0822245184875|1.08414786179314
