#Treatment	Dose	Effect
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.970146966678753|1.01136499835389|1.01535814688779|0.979383398393941|1.02323520888931
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788695384363304|0.960315810713836|0.962542992342925|1.00158845992211|0.967737726605869
SF	10|2|0.4|0.08|0.02	1.07481438221952|0.922518277306354|1.01820786179361|1.07510889409119|1.06536992197109
SF	10|2|0.4|0.08|0.02	1.00043005426716|1.05043683138693|0.929626722936283|1.02465365571228|0.985517044037892
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.339019135030232|0.796712765757178|0.940845870677248|0.972417558157246|1.10300331495873
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.655639622741609|0.703312049370124|0.855605052702196|0.971445489722259|1.06446285517721
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0179970744512889|0.625609987147385|1.05598995004037|1.07444446151299|1.1035634002591
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107873208016072|0.0719268510410959|0.871465317568825|1.07184321516779|1.02062392361484
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0323860332462642|0.725015921656221|1.00774023241003|0.899129616126561|0.985241316928643
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00471834820892905|0.222788735774346|0.927535696814746|0.987006082534174|1.01682249891548
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00738145330316058|0.604595113764263|0.927772320345528|1.11769361400885|0.966143150878337
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00194876730525252|0.326581583751258|0.822777510429882|0.891469569401967|1.01306469509746
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.877102950048493|0.820981007583221|0.84440269727447|0.800346705155521|0.923373578623413
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.777505402949285|0.807868832428387|0.772335372326208|0.818224167029409|0.855338419360505
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.797154758513638|0.565489681252038|0.820289890970941|0.929137303956174|0.995190501550186
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.623575211886273|0.539126198762328|0.829281382493426|0.883032172035553|0.937270103909936
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000785047253035549|0.00142590215347273|0.00207476774016538|0.946606773435763|1.09345066318469
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000945260978144845|0.00167423342739214|0.00241922724915037|0.781065941966583|1.05572033092145
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0214063124560988|0.640621543691619|0.962888222259305|0.998560235329729|1.00386136346878
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0091275647020929|0.547001913218282|0.895634524858255|0.957796655554736|0.988377101920592
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.652069815308788|0.799483123044405|0.938035682969827|1.03424863627553|1.01951025908457
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50780207304579|0.702502238261817|0.863753080494356|1.02653978568066|1.00113897529144
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.869420659319681|0.944364681973107|0.939719457049566|1.05270023584061|1.08006251963681
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.607005221900963|0.948986044439849|0.983316165621358|1.04759367008563|0.998548367211394
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0077970476605|0.941800881272576|0.932453588092893|1.00475001336419|0.987422392265573
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.948299693769235|0.849305444187343|0.882341710768479|1.02295585236775|0.940143722269315
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.958266764095133|0.937798529490689|1.01124968521523|1.01497343422959|1.0402883222075
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.868426158717577|0.975944251101231|0.961272184585661|0.979899186307172|0.980642284780105
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.289866682153993|0.944219588931635|0.986964610790795|1.03350669793505|1.05755477807395
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0282296583642579|0.94085510070434|0.92138913310356|1.05041725662033|1.00244926732261
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.985761464756812|0.882230354585709|0.972062356169062|1.0259351679014|1.02486407612513
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.865659478192028|0.82184561531506|0.939184495558462|0.981205443940376|0.982718943189447
ST	10|2|0.4|0.08|0.02	0.309874077439375|1.00798395323121|1.02437360169383|0.995283690071062|1.02056763730188
ST	10|2|0.4|0.08|0.02	0.14186989430734|0.912320523920143|0.997025518819808|0.995523705843527|1.02941393291559
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.274082290726171|0.500685326110323|0.819598435014403|0.907911776086676|0.866905713917193
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.065179070467346|0.312721957091878|0.692851799303495|0.811770067500752|0.92634077131433
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.204071479199607|0.912750122675972|0.929849790087781|0.965180469985279|0.99242135107137
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0724265307235156|0.822228886102175|0.945681805790306|1.01160651000491|0.972111662395725
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.384541868733436|0.946265357230359|1.03963656970579|1.04426735093504|1.03728751428416
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.134838773628486|0.872689051269631|0.985870132396205|1.02591629058713|0.954112997794955
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.159821587603159|0.980949058956243|1.05382799976251|1.07475657543193|1.05106720892953
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.103952680638841|0.881493795642107|1.03878465831503|1.04947159057175|0.998011043163332
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.129254658931857|0.805929629662233|0.833183390698862|0.838408788809761|0.848070845694064
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.105064305143531|0.726112025634028|0.826443894752595|0.775781476949621|0.858092060669548
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.2513308017384|0.654742454504153|0.817322281178477|1.01408035385182|1.03773905142338
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.111394748797778|0.588450098149307|0.76264668821094|0.969746011880781|0.998006154690165
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000928672771830259|0.00151339266520487|0.00951373661808332|0.976922481620018|0.0140814308439744
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000963068059675824|0.00131389999570059|0.00271722773979965|0.943359559740316|0.00381099789328862
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.388950984133908|0.930749413881468|0.951433945804482|1.00033395125675|0.993491358159315
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0901259473311161|0.837638351234938|0.905369118368682|0.984508750885993|0.988400305326863
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.454026030376877|0.88296803900629|0.980917665233419|0.996597984226168|1.09748018919622
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.169737956882863|0.860120856657122|0.946160622275255|1.02596117699646|1.01800880147676
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.248827406044054|1.02584901739595|1.05866680520097|1.07083803360446|1.11090660808645
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0399720952324408|0.963330463694116|1.00682776227513|1.02550020780146|1.04856616992222
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223332951874576|0.932289896918107|0.952430919286261|0.971966302520269|1.02317097861777
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0888669794628474|0.837810191991127|0.919719363726793|0.948930888476131|0.999811618060018
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.137943715763487|0.80425504951676|0.942864703887168|0.90970195520072|0.959900804965715
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.118184223964099|0.723969689854003|0.912102316000293|0.932820958181292|0.962927346843439
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0847704565574807|0.751096496775009|0.863341343113697|1.0264828632857|0.924891867965094
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.850532439610472|0.637414948779562|0.850046793980018|0.921644112811433|0.986260275705071
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.130510045734596|0.846709721034329|0.928617155851007|0.98372913647142|1.07976154504064
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0665942834315799|0.846422919536816|0.97160665174616|0.959801697250291|0.957927244605827
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00265804404718311|0.764515677511392|0.948497568879394|0.949368502460812|1.08199358958952
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0055423046090201|0.686855548030715|0.905505120269424|0.90544856614076|0.938498798931693
G2	10|2|0.4|0.08|0.02	0.752440202457555|0.850994785320776|0.989962756583702|1.03865112428845|1.1253731477823
G2	10|2|0.4|0.08|0.02	0.490873935768253|0.831560302334211|0.863764815112504|1.05682963728608|1.00704755408859
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.386750959161826|0.657415026793115|0.79331176194366|0.846284974867771|1.07443639334015
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.589614629086346|0.450559190212246|0.74778535913646|0.793263445251904|0.903709363019914
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.624133565417908|0.801750325204161|0.886230104152301|1.00118402890372|0.991483191883501
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.533287612175246|0.622056234539602|0.829739625459231|0.908578805012927|0.937721073602368
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.731164790691792|0.747373213608195|0.833838371063614|0.975965600101176|1.00675856835715
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.577007714683192|0.737781712406728|0.792801315290249|0.940973820665233|0.943138990767674
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.742677599266608|0.886447092805892|0.895481339977568|0.961942465571017|1.02109527443318
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.495618594979949|0.853270305289951|0.901801215833491|0.904930425029576|0.999062773677768
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638880680685493|0.705179085717679|0.87572371611524|0.907405338992517|0.862190313126072
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.527231519878069|0.777641890774184|0.813434998805294|0.833245910076108|0.82359777572612
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.5566410915521|0.564573533587432|0.658885461846907|0.958088762223548|1.08236969686954
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.530518117667562|0.562283942363597|0.635064098037772|0.91418389744314|1.0355202134548
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107504639157357|0.00128039233153706|0.0021742511290252|0.0401511708493319|1.02491178429013
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000893858797488136|0.00141326323386638|0.00178771759497627|0.00612414068008763|0.953566149325756
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.512150761602761|0.794174180295511|0.958773971000096|0.941243685609002|1.00825841236939
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.478686463122808|0.655993270391589|0.923317203135699|0.971894410606598|0.983137220562629
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.553291254488982|0.557129631193413|0.809178940515909|1.01124951444535|0.985363501950663
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.465555175129776|0.501648198956883|0.752315692665783|0.93026897808594|1.06096416952114
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.68974054983548|0.831062064354746|0.913289508536204|0.902926799557503|0.998961746079635
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.599320389862222|0.840563574992953|0.86196888637706|0.911924055904237|0.936150925009172
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.695987810429417|0.817845581912903|0.97895908148298|0.99480931667594|1.0345834808558
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.491913661423297|0.790513883971473|0.914034444388245|0.888529917556016|0.888839714733701
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.59649740692618|0.818767223039251|0.90577520136182|1.01031676907286|1.08395403699314
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.267071532031482|0.73111831365326|0.764656142070937|0.952436251949366|0.933627146286169
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.78122939361169|0.884630601640598|0.965275762930921|0.999254872998708|1.08981088281065
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.474659087911798|0.845171840793395|0.871706274892517|0.919862580117638|0.950485321657479
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.785871267529209|0.906131436946526|1.01507415058073|1.0108423063838|1.00847086587724
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.704886287130916|0.771734496277039|0.935719894404865|0.953106630128491|0.983688451285703
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00270221719991955|0.740456643999773|0.913146747282813|1.04720128600973|1.0784794500988
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0018178552072186|0.552443740912643|0.912821252938277|1.01270502689167|0.977901697637249
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.19916911357478|0.823934514931451|0.82954363570177|0.953221915798032|0.996831413342625
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0467710019787732|0.760013201264035|0.834467197266828|0.950938607040013|1.00662187868718
G4	10|2|0.4|0.08|0.02	0.998552172373679|1|1.06009433007941|1.03809240807243|1.02322846593496
G4	10|2|0.4|0.08|0.02	0.948953011987254|0.999626978908502|1.025649941834|0.985888422436903|0.995119113853624
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.422126082562709|0.719676742293359|0.829371141920223|0.944713349927737|1.05730145811817
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.775615428670243|0.565675603212905|0.714447760152173|0.919253791250022|1.03044581197557
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.933413341070345|0.986033814258961|1.01773138501306|1.05496135890064|1.08587423838789
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.887841901194841|0.942183419935115|0.998133885474639|1.04349431593385|1.06335557724263
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.871702130185476|0.940278563730786|0.990583073803955|0.926317400142197|1.00991026285346
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.861154750739675|0.871290576610302|0.947227487557759|1.00489247503308|0.969957908094283
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.783535680127415|0.885516822400495|0.87434613000639|0.989254844761036|1.03334104134825
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.71083587264535|0.831152056329626|0.913287568705095|0.9443093641435|1.08634846704003
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.701172836295102|0.806097201492288|0.808508765260677|0.852295720674758|0.886953946868235
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.742548227940794|0.809084979612416|0.806518691619949|0.903248008259072|0.858676761088458
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.731616083554735|0.703526718278665|0.836571658519409|1.01451568404189|1.04330011935084
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.604076829627055|0.684454972113363|0.763601499278255|0.967854535255751|0.942021099033761
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000895270966715946|0.00122510763866393|0.0919655320677814|1.03122846490479|1.06391174513049
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00137824609349692|0.00146070526148391|0.00803387893816151|0.923413102761793|1.02158663219088
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.453301839486159|0.756678596607825|0.932780694151934|0.987475807067255|0.974081940883175
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.446757585691256|0.766845241570082|0.924547986953404|0.969872782220945|1.04315285742298
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.672415225899383|0.817551177082797|0.954936202600438|0.993981028963083|0.987258987235244
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.585682948095444|0.724740569553214|0.893097639766628|0.932743967508373|0.973366415909184
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.876048278626952|0.920944500924278|0.913736366733667|0.994169730488574|1.04024815247092
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.736466618594195|0.873344544162136|0.920430025135426|0.95216332964352|0.956229877634123
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.792476134455351|0.863782660483033|0.900073494006437|0.975221449045712|0.951852755891858
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.754659399963453|0.779415275815937|0.835526815975543|0.98101560447153|0.923639593928942
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.831687876972604|0.904511705680521|1.01156468495493|0.985158120811098|1.05740882159717
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638391339671275|0.958196720062069|1.0009435270841|0.960086822783054|1.01754594550102
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.746408608737138|0.963888774362267|0.973671965649867|1.01801732820516|1.02978542946502
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.674033019006838|0.849235191216921|0.880504885705703|0.954193932183224|0.975144450792491
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.761288912639002|0.845891205522799|0.92878708273272|0.960119269474469|0.994792438482967
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.702264892593108|0.753367551458162|0.924176766701543|0.916225468403618|0.98601487575348
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.705937988431276|0.81350307920435|0.833300826909975|0.958333889950172|1.01063093631858
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.694850181011796|0.805225964171687|0.855957358697249|1.0269393643881|1.0252454680257
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.149533286255377|0.797329395904218|0.784407780702318|1.04421647300507|1.00397765936958
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0664774988765488|0.631063747833344|0.792820183604032|0.882526802336779|0.99345445207678
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.544047785613319|0.748496565539805|0.906347049816345|0.923597154098927|1.03365679458227
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.37385338195931|0.71769430231357|0.865015841799074|0.937337610117829|0.95706695922453
P5	10|2|0.4|0.08|0.02	0.513157479795765|0.836935549993836|1.03150972010791|1.05837225103422|1.06708752254073
P5	10|2|0.4|0.08|0.02	0.269330558207406|0.771163918775963|1.00493387574431|1.00764593062759|0.959241771378934
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.300498281738102|0.620490095477944|0.888413883669832|0.960623520148717|1.01393085452618
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.315171016091118|0.341611499421561|0.806977649804297|0.873610396550401|0.900846766285115
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375149649143759|0.722865806590679|0.951952065667938|0.946866179439154|0.989685496485612
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.247466523741418|0.642878157196413|0.954305671666137|0.927670308736015|0.993740223650827
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.436218389729751|0.84577794995792|1.04729818186676|1.08089824598902|1.09161200689314
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.151435403502678|0.750139599503053|0.994226324859399|1.04086992532429|1.0534218576753
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.268097836553894|0.868372600629133|0.927896257302433|0.990675996661745|1.00655068370033
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.121830904538743|0.766345252616036|0.878520896193105|0.994034794889902|0.973928227514926
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.454015631272483|0.766447553380259|0.782473726673719|0.884405210075463|0.921232979709683
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.222854819032127|0.642636995929383|0.788582920670704|0.852237793053669|0.916776615595444
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.393030076287294|0.570844549945099|0.777333413605571|0.894857703124597|1.00219315220476
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.186460940389263|0.553328000963267|0.804677577957244|0.82795652684963|0.950715713003816
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00752681142324386|0.00258094591099148|0.501203778186459|1.00256673365377|1.02511874340907
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00491175609492651|0.00234217998971033|0.0261789777976118|0.978860688612287|1.02667640680028
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.274387348785184|0.761111904061427|0.939281043276639|0.961552913898218|0.991176890385461
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.098437823147482|0.543677159826742|0.910018263749516|0.948345921824161|0.989755405574667
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.277876443497669|0.521584798801825|0.958623923039959|0.94296160065287|0.97347717353306
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.175390885781731|0.461643327904445|0.817555457084699|0.971807585867431|0.954938670713585
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.331207225005292|0.714983889555258|0.813970225075848|1.01833533243962|0.957303793598156
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.13466920670759|0.65191091041652|0.87882593664009|0.912345069263153|0.994157905877373
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.35460056849566|0.773342326485018|0.949645446488693|0.97302166535392|1.00818907130397
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.283069159502583|0.728965156392327|0.88666051935451|0.98840712535475|0.949345176806184
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.3742097682336|0.801440356160796|0.964169176378159|0.940955872724892|1.09244467722928
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.20090611496661|0.70943040460914|0.926814194055257|0.910786958229671|0.875684169176378
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.331944226273528|0.889633970069737|1.02956725597015|1.03792037868898|1.08144426653431
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.213295034987282|0.751363916569095|0.927127980453059|0.967837573475931|0.936125275720371
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.557063175183579|0.894094048136336|0.945854137117777|0.935551310535938|1.07583918845428
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.427296751466855|0.777379693320106|0.894454783708963|0.925221155501627|0.93345248538611
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.263930475937711|0.748910617431758|0.948952474041302|1.04113990279445|1.02427566435676
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0462620761579841|0.579767824426722|0.876753330114194|0.97685376259352|0.985215731070115
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.348973400127002|0.793264187774877|0.85232484301136|0.964524095110421|1.04771043533479
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.174246807309673|0.686831769326654|0.889964486464874|0.941207460194266|0.901197111879395
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.262561188350881|0.635204827619433|0.786912723479633|0.955502946116157|1.00569279946579
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0741307584834588|0.578435931076904|0.720405229622276|0.954992039492186|0.919506437311421
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.352583475186592|0.833992405394789|1.00974728296451|1.03770066780149|1.04470865523111
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.163666361136572|0.818127536990965|0.874998035877963|1.00189603247348|1.01593819562655
