#Treatment	Dose	Effect
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.570278232886877|0.553931040563078|0.76241835587654|0.929820952324975|0.987539398570264
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.592650008449111|0.549441991345172|0.775422639208282|0.915648487609196|0.996208920791425
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.586883585490916|0.580405562237556|0.743467465693205|0.979095890218255|1.08711218023113
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.571775231584056|0.545722464884331|0.717527237942507|0.976458258600437|1.07939622853847
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.876103188856174|0.860099796016792|0.849140624560179|1.00320705890742|1.08793046180522
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.61658850750722|0.800845207332887|0.801438203596635|1.09596218335219|1.08877116536902
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.473579361521988|0.517441819100268|0.642974536295917|0.7976848590923|0.904669412961659
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.467880443676051|0.519419720674763|0.589564079030686|0.787603252865467|0.909187281665991
PK	10|2|0.4|0.08|0.02	0.0014556493986689|0.00239754018604289|0.00503639123496672|0.741563850075896|1.06145642782081
PK	10|2|0.4|0.08|0.02	0.00138559140621959|0.00157241271941774|0.00243646129295917|0.495722570349901|1.03047522671545
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00241751254962554|0.00209222034111324|0.00476848805660084|0.839046893829059|0.998743189194384
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00308288297612799|0.00247665658753687|0.00201829029372408|0.61007814406009|0.914995231511943
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106532264582063|0.00176329265515139|0.00470211374707036|0.827542631273465|1.00855931643021
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000639193587492377|0.00108001675128022|0.00187349844609835|0.489710452651919|1.01411368829394
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0015057888771861|0.001692677567617|0.00640227256647564|0.774333241223907|1.10284618126334
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00210383268656497|0.00181015045874499|0.00256838457420749|0.710721670678099|0.860627759111157
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00129591549920854|0.00132550261106262|0.00512448777312603|1.01861916948977|1.02409278518277
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117756705179224|0.00114797993993816|0.00255040904182138|0.664863825317692|1.0337796056038
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000810602892355034|0.00108940898271919|0.001972294935539|0.671798763959666|0.952835303046731
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00121848587640629|0.000898375180062267|0.00173995652690221|0.551540403649262|0.807412111543088
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00134111623762526|0.00158275880296314|0.00311718909285871|0.903942549480091|1.06918377672227
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000972611325484984|0.00210833138257304|0.00303261419499045|0.764454378638797|0.86002401322993
JN	10|2|0.4|0.08|0.02	0.578930490461615|0.894330265533091|1.11462170906534|1.14434720292196|1.0629875145097
JN	10|2|0.4|0.08|0.02	0.466616782919885|0.813084998592315|1.02315679806567|1.15426573784535|1.01104618863584
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638233812235675|0.602677985251233|0.747136510069163|0.884400812250943|1.00228102050476
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.261526482128952|0.339502572636915|0.682248041895049|0.81184787089485|0.958346183794678
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.636948695049719|0.894684218184537|1.02326897687786|1.01369493625093|1.09088530507576
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.574479815353974|0.788216401084488|1.01232263929548|0.965765996670712|1.08197872405751
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.701847715135287|0.880400017752267|1.02894507152684|1.08601861029336|1.14353595573768
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.51816500732281|0.748814296492448|0.944503454295309|1.03437134784088|1.02550113170703
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.606016015860969|0.850368901762158|0.90458636018649|0.947429562739115|0.992126309485087
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.421245024085748|0.78468941517841|0.855624912873097|0.904539892504763|0.910570364977825
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.621009310790096|0.806699540123993|0.90015480226842|0.896077083978343|0.950954110566576
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.48779176451932|0.734025538598624|0.813912570699329|0.867726370000075|0.896209987389279
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.443991442478369|0.593678815918436|0.700090784404353|0.967897249518602|1.09089430918789
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.442281142588726|0.555431933527147|0.594220812362337|0.850585130327562|1.07023822249255
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00936836801685573|0.00434218361146312|0.00533764905262837|0.83943997434997|1.01010427958532
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00618043574514863|0.00452539810983709|0.00425668351222193|0.722787303235263|0.903577263080752
D1	10|2|0.4|0.08|0.02	0.650347858275041|0.864841704485209|0.990176444347422|0.987437509576102|1.04170095984749
D1	10|2|0.4|0.08|0.02	0.650347858275041|0.876920135645067|1.02960083415479|1.02948693785737|0.987746656669103
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.346761606552282|0.593434791397654|0.731031618667294|0.934761832075765|0.828809799820406
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.631289733043453|0.40700387927893|0.66167489689864|0.805580881109246|0.822891183544487
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.602231880400847|0.81931540276663|0.946887474463841|0.93198858557197|1.06568128189503
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.520430269173259|0.736327249396662|0.918963466850643|1.01753773714065|0.879501544920821
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.677437032165951|0.792261687890448|0.99670905498633|0.96073082084048|1.00718320581292
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.583347403530286|0.610225922930866|0.84779009043434|0.955914370262417|0.871558355771595
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.485854343188188|0.852727937616684|1.03435257470349|1.07074382955035|1.04973224741908
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.329333453749202|0.506421768425479|0.868516234674736|0.985477550089794|0.906133362548987
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.717926398156353|0.896861604361127|0.831306929018966|0.862449783477942|0.955809460589228
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.560139275504357|0.818168439444276|0.815838831187944|0.821556391236415|0.844802374697448
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.429795813768706|0.502336907959589|0.807470512384188|0.756580561969755|0.964614861026179
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.381048198472434|0.319918428556514|0.637851807357972|0.659681931030368|0.945268761364206
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0019472027524866|0.00190869874325664|0.00545106759241306|0.952781708395387|1.05263910604692
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128713402283013|0.00154566094194558|0.00270628179159155|0.852550271797051|0.979993041775475
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.437839419507075|0.65893893066245|0.973318908703367|0.966081538531748|1.04216519780624
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.340226194662708|0.45071420709724|0.837441042009498|0.94790220959918|0.982075697093509
60	10|2|0.4|0.08|0.02	1.03147280897412|0.947987665621029|1.00675665668423|0.93899458815793|1.03222519424277
60	10|2|0.4|0.08|0.02	0.94831942605445|0.954640647169817|0.909183543497644|0.96836131080917|0.952810040492546
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.431886319523508|0.780993638192755|0.858478288870761|0.921323528323145|1.05425080355385
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.795864011003247|0.723069657125683|0.701815269225701|0.831064925374239|1.03015973362431
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0362185197594|1.01604110631343|1.04945720753866|1.06396716003845|1.03869216293481
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.953974580967977|0.951444576302498|0.920614841232814|0.996427307768179|0.948845685371375
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.744570707070707|0.819144570707071|0.865561868686869|0.83806029040404|0.85988005050505
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.756534090909091|0.80546875|0.859075126262626|0.834730113636364|0.807070707070707
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.557303075530227|0.613726460317428|0.773520179510288|0.966243279142194|0.977813727281499
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.542620349289575|0.554051196564176|0.770539290458076|0.892057737275278|0.94867820563618
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106648918575956|0.00210090350878951|0.00555696996790509|0.813434556254298|1.06296896957499
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00126695707781963|0.00202071635196549|0.00259004516541608|0.785248770630652|0.908793123149431
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.684745687206958|0.928627590738493|1.04540544152532|1.03725317682173|1.0854629083093
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.501609292690804|0.765092269826597|0.971678676036574|0.95316457105946|0.947676270450268
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.831400527503202|0.993171065777525|1.05106204989391|1.01532013202751|1.05398347272219
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.685416075194129|0.900500412856861|0.910617031374954|0.987544942882716|0.964164891346043
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10670959682598|1.06355071125069|1.04658098229131|1.02264389960677|1.05750705972395
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.999305024060243|0.975930959858542|0.995487054973477|0.947137842759494|1.0395432512558
RU	10|2|0.4|0.08|0.02	0.82176452020202|0.982962436868687|1.00741792929293|1.00732323232323|1.06294981060606
RU	10|2|0.4|0.08|0.02	0.658546401515152|0.827675189393939|0.957331123737374|0.987847222222222|1.00232796717172
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.43534940248777|0.797621858210686|0.827792068617931|0.932624106195199|1.00048655007257
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.762729853850212|0.723206385507788|0.799001443226587|0.85554800524735|0.91510830358261
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.856671471213813|0.962085507574679|0.995403271235063|0.97113061886443|0.950153658639264
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.70604791583556|0.848436250207985|0.946240525386251|0.985700625259355|0.930788460266261
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.983724426724282|1.01389226091702|1.06644986691317|0.995752358254168|1.02853960864675
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.86160973816975|1.0148455858605|1.04356115869074|0.971455936563798|1.04847033667071
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.824352703291369|1.04411825260772|1.03669766524569|1.00593170198886|1.03945437877504
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50264076685182|1.06983024106073|0.957342458806421|1.00454467631372|1.03847479189197
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.88086001073254|0.883983003879549|0.910858339271419|0.903635867796223|0.954289936924336
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.851697412754128|0.952407343872336|0.872960157645175|0.945325627017849|0.938648579697905
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.626570584622894|0.59242989154295|0.790790766892282|0.82804577028115|0.971654205446329
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.600175876297685|0.566417176986467|0.816039493911311|0.924706110176022|0.907070731186475
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128228204161373|0.00168168136605079|0.00237537492954675|0.915512590932322|0.913394723461951
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00103002983670611|0.00168168136605079|0.00225975933563076|0.682174046138505|1.03295701333389
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.468759326984046|0.867962570372695|0.943303465635068|0.909358047305823|1.03630622610211
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.356424330538707|0.847082935702254|0.940485355434149|0.993660533007116|0.923002824514997
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.77883676998499|0.911915945188593|0.962161637721937|1.0082867725532|1.0274342394375
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.513329033951798|0.904353979876612|0.942763056517843|1.0235419674807|0.89719722176248
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.78954620412722|0.995227729037658|1.04453390528653|0.988118168019515|0.999502797311898
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.648101516832717|0.85689748438769|0.999596113945442|1.00795378493724|1.04717010018415
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.808673644514213|0.855288229039379|0.968227452811047|0.97935173446956|1.05055201883134
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776893469595105|0.855989980213668|0.916956901799076|0.956175639165648|1.04922174269225
D4	10|2|0.4|0.08|0.02	1.00428814532741|1.01980664218193|1.01872432650387|1.06984782588512|1.08619397590521
D4	10|2|0.4|0.08|0.02	0.90446044043351|0.911299189987519|0.988132992191676|0.998032997364508|1.08120152956672
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.418218389974026|0.717042658212714|0.819746092389998|0.900461542706167|0.976694261130957
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.607512648740118|0.478327988301804|0.710100467323486|0.852959299369501|0.890592175189156
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.916633895460921|0.951942254360065|0.93931712065995|0.970336828216969|0.953510148399121
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.849757578474762|0.826879647480033|0.930903780751026|0.923433226800228|0.915896062971953
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01618545933946|0.93814027017618|1.00327019330095|0.99786552828175|1.05722552919489
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.885006762965204|0.980875361690228|0.918838710413825|0.968587881451212|0.960723437526752
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.820346525486377|1.03358086542429|0.93011021569265|1.02769025293182|1.0853366033037
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.784232988304801|0.954815794423456|0.867570574349299|0.931865734861199|1.01278875301274
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.817497402757882|0.835523254660924|0.859144809405907|0.863367520819889|0.932493062579424
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.709470437206237|0.747358898433722|0.826668985496634|0.819877254566341|0.886403265888943
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.455824187337926|0.503087294349049|0.740450580668513|0.857322471645231|0.95807804318164
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.498962964374076|0.528280949738896|0.657078155100525|0.919601759269622|0.915444091754436
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00111471180718671|0.00152874762128463|0.00613622309098968|1.01631991167236|1.01429750596504
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00142258459202875|0.00187908561782902|0.00313180936304837|0.752281841610069|1.02715915695938
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.458411600425375|0.889307969826173|0.986657324309013|0.926578013655744|1.04856038244034
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.29143186539054|0.76656529214745|0.948418259339873|0.917469214943797|0.913135951181212
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.603088788918642|0.879416966742091|1.04035808608577|1.00640145221919|1.11069360122976
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.486984654865033|0.7040439956919|0.991308987582453|0.942931794538086|0.925050075307051
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02911634725553|1.01693863463304|1.10501782677076|1.05072196642447|1.13287455788897
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.87220091233214|1.0211117357795|1.00512528554857|0.959653854638874|0.949280880165672
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04507367812771|1.0642671399678|0.998101291947001|0.979450318122048|1.0612716626668
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.947089728697026|0.991815506901981|0.946441101722399|0.933527528318464|0.980393775539687
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.653968238849188|0.905109454288279|0.96488366389092|0.976523227931144|0.97608031489688
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.436664626726706|0.734921311498832|0.899418259923276|0.90236625097929|0.933089175538818
F4	10|2|0.4|0.08|0.02	0.951958575185984|0.945042053829964|1.0135755973661|1.07121681410057|1.10559771112509
F4	10|2|0.4|0.08|0.02	0.797613455102328|0.902613999187853|0.958928178056633|1.01079943415105|1.04654452610151
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.369698957432641|0.754643847461165|0.847714600912371|0.929663973284833|0.980604669191091
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.716215947603288|0.541479074112724|0.776260472882316|0.844400051681127|0.905180039158393
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02414201484121|1.00709594273559|1.13459423826953|1.0406855694187|1.08673650154637
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.957143441934523|1.01188962117801|1.05415755618386|1.07610458575476|1.08594602453584
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.922705114610836|1.05129697763292|1.03233299411467|1.09443420462713|1.10145389591443
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.856271393904027|1.01299895387812|0.948045460044549|0.945437983475544|1.01960304300486
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.95536856753681|1.04399459870628|1.01877480261102|1.05592933503942|1.04008514703194
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.849318057185313|1.00214636562513|1.00257092146307|1.07400833780493|0.970587715005101
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.685892449050464|0.802775743183097|0.825656213652156|0.851703069483051|0.895783763782799
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.731950617733275|0.815180452119795|0.822344247354142|0.88212948514392|0.822750660800968
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.596979297502328|0.586643670834661|0.640283948534328|0.921233026513944|0.900074361521974
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.585931299951884|0.545194933418318|0.605115322847734|0.797899130782546|0.934099444475689
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00105593897400964|0.00121372295863177|0.0193770870345562|0.771339146054869|1.02437610847042
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00143826170597865|0.00137757555804706|0.00410845221496854|0.600750384219174|0.927654525897055
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.817411006377186|0.886259849832413|1.030557280049|0.981206461188857|1.04314096911139
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.691500487785287|0.760242236014451|0.961842305626348|0.922002881530926|0.910001522760246
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.646055849438921|0.77317775674672|1.06296367921057|1.01170418314591|1.13395890272641
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.519570578500516|0.591051836233851|0.997424360924903|0.940674731868271|0.958281492535781
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04107886862853|1.07615814348844|0.948458112935739|0.998380195025202|1.07642441279936
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.877528064956057|0.99231062021974|0.937267974458628|0.950997912516876|1.00324814422238
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.9602093939132|1.00407778268102|1.02336119085206|1.01437763391551|1.07990118693957
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.855560964291726|0.856689216547093|0.970114963445537|0.992552625233726|1.02440452089466
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.872216910684938|0.947365789950571|0.939223515737773|1.01070430984384|1.05009716988796
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.635884745889807|0.901686569309313|0.933549544145124|0.960844596916809|1.05237800648632
