#Treatment	Dose	Effect
AK-BI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.362684619131231|0.822164175611988|0.911845610653614|0.958034842988156|1.00033452873914
AK-BI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.315230087055133|0.850940220472892|0.90402828978788|0.921779165794684|0.994471185234076
AK-BI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.379407982170422|0.845051880709248|0.880682417796666|0.982200829590517|0.983982356444888
CT	10|2|0.4|0.08|0.02	0.835576111587355|0.965006013968355|0.978176936929753|1.07619465321664|1.0008373038815
CT	10|2|0.4|0.08|0.02	0.790820225540427|1.04801206780832|0.981479635573454|0.959576829276397|1.01635400676488
CT	10|2|0.4|0.08|0.02	0.88601193857023|1.03718252674086|1.09834846114102|1.14440246686479|0.940779854670443
CT	10|2|0.4|0.08|0.02	1.01567257976453|1.0116857275822|0.933370465780129|1.13877396966621|1.15457480294763
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.384664054860707|0.766305146706376|0.847861237689255|0.91409800024286|0.989084099725824
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.374553425918233|0.757990400654443|0.866401651445334|0.927071816142495|0.958087544497632
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.371967387246805|0.729009425271519|0.843746845826397|0.941367217101669|0.97819674993952
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.370198646849511|0.680868925762569|0.850309129039545|0.931305903972136|1.01534029828269
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.572134292565947|0.907838300787941|0.980109626584447|0.93930798218568|0.967523124357657
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.604227475162727|0.911723192874272|0.961836245289483|1.01448441247002|0.9610551558753
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638851316200187|0.892364595674983|0.978979059612474|1.02485391402996|0.951564235872203
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.543483441352482|0.87644869286201|0.997016187768719|1.03986359715514|0.918550988282915
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.845216792327101|0.966434812557558|1.02743315788292|0.998936815387725|1.11636630453501
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.840559744236716|0.899813568332073|0.970560268341806|1.01058692282927|0.986964757676268
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.883515211034321|1.03169728905729|1.07203529575586|1.05147053434667|1.03430636071149
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.883302674298446|0.972934546014203|0.985635448196003|1.07161755113707|1.06962410313162
PD	10|2|0.4|0.08|0.02	0.792320700081868|0.819972272271753|0.818719158960193|0.873399208323165|0.938124934012507
PD	10|2|0.4|0.08|0.02	0.774770190442069|0.809649664826806|0.833818828200588|0.884947235967814|0.881797144494004
PD	10|2|0.4|0.08|0.02	0.715529622006056|0.837244467918085|0.860092680685736|0.846432951203366|0.92784870113192
PD	10|2|0.4|0.08|0.02	0.739274978023608|0.798602192936444|0.864925678193269|0.883317114816248|0.918450402086582
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.351730102906587|0.753871780160886|0.793134707616682|0.81964047693745|0.863534807455311
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.272094929896296|0.674000877054622|0.769977692306359|0.792600848281684|0.854715728570661
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.263658819720572|0.640047507382783|0.815180898311663|0.812297543603585|0.882664276988075
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.317276338783446|0.659923337107451|0.78807164027467|0.811081240128714|0.850267676198551
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.639639456147595|0.94827180770007|0.889590851607098|1.00907840236412|0.979015799715964
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.69790565349499|0.956959522138674|0.958137140719866|0.982563468271882|0.905462780031588
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.67845311351444|0.871365707216692|1.02008609750413|0.895509662562327|0.969280203351069
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.753849187930413|0.952825659526404|0.938889099163527|1.01654020307218|0.868911470171657
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.961234499440689|0.980042641476963|0.888556595565669|0.951941334506133|0.933179084642376
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.963383782853537|0.93099920644785|0.954220645741111|1.00256804948706|0.950709894543612
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.928734520938732|0.956405030935235|0.922904524655721|0.908263616904792|0.936761752001772
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.939017579709269|0.946275778599299|0.909948163569481|0.903261245722259|0.95976680014868
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.942674468167551|1.01783237106211|0.984717324756849|0.978811950246057|0.93363041035378
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.869841515867788|0.951989770217383|0.948122602394699|0.954601464718875|0.962227302669818
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.897828111697113|0.973847059294093|0.913812051570681|0.920623129858083|0.930976883093631
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.910223664687721|0.954739470541515|0.969870120965208|0.934169099874864|0.951730101499542
PI	10|2|0.4|0.08|0.02	0.692511179063262|0.775615724581524|0.993409709414443|1.08623047794125|1.04773404943419
PI	10|2|0.4|0.08|0.02	0.694457627695641|0.717831031437548|0.880275386436137|1.03101701941042|0.996365427708057
PI	10|2|0.4|0.08|0.02	0.68573900123549|0.746932800957955|0.85557582444428|0.983666301559681|0.98212844690697
PI	10|2|0.4|0.08|0.02	0.716968664209036|0.692859588663929|0.873893916062772|1.0032819580414|1.07747543537506
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.325191704315555|0.570238166776836|0.827652767079484|0.974839434547385|0.994418677490608
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.353701063273805|0.560630643918908|0.828971161042551|0.968531538569397|0.991279297390709
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.338941901666608|0.580771736527835|0.836596697224548|0.979250462637283|1.00401106988468
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.390883493361596|0.608427887051539|0.833530391139638|0.936025198650974|1.02721996291477
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.470678570038463|0.581021835822638|0.833554486941322|0.92616300259369|0.969742647969456
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.434975531564812|0.568170157355215|0.829074799457908|0.899546723565067|0.971773722705222
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.382593317568671|0.564959521263032|0.831882531861068|0.937250160979341|1.00682992693097
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.430422985831983|0.506599694368567|0.812414580050303|0.957994940387194|1.01289852706196
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.558828158415622|0.558139362641717|0.801047265832582|0.962847615044633|0.92105326502158
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.475861596487882|0.558954067320529|0.824377445271287|0.86915657698126|0.881836344346042
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.524935805366253|0.58040315624446|0.794766419184484|0.853994808651186|1.10190462340808
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.519397835410736|0.609822127576501|0.762120285504264|0.838121950879402|0.87182786873816
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.734833115026818|0.800588949547293|0.883072480949968|1.0126031378773|1.07492470815447
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.75316703794709|0.835757651085637|0.876991768091555|1.003570028587|1.01957874809978
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.754010411230799|0.756229618358629|0.873159129235857|0.994834667237948|0.978824149807467
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.700288020859082|0.773997923613133|0.872272911207912|0.963831684491734|1.02413845508761
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.474615414422444|0.503847793234394|0.76356027434417|0.856155306699733|0.910814895183477
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.433045297787422|0.535691866547836|0.733855155577944|0.879993800131747|0.910342155229201
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.436510884202146|0.489658627080131|0.751999420982159|0.858805356676895|0.887626731577614
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.412885432558707|0.474977477348784|0.741759947583648|0.84564793810604|0.908951349168709
PK	10|2|0.4|0.08|0.02	0.000784987514292981|0.00152191456852721|0.00672846440822555|0.897448990830465|1.00905338916357
PK	10|2|0.4|0.08|0.02	0.000496624753940457|0.00140977349505678|0.00338025235746569|0.899908084370138|1.02257439859343
PK	10|2|0.4|0.08|0.02	0.000464560259673166|0.00110533303163615|0.00357230820369365|0.897682605221898|1.01843623409832
PK	10|2|0.4|0.08|0.02	0.000160193192990747|0.00115339098953338|0.00520627877219927|0.967038248127241|1.03710675074139
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00235999803333497|0.00141308524218205|0.0151069009911628|0.895087525698667|0.999801512511085
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00132567790761409|0.00104888801481554|0.0100518434753156|0.918614666586543|0.960482779844597
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0020343047633543|0.0020491537032328|0.00528622259674548|0.937487819229006|0.989733814191503
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145519610809286|0.00114336837064439|0.00490015015990452|0.867118693144801|0.99747753633814
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000891691347409318|0.00125969095110205|0.00380738051512868|0.856688923565775|0.976918640241464
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000467076420071548|0.00107569114925569|0.00393476499333001|0.840673863889685|0.950104207580084
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101265637010389|0.00198128420237717|0.00493119623702763|0.868771108473476|0.995698044949468
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00140891321057932|0.00132085613491812|0.00430012052812231|0.876285312263232|0.97703728299893
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00114290379199151|0.00138153205625347|0.00526238119609278|0.984649294947675|0.973320732086396
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00144432896790136|0.00175831352614078|0.00910555218894335|0.960824146668467|0.968573285565816
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131937444149567|0.0010231883423844|0.00574870292365972|0.993031212293069|0.988184530671249
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00138668946402096|0.00100972533787934|0.0133149114555022|1.06388700500319|1.00524215737916
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000497633906286205|0.000771332554743617|0.00901961455143746|0.981253197686624|1.05559970328578
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000771332554743617|0.000870859336000858|0.0125279335907552|1.0135496382046|1.00214138090299
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000471267058885725|0.000870031493327493|0.0155216035163773|0.996820457823864|1.0299239477679
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000362513122219789|0.00064043984925496|0.0219380857796675|0.978368539902877|1.04009244084617
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000388785482750074|0.000660935320675126|0.00730916707570139|0.898483250635421|0.943213020425817
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000349906934475067|0.000647975804583457|0.012415216415819|0.955906866437607|0.95573191297037
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000465219961813195|0.000801212156456058|0.0114495801712914|0.863409480795138|0.938581272958121
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000465219961813195|0.000736598272870892|0.018886638171944|0.90491097822189|0.928507968507193
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000502592416028263|0.00110865974123882|0.0118404860364306|1.05717358285569|1.1939895859895
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000857363533224685|0.00156690576761753|0.00718411512322753|1.03244307956112|1.15636906543679
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107775154084791|0.0019459402820865|0.0142802079162348|1.0100328190313|1.07199604824435
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00140706451166254|0.00251475359531178|0.0117953918637243|1.07974987182989|1.07239272068647
JN	10|2|0.4|0.08|0.02	0.856929539957405|1.14075837700028|1.20137486366623|1.1033797011495|1.09168854314684
JN	10|2|0.4|0.08|0.02	0.914704091217181|1.11980512442929|1.11962621324149|1.13497128819496|1.01547925834431
JN	10|2|0.4|0.08|0.02	0.904528704159655|1.1865432172252|1.21035286987484|1.13055445826727|1.05552519223589
JN	10|2|0.4|0.08|0.02	0.950935881687672|1.20903251640972|1.07277636783749|1.13933516956261|0.950394753218362
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.33278947791667|0.895413565410081|1.00954814728772|1.03499557707944|1.01419444767104
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.380803631262453|0.948002537594825|0.999197619664573|1.06446741781856|0.972291966367933
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.356257393600924|0.934525479838968|0.986407695764212|0.963657872293598|1.07957853035847
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.383078855906169|0.928942566049502|0.972996964611589|1.01636908855814|1.08293854943281
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.378941683647998|0.863828036937143|1.00192472534201|0.95686794123465|1.06650506928069
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.355003500927824|0.9780995770628|1.02407319608022|0.927535503803923|1.03004518237793
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.401978388512018|0.880709365707371|1.00996767196043|1.13955582182387|1.06705754256413
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.336420288074639|0.944335524998275|0.956559933088868|1.10786390921896|1.06525349996045
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.705072600121609|0.985277811903714|0.973179087557131|1.03382821988576|1.0850969530809
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.608898627307972|0.952813419942368|1.01108012994465|0.990540290462691|1.00308688532493
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.657435672801698|0.898525024733968|0.963028192947609|1.01891563262316|0.994639337205175
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.64703154619399|0.897316647659902|0.981649283658966|0.926456660801003|0.999152625576811
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.656451328107408|0.93112179191229|0.950262997179685|1.00872985402725|1.04175718078687
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.578681272041302|0.956159577001395|1.00768661298187|1.04013724127541|1.02500052648034
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.672268690373501|0.929141184566328|1.03298861826441|1.04570463055397|0.998930640226666
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.587656809818726|0.928307665468079|1.03866817863154|1.00946916463941|0.942464567361589
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776823098556156|0.898524373884411|0.985509817182009|1.01463061305188|1.0114894104517
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.675668983765526|0.927756035728408|0.966056534255738|0.972338939456092|1.00091279652029
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.805813870812018|0.957978916485482|1.00719623685087|0.974070345741197|1.0302631135793
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.71562702312301|0.904734996613315|0.957357712472355|0.969669526949402|1.09667206789835
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.420221092940921|0.614257157307662|0.826294439646719|1.00912102997795|0.993259865059677
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.427797293624225|0.613025422591666|0.803889253974753|0.978465286068667|0.979084594026431
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.460074639653533|0.638791335450949|0.877948473747152|1.02738651183177|0.949290851140969
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.417152329467872|0.672572182028402|0.913388780963822|1.03774731825749|0.962862353151262
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00396007755747563|0.00295933593645291|0.0353404755309738|0.8729826567903|0.985323051904536
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0031451879517857|0.00233029834609577|0.033710696319594|0.914227507885308|0.968860852238713
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00465120544352435|0.00268508074499986|0.04106119379717|0.883435582822086|0.989254174805359
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00338936421909819|0.00277311617926215|0.0366080680807358|0.919016570836428|0.999524975469293
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.786589409518706|0.940261915128781|0.943517433097766|0.858612720635027|0.938634156144288
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.887376494624376|0.842214556050507|0.926509696218642|0.918511571825703|0.924185283183173
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.838703180935913|0.875398007618135|0.939044503935805|0.931245811588315|0.905502487873138
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.994149244610187|0.797869422250926|0.865488182168564|0.973635142032729|0.864231224630812
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.625641442686943|0.702541373561583|0.875793925100638|1.00079860122799|0.995658927337047
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.652504371162526|0.651684625706502|0.883588012849185|1.01163095189688|1.00587321595576
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.599642929931113|0.645256593160233|0.835915705376432|0.996183100313863|0.986015570863735
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.605897362735907|0.703300860066034|0.896640443484287|1.04378592100436|1.05412953980353
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101596276275613|0.00213499421158897|0.00538901987201078|0.957920368396932|1.07067014891585
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00108958325281092|0.00159020258518351|0.00649332722283266|1.04652262817787|1.07405669145837
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104011371909995|0.00145615920673994|0.0102069826301009|0.948944284575114|0.97034289082273
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117879554831328|0.00198315015775058|0.00572755954651042|0.999798911347641|1.02112124258919
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.80822147353314|1.20284589468455|1.12663994779766|1.16561033164648|1.14138592468906
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.910173738361422|1.1223265524182|1.19501554438874|1.11567114894422|1.04645179859519
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.868383108522503|1.17136393360059|1.1941983777878|1.21147652178858|1.13643397628825
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.915822864500197|1.17332163585926|1.12702725755157|1.19791882440386|1.0996275491761
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.707912670015175|1.09493598824849|1.1281224277243|1.09457015348262|1.06840923471473
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.75579969426666|1.01465392217799|1.08591704136733|1.10368615856697|1.07349359135883
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.804317665895466|1.1659914541248|1.20779063991149|1.18696229563028|1.09194039657769
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.763444712066546|1.15756036835532|1.15193964450901|1.15847868380064|0.98441832435139
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06928990070051|1.09846220292557|1.01726469886228|1.09439323505677|0.939613334394144
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08412610011783|1.13140796138648|1.09427957673642|1.11401823837181|1.03392700862667
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.13601131000035|1.1886174787581|1.12955776513415|1.11855740456678|1.10517770675076
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1370461587352|1.14153593552974|1.142758197815|1.10842077601432|1.17742155622508
RU	10|2|0.4|0.08|0.02	0.785363566332853|0.862136182469773|0.990474595572228|0.922336470509428|0.915282848243293
RU	10|2|0.4|0.08|0.02	0.705891415748401|0.829514016813478|0.931352781592256|0.95306293331547|0.950195933951837
RU	10|2|0.4|0.08|0.02	0.724479768886481|0.848279669579891|1.02521901269805|0.916440101806616|0.888918981794949
RU	10|2|0.4|0.08|0.02	0.741598002756973|0.829251693594031|1.06108744188308|0.92459990902683|0.941947311951166
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.366237547269548|0.759871508152726|0.854805839059895|0.925167324035295|1.0300296832432
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.28681332086366|0.744842841458952|0.797013784410198|0.918479242060749|0.964937990485097
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.363872335221946|0.755690702319325|0.798747809073493|0.913518933681164|1.00854848571312
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.297114906452533|0.765740838870093|0.878653242571231|0.897390453674642|0.95809562629927
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.531657730979686|0.853857805704484|1.09031945771147|1.08186046340417|1.03471390157309
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.491254806037616|0.961998943545968|0.965002659540203|0.985373449138364|0.99914048077861
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.515556634192005|0.902347189959436|0.891016884512707|0.957043303401172|1.01254377145235
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.462739659536109|0.863696564157681|0.9327809173803|1.00633775959505|0.981465173525639
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.956998129153467|1.02012983556659|1.0812191847525|1.04985835582358|1.03607441592723
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.895443532568304|1.0004317338154|1.06067732924336|1.09366258129508|1.04212263211745
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.989151405118457|1.08448581884349|1.04663961625786|1.10491578224827|1.0461928377341
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.909957880970078|1.10825443630766|1.15714825329905|1.15889475116467|1.00815167724719
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.896227982253281|1.01910366749353|0.93428226391992|1.01892448311841|0.967819606130345
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.821575291967874|1.06280972299216|0.996780280759518|0.968372091286973|1.018327201868
