#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.148230348831128|0.384485644056273|0.939490612415669|0.959301945504942|1.00892343496679
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.121607133518121|0.158958082736259|0.866730296532608|0.932070759897495|0.961740363997699
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.454852434413271|0.778626121039479|1.02993931269625|1.03376414276451|1.05340191314357
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.214041133315363|0.738986310751051|0.93346617028872|0.983174390394941|0.992827532948179
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.213105018765644|0.985333518129108|1.04982234823418|1.02827099994401|1.03631145186147
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.244297566478291|0.932780536966345|1.03182495312031|0.983773156455629|1.00441765925556
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.403883315630436|0.979941294043285|1.03168935886704|1.02567606812785|1.04236536167673
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.196155473310495|0.905743878431841|0.999162922595965|1.01834033577556|1.02308745901285
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.355472642381291|0.667091175999849|0.707658205736727|0.792168835393064|0.963169226056383
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.264167568749|0.607252569859034|0.690279711494279|0.821077920982751|0.864591274956416
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.546097943481304|0.94451338706746|0.956911545929356|1.02143855156346|1.02078393930198
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.310648057915093|0.880749547486939|1.00212584509538|1.00840880700205|0.99926068288559
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00163864154633581|0.0162575706643519|0.731957392016082|1.03944385298808|1.00236628428944
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00310549002732996|0.00836500079702071|0.400360435065938|0.993806364437514|1.0255385258338
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.534036549790077|0.803617306697544|0.996675466433876|1.07371820920753|1.05853072253387
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.47605561350887|0.723319829308101|0.918668924455544|0.990800880805384|1.04753117288053
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.212932273705693|0.745901639344262|0.991453214261774|0.995616746486321|0.997609134447084
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.245830881640983|0.565443427354183|0.907519681813781|0.928713475990794|0.95832743685806
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.370861531382147|0.950338376585768|1.00644621280039|0.997445316280952|1.00819561578192
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.243345524939901|0.900105519544917|0.923351554628182|0.96978412129194|0.981184992423221
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.373777025899085|0.863283327281207|0.992666888099913|0.950967451033709|0.943983698841606
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.201809442349625|0.757208770821753|0.915236385727537|1.10874380230715|0.932301660921449
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.258874478098861|0.889210164253401|0.960345793170486|1.0114877872872|1.02199776806824
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.206900238242679|0.832179949292221|0.930355340969928|0.956099037242997|0.975194636126867
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.30990147502517|0.827652736836976|0.889471810657612|0.993039903069067|0.96852635412993
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.195047899705887|0.763914205882426|0.82554166436095|0.920579570335632|0.922343752968179
SF	10|2|0.4|0.08|0.02	0.449379028379488|0.436210930515623|0.823623789394575|1.08246506944996|1.03578200162354
SF	10|2|0.4|0.08|0.02	0.332177985411063|0.408937707783348|0.301730344663392|1.09785908452462|1.04376011726224
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131087955549266|0.0123267367292065|0.698251912320033|1.01914554487156|1.02169282218962
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000893781515108632|0.0060777143027387|0.317214231980992|0.968278204392936|0.982727672220526
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000896519441777806|0.00181684028466476|0.618868164039256|0.989241766698666|1.06478741381909
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000618836428837778|0.00135667986322128|0.068754314003951|0.971414517267916|1.00054346532533
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100473235918484|0.00226762511621579|0.985098214332437|1.09292902158954|0.997060808983982
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00143732545827831|0.00231646627256505|0.914561118602027|1.10712784347107|1.04221445802888
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00050271641862278|0.00123451880016227|0.897771979923161|1.06204888758084|1.03200999069338
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000642713395960769|0.00167996372805587|0.709568316138629|1.00693780475194|0.991760859708711
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.389099205831184|0.0124039103351962|0.812106374122231|0.869045478541514|0.982096103211568
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.387040097602387|0.00710014671556638|0.48788057172273|0.899876272882743|0.893603710335689
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00112598022264208|0.00205062623328856|1.04176286744659|1.15206791674085|1.14006616065911
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00108869610930956|0.0017299828586289|0.79600836282662|1.0929614118748|1.13403359112191
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00146979490417063|0.00231997038795561|0.0209806017693377|1.07197041677512|1.02939319625454
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00308368734796584|0.00195252166191295|0.00647718440612451|0.998149247225447|1.02110038284915
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000779262086513995|0.00217080152671756|1.00240935114504|1.14733222010178|1.10580073155216
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000938295165394402|0.00243320610687023|0.942990617048346|1.09006838422392|1.05078721374046
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00330026670760021|0.00323747093515115|0.482700636853792|1.04222841264498|1.08807281518681
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000955891202835578|0.00182107740102252|0.0530938256056739|0.959906643618292|1.04758698522729
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00090998035269693|0.00390082486855397|0.833917449509613|0.976952997605734|1.01514671842312
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000445444927893602|0.00254539958796344|0.673614546958645|0.947645903099819|0.92530365821647
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00483414244464094|0.0289621618337557|0.896743275673377|1.00566583169335|1.01514692492547
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00196387036813538|0.00700819291906506|0.567256402488335|0.955114232066752|0.948142163853455
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.141467111217578|0.0124827211437275|1.01082078179193|1.08720474477626|1.06808545145935
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.37618551829112|0.00354199076658933|0.793678105743338|1.05668024119093|0.946800230788661
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00109514130114675|0.00535322359705285|0.969052351536755|0.901719173708683|0.982478639791275
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000720487698122859|0.00240642891173035|0.872276443924893|1.03934673380411|0.961076552718535
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.140859573791349|0.0112197837150127|0.991766062340967|1.02104802798982|1.01733062977099
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.209068861323155|0.00348282442748092|0.998644243002545|0.941853530534351|1.03446644402036
ST	10|2|0.4|0.08|0.02	0.0113456746007806|0.520883782015287|0.902612271037622|1.05477647888697|0.9883396834089
ST	10|2|0.4|0.08|0.02	0.00383881791138976|0.238084674893147|0.844406287270922|1.05088939730744|0.99363383654395
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00173777170936863|0.113915316486196|0.940251319757296|1.04478412932526|1.05027490380192
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00108793270880641|0.0844279591404601|0.719397329088692|0.950977314047475|1.01311725578101
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00188720154722774|0.295069512501843|0.979315369071056|0.974285144358776|1.01876620729729
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131132754568398|0.0569698967069374|0.843686634346027|0.95174279940678|0.955204981657025
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0167629372794728|0.528198815699437|0.993027229738254|1.17087109931993|1.09579913528474
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00259185210387287|0.23510927447255|0.868648911078065|1.0716390979743|1.05234165045166
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00207274240844063|0.292728097538618|1.07056771254729|1.0303662374955|1.05104502322014
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104011261650992|0.0771404385870556|0.967630236223418|1.0373477128279|1.02302184517101
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0107235461426651|0.382118486807106|0.840089307032719|0.868368471098786|0.934632446267075
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00273953092863396|0.161154791875238|0.777582761899576|0.774721753299794|0.920884525001361
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00242060858629219|0.29363615691261|1.01909477777829|1.00123350797975|1.05990727806834
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000913297104643986|0.0866629850150592|0.929539685265195|0.953701220049841|0.961219214508801
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000759362427623269|0.00286951378899947|0.367228400154793|1.03525194039005|0.411377293603102
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000496506202676753|0.00135078893375293|0.0647904086684142|0.967515351533693|0.0628153362004133
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0141297277607695|0.39349886819944|0.670823829388654|0.936447447160959|0.955198043416043
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000742391785122677|0.195554322090492|0.508718767074577|0.871658152866794|0.917422790387067
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0478804536888019|0.258650019687372|0.906995324726957|0.982526023647783|0.983623164582609
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00674340281892587|0.0412173294748632|0.795377481469022|0.93359430251272|0.970186055224035
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0222913344214607|0.266216450054484|0.898563765357328|0.955365886738096|0.972842023542837
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00133942559967824|0.0787080903363997|0.821430809594852|0.928607306042849|0.925172689560992
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0410971528147214|0.511131962450833|0.91914613763839|1.0755716781093|1.01293527753459
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.001952020508782|0.221969027382743|0.839088163467057|1.02350383492441|0.993151172678415
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0143420380956031|0.477493000590616|0.930929288107363|0.996660144918699|1.00151399794765
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0023659484613495|0.202645750613701|0.983248457690813|1.03329924369792|1.0331389585297
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0110295950448547|0.460019761085372|0.907169481953912|0.975994939593026|0.990744652942874
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00318727183424225|0.16970342844207|0.828367046224431|0.944037227335024|0.959228255246535
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0119047411607471|0.453272322696549|0.945733408376881|1.08347433040187|1.07069137063091
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00232449132149248|0.146665992901066|0.839796546021966|1.02759244383496|1.07609311208265
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00077912931339709|0.0037421235495673|0.791150165660931|1.14011949847868|1.05594666610375
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000794481615138905|0.00190752349142046|0.358767939404465|1.0773324224301|1.10944559959854
G2	10|2|0.4|0.08|0.02	0.0180306082426726|0.713501822100537|0.884558411935615|1.02842248361633|1.03956071574089
G2	10|2|0.4|0.08|0.02	0.0225658678872392|0.651005868039557|0.825520069761509|0.988557132466899|0.986005810920418
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0168686284256762|0.289093250103901|0.943600107568065|1.02925932867748|1.01686047932982
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0203768141924653|0.127957103159404|0.879963818014391|0.976473560258489|0.985824647755332
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0354613512388127|0.49490484810367|1.00923556170369|1.01383853359978|0.959784102847327
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0109272671204595|0.444638025565484|0.79080172202022|0.954721182207649|0.932748176320654
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.17691483527934|0.688352646293734|0.988760371913761|1.03647791751831|1.03137174459001
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0681847342755127|0.583623797315663|0.920049329161004|0.997129003601617|0.961529628960696
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0895539032809481|0.776575261069649|1.01397657038208|1.03771286781939|0.999775217855718
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0212933163033269|0.721115058835419|0.908269717663172|1.02394016961468|1.01114675486026
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.022648483144612|0.419797176903613|0.82261470808078|0.958509445023887|0.833534032694646
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.018833436161771|0.305292034362289|0.800338518253407|0.902815132380019|0.835614269580661
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0143483277420043|0.519768934042626|0.895647140806294|1.0062069464489|0.983153661908008
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00866306943021755|0.4743820661135|0.815463293337243|1.01080313317518|0.9875899150448
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00287255628987964|0.0156218167594305|0.216729278886508|0.945576263313585|1.02429245475215
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00263623251000302|0.00851173062348732|0.0677434338660126|0.871663963883207|1.00679634594542
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0289582941348948|0.605919831751547|0.882609073535156|0.963711398889996|0.989120582833424
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0295771917140311|0.492932820004909|0.960169929409383|0.965709444778195|0.94763534325416
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0740535043441515|0.44695119969166|0.943050982832359|1.04059030309222|1.02208621434243
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0217472265692116|0.28551500601355|0.920382452506884|0.981455975704328|1.01361244874551
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0422810151539552|0.778153133235466|1.08482547212404|1.06478155274282|1.02594855344378
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0467716275956699|0.688110023728381|0.99273812859498|1.00173424771536|0.999879915214556
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0554896646899407|0.859885796573897|1.0516715501465|1.13182595477864|1.04213526405792
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0455893676810304|0.726873806214186|0.965804974149225|1.02556676700301|1.06215986479594
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0641045006941297|0.832696748020112|1.10593416711109|1.07055256016219|1.08898322065927
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0387520667186622|0.73984469168|0.985066191514046|1.03138124113071|0.980520181141661
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0382202519327458|0.792003027517976|1.07477753149159|1.13874898632211|1.07929285830135
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0404476401578634|0.753631399686436|0.967244418013732|1.08507974266097|1.01374276909769
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.315186963419142|0.666655842326291|0.935639427214111|1.02620859331648|0.987959194783687
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.110381529345583|0.724687041258884|0.919288305987548|0.989189349231106|0.976333853220034
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145625432441594|0.0028159203518043|0.981942632123967|1.01771745136919|1.02901456718691
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000936163494267392|0.00199863476157086|0.826379749892035|1.0076016847228|1.0153101738125
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0201146670067517|0.418792431121136|0.79667411688811|1.0031380295483|1.00682062963525
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00176496707908188|0.206523489608012|0.595021042764147|0.912566174629343|0.937521468646235
G4	10|2|0.4|0.08|0.02	0.856209686290589|0.956116683500505|0.919631588947668|0.989561686850606|1.04121123633709
G4	10|2|0.4|0.08|0.02	0.723557706731202|0.868738062141864|0.907451223536706|0.890918727561827|0.952292568777063
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.326433139018107|0.619013708934082|0.952031575453599|0.989172397989644|1.0247924033125
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.138978031384324|0.429959688068059|0.920213613163701|0.982139645957863|0.960087796366686
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.736629723738985|0.938681948424069|1.05332107909391|0.966011785694978|1.01106990322755
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.545995566848678|0.856467535275991|1.01194788344056|0.919803211331567|0.962236038276477
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.841843758987193|1.00159005025398|0.966208591166523|0.982901059363333|1.02666022138325
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.720409024911953|0.946869244372105|0.945645456381137|1.00670198751911|0.896358269179162
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.568074567058691|0.898187485619272|0.951204073924539|0.983403012029886|0.982836899753845
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.499880612825222|0.764807265686389|0.875303351957733|0.886893024750047|0.92444050828547
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.591866971927774|0.77548474498723|0.807201159563269|0.872707190614829|0.856393236357527
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.547854325396187|0.743943480226837|0.798025453915045|0.803976973160972|0.793803985909376
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.658116882492991|1.04525531174878|1.007207875435|1.06249195335154|1.03295715051604
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.542287419557535|0.871489979880977|1.03031688902639|1.02816471081066|1.02459440087778
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00153106647285759|0.00660437809403016|0.921407144598832|1.00012664376998|1.0320144109269
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00202251990858966|0.00303567006840654|0.439589976618158|0.922794555452014|1.00008127883745
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.528577654541665|0.804183009838537|0.937160109396613|1.01957811983519|1.0762512921896
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.551711795927734|0.712694933774625|0.858915002873872|0.938040166831941|1.01783905897016
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.356034891943891|0.539242947266101|0.778343148404399|0.853399814159052|0.934862135912146
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242939398892822|0.514452499106198|0.788839752829791|0.840497592197128|0.838805268232474
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.723567896571634|0.892245043261571|0.895600039940437|0.95226336376621|0.9908770833062
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.615798179237051|0.836227712585145|0.858441541527201|0.89257498599914|0.937405521331232
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.51691714877547|0.811129519714184|0.923050251911903|0.969911763812261|0.950766816616356
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.349892139883936|0.697085542812513|0.828208413982674|0.90235397777742|0.852264704988731
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.661491190481223|0.912077755124394|0.969344911539711|0.987177245327179|1.02048988956636
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.38073954223938|0.879037976337569|0.908787996994637|0.955839993236011|0.955832306885241
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.739270720905484|0.972752687399701|0.923985384930904|0.953676733271209|0.981383365813365
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.612812191069535|0.895949856627911|0.901567547439433|0.873433728449294|0.899703804794695
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.33554610932503|0.961944884824062|0.961582755927229|1.00247384566151|1.04737782886883
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.255747217186806|0.927369996778737|1.02410473104561|0.908914055443618|1.02521217174173
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00141711416416765|0.0129511588441779|0.581001929469744|1.03332914894112|1.01936629704535
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0018560104144873|0.00269660831764186|0.127194365018481|0.969428830462375|1.0143970988214
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0114371899542849|0.550714169428346|0.99595618987382|1.00757676409112|1.03797738385507
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00220435369210531|0.286476159110175|0.858567694055169|0.903695192899661|0.987965875556936
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0271489385441683|0.835624388694481|1.02842756248926|1.01348718811609|1.05302825120057
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0333396019799325|0.730329121942573|0.994814419566815|1.02355781386799|1.00583524017165
P5	10|2|0.4|0.08|0.02	0.627866412895644|1.07441804266534|0.970415985509027|1.07814405670812|1.06940733863664
P5	10|2|0.4|0.08|0.02	0.0705670708345425|1.04771631897076|0.845747356006804|1.054953543586|1.0062220716762
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.055296884750156|0.564010983359407|1.0166131637698|0.960681493352873|1.00915639140022
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0158382942290342|0.401548955395531|0.860275641961292|0.979826942537203|1.05469638534625
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242144179465613|0.94459007916638|0.992860080486365|1.07388316713521|1.06111967465094
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0109744217428822|0.813368285666598|0.894352100030872|0.941304298024277|1.07753548959994
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.106789408838366|0.805545714484971|1.0122026175698|0.995963456307971|1.04029569705
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00954785317432643|0.942630122974638|0.992009670595346|1.02973987028384|0.944768812330009
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0254492446626759|0.896850094592597|0.953089182761131|0.973560854570666|1.04942205888132
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0113847944505676|0.824188758544677|0.841078823421539|0.929447582976701|0.973489746387049
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.1927023955528|0.689553525393867|0.717224351262562|0.796853559316544|0.870248913259627
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0103837581466161|0.689139614757174|0.664560521383433|0.71688962353028|0.833112131090897
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0776927628786557|0.936187878681478|0.993251246737931|0.993449526864375|1.09336618724873
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0144827109024121|0.73599517518359|0.932796462352077|0.964500628403422|0.961113342909988
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00298976212190824|0.0196117423593063|0.829359228931336|0.967934507360281|0.994497544613775
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0018142331093624|0.0133696833026879|0.546887444076656|0.94307990560502|0.947825124385664
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0202557716622104|0.802066594885658|0.84391775947253|1.00101562491477|0.946064971631229
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00941225753455143|0.73903021456849|0.789320556750087|0.953090346981543|0.947806042913698
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0481577887401415|0.373242785556821|0.824181107102486|0.979350429423408|0.953568566986154
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0134331784261838|0.289961930088223|0.75833878323538|0.913300215253085|0.925558813466094
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223513527093899|0.970841903761587|0.911112299759947|1.03098645426593|1.05486208701882
