#Treatment	Dose	Effect
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.864028436476736|1.08609181968337|1.01068299703465|0.993750543326025|0.979232871948923
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.850747133653373|1.03319842749375|1.02485293975601|0.996223280433502|0.923992311333056
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09143973809101|1.04784914854199|1.02211506738066|0.995030835215593|1.01855188691216
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0642844453468|1.08402913483745|1.01203461665355|1.02867294368449|1.04516914955714
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03248133535207|1.08038415736231|0.969154540550082|0.98779059793999|1.00856473021721
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05944096800097|1.05006327209986|1.04525011746981|0.942940747978152|0.975031760356611
D1	10|2|0.4|0.08|0.02	1.21873778576121|1.21466290779965|1.21000590441501|1.17581850992524|1.16968956082795
D1	10|2|0.4|0.08|0.02	1.1703714791807|1.21007243303479|1.1830784455588|1.0996515563539|1.1238513417991
D1	10|2|0.4|0.08|0.02	1.0718951266434|1.1171613020964|1.03646082837177|0.941084776178419|1.04091672939906
D1	10|2|0.4|0.08|0.02	1.07177346381671|1.06572834211587|1.02739694778384|1.05155462280722|0.89962056405928
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.544933003845061|1.00368910516456|1.0499189585101|1.05401837683086|1.07183450826475
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.563573474832579|0.929780751671423|1.10536507659488|1.02840443880857|1.02509965411158
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.521718716758002|0.910388743388281|1.01500245761531|1.01812032777986|1.0473476095106
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.561561429378407|0.965850151491809|1.0301222938721|1.07109477591684|1.03746579513025
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.431393547867042|0.95151016146646|1.09920024873473|1.14909305865035|1.0714402240148
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.54762329738579|1.06692614919862|1.14891648769665|1.10277772979654|1.02682918871405
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.477561713358885|0.995748493972957|1.09029510108332|1.12003412161303|1.07126212794431
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50366161690272|1.02353099999413|1.12519931991556|1.10306722779503|1.05678392058116
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09450628576691|1.04675706337677|1.12304027663235|1.03552933985842|1.14132614401795
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10945146584168|1.15020115291389|1.10557492893713|1.11281727110222|1.08952455907532
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07979438581625|1.15929911329964|1.08595070620431|1.04078994582957|1.14819698495938
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08406576541134|1.15991301603497|1.10733354373192|1.07789215198848|0.983143614330738
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10426289473796|1.199427606149|1.10481327344084|1.08571936613308|1.06870843053162
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08780233783938|1.26732740335562|1.13370392165994|1.13546513350917|1.17189173627546
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07925144758337|1.2423643719156|1.16687621344692|1.05928890941592|1.02064677255194
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01762758833038|1.26546583532189|1.142611551587|1.0912084434523|0.979224933500971
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10279908826239|1.13974373628639|1.1344275081189|1.07576969884419|0.994484301214081
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08582839699584|1.10997106555411|1.09731252563422|1.15103960052086|1.09799386347693
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04065104869481|1.09353888146534|1.06097767011807|1.02414225124354|1.00126163723212
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04996302854372|1.0204472997672|1.02286964325287|1.03423534910051|1.06094256369074
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350996681885088|0.667198895624912|0.999933471380219|1.07206712737736|1.09011301549285
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.406897354655756|0.759998004141407|1.0665036715482|1.04771765253765|1.04110637094695
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.323661138611979|0.863471496680886|0.963295845974861|0.95478705203367|0.936796161537818
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375535126339242|0.639170867836151|1.00177171491358|0.960938628707865|0.884420314650486
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00243588624856808|0.002836916301686|0.011704136365071|0.969608977132004|0.957065648248371
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00188632654614723|0.00363897640792183|0.0200440761734306|0.932988992096366|0.981394804804192
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00250896846182627|0.00331594662206278|0.0333502065130474|0.970332548363668|1.02274944795358
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00203945389587047|0.00371209953708798|0.0283982950752324|0.913059107482155|1.03045242130129
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.694914180758756|1.01428497400377|0.916057784763846|0.998086508251813|0.941560772075688
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.784665964221351|0.97349708370039|1.05290795087489|0.94451641630057|0.997825490320265
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.815686550723617|0.979885074337769|1.05213524210889|1.06543954076691|1.00544497987725
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.768417160197451|1.06662127553007|1.04815960462755|1.04250136466887|0.954168647637607
60	10|2|0.4|0.08|0.02	1.01236221758005|1.06252276314192|1.01292318512348|0.976200742654046|1.03617403390086
60	10|2|0.4|0.08|0.02	1.01149146199026|1.01345903471719|1.01834866225986|0.902881447463715|1.039573329761
60	10|2|0.4|0.08|0.02	1.00612605757716|1.12535288599134|1.06339194231044|1.15040184689612|1.03005097122007
60	10|2|0.4|0.08|0.02	1.03810087891849|1.00355804190967|1.08783564699728|1.09693178330098|1.03716705503941
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.483308707414448|0.90257873590713|0.930995211705285|0.966083970855331|1.12713324668397
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.47548486246883|0.927591331112061|0.964966278720243|0.947963810483444|0.970791825606158
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.493760637706446|0.860818173265252|0.948810715110461|1.02919970235804|1.05613287831747
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.456777769224848|0.897202336660423|1.07274266800092|0.962657908466545|1.01560909689614
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.700352547508746|1.02769055607478|0.998545433355522|1.08014460499214|0.962595897180741
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.68831259063026|1.07171753167437|1.0606099318438|0.97995208222672|0.961027027148175
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.629660103958908|1.03742125738058|1.01756857272626|1.00708052756184|0.943660766592724
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.661484080332282|1.05316649003745|1.028144383959|0.936270863640054|0.987113747018696
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.961740920655358|1.02327631021768|1.002957306682|1.10661796348639|0.946895860803465
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07590879514713|1.12864456203286|1.06898890407516|1.14232597851047|1.09249587732858
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.11522634437467|0.989125842995417|1.00896558340248|1.07440912479951|0.991791787074547
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.103384436205|1.01170558148381|0.965273722105625|0.942660322707145|1.10753819251011
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.962360477132279|1.07227472745564|1.06470576158442|1.08151351943226|0.99230785023576
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.947010395351861|1.1224447896635|1.05111447205437|1.09627505594602|1.00607707205573
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.882517803813462|1.04545961734108|1.08203865970923|1.06482885366414|0.996757572774113
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.899753864330019|1.05598109678055|1.05183289028913|1.03436710314725|0.994860687210791
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.992522283803871|1.07925750348034|0.985542383332082|1.03747591707263|1.0589466219273
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02932920641187|1.10397711095701|1.02448729347198|1.10768714814472|1.10314567136127
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.982098834740074|0.919014353802269|0.954325260641682|0.972706458966936|0.889053781602855
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.915890070800809|0.996242724244599|0.928510872342122|0.961114067246937|0.96083418356139
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.549684456677245|0.961154401992752|1.00941183305616|1.06659452864581|1.04565029520912
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.546598014509909|0.962875547389596|1.07479357148563|1.01881640389545|1.01687739199268
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.538408087488553|0.895517601405404|1.00842743674077|0.979628052495982|0.992670089904537
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.570371769334108|0.949225139061615|1.06175012739149|0.993282994394775|1.02775530857247
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0011570950564172|0.00149575702414907|0.00674501752399297|0.995101748518795|0.999398522234393
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00142520244753826|0.0019190844838139|0.00536214782242119|0.93172962780697|1.01776387852619
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0010804730399775|0.0014801000547637|0.00544676820153042|0.996447759868567|1.03618844633897
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00170211506297826|0.00173171706407353|0.00612761422672173|0.998823320456463|1.099891952696
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.976605958457908|0.995621780523633|1.04522609468906|1.01299152089003|0.973728893922559
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.975360661867981|1.06691858873543|0.967896039205372|0.918484960717692|0.98328332465562
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.89536630393652|0.928879664560615|0.961406888432769|1.06070092154097|1.05751317715679
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04291988212226|1.08904661980606|1.05366036380037|1.04849270144136|1.0228684348328
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.947116195643567|0.987375502208512|0.991906137358116|1.10139189649771|0.918665459415355
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.955695483480051|1.0019864562928|0.935039092220459|0.991513665924184|0.934426285946424
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.96674133778555|0.900099467989316|1.09681382655543|1.04018271141997|0.896336178241251
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.899399321059444|1.00053689151594|1.0436699817053|0.985046140692506|0.901418975664845
SB	10|2|0.4|0.08|0.02	0.830108880874332|1.04820596346913|0.913073232824401|0.98428721009013|0.921333397206463
SB	10|2|0.4|0.08|0.02	0.771692341383629|0.933973433340405|1.01415246059826|0.978360696125867|0.987031473484667
SB	10|2|0.4|0.08|0.02	0.785914476059204|0.905542975287979|0.910701978930787|0.973804601096124|0.910997341734764
SB	10|2|0.4|0.08|0.02	0.772800367562601|0.901158478553379|0.981700633389124|0.896773981818779|0.941774145909225
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.389260455440253|0.880913745128829|0.832739156787499|0.93327347899829|0.996393019400839
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.392823767993418|0.844379311127841|0.944662105393702|0.954290036174609|0.97824807292913
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375786155846396|0.762429195122864|0.900626646554095|0.867261907667674|1.01909555261569
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.374660112181287|0.765130398134543|0.906771069790299|0.988555686276424|0.934180144205187
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638886266421688|0.935939985039833|1.03503293415348|0.981612066899542|1.0583736991554
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508856273466038|0.922744536997364|0.985134242078737|1.0171388317998|1.0343357613345
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.488869725725241|0.879247125228503|0.898133135683513|1.05211469866123|1.02027929915084
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.556046908573892|0.866354750544309|0.998072201574309|1.00976727446362|0.954228150133093
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.837525157116223|0.937162330206002|0.930135094375566|1.0134106611493|1.05103741685584
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.777638432488971|0.841772542628193|0.959556352822271|0.995087637603473|0.938382924381369
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.770162662996019|0.911312404718559|0.922894187647085|1.02151325429599|1.0297648121013
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.722866065746044|0.877018486449684|0.960118704024392|1.02905436407501|1.00906561283543
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.785553128181456|0.895296679388015|0.934366070677738|0.950146984360435|0.895969425821654
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.619613779135199|0.906253858003983|0.925563112024806|0.884153421971254|0.95409042356187
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.757138980304021|0.827215845459375|0.887240231321691|1.00324507791627|1.00109698158065
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.783061381279455|0.76622061178701|0.955436556624507|0.992565752005718|1.04342441720465
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.683122938454987|0.970595240672975|0.996838663577507|1.17075547279302|0.974601043674079
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.766515817508607|0.920208734815841|0.966069765931187|1.0679687330836|1.02825715089968
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.72444056960186|1.06064516129032|1.08118957667345|1.22626368303788|0.974670154024993
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.886726726726727|0.965951758209823|1.1021524750557|1.08902450837935|1.02021505376344
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102017604929932|0.00191627663314331|0.00401177338305543|0.980830340587153|1.04077946964632
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00148890558546387|0.00151647791112061|0.00373605012648804|0.981243925472004|0.973902793765897
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000993399755444296|0.00189021897910929|0.00304918536046097|1.03176292238892|1.03625391711666
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00136592466373591|0.0019040161979349|0.00648469284803916|1.01034274016215|1.05382467529108
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04186060063079|1.09762617544013|1.00431935552011|1.00908302923031|1.05489150623866
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.985803669631216|1.08241738231031|1.08018122355032|0.994209295719249|1.11605445447195
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.946832036122674|1.06862652479289|1.18351112542102|1.09687531932204|1.07127171630899
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00504938526289|1.11091874133613|1.09096798200036|1.10120942320558|1.03745490931736
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05722113278376|1.16096299529322|1.15953682131228|1.17828199311912|1.09753923515273
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10777654148711|1.1745608265252|1.12526766375899|1.11495658980491|1.06422905665558
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03661166902502|1.08411361687179|1.18768215065834|1.13219648425924|1.08670420401266
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08643729503451|1.13771521989571|1.09683889491833|1.07728388713675|1.09069998842086
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06580056473827|1.03930774958537|1.06146762768055|1.22637411452426|1.07616320244101
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0109798081492|1.0703446869635|1.02970974783399|0.959334111320071|1.01768675777972
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04507797454971|1.09515538269833|1.03831136955783|1.01496809273874|1.03757127213684
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01197749499679|1.02475550353057|1.0628025525809|0.992901106370124|1.05828644790998
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.877801219394174|0.934977257330882|1.02696990225491|1.09611535855995|1.06368334462402
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.890374528210587|0.984635633407529|1.04583760766476|1.05163650440337|1.01052550082261
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.857208620543448|1.04519849297976|0.987275935729544|1.02014609858626|0.973231411599856
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.967093494211379|1.03669424691388|1.05104566691299|1.01326517014549|1.02691396012777
D4	10|2|0.4|0.08|0.02	0.973655529812557|0.95011873055742|0.9719738143184|0.894492201315058|0.925917906300298
D4	10|2|0.4|0.08|0.02	0.990746955950602|0.935322521274062|0.972789410244751|1.08666969808515|0.959913099336697
D4	10|2|0.4|0.08|0.02	0.976514579095224|0.974499660951274|1.08163130872808|1.13069456553328|0.937843650101715
D4	10|2|0.4|0.08|0.02	0.88347185895573|1.04499854693403|1.09072168943137|0.955009202751138|1.04268914075366
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.438820455908405|0.799135607590661|0.919164834255857|0.924569010084578|0.942918392809137
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.382572911568659|0.806235481447271|0.95168639236798|1.0106911692734|0.904820331832939
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.443711658822373|0.759171270051239|0.888064888320137|0.982141224882594|0.996945640682479
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.416303483625288|0.818595891533164|0.826756946468516|0.929380660093442|0.896736440352036
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.468566309026943|0.874818812869203|0.880806182578357|0.976793479448463|0.932143143296258
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.546271004960339|0.96393738755472|0.964563803363707|0.946747372331359|0.988855625723838
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.440590193897165|0.873630409676928|1.0154527769691|0.968571962897911|1.0064375324142
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.499185427539683|0.975690073012684|1.0381412709644|1.10292918328748|1.06023594645608
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.14746352088751|1.13779996270637|1.07081896401575|1.0986293566439|1.13307883504536
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01791938428627|1.15116009827486|1.11216161665837|1.02066517901967|1.14049657902664
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00970881408023|0.997431001085299|0.991700308319121|1.00500650590634|1.02415329995663
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.985176738882554|1.01989060657028|1.03738099490322|1.09862090486069|1.07756649664303
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788092069450791|0.894820683766597|0.998752915174565|0.949321021480809|0.929862857080438
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.791762322017328|0.951148865516921|0.966849390384885|1.01068123601581|0.993458721492278
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.758992561265718|0.963078201110146|0.92916965600574|0.974383566816448|0.976430162745912
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.641030094777782|0.904217800098176|0.960382131933693|0.98743344787222|0.962776120530151
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.854048195103068|0.889329333204297|0.88048001548437|0.986145359527727|1.00902351688764
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.721989741604568|0.871847478950934|0.880936804413046|0.931261008419626|1.02564598858028
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.835507852092343|0.815640382650692|0.886969443670475|0.959857212658647|0.941459612907394
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.815317334367088|0.732374687551738|0.888730056816117|0.895756356984506|0.941774584983908
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.700437904935346|0.91452073938773|1.11970427387252|1.09068198398633|1.15764034590688
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.744666484432561|0.977091000591959|1.12638780021108|1.00747461545285|1.15204298311197
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.703438553208362|0.942844975071774|1.14452496861026|1.00020559361485|1.04929841178933
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.711185026910736|1.03460581095667|1.03227085490231|1.04945994962956|1.08960210292897
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0011187698922847|0.00165793610543395|0.0399252580837022|1.06025687900268|1.05897635924645
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00144226962017425|0.00152314455214664|0.0306448596398707|1.0479032331439|1.01985985048247
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127299984087502|0.00180899977387503|0.0192423975947003|1.02542817182148|1.03486847064144
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00147399981575002|0.00200999974875003|0.0253862968267129|1.06083766739529|1.14370325703709
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.982132917125986|1.14236546934291|1.19232490367929|1.09989340143999|1.05843274649553
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.14371887085566|1.11743668664025|1.1813594408851|1.16356148335716|1.18243634101352
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.981707949937547|1.05906353006861|1.10488849758957|1.03915737032543|0.998228416204086
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.954651033781777|1.10874661341178|0.999867578584952|1.08539033896303|1.05137593008149
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08902523510792|1.15823518829685|1.08763200300081|1.07565173790395|1.06386285084379
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02414808066967|1.12750753072574|1.13907441926335|1.04474801253909|1.04983866831507
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07161189031985|1.1069128464196|1.21230589784738|1.15208571103039|1.08485167998177
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09981403270939|1.15690579781513|1.13210243456867|1.0632848814193|1.03133635747432
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.12614649209533|1.16281923086303|1.13959391339095|1.09213772350616|1.05319873405135
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.16338954560548|1.13799553128383|1.17085616624675|1.06204611670065|1.06197857942852
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06222699966566|0.981711898590375|1.07896562757272|1.0332220061188|1.00739505103196
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.12550016357551|1.10537498337282|0.982603474990922|0.968453294698356|1.04535894937787
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06475428995156|1.04191216178094|1.12563170493838|1.18991851308546|1.02639660189088
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07108141437426|1.09521314752275|1.16332041041678|1.05097163675052|1.05808864422217
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.806746836942524|1.215699311789|1.07532108233694|0.965597092776651|1.01858284325526
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00458170451636|1.00649998280428|1.03374564852709|0.949211480628064|0.980637617360801
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02462151726185|1.10281805131399|1.05598267931202|0.945150551318512|1.0640999415282
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.935266463071345|1.05805363113524|0.986330631803231|0.967279323247701|1.12737982958094
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.926595736869544|0.863559266030795|0.935847449537782|1.0558113238026|0.969021447819606
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05191238774956|0.959916587733404|0.934577174703174|0.976856033071202|0.923666027857935
F4	10|2|0.4|0.08|0.02	0.893667998294887|1.02477300259979|0.904330010159913|0.944228309932958|0.996298286967847
F4	10|2|0.4|0.08|0.02	0.92870032299426|0.966738499331939|1.06361318867953|0.969151268135782|0.946398453940884
F4	10|2|0.4|0.08|0.02	0.909263586342052|0.998775575153053|0.974528278183965|1.02357897205263|0.95452208068474
F4	10|2|0.4|0.08|0.02	0.937939582757552|0.946140381732452|0.966213579223303|0.959902180012227|0.980538177432728
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.48076314382074|0.897057806980205|0.986884375125062|0.953027508249564|0.980575777751098
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.371079410469943|0.801635723978855|1.02298235848404|1.02827226654733|1.07090441419907
