#Treatment	Dose	Effect
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.440208088887767|0.860742778079173|0.979321482191746|0.96877405028955|1.05369181144152
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.39886787533171|0.805448665379779|0.933229036558543|0.991391310564675|1.01024884032921
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.428379019950242|0.827123037017265|0.88994663498862|0.987947535612332|0.954221011428956
5Z-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.413308854842686|0.763614802015604|0.889017484733206|0.924724566039966|0.972575804193809
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.60184111465934|0.880059943267979|0.908586516332756|0.984309492801456|0.981811856635684
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.596667439744528|0.998331935846431|1.01320179116194|0.928630046563074|1.1182363120618
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.619682652202257|0.859864427805591|0.961503488462861|0.963680744993048|0.909907572084702
AK-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.594635763126304|0.896270182345234|1.00783348207033|0.915257884643379|0.956558246886544
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.928920813433985|1.01980627022031|1.06798836851024|1.01812124480049|0.974089123401633
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03371976582961|0.9998748266831|1.06952896317979|0.999518564165768|1.11667116006779
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.96092959493423|0.996022549764757|1.15241607953035|0.993150205866856|1.02573452268266
BI-CT	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.918152187597629|1.08776036445195|1.08590453186856|1.02180836430273|1.01936500683114
PD	10|2|0.4|0.08|0.02	1.01002192581765|0.94942444728668|0.986131920336196|0.947496802484926|0.963813265119678
PD	10|2|0.4|0.08|0.02	0.963009318472501|0.96149278275169|1.00524392472136|1.00310615750046|1.01453498995067
PD	10|2|0.4|0.08|0.02	0.979128066510106|0.981792471918031|0.902960627271963|0.962696050905602|0.942281067489935
PD	10|2|0.4|0.08|0.02	0.92974108435844|0.986284677622859|0.998024429778595|0.951429162508269|0.956567009113994
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.499071875372125|0.860954088768408|0.977708664597941|0.963017444073195|1.00177686249513
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.509522908917702|0.889028983172342|0.938192737045365|0.995836864876729|0.90383227912385
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.493593577096037|0.804275657476515|0.933666093753679|0.964132507710781|0.965987804016669
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.486784545475949|0.885484896287053|0.912080615920703|0.940220846184635|0.989541591128482
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.63582878224668|1.00667182998481|1.13064721330145|1.0948411284173|1.13588751664971
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.73968713477654|0.975898984790776|1.16427912977516|1.13352221255483|0.944576624503993
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.574009384389941|0.954965289598721|0.953699729125653|1.02154413179591|0.887668556372948
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.636998771444219|0.961529921994109|1.00287896505277|0.951708876685564|1.02887846178895
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07674343830911|1.11091180192427|1.04198842878551|1.08224888452665|0.918589718278345
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.993635267948638|0.990694517305114|1.02986441334469|1.04104829111175|1.0458693171028
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.957545824442832|0.953141190189941|1.0126542975872|1.02646751943274|1.02311710911579
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.964001140872479|0.971871716832563|1.0453135774656|1.0096288193053|0.976940656579332
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.571311550013653|1.07899418320825|1.1006147761404|1.192326468471|1.04595513706281
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.582994778953639|1.099688061097|1.05005088658497|1.20366217926972|1.01880735083611
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.609319776192463|1.01389798126235|1.0648697719402|1.02345469756513|0.987324297436973
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.601289919365206|1.04066944481253|1.01585204494346|1.09829454543297|0.974895819529957
PI	10|2|0.4|0.08|0.02	0.643053727414144|1.02641070787535|1.10539496401648|1.12801073522624|1.00152139352809
PI	10|2|0.4|0.08|0.02	0.729345800782919|1.02834236482675|1.08559120668729|1.20868732798851|1.02140207524915
PI	10|2|0.4|0.08|0.02	0.594875645236978|0.929992178945722|1.13152093435528|1.07214766150477|0.98491057927942
PI	10|2|0.4|0.08|0.02	0.694000729965066|0.94709421763387|1.04801293080974|0.989565670785755|1.05704781271182
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.362188961719264|0.805106694552522|1.00503581151343|1.00438929588216|1.02022503417575
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.382713885675784|0.700893048399095|0.9908358356604|1.00403877535919|1.06764656626201
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.29161728512214|0.797338141261839|1.05215296804114|1.01314575412937|1.01187781777655
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.360796538614517|0.742017351345567|1.0256232169645|1.02834483830783|1.03942514834653
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.232671389199464|0.633105771218779|1.03330730520556|1.02201016100639|1.03317080808304
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.25255982287491|0.663913974695842|0.998099076837843|0.983301182908151|0.997721702440288
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.164435541691048|0.523830731408235|1.02744253763089|0.981916004785119|0.978265254563937
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.192331427407388|0.585206473091694|0.995943832768479|1.04206151554065|1.01923034676136
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.370277604671675|0.731723147925083|0.98242149002212|0.982501129890635|0.969440191454244
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.332130107653192|0.772634148381021|0.989971349557302|1.01203159313584|1.03564481415041
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.346467532083068|0.608342337808434|0.973053183143623|0.904069035953759|0.828298228215338
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.358353439216093|0.67583889637206|0.897689427019346|0.917953196465312|0.988920795156826
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.473987330704708|0.827900277716669|0.963987086268913|1.04259763799811|1.01514561792429
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.471400071826518|0.765933923363737|1.0549698497848|0.978555459661513|1.00888054046635
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.453930052963922|0.85062874348782|0.93403518652904|1.00409775399757|0.994530310743336
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.448232911282723|0.753488506431849|0.935508211754597|0.921225643636206|0.956765987558713
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.568010127671546|0.895297748578899|1.0359681276219|0.987083909082635|1.05464309059467
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.540614114201081|0.91792779896903|1.10020933830891|1.10370934244603|1.02287000339244
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.582310976972507|0.818064408945181|1.04764711350381|0.968329532666288|0.955988077838189
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.526418426741401|0.798500038567046|0.957032354785182|0.996801901849834|1.04271844276156
PK	10|2|0.4|0.08|0.02	0.00135045043505017|0.00186327971418315|0.00553855621463615|0.954161609600164|1.01229935554454
PK	10|2|0.4|0.08|0.02	0.00131626181644131|0.00148720490948563|0.0028376553445358|0.939024598711089|1.00606847980307
PK	10|2|0.4|0.08|0.02	0.000667396631732624|0.00105114969497888|0.00388758537984254|0.947252724333907|1.1297356483654
PK	10|2|0.4|0.08|0.02	0.000567287136972731|0.0010678346107722|0.00206892955837114|0.942088742895876|1.04573543980395
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000919142704694249|0.00113724436343526|0.030713387157707|0.959211095142954|1.0193682062307
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000591990216582736|0.00130860995244605|0.0101261484415468|0.95403897009281|0.940469931181137
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000549169885300216|0.000807602772500318|0.0290494717268364|0.967023559791881|1.05057814263476
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000807602772500318|0.000791450717050312|0.00906130310745357|0.972151837397258|0.966942799514631
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00112409395016651|0.00167008244024738|0.0055722942958254|0.927497947524886|0.985477107625974
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000578105460085632|0.000867158190128448|0.0050423642907469|0.928774597082575|1.03130802382276
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00142195522838159|0.00164563357891352|0.00784471929365572|0.88690862539668|0.974167147641691
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00126218497800163|0.0013740241532676|0.00421793461003078|0.902334443070864|1.00612119771768
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00219138527775808|0.00164139054137958|0.00535385501193446|0.887158697114032|1.09037315853813
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00200232458712797|0.00160701587035593|0.00908350681800116|1.00280368410537|1.05854221317023
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00156405982747284|0.000742709973939618|0.00624750154549208|1.01002440020709|1.05061131584179
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00124950030909842|0.000777661031536776|0.00963775413241645|1.01360688361079|1.04959773517147
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000731907876607387|0.000890634885992121|0.00732789693326191|1.03592300858228|1.11444878739178
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00066136253910306|0.00103172556100077|0.0275832269641916|1.03149628865388|1.01364831826529
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000652469108341648|0.000957519600553328|0.00805841716925854|1.02624917117358|0.980567859964877
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000923625101418697|0.000804994354447488|0.0524008956621396|1.00445500823001|1.01895338023485
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000583078610209706|0.00070866477240872|0.004583894920264|0.974333328100577|1.04999899082548
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000941896216492603|0.000834250934607734|0.0121011237718907|1.08717249483639|0.954024251584965
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000606509110083667|0.000914289852514184|0.0174620309455432|0.956790752093927|0.980182088518647
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000697032857857348|0.0010229183498426|0.013008262555078|1.02100829876458|1.06300226535679
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00092447206212071|0.000867288223226646|0.00784371656830252|1.03314994793888|1.12147038711076
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115320741769697|0.00149631045106136|0.00254468083078587|1.05618550437337|0.996514168487416
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145485727223896|0.00193659809086114|0.00498120006455327|1.01941174628638|1.1488747738829
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0018402499271367|0.00149339653772874|0.0124963568350592|1.06361628380315|1.07890673738622
JN	10|2|0.4|0.08|0.02	1.06845280899646|1.19072502676702|0.985957871331091|1.0541070543947|1.07121968591838
JN	10|2|0.4|0.08|0.02	1.08254287860213|1.15502957499218|1.06112926018003|1.04990651517331|1.04637258326313
JN	10|2|0.4|0.08|0.02	1.08494001738626|1.0941014198783|1.08669255288322|1.04927731092437|0.972787018255578
JN	10|2|0.4|0.08|0.02	1.08005331787888|1.13105302810779|1.10057374674008|1.02505708490293|0.979379889886989
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.642751884730656|1.01653247526773|1.06797844394928|1.09039825539317|1.02458158623488
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.621385671538372|0.994103171947709|1.00834098615847|1.10500625277341|1.05356977596799
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.57926007855816|1.04644006749762|1.0461753709297|1.01496008281221|0.998028955913841
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.623067360549813|0.9948809574453|1.00936364109036|1.00701918577445|1.02685252147115
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.324316427440441|0.919711510573434|0.908324900796848|0.934509806449118|1.02745032322933
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.321377393067918|0.868604968429013|0.949978408409763|0.945922197228972|0.867401854943185
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.363823034057621|0.822179941151157|1.02548150542943|1.01621947516618|1.00428368899675
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.360188124067517|0.848611678459008|0.967218092414965|0.939912578667185|0.936181553268688
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.922539014878453|1.0337008304509|0.980386191632|1.0311171074648|1.05221016337859
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.835062796373088|1.09083373566221|1.08445820078526|1.00613523982108|1.05404434215371
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.857624037978786|1.04940758770731|1.01014928408463|0.939775830256348|1.08538659853872
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788784310236351|1.01620792580494|1.0585421552241|0.951774482950008|1.01499619746088
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.858157157626332|1.0493262078137|0.988874411595191|1.03926137395747|0.985277265092205
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.710297392517307|0.979912941878276|1.01638675155693|0.969570024377171|0.99586238447755
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.810993203929636|0.957677884822109|0.900068571738939|0.938676950164414|0.987487354963983
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.75353778121768|1.02738117060784|1.06235049437282|1.01778565334383|1.04556739153558
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08977147908382|0.991481990664738|1.01491783397149|1.03210157755916|1.025439660328
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.939454227910955|1.01570887707619|1.11875415476329|0.933459455466894|1.09574719024825
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0059422729977|1.10035383863128|1.06645855463302|1.1142954179222|1.11211794942203
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.94330633176045|1.01053808040736|1.07645949402762|1.09370581533429|1.0457340646159
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.352954873881093|0.801371567371855|0.977638977351332|1.02764365729992|0.997856355256039
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.353712797262344|0.845824230262602|1.04170633208459|1.00108894413511|0.976652763795005
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.363952477542741|0.901823239640684|0.891966386554622|0.978888438133874|0.936503042596349
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.344155317299334|0.794213851057664|0.949577513764126|0.943809910170965|0.993798898869893
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00171802958143199|0.00247737967267265|0.0485509464586997|0.962153516858758|1.0395597667846
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00111054950843946|0.0020787208747713|0.0433588902098417|0.92409109353532|0.994217074461395
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00214593288996658|0.00303455708228755|0.0472956046189551|0.986637550044195|0.945108549226472
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00154091216327997|0.00180560873120536|0.0488081564356716|0.946621101043188|1.02395031267282
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.911318520492482|0.901811023452829|1.03376407911166|0.906126361168838|1.03913676053099
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04199072890094|0.92631045072499|0.98174792668224|0.97060713449111|0.997702641425093
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.926823660497157|0.924356446150173|0.893945155328387|0.952256307314097|0.928459626999637
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.896049804126173|0.935215726501773|0.970030862286993|0.92376396098441|0.990829744523934
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.747568710359408|0.956982307777901|1.02321130521865|1.09029487036831|1.02484032491376
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.734278402136419|0.928487815733838|1.07607878046067|1.06245910759987|1.02324691220652
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.742081896648863|0.953273386969554|1.09865008000361|1.09635138485115|1.09352984923264
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.722574538570752|0.972158745182881|1.04407635273702|1.10366213688504|1.05923872625245
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00169937729278695|0.00240585998754108|0.00943249868131186|1.0477424775107|1.15185320435251
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00169937729278695|0.00265408363704929|0.00822956868754132|1.12191361339644|1.07660325029775
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128549670940788|0.00210523374149406|0.00607350619227491|0.977685453859518|1.03250536788028
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00188166909637965|0.00238468954788708|0.00646474432122513|1.02007889968934|1.14330959511511
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05217445429169|1.11333591883442|1.02196239532312|1.10341525541399|1.16897207180032
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02124420057743|1.09520868345327|1.00472572142662|1.10004452807423|1.06407733521022
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09678647288563|1.12615308093074|1.10993191271225|1.0798445894334|1.12722907832195
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1356746427511|1.10993191271225|1.1465970313638|1.11455058075944|1.03102882099616
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.11575423923886|1.11366339292565|1.10436967697384|1.16528236016266|1.09652420778025
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.11924537711962|1.1314931328167|1.04010972147625|1.06624530039131|1.01528811478554
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1057288296033|1.02583817094727|1.10916747964339|1.0182557544263|1.0051483159308
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09148161384733|1.14210511064533|1.06707299404032|1.0481797370785|1.01131084044084
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1580641067939|1.1023120067|1.09859655356191|1.10464685430043|1.05480293378677
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.16397228637413|1.11752912214806|1.1057229144989|1.0841103469279|1.04333172601071
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.12698424537144|1.10855702320308|1.10568305277316|1.00370185291536|1.04587662313447
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07371137480701|1.09531090343609|1.09255626741847|1.04309215351378|1.07450693755578
RU	10|2|0.4|0.08|0.02	0.835112407240655|0.794065121196947|0.928141460552699|0.870640874930424|1.07236142242815
RU	10|2|0.4|0.08|0.02	0.772050021813087|0.8732799360436|0.995501991115734|0.900332461526228|1.01231633488568
RU	10|2|0.4|0.08|0.02	0.946623276708259|0.803003103914824|0.927310028916813|1.01491824589019|0.876418206096407
RU	10|2|0.4|0.08|0.02	0.774908695383037|0.824650920120619|0.848120407134583|1.08274453277681|1.03907749175384
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.473172360075665|0.914307332814065|0.937985979748526|1.02123511739179|0.996817625458996
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.513844441971737|0.925158562367865|0.967183709803049|1.03071547791254|1.04064092578168
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.534559304081311|0.923011741374259|0.999707029049197|0.996849435467514|1.02560566110022
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.538615824938589|0.905604759651139|1.03659432537805|0.981894395240349|1.07249002771956
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.79842091570659|0.965189019922335|0.917692379295283|0.988875284323483|1.04646317100939
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.72527131560921|1.00273762044217|0.981791363249057|0.940844008143645|0.987242736474795
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.559228329366613|0.876652864654895|0.880490724396026|0.992021536727479|0.959800282250365
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.6099402430334|0.915180505162946|1.1006366934789|1.02874202968752|0.977042705504814
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00701436868288|1.07025381002313|1.08295149312688|1.02227840101122|0.98400340903106
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00462038619725|0.993569763043614|1.0728393111076|0.937119656032597|0.992506834819996
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1744816052663|1.09886741123656|1.16547774030397|1.04228618992877|1.03321126853494
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1523627532337|1.16022971529211|1.14783544345558|1.05802011404557|0.977858308400139
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.944324023632318|1.07707358244456|1.01437696616282|1.11608992557354|1.01379191283665
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.967227422696233|1.07781209238088|1.00517916059234|1.03568825289649|0.984088467735748
