#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.180877734779725|0.388946449721337|0.566625717200179|0.637392808258298|0.663918443091932
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.155145704614731|0.200445300397404|0.52572702003451|0.589319604239773|0.683253538655161
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02876437132377|1.03690769042974|1.01636732658723|1.03908420762981|1.01331358192249
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.859186371526521|1.04129382775308|1.03761940327843|1.00945709137027|1.05675289288515
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00337364489896|0.959652508474783|0.991359483317845|0.98158221708866|1.05543230036217
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.720207095838765|1.01149967565017|1.01479401244121|0.97862138105919|0.999184549967158
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0128119154343|1.03336579046259|1.01343476013213|0.998461573596368|0.999732176779934
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.74681570648236|0.974735342907148|0.947878279536853|0.982026778169709|0.991244879697547
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.456028602948874|0.506542763502251|0.505705289773963|0.539486081025583|0.608432716233301
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.443128286480436|0.462494866447098|0.468542393081179|0.524000869684256|0.542240081170531
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02846224206294|1.00434206101163|0.938742023310463|1.01334749983399|1.02000518391103
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.976220414755724|0.904022672113343|0.982989488656446|0.988370473985121|0.983186562959885
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0014271461136974|0.00199971371619875|0.00735792098139796|0.510055184407361|0.981825251513138
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00191425586507914|0.0017946148735117|0.00444380825821944|0.303247184697917|1.00557398833928
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02143011572219|1.04194956617829|1.00206373783323|1.04421203432138|0.985746013928593
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.980286390031164|1.01807572279961|1.01995383342032|1.00067480951372|0.994516353757422
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.880224066443721|1.08144401249701|1.04674734956047|1.01201618832621|1.0189072232967
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.876420629119582|1.03514729695057|1.01500891565382|1.00990316759057|1.00986004471842
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.886898733208061|1.04839009579143|0.963444379061948|0.980944526719444|1.01807984004865
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.927910329243403|1.01000352190472|1.02354863619162|1.02087111360002|1.00904101378355
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.94276189172431|0.992132578533294|0.997801631463244|0.950717892143047|1.0162824219096
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.935063575529662|0.967394893020784|0.964560366555809|0.974376524967186|0.951088313215174
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03621668748085|1.06387563754608|1.02475210408951|0.988901717759608|1.03235231744386
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00934603462938|1.01593517112262|0.986922406277245|0.980693144598986|1.01507832632506
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00595854866931|1.04339763324481|0.96810072062333|1.01922160716308|0.991806728523908
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.865209467875325|1.02715209574698|0.990935058442488|1.00277097082255|1.00815481544309
SF	10|2|0.4|0.08|0.02	1.02143011572219|0.985518893574459|1.02385855643176|1.02895129360329|1.02619090776075
SF	10|2|0.4|0.08|0.02	1.01602290421417|1.01105246261796|0.988349162602887|0.992996394464378|1.00851046173131
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00815884741187302|0.213880821318223|0.574793387538784|0.679021369539297|0.82162008318402
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00287198328557475|0.123650523619475|0.513119055781591|0.600934472639616|0.745896319678476
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0033600283502392|0.0102988368964363|0.986500823600699|1.00131469859277|1.0299361900866
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000866257309046045|0.00227501919547446|0.873458619807105|0.995355898315392|1.00268846018388
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00320281928418495|0.0287550922567577|1.01024349960718|0.98321531931556|1.01852665292835
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00169679140760895|0.00414659675350591|1.01006277626199|1.00733184571246|1.00945032492551
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128429782648919|0.0734661892271357|1.01928623515711|1.03101905767368|1.02870079125807
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104485246900815|0.00920776238313434|1.02633898932291|1.00797788395607|1.01337628837928
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.448625671166654|0.497764346229233|0.504335528208492|0.526533432635974|0.667851486985349
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.394486014728697|0.430159681873056|0.454293450058748|0.485245760592804|0.62790816477427
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.592287647535419|0.282534434055226|0.985832220202772|0.976087765782731|1.00766417763374
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.260067444763177|0.112126918781615|1.00610944445661|1.00791600061313|0.983938073444719
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131274193591775|0.0019153120048636|0.00361542041367511|0.883873449525342|1.02114106326717
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145262427335161|0.00234571919696778|0.00332489555900479|0.550480038521444|0.981382198896544
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107050299986619|0.377177531452853|1.0463620648692|1.07823683786522|1.02217743587223
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00174775999978153|0.0681080224914865|1.06027860386747|1.04743256786907|1.02071368687241
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.743204676718566|0.818907677981119|0.965444190371964|0.938536492310473|0.970986372957763
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0465965025012613|0.574911081604121|0.990594855910783|0.960815664697954|0.933476238645177
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.400156727870351|1.00745545772157|1.07426071245878|0.995787938484311|0.997714385224045
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.265523133686697|1.02669815735914|1.03997649081945|1.02479347837917|1.01480207664428
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.976858361990391|1.00273440755847|0.996743984706676|1.0116501356449|0.981439906218156
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.907683497030331|1.01852245198655|1.00481008369922|0.978277995413078|0.988591847324878
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.15821052401077|1.10988240961745|1.06171852760199|1.06199224823176|1.01052182100861
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.12229837738411|1.12142247136882|1.05817110824009|0.996802943044211|0.978792125604923
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00479904019196161|0.949962473872938|1.03707688955482|0.977971221899118|0.98355575521667
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00209823506150788|0.887499630118819|1.00922954422568|0.980058696780823|0.994122251782827
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04989035536876|1.06965096686629|1.05241368386845|1.04611082436924|1.00438305437445
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0672041028666|1.05850899686769|1.05182381486852|1.03685861987039|1.03346141137082
ST	10|2|0.4|0.08|0.02	0.00832129823561148|0.890096194396082|1.04075598476156|1.00646243518128|1.02332178121017
ST	10|2|0.4|0.08|0.02	0.00269523363010746|0.607275717217218|1.01865695377344|1.00205205287747|1.03039912546265
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0110879701432278|0.113686159239401|0.544738383972664|0.664569208726607|0.867805990064155
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0050811657139481|0.103090550114966|0.502198391948913|0.615835315086434|0.788959296514576
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00773200208427882|0.720901138429251|0.964732945772732|1.00505461626938|1.03518541196924
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00178652470518741|0.376514884104012|0.994018503977659|1.01327647190186|0.985229955024721
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0452821967830449|0.707813124056621|1.03980994963458|1.07416839997718|1.07080724722627
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00818502938415175|0.388887448065522|1.01728815141786|1.08805908989528|1.03657328402259
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00155676691821344|0.959252360239781|1.05129742815251|1.01369024744272|1.02215945111727
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00344642739126497|0.906381030941966|1.0017844073638|0.981164588937653|0.982770310790402
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0031314574038353|0.355719818002444|0.480605087882045|0.476010974825635|0.538964066771703
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00319035628917389|0.211024889687296|0.482136458900849|0.454149671884126|0.514962770996226
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0151159256737495|0.631985166791141|0.997415497122178|1.04322504494019|1.02133333961593
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00284601593109249|0.33743194181688|0.995050099775476|0.957646665237376|0.984617849326074
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000689305426310788|0.00232394400870494|0.00301324943501573|0.877771377084533|0.00502208239169288
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000571138781800367|0.00146723583600439|0.00198913851592542|0.708143158889824|0.00386011038734041
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00165205510372169|0.91822567360866|0.959997694806832|0.969765950856163|0.895769250163885
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000729977836528187|0.757880278832324|0.942170867641091|0.940009749046106|0.950776922134897
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.102722637467517|0.792568117806329|1.03649029259665|1.07488420102598|1.00549299500495
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00410807558444118|0.614043186663278|1.01573206218133|1.04559860159447|0.994600370349238
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00722574833736804|0.826496368767731|1.00254810434255|1.00348803908562|1.04013570307853
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117491842884033|0.444305194852878|0.995136327253946|0.993207502833267|1.00536790857176
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0119957396472938|0.805020148327026|0.977269938499747|1.01150000736236|1.0531906017012
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00161971934681136|0.623964974796185|0.845454233111972|0.995636574244499|1.0245068445413
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00348835395247976|0.913511911262266|1.07423828764879|1.06469679714192|1.09561147599807
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00187834443595064|0.647829139300145|1.03544205057801|1.033064478385|1.09495623956692
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0182029128454143|0.77654169946542|0.948732782630413|0.999636447555189|1.01312266259488
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.927937582787214|0.510130467907803|0.957944885449367|1.02756992061911|0.937402591654733
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0122732834595666|0.843325124297198|1.01210910273686|0.98261852763967|1.03160014249648
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00555736257608847|0.574886544925112|0.94567476728157|1.01248083267506|1.01539891268993
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000981916373455527|0.445015187975198|1.01094636365306|0.950855753478873|1.03043773765132
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131590153449482|0.105472513856209|0.955638420984956|0.994547692246033|0.961630114774001
G2	10|2|0.4|0.08|0.02	0.672326296658745|1.03060953446107|1.02145952747099|0.991898504124144|1.10620718579617
G2	10|2|0.4|0.08|0.02	0.360478121068083|0.917272473088215|0.948511114217811|1.00228575422899|1.0125961135188
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0076436012749259|0.343299661545503|0.544623336800368|0.758316695910078|0.910154193095826
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00654208911456657|0.146039673044397|0.464719049275923|0.53697229287571|0.79816464257605
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.65007566420693|0.88386402283967|0.89173310036038|0.968913711602365|0.982586311798936
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.502273046381379|0.798227741462425|0.922903633442019|0.905149846331456|0.959727920872401
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638322221273825|0.816406015370365|0.892834223246492|0.955339953149155|1.01311001729245
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.511584677687048|0.689181627640102|0.863067181330475|0.942005481738603|0.939084416877685
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.660799529142078|0.869879032882611|0.914269783002649|0.963127487880055|0.963939098245125
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.532292489506374|0.852116537335626|0.866006846026362|0.892250979663275|0.950104549045119
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.164501051218294|0.346128861494684|0.428342648736117|0.457312521604665|0.424080998081255
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0330845700525526|0.299284102807312|0.394937452928966|0.383668793595501|0.412318040709451
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.15537536697889|0.5008038585209|0.913274150705997|0.985153082622676|1.05624213616664
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0420662659024186|0.403823570529848|0.886579057738012|0.971746120508877|0.985572487068363
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0021955816709865|0.00177879328598568|0.00274633775116617|0.171530748377037|1.01752185813193
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00171925208812842|0.00185321978330725|0.00200207277795041|0.0281481012870202|1.00056750204208
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.719380923185793|0.989192997867882|1.0047614254384|0.997837379477372|1.0117586771717
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.579948328925736|0.952998843958846|0.990705917161568|0.992096826834796|1.0140219556312
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.657221498454543|0.862965233606662|0.967513474851202|1.01841775870437|1.04264055994074
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.489539428308683|0.662943520576289|1.04239149870999|0.969614529849031|0.992502618336015
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.791158956274264|0.97932037183116|0.946975391706495|1.0043029712465|1.05069215658979
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.774788486226471|0.916517408318253|0.976950798880176|0.965597884088905|1.02738001330178
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.698126120471792|1.0100454364874|1.0636344516073|1.08117473851485|1.05291130704182
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.4551060129065|0.919139077048398|0.996911921319094|1.04403767122144|0.997940168058249
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.605480952574141|1.04628314874167|1.00186620146862|1.03983258279579|1.08281607096975
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.40711590733904|0.906845443358081|1.0184659283|1.03612046465712|1.06011061976821
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.609074997301109|0.981638695542141|0.96912292251795|1.04292209320641|1.05096390211788
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.387068686321669|0.858102069385379|1.02596067229806|1.00385277684865|1.00308823867749
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.760937399913983|0.907666169477463|0.913382320195947|0.947325396607522|1.00230903206718
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.696803042919934|0.855336243262781|0.896459585838343|0.920721198866531|0.916328852530022
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00166040820497101|0.245714869594094|0.978657368380719|0.894653485579993|0.98992898561831
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102178966459754|0.00956650573479449|0.944555138324776|0.939644161749304|0.928142641837178
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0136544321222526|0.791338375636088|0.897616506581288|0.946802159219216|0.958693332095958
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00163333488005197|0.648941271093375|0.867238952562139|0.878171159884305|0.922605292871174
G4	10|2|0.4|0.08|0.02	0.920694801010887|0.943730198738729|0.985714714945299|0.980005942464921|1.03167867957094
G4	10|2|0.4|0.08|0.02	0.854426301750356|0.883991733964525|0.972828246071463|0.960395808225306|1.0308841252725
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.173151040610167|0.370941349885729|0.583282621336903|0.711489309911153|0.918231976956469
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.170108320824374|0.168046032969559|0.494807091565581|0.662460951762749|0.889616887770971
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.932885229016347|0.886142214718422|1.05223813240315|1.01186626953156|1.03319546869552
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.762202082304658|0.910607436195573|0.906706875711224|0.97099887266015|0.997970080364996
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.925639973553553|1.05220306427597|0.998665135305111|1.04768781725434|1.00915054227758
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.973723770804628|0.968326975554954|0.974182462565556|0.995210612980619|0.987162005988078
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.967000362341523|1.07338838647992|1.01407061296424|1.00744602344407|1.03749570786547
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.847325217642048|1.01368360945275|1.06199834195554|0.995357854938184|1.06610361449897
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.423108187228689|0.485742599396318|0.520811503692012|0.593450444424654|0.571872495315114
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.435644164688183|0.442692809813533|0.509275979089019|0.555925883117548|0.514528356585651
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.948993353630468|1.05220993805874|0.968084504994872|1.04994064299385|1.07626769605983
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01050659387694|0.99947507409531|1.02599594595686|1.03261001235595|1.02438078932704
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00193457580477366|0.00209250036026539|0.180081370627217|1.0318632531274|1.05928685218854
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00217146263801126|0.00280316085997817|0.0212803338525103|0.992303151976722|1.00189706872284
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00711317349832|1.17444702242846|1.08281103377159|1.1322340809487|1.04292446506832
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.909199278164475|1.12198814127352|1.05369012632122|1.00854034544986|1.03649806651199
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.846486976558343|0.946854467496493|0.944238491047448|0.956580166239928|0.992752311824393
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.728359514001745|0.949061921595961|0.990587860077512|0.920952717121566|0.952444773332808
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.902818485867732|1.02467147385734|1.08225911402755|1.01382778723154|0.989552802265868
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.835426756739837|0.941230481458927|0.978208287566374|1.00369740119554|0.973533892211934
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.931990048525753|1.05217323750713|1.0055233334786|1.05228692533173|1.02561576168
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.714944832983112|0.979011332781316|1.03596893290713|1.0425931434873|0.981588256805637
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.14191573727862|1.12781541990034|1.07491904027393|1.06896718809307|1.03620373585728
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.948403821460586|1.14751225500093|1.07925573582498|1.02349245318065|1.00559651772231
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03539286694264|1.04420505713908|0.998272700174309|1.00657953179317|1.04336805699497
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.825092632622081|1.01506797665085|1.02332743090307|1.01799747715523|0.989176245777986
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01524722866718|1.04711523588554|1.04726372776489|1.04687599896881|1.03042639855633
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.952534158288219|1.05269193091003|1.07406651198763|0.984492910543955|1.01997422015983
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.919929441062535|1.07369950193691|1.06524626452684|1.03240177089098|1.04225235196458
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.749412008854455|1.006467902601|0.998298284449364|1.01843525179856|0.989222468179303
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0396166477257474|0.931986290950417|0.979198396434931|1.01277304006228|1.01953092142352
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00827554115846838|0.736236812198549|0.943082388524487|0.984288283773747|0.963377508926095
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.759659536342256|0.929793369918244|0.996689158920372|0.959380949714414|0.983410796281779
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.609901724717214|0.817476761115466|0.938689942882742|0.949105442938739|0.999293033934371
P5	10|2|0.4|0.08|0.02	0.671532619703417|0.971754794842738|1.06919307466679|1.09869202404856|1.02269762993747
P5	10|2|0.4|0.08|0.02	0.150488182731763|0.991270441376281|1.01014852495534|1.04624080830542|1.01873229936691
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0132757499558352|0.413179527079598|0.643482967423294|0.748771842780841|0.9726629305128
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00622441730658638|0.157775447379994|0.559987070051006|0.689324147055618|0.871207935380325
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.371816008415416|0.896348857224825|0.894420962035|1.01860189346849|1.00389786745721
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.111970928564598|0.831496605144879|0.934769054222052|0.979508463230372|0.995107583436932
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.35610819037078|0.853617874930825|0.952870780298838|0.961718317653569|1.02894991698949
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.015308522412839|0.800802434975097|0.872129219701162|0.940612894299945|1.02055893746541
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.324113430752298|0.923939830516058|1.00917217743018|0.977566196275649|0.999958837057387
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0332453400864422|0.895404962819125|0.976206029476246|0.939345509212446|0.936439047525302
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.227930059357151|0.481079908164408|0.44653656624482|0.51180143353119|0.657919419867846
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0150282786426252|0.419825848359279|0.442420763803337|0.468312520998992|0.57072460521895
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0277028878880533|0.835899459432141|0.991200464954447|1.00610544280497|1.03890883432888
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0158613222822421|0.707329447050202|0.997894875976511|0.945552512445112|0.98266334149077
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0012178207773756|0.00204473612003804|0.391108404842717|1.01361779221121|1.03851546143755
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000872019815898575|0.00168390033414897|0.129051415340783|0.944525256625659|0.979887163642788
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0994472602084728|0.861883905517835|0.904856077268815|0.994862771349335|0.986906378502439
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00549297121545376|0.86707851200153|0.922742660418858|0.985154442000574|1.00221478435498
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0751448038400374|0.950664565734378|0.970455639690113|1.01531929793846|1.0566814023723
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.041179731839337|0.806422433288105|0.974971185130068|1.00122554383508|0.97038269065231
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.451081138942411|0.969202067467963|0.998226136954461|1.00948099213995|1.01474141358534
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0233966418937517|0.909815885249411|0.953665473896688|0.979569991130685|0.963857540447136
