#Treatment	Dose	Effect
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.168231506558638|0.349988705772833|0.471090200945977|0.449259258414199|0.628013790365454
5Z-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.124879927534413|0.167127182124547|0.435651425924701|0.415737079518204|0.537842505995067
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.368012288610066|0.517399293692038|0.486412185247926|0.516581010077809|0.630523414396049
AK-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.341288868471676|0.501780125757271|0.431156507508111|0.471704613971116|0.558313474403514
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.414238469526851|0.41619419579558|0.462294575402048|0.517360004224369|0.700681961749906
BI-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.34514657190521|0.333928526027783|0.474114984970244|0.43300561880157|0.701057461193502
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.349673845595024|0.471637431325958|0.53014090475686|0.569135652989875|0.65945999122183
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.240347797133474|0.479318329726212|0.520159520530323|0.572745296868615|0.583513689404144
PI	10|2|0.4|0.08|0.02	0.865901361060975|0.920708424236163|0.917167518469227|1.00093384299689|1.03621325651918
PI	10|2|0.4|0.08|0.02	0.825557723043639|0.771382675085433|0.850538529632803|1.05409604605608|0.90045962901517
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.089105360429055|0.184405379738106|0.424223795844219|0.573171452552932|0.900786942352631
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0640587625656606|0.0557440486745716|0.329254788841733|0.496108635086516|0.715018107161294
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01285096166303|0.812840597984264|0.970333969548057|1.05626613927057|1.06160343383223
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.836150238796431|0.795455526863519|1.06931573810984|0.988755408544853|1.00226273652938
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.577198598868759|0.606843435068477|0.907914381693416|1.0239670963852|1.02298372046283
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.347038387550604|0.401231732177209|0.8460478337018|0.947881076114732|0.985837951132677
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.468756294993927|0.694181127632652|0.971276248291184|0.995214337820421|1.02131154915033
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.184284174849751|0.56642526485423|0.941924708450106|0.992875289203022|1.00684699766682
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.254862046524299|0.374472174715845|0.473544412997745|0.53180573002588|0.677508210615531
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.124241369394458|0.205469707747491|0.37800614471872|0.438605784511071|0.716540795786479
PK	10|2|0.4|0.08|0.02	0.00083458419678361|0.00153952424649404|0.00324110367682955|0.452052935325802|0.991315867835895
PK	10|2|0.4|0.08|0.02	0.000769762123247019|0.00190414841013736|0.00153952424649404|0.134700268809036|0.999767045673228
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00384604775246584|0.00140286168020271|0.00252987977160151|0.547494355057986|0.874684257606387
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00225403618279761|0.00241166109068555|0.00156048658809065|0.126935338322162|0.743847702813999
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00119182305745796|0.001295459845063|0.00337683199613089|0.480244237362789|1.00110545906779
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000906821891544102|0.00143364222853639|0.00120909585539214|0.183583932843362|1.03268013369146
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0012262289550513|0.00126737757770403|0.0022714039704306|0.620858648308894|0.987385889725806
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00116039115880694|0.00173647187594513|0.00182699884578113|0.221214995381067|0.998784058200612
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000840735967331402|0.00071139197235734|0.00123800680903745|0.802865893374354|1.02904234630007
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00105322967336022|0.000776063969844371|0.0016352776507435|0.303847521907639|1.05723933720441
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000740938389649796|0.000829145340798582|0.00162300790113765|0.28211229185916|0.69856377031792
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00146423538906984|0.00142013191349544|0.00160536651090789|0.0815649677272818|0.697831652623385
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00062652801329329|0.00100789289095008|0.00169798171718616|0.792703218674167|0.986000730949349
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00109869405229693|0.00153453962676183|0.00171614194945553|0.498262292774725|0.931692556347796
JN	10|2|0.4|0.08|0.02	0.748569683936655|1.05833211651379|1.06619940796198|0.996491134916526|1.01420802746915
JN	10|2|0.4|0.08|0.02	0.515480156991845|0.933464307364192|1.00068584374267|1.00676551666158|0.993880503896035
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.016131886906883|0.335852859067815|0.47960505667163|0.675368194507701|0.77893698511175
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0105154605115668|0.188721366254717|0.453552389695037|0.559386629601399|0.731815639623652
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.980736272305125|1.05101811979599|1.00712899887459|1.00625664807435|0.990694238987086
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.804282748645696|0.9927187512216|1.05395613145339|1.03134907816798|0.977263328553235
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.990922823209856|1.09339098379966|1.09782563505592|1.04931239808386|1.0354356351945
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.535151540348397|1.08429994872434|1.15047787986715|1.01343791719213|1.03463185465431
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.742781914928806|1.19768280339332|1.04782801408665|0.986621210684508|0.980940683030526
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.387343184579661|1.03929840191056|1.02963974075977|1.0266318837256|1.00682942319269
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.365874199531012|0.545960142830227|0.471866395171194|0.395003212091083|0.623858459149693
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.249276428245517|0.47920312900802|0.43534616807749|0.461460582080845|0.546958955605042
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.265903831432882|0.60248939154598|0.947269678184417|0.989960132566958|0.999623892141116
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0539382917623529|0.466993216784145|0.816791224739932|0.984791968106054|0.975845025862946
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00294508409300613|0.00246367611626475|0.00266190293021708|0.52393234802021|1.0058783689709
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00137814832557338|0.00126487586045776|0.00214273746510382|0.274478061719334|1.03157233980796
D1	10|2|0.4|0.08|0.02	0.883714024008099|1.06391553777178|1.01819794629514|1.02105963457552|1.0386925709878
D1	10|2|0.4|0.08|0.02	0.902288000771345|1.05552330906812|1.05776020826303|1.05407318131418|1.04159282649569
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.154123307831206|0.360241730943857|0.553300838125855|0.736206410671231|0.672254172363765
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.122176413489338|0.244561575634857|0.550804204197936|0.698807001429928|0.564623365237086
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.792326826795107|0.87961055833703|0.99563502123075|1.00251124912859|1.01297610748463
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776245326066291|0.965785220863173|1.02866151213638|1.02802775841308|1.03738354775334
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.66425091314243|0.954091725596307|0.863511303948786|0.939158978768793|1.0462183397448
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.616848123794621|0.696795371344588|0.885769861235424|1.03036779950762|0.869166895770502
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.5338135484961|0.898755094387829|0.920603785403162|0.998322818324549|1.05619588822635
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.492976029076644|0.784937507469022|0.914274175935122|0.964902810000453|0.992446501201225
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.389013111997567|0.47578841922616|0.412670160814268|0.581981289018478|0.647103017727135
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.393181045739942|0.397930343630932|0.42174838559648|0.468928322272508|0.581489365508112
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.475896446994167|0.593264233717399|0.837363930000482|1.00030275273586|0.9722952321265
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.346943065130405|0.478657860483055|0.916596442173263|0.841182085522827|0.966988381622716
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0017451387656692|0.0017451387656692|0.00316462962769677|0.764278929954388|1.04316713461157
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00109384295838596|0.0014695905395109|0.00213758623928858|0.57086077508376|1.01061069419366
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.391842005196781|0.879753152924773|0.976273844983839|0.982722289118449|0.951303948285696
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.260932251726979|0.589074085810254|0.986128715381203|0.90542017871855|0.996918372520439
60	10|2|0.4|0.08|0.02	0.98041007174912|0.942540758089088|0.966593560149576|0.891979436466578|1.00281746039949
60	10|2|0.4|0.08|0.02	0.948651112411089|0.990017963118761|0.983973756069529|0.90017342988079|0.987694540162764
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.152866661996382|0.431377720269173|0.486085985436953|0.608656235448286|0.831601893937833
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.123551009811719|0.39517202444482|0.410130671820463|0.591117942547256|0.806918065348273
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0206697314992|0.964939269806629|1.03328980555605|0.967685097400855|0.993560274046116
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.96739888735846|0.977684560757026|0.989937928197056|0.955431729960825|0.979169275351949
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.899148162523237|1.01486119338958|0.983923355054849|0.9802055032378|0.993064776418197
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.919780197332135|1.00051069393091|0.995894020795457|1.01240986252119|0.967509652115294
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.815724895760945|1.03760206740792|0.986926685198054|1.03568015983322|1.06724504864489
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.634099200833912|0.999109624739402|1.05587647671994|1.04907922168172|0.989793259207783
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.432698716276913|0.484110864359495|0.50348920834881|0.523004539000366|0.661592891445973
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.401897792143815|0.456660844733521|0.512182592683332|0.520549316515586|0.683879567649019
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.632959605466664|0.860663903612336|0.831481206276867|0.949995321521551|1.00953859194311
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.623217362108728|0.647831662841323|0.903617839863939|1.0175965830595|1.00435373700346
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00138030416382554|0.00237412316177993|0.003069796460348|0.555953389888996|1.00271919920274
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00223057152874207|0.00206493502908301|0.00452739765734777|0.303026454909604|0.979784065216611
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776447349310094|1.04728540305011|0.943790849673203|1.04245170660857|1.03693246187364
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.525838779956427|1.04482207697894|1.06792156862745|0.979834422657952|1.05460566448802
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.95462995117766|0.991052642330399|0.990266173676792|0.991164994995199|1.00523971973117
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.831001164382162|1.0105100810982|1.00660837946602|0.997967438154965|0.969746491532695
SB	10|2|0.4|0.08|0.02	0.989554378040306|0.992030055594163|1.01269327658096|1.00304030576789|1.0360601980542
SB	10|2|0.4|0.08|0.02	0.790381775538568|0.977034833217512|0.967696751216122|0.976654794996525|0.993658790826963
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.111854878437509|0.372392972584227|0.51074950144758|0.621529561458276|0.811645973777592
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0636777230709248|0.157766485159339|0.484195163843951|0.553784388262351|0.732014573273375
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.988281787509013|0.976282866311102|0.979332133441214|0.983218022599803|1.01063941040163
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.936708442727168|0.996031549457021|0.996945228777596|0.997242449761398|1.00427667971137
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.997076515781018|0.989512448963254|1.01227090401641|0.983726213908497|1.01145376395142
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.876426889429355|1.03328465460649|0.983538492542217|1.0098636535547|0.990274376861685
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.929231663035585|1.0638896151053|1.03308641975309|1.02103703703704|1.03018155410312
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.734791575889615|1.05008569353667|1.03758315177923|1.00334059549746|1.02554538852578
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.44895962596996|0.47543625681611|0.505249499250807|0.489791925193992|0.59150708772508
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.407200490193554|0.449762884315351|0.470894757709478|0.46673429140771|0.56990149787085
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.89951974585441|1.02349034427986|0.989845902915105|0.977671646882612|0.9814987553902
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.828670266351828|0.896673400529825|1.00090080966265|0.962118022056511|0.985752282673006
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0048659232617239|0.0016775214897724|0.0021885545263918|0.775648164863701|1.0000138867673
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00738776020330227|0.00704336837427615|0.00211078862951494|0.576734110066518|0.993337129049728
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.696924402752073|1.03837362078465|1.10834522413574|1.05742904369693|1.05519121823037
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508777531328144|1.02603167427207|1.03187488521255|1.0334571860475|1.04341437915884
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.821086710192629|1.02415151351643|0.98846382129175|1.00889224626342|1.00182377380888
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.853008147628554|1.03283872012087|1.0015431932229|0.976841310095505|0.988582528462742
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.822429906542056|1.01416804131202|0.985482130507439|1.02006668263318|1.01487846161712
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.904429632061484|1.01759097550934|1.00418986520851|0.998560322487763|1.01614860701109
RU	10|2|0.4|0.08|0.02	1.06495579504554|1.04125967385652|1.05284513076119|1.02915930775608|1.02462810683336
RU	10|2|0.4|0.08|0.02	1.03908675705039|1.08189630758616|1.01529795220613|1.01889201839256|1.01849038921986
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.213785052955882|0.493814262641984|0.612348021683395|0.70563778923186|0.851281121907798
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.216322244668433|0.394703878811784|0.580089441338102|0.721745758465745|0.78030371677265
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.11944008554249|1.03307550235381|1.05592756662177|1.04739553679299|1.02796517198761
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03968560358834|1.08831150796406|1.06960325505826|1.00981238977378|1.02608768104873
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08778661543026|1.07172626195555|1.04503058644025|1.0066597911928|1.02574912055154
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08407951061696|1.04386646511168|1.06018676800927|1.00679541697865|1.01570151024964
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.924728862029893|1.12486915232288|1.0784438569039|1.04325257648519|1.02654724005827
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.546182485296498|1.13563913020018|1.03048615982302|1.03426320617277|1.02195003507257
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.503698760262748|0.538498591268827|0.585407859293724|0.588206484738073|0.7028317245722
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.353466393621287|0.522115868475368|0.471632971036918|0.581780410160087|0.651541531332496
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.878693085591011|1.00183488232662|1.07503455121459|1.06054387143869|1.03921359080856
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.994502598360017|1.00956565998707|1.07156403340826|1.04047427994907|1.01931788747625
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00164011602302237|0.00170086106091209|0.0022779389208644|0.767361691141855|1.03211134565445
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00189828243405367|0.00167048854196723|0.00247536029400598|0.544655195978679|0.96483621619159
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.633020023762347|1.15145437796218|1.06662168749734|1.10017071077591|1.00716762834355
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.651199516597499|1.07599317156896|1.06780795130387|1.01803677047093|1.00116958197176
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05396217072488|1.07485542791927|1.03458256761626|1.05126496796569|1.04731175436937
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10628790425333|1.05555633832584|1.06095879519576|1.12725362361139|1.02957462697082
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09660976933679|1.11274469248604|1.08222636110668|0.983641092800023|1.04752699411386
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09237223324206|1.0400205016032|1.06221711924225|1.03336958780881|1.0135782763721
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08292835734968|1.14491931523782|1.05826574326498|1.16388404422846|1.04377127182214
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.15444401171749|1.03918248471815|1.049875543966|1.07661242528405|1.053676956161
D4	10|2|0.4|0.08|0.02	0.810956402978559|0.960319084768665|0.893133047987697|0.930410321711204|0.965955959201491
D4	10|2|0.4|0.08|0.02	0.720396899719062|0.909522006814242|0.949827832610913|0.926244251275633|0.943734501765146
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0393627845525369|0.386778842503303|0.511966772464274|0.608073015535543|0.797529195583836
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0131664869625962|0.187079530440857|0.452702394873119|0.609500523925952|0.686927667846133
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.89811291377901|0.969414782700567|0.928659206797292|0.930290319531277|0.935895416017156
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.689953272327246|0.872155978862262|0.954653212457994|0.906646599037273|0.925374738882947
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.988875045037248|0.979905839443974|0.982756017882052|0.958271857909748|0.984173055749571
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.770385518839156|0.938916408855682|0.960147822813907|0.968472920285581|0.968674204073581
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.871907355353723|1.06106289512502|0.978572192480997|0.980614281303789|0.994594114667727
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.677190553926683|0.970767054569376|0.978426905529177|1.01143932958143|1.01168147450113
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.421872089676076|0.442589362818971|0.476327954349188|0.525754779281034|0.64769629341145
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.311173950590108|0.438703286655265|0.438686353861524|0.462722454577781|0.628392908545981
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.749355093649097|0.900785867903856|1.029662793686|1.02926860373669|1.07974810489317
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.784144288979879|0.859372735581633|1.03390613255217|1.04595597825772|1.02830245190013
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00163978044285897|0.00165554756250185|0.00285384865536033|0.869115168954541|0.969654207357332
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0017501502803591|0.00212856115178809|0.00268041033928871|0.496616967391626|0.975582644343053
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.56157550567247|1.10736709626866|1.12388850255216|1.0527606820992|1.044391760139
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.49557004262619|0.998498964907042|1.04015920190625|1.03029926511406|1.0061384118688
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.94147196285852|1.09645157352676|1.0676685818087|1.05236675556181|0.987849158254731
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.923372939601648|1.03844697635831|1.03105674875502|1.03412704488136|0.982825789659888
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.857731422075717|1.12927424947077|1.10185397953851|1.01145087066068|1.01420021840233
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.92269899726082|1.04411767696384|1.05623758268887|1.0059115043528|1.0067737258339
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.80764687197012|1.00601045133403|1.00069550991257|1.04325656426408|1.00881740477224
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.762843576706439|0.982500140140057|1.01235516265589|1.02473731524869|1.01824312119935
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02999514991778|1.09051490095978|1.01558016451633|1.056027145002|1.04980512717457
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.873192571451759|1.08468707308166|1.07678008645127|1.0007400723068|0.982445021129741
F4	10|2|0.4|0.08|0.02	0.995086571341289|0.95477792997428|0.99607989987879|0.959610552144821|0.979871300885915
F4	10|2|0.4|0.08|0.02	0.797737418331247|1.01770450446899|0.989796702701105|0.979224848980557|0.934130886801935
