#Treatment	Dose	Effect
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.227874773625993|0.729996998467002|0.848156675993578|0.926043435607045|0.911402400823508
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242735056305546|0.662853422988223|0.964049394869189|0.935080915654808|0.946520646690139
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.231446161418495|0.712335618368667|0.880009844043361|0.873293666072584|0.853819925455188
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.214201871140859|0.533689564720128|0.652653561117684|0.815661833310567|0.92945831375064
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.189873798703028|0.502702990537797|0.620574214743627|0.764607146081879|0.835396558230635
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.129119716089749|0.72579061618973|0.923780185730628|1.08317345367093|0.968618549643761
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.118545140108628|0.645877806901397|0.796461930625737|1.0481260302105|0.888489565037245
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00151281946941208|0.00199155980783363|0.0035618281178563|0.61607179190115|1.04711044300237
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000746834927937611|0.0017043156047807|0.00319798546065592|0.331728755299057|0.827196281145051
D1	10|2|0.4|0.08|0.02	1.00662066393137|1.13259977620291|1.14407973807452|0.981091218036388|0.967642670645282
D1	10|2|0.4|0.08|0.02	0.988893033279456|1.04673836462348|1.02067014795474|0.914915661651954|1.01603879149571
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.432015921476279|0.638745037563431|0.847870710943931|0.945879484427588|0.887757760156714
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.422117097873316|0.523074678809224|0.666034531264653|0.835210636546457|0.791436996592721
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.595257945939489|0.725041002068147|1.05924954393754|0.966329773598899|1.0386228282592
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.493518064553059|0.579489259822453|0.862389841939827|0.946867790417835|0.958544980326474
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.895297792521047|1.03719594188036|1.06348267869383|1.11218430016272|0.981933100673388
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.780879329018485|1.02185503576231|0.920506689409438|1.03532280259309|0.932771042731644
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.848295317509139|1.03197448328379|1.17877689945883|1.07142024806714|1.05731776387282
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.862788031857956|1.00217607509763|1.11671946516789|1.01646283464268|0.91966407687534
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.339787941931547|0.545859571969653|0.604883552260456|0.77082302015818|0.985713134476129
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.195998296167528|0.480768566593371|0.601003879672588|0.722321356619044|0.956425635771272
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.433264950888972|0.918583447304074|1.03863608106428|1.04532927183058|0.972978573500767
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.278016080235401|0.762484976584193|0.900544987359609|0.900586431265282|0.978635666625223
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00192766564899813|0.00215690156401413|0.0157026601785956|0.947650852861802|1.03057173521168
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00138583530441488|0.00209438267810068|0.0114930551937564|0.737743693407383|0.849433683091767
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.335134354880055|0.843873581726641|0.871697746939466|0.941780796348514|0.980654987817595
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0525722420353949|0.758459865259364|0.852424908351978|0.812266524642305|0.87138914260258
60	10|2|0.4|0.08|0.02	1.01228005002014|0.958733381121058|1.06267691486634|0.9905348911434|0.893068861413854
60	10|2|0.4|0.08|0.02	0.906463376987594|0.866039147564657|0.90797025998964|0.940127561831909|0.904579773235037
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.666784097037232|0.578386127318008|0.834561384016281|0.92625463059567|1.049155449808
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.654600244435833|0.520447789102281|0.674198469972603|0.860088939956045|0.976041494473094
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.614680588973441|0.743676824424669|1.0053417450468|1.1286969135305|1.04540483289778
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.370502975950635|0.616902478615751|0.78359025131529|0.97265809377986|0.93982478155256
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.954506387751832|0.977855654913647|1.0854703878434|1.09696605199686|1.0486359824277
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.945374784872505|0.874169925228238|0.935044503037278|1.00343579679894|1.0663497936649
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.828136360977159|1.09506656749099|1.10308141041177|1.05734916801083|1.10548837053814
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.706049994567625|0.895313949503982|0.946938229714257|0.902434539877813|0.968417005841893
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.426089622501558|0.62127718493171|0.650891576750764|0.790149634567266|0.807310632658511
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.379456647513178|0.558733298388931|0.586156082798453|0.760123821862668|0.756713775676718
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.912109476101514|1.04324174246952|1.10525498463551|1.1296311110902|1.12014418619972
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.669345844529254|0.887949817179052|0.977567375519404|0.887893347388037|0.908533056003915
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00151381832287853|0.00157058650998647|0.0077015507176445|1.03706016481697|1.12822041194781
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00134351376155469|0.00227072748431779|0.00384131399430426|1.01682230611299|0.925359295317571
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.408560090002102|0.942539592270699|1.05926539493367|1.06426990740168|1.15734790510218
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.103472745929507|0.815636628877323|0.882070048339041|0.904085947061951|0.93716913719139
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.719407153366394|1.02859973071344|0.989567747211927|1.05378031294677|1.03033115587197
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.577197213903843|0.920960025305445|0.917805168886789|0.966176859253032|0.898476470722891
SB	10|2|0.4|0.08|0.02	0.819971083048482|0.950440022398101|1.02868294150585|1.0733370663502|1.14504442011483
SB	10|2|0.4|0.08|0.02	0.658261807058745|0.837028741444009|0.907315320134054|0.98540780423391|1.02106925860614
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.404711560333488|0.529380000593396|0.843792588490105|0.879293463748479|0.964267700493507
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.465744266315904|0.370484507432279|0.610002670279786|0.773930157348709|0.805641213296015
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.672846971572166|0.951835974080366|1.1220829823579|1.06023914956495|1.08094473960368
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.497630621685341|0.730737918994085|0.87685350324466|0.982263779805462|0.928692771396169
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01682230611299|0.99797526799315|1.03093866197383|1.00123943875186|1.0375994625945
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.836308932474241|0.897609113186304|0.956979175536696|0.865582394292905|0.9153302489285
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.771308121206127|0.841321844054051|1.01380938840605|1.12898240755622|1.00968511627332
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.65523508103898|0.590067625205534|0.941738474662183|0.885778926156243|0.802957211912916
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.777340009432929|0.739493956732395|0.915222745744463|0.788592826210202|0.85616689613774
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.620276985083586|0.64316374706412|0.808411504361538|0.762542698293974|0.834528329752314
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.808945988857262|0.927218886565338|1.08561977339125|1.07478177148775|1.04599526113446
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.681248357627564|0.778719711339933|0.895067030877706|0.902742844776759|0.923323565587798
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106811930892681|0.00140635709008696|0.00427247723570723|0.945543717233215|0.982874487080207
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00122833720526583|0.00204722867544305|0.00307974400740563|0.573740286790034|0.883726312229076
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.480345612390966|1.04247036651803|1.22253689381379|1.11745260187636|1.12199417113786
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.119090038412819|0.8203660031101|1.09745321977694|0.961638672337621|1.0045621659475
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07678098508138|1.11417202326293|1.18438668636297|1.20405105069137|1.14487696463981
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.940003460161563|0.941270411626143|1.0654529484569|1.03073421966703|0.806611570247934
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.918062105347294|0.951202941411558|0.968737510990329|1.02974382543362|1.05219406921909
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.794440892015027|0.772600111901527|0.942120933578451|0.838242346734873|0.891855167452642
RU	10|2|0.4|0.08|0.02	0.876976508196643|1.15156048269915|0.979976465319695|1.02353944441004|1.02640743581559
RU	10|2|0.4|0.08|0.02	0.670528768050004|1.04180502422548|0.889982515733458|1.04491122089727|0.949476663030066
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.49408745923052|0.586789032154064|0.867393469375137|1.02300315114685|1.07677801307715
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.539630032836408|0.476633594714376|0.733062309678018|0.866801663240227|0.969237122143928
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.490907634382761|0.834388101150899|0.999875386080625|0.989265400945286|0.978824534700526
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.283826003364576|0.631730264270519|0.840565391154192|0.876890348651944|0.860672737144739
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.974027578962545|1.13903792879726|1.07948261124785|1.14752376342646|1.09842126401862
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.729029999073149|1.03086413396085|0.936057588334037|0.943966715755435|0.952411357012657
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.699410441702932|1.10396188498955|1.15717384650191|1.17674239097164|1.14790061351326
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.598831530056827|0.93842775581906|0.999241426118896|1.03010606726022|0.996718169840699
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.593407801135001|0.657341539445288|0.662546958676365|0.732415474382543|0.857565342498601
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.387139317400687|0.514417312764767|0.509521620973543|0.669650707377508|0.753596834785389
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.782576440040273|1.0647832022428|0.971639527518919|1.16877748926925|1.06365271984476
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.774501565768589|0.806044043392356|0.944689634637173|1.00369677837751|0.96983277440063
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00098099797308507|0.00515504817229017|0.0039432271467145|0.957386698340719|1.01968968725881
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00126952678869833|0.00190429018304749|0.00325075798924268|0.54712757542023|0.821345361779069
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.252106406788677|1.05455330125004|1.12133605656562|1.11750212020695|1.06556332267793
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.202927641978592|0.859454115710608|0.925132857938607|0.983515077306007|0.984428397223909
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.894157128429557|1.09378682040061|1.07446137013971|1.02273396734556|0.88757153677832
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.758889496717724|0.932450345059754|0.969880912304326|0.882795404814004|0.881175307187342
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.940618767912993|1.12542092128636|1.10975011714961|1.01212907163018|1.10835521942395
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.735198282532175|0.964299336333816|0.958534485576976|0.968996218519447|1.05352920022231
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.860829436616973|1.0363083915636|0.995669283663313|1.07018545492017|1.06717762621044
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776320589980031|0.917064693382498|0.933763712774638|0.908319709911631|0.905289600989241
D4	10|2|0.4|0.08|0.02	0.827361711469602|1.04035670757095|1.03225155252075|1.06285532601043|0.997923243273251
D4	10|2|0.4|0.08|0.02	0.896684507092011|0.957791118142981|0.964937381873421|1.03451251731682|0.839867672997873
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.384320382396857|0.629156317699079|0.811843146118205|1.02847058088064|1.07123055135452
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.417328078903013|0.492268629944963|0.594936800167347|0.982546411062195|1.00098340237988
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.690811098342475|0.872692236278874|1.03028508628866|1.05439271752822|1.04753779990265
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50355040572481|0.628143300898767|0.848594641521932|0.991112694645035|1.00957982265535
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04699335128766|1.04226981989564|1.05282149469786|0.991878471637771|1.00531265780172
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.93276594849352|1.03314888065982|0.887056051169837|0.90178421141222|1.01316066318802
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.833266131229363|1.09047219467541|1.10618658936608|0.956965225635605|1.03430576594052
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.770680993428724|0.933535302899862|0.788258884299772|0.950383051992633|0.945370138291032
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.737419338667588|0.61900000835508|0.725555125423672|0.766428175556936|0.809105922916034
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.552994878336114|0.642126869100966|0.664964087082211|0.641202240275383|0.794044499154744
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.665565098344959|0.987291982471415|1.01819655756453|1.13346003437059|0.98498406586248
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.452632906837513|0.721509327829628|0.922289800704369|1.01733625890027|0.911949672528141
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00129948832647145|0.00173265110196194|0.00698058472809665|0.999081611615426|0.849223951402469
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00123284789947292|0.00158271014121523|0.00368188359166911|0.716859403276626|0.916789014325609
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242951756698206|0.946655539452874|1.08032724253555|1.0382373468852|1.03425886993326
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.127311262462088|0.776349405896427|0.982735032154375|1.00009177817003|0.854254131618433
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.958040894574579|1.14103881620483|1.12331506887192|1.14782232012424|1.05499154366189
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.792951054622875|0.996124370383001|1.03704659511422|1.10301985741738|0.940685815932939
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10669356780654|0.938226348310535|1.04379539859587|1.03012350989739|0.986208879714031
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.921879931453527|0.890178356427635|0.856905729896035|0.880826859369849|0.860449947280935
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.98165422552558|1.05398776948368|1.11797843059557|1.18909106486886|1.23989804333158
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.969487967613764|0.881925181797736|1.00939243678579|0.898064751052231|1.14991485761409
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.791292784865361|0.886595678240027|1.06043391313879|1.03864519504584|1.06060762729215
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.563652795040047|0.844747111485194|0.92549110438773|0.955014238356499|0.857328979450029
F4	10|2|0.4|0.08|0.02	0.818169512421151|0.932274583549394|1.07760069472645|0.956681639937608|1.04159820404049
F4	10|2|0.4|0.08|0.02	0.689503507993728|0.825699880671985|0.959430557551297|0.83502954045178|0.842609889022864
