#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.420292793706152|0.57188471808094|0.876673617617994|1.02168312626328|1.11136960776571
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.547826031277147|0.406496186937192|0.725337818368867|0.902934980502475|0.96916893799851
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.527223878671134|0.727272727272727|0.975460490237192|0.968474218537583|0.929865389844099
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.359387456969451|0.566192159338608|0.801623985585054|0.90383738024028|0.788729798107808
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.863358262865907|1.05593364177688|0.967982811948408|0.927631102144065|1.05848660047365
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.712546669815004|0.957368862787822|0.911527824210558|0.908890702040263|0.903392021770285
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.755721675430799|1.08462831867885|1.24368928919495|1.11643622888844|1.07572852966061
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.60018420742613|1.02079830357812|0.958114230023668|0.924507084489092|0.863183147162456
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.443924359548802|0.660918665199215|0.583485951182589|0.678501981494451|0.871840157997538
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.308042996907042|0.5760993922837|0.560517146125972|0.616190397473431|0.747582402763217
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.968917227321375|0.903885062948382|0.953343695518166|0.939078673186523|0.992198106821267
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.862791814630346|0.868305707143478|0.876512254985383|0.930388052476524|0.938526527571353
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00113890967071765|0.00134312795650151|0.0113969512566297|0.867330768822937|0.986680647764693
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00129600065978215|0.00170443723134986|0.00377803828700131|0.731093608556746|1.0402800932335
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.710755961098475|1.04154940192168|1.13776385973674|1.1467895893653|1.14991214986491
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50251627083488|0.930586020017683|1.06206651413814|1.0380848895518|1.06419021522721
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03807948809408|1.09217549207173|1.11747678804976|1.07061837283959|1.0486461947534
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.862570122247803|1.02397613411589|1.02919031096988|0.988981484483933|0.937151010084633
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.916367954610428|1.04286939502562|1.0074813625668|1.02773074131902|1.01589954478482
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.878543311415565|0.992738548149451|0.961229740725266|0.967149737206694|0.939986365535593
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.925521039512435|1.01487317130465|1.14038377045115|1.06217672929436|1.0256789500472
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.880322955319584|0.986397073217416|1.03079472935526|0.962158023638728|0.995749901034031
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.803636597421556|0.916811321254203|0.935939763182477|0.961482170612995|1.04890270513533
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.541011939203473|0.898408988628069|0.875279381899457|0.998649890516332|0.840100898938443
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.888530197797192|0.978079916113412|0.976909588244881|0.981174608597983|0.980177080817423
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.734879501393201|0.89347070940327|0.833571915272975|0.963470454130413|0.983428864291058
SF	10|2|0.4|0.08|0.02	1.03261365962741|1.05235688076903|1.0563883133449|0.99031061378111|1.13294053861919
SF	10|2|0.4|0.08|0.02	0.989464732838853|1.03075992054118|0.971773222918874|1.0434031410079|1.06818565286936
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.410821794913367|0.508101213830972|0.783337116421847|0.964320070905888|0.976425954148967
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.352021790589838|0.383254969356983|0.645554870996682|0.830627884604991|0.927621950560438
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00222549644844193|0.492652782970114|0.818155828733534|0.966490005057946|1.01437776262837
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00125788929694544|0.0812877971543553|0.750036285268181|0.928665361863084|0.889213379367977
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000986665384559105|0.902907527295304|0.96917297791082|1.04494553481654|0.948177072990244
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00153852907422776|0.438923949420857|1.03862418709851|0.913535084106953|1.05326529801684
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000840288849291944|0.665493763481197|0.9696258088718|1.0150914376817|0.994174247397543
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00124542811591485|0.465985182406452|1.00555565975804|0.997497889899653|0.950366688549189
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.477457242166815|0.515369396726605|0.585112034097516|0.691779704616466|0.830470262967471
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.463461868252753|0.523575889141246|0.588474939246023|0.708920482351022|0.794908795837359
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0257276601945284|0.700812356562602|1.19962842883684|1.15118757058031|1.19818039415686
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00369749735893046|0.329213871990091|1.00640231685549|1.0004371425449|1.0901697570216
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000812372256623211|0.0013309077395742|0.0231871783459582|0.992865815980399|1.05299000522857
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00105435548200034|0.00162474451324642|0.00893609482285532|0.61148296826995|0.952299056697534
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00089833740205315|0.596055849636286|0.962927861260772|1.03938535754952|1.03481282017306
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0013115726069976|0.136026249418888|1.01395342569739|0.826694994239411|1.03426483435781
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.812652729321312|0.822410682743181|0.945660240102513|0.998488646031703|0.954439889710878
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.513684756228848|0.614508580017099|0.945952895089458|0.903484475698139|0.859987583066982
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0650623651880334|0.875273375222733|0.877321579292882|1.0175597861765|1.01636687611366
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00367626371565226|0.683702522742193|0.664308355997374|0.882775954234268|0.839080934071087
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.876429966663739|0.932553674726764|1.00074034105881|0.965881570526897|0.978287511659326
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.729432530669779|0.791520794381773|0.945344425901062|0.887238109578842|0.976873753027242
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.877882408655422|0.985492331791192|1.09057957815744|1.11081563513169|1.08524279625515
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.775081053513533|0.761593384576154|1.07928672908091|1.06543477468945|0.85302903355069
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00378530902554219|0.925525341261165|0.965288370545456|1.0557900968365|1.0377969155781
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00124448515908236|0.699201887469158|0.980516029228117|1.00274391693062|0.898250374857943
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.893639097440412|0.805566098543121|0.900511378566119|1.01114162962896|1.03783123384396
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.66981833371887|0.615675538497126|0.854794988175634|0.842676416621937|1.00686554359519
ST	10|2|0.4|0.08|0.02	0.170057418155766|0.996554910654027|1.1342920331011|1.12440738856413|0.991222186458452
ST	10|2|0.4|0.08|0.02	0.174243855842012|0.828059100206622|0.994079596307795|0.998565065257343|0.95133473850339
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.240727882774592|0.360361372767006|0.859211513840449|1.05351961181726|1.09634332820947
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.117016708072291|0.338335453782895|0.644539073129422|0.876068084491554|0.955534774703906
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.202995985263097|0.773076960465048|1.01120821222696|0.99035102215396|1.0187905240544
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0756909138629935|0.448180731207046|0.880870216095887|0.913384724557942|0.873528982900915
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.244500089036232|0.950097939855476|0.992149422583546|1.05329203224651|1.06287716737273
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.117193665896485|0.686093419892673|0.973005533436953|0.912891786902221|0.921949299911404
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.252530138500401|0.952626647131263|1.1266599835024|1.17444227124767|1.14388665727285
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0199840632236687|0.54861768327877|1.06732470130228|1.072381473147|0.979705146270163
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.255108174569661|0.60911597406791|0.649782657294021|0.716927891899948|0.841928512879108
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0215603964330957|0.483896768424452|0.603234059464964|0.615554285998162|0.728840756104225
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.120418228447426|0.923956765063181|0.977101265691354|0.995250802089066|1.11258734723967
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00840610106841378|0.748292510720478|0.861160199769497|1.00580826696847|0.95365223079399
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117193300717207|0.00176592644916339|0.00794666902123527|0.942739834885877|0.00659814336914686
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000610047318801899|0.00147695666657302|0.00263283579693451|0.721991001802048|0.00358001452875851
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.224273118760389|0.791601131514227|0.90710890338385|0.974867552565835|0.999675321519184
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00167977369715469|0.572639519398081|0.780278212518591|0.964151218516394|0.857314500685324
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.259159190187987|0.87401483057834|0.985096873619114|1.00264910271264|1.0459844659255
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.26237768510193|0.624449569218526|0.866795201276846|0.919346364134007|0.968951636837697
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.259213302768372|0.9530659600272|1.04066682089353|1.0639223631295|1.07561556382772
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.135700949429945|0.583613161627421|0.880317613876679|1.05865060837826|0.991594635709128
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.197054074865248|0.911100623463077|1.1362925060235|1.10277950271989|1.06037407784595
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00166919198191709|0.715437541916093|1.00044213716188|0.907215777838496|0.975046573436995
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0540134487958108|0.96450092671916|1.14357326174223|1.17920147547514|1.11093528608248
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00349224884455673|0.739338182466364|1.14977200344132|1.049893686487|0.992657183028398
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.145208494458432|0.933974767383624|1.03545717507811|1.02561761308853|0.976849091509971
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.107649169190723|0.823838451291102|0.855619418825317|0.917859418280189|0.951561962324835
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.233879805058108|0.971155232574906|1.0271505608905|1.12724572483202|1.07281483403985
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.197688669723448|0.76038873028232|0.912564524036105|1.08624592669493|1.07654208841595
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145514515072879|0.938115910395395|1.05675066087842|1.05365443536326|0.993548856498436
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00195636181375759|0.198101843992272|0.932537853984268|0.898915916862707|0.803765592284497
G2	10|2|0.4|0.08|0.02	0.346163078821496|0.659869897215229|0.832610209438106|0.928106208946104|1.0416317007993
G2	10|2|0.4|0.08|0.02	0.158948385420076|0.526989681845325|0.656608400140459|0.900117644024656|0.871081590991602
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.372534442669366|0.368864775944702|0.747364686688646|1.04283612814006|1.16441417521755
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0172637030643073|0.267307201269018|0.620128483528303|0.874537619733045|0.973275154955293
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.313778558683422|0.568647244670228|0.968808033627446|1.07699499262444|1.07064346503841
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.127474358344747|0.356864178803141|0.742561237129153|0.875623193625191|0.883953662223144
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.334885812700803|0.541905018244756|0.878446657513058|0.998102272843422|1.03328347682695
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.199394226412137|0.445028942894426|0.681171616543275|0.865595262836915|0.949251982051658
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.382825792311907|0.674733973527122|0.89658851688439|1.07800559448626|1.04441704876431
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.316283127144793|0.61425440493699|0.57799838509675|1.02529053839721|0.961350462842806
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0618760054648785|0.15671913273349|0.455913144002781|0.640255782180939|0.526617030048747
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0229589568226097|0.117899093767937|0.315192523787581|0.513674322346987|0.336728672018367
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.27098200026584|0.573388643879832|0.802312409361528|1.06025635684428|1.01329397317399
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0701261548655624|0.418122337882368|0.645982744220465|0.990320654362649|0.89411045841492
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00112078491098121|0.00186194912630749|0.00204272088614317|0.0960078816487288|0.99631451574635
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000903858799178392|0.00122924796688261|0.00182579477434035|0.0133228786998895|0.83888942869345
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.116029797144021|0.693020003923324|1.0265126175111|1.05904602864027|1.08362213358416
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0607008666522476|0.49604901137261|0.915321586833727|1.02573801248422|1.14211990282228
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.440892067120017|0.602369341133075|0.871917536971452|1.10605460573213|1.14615462949343
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.236535828647077|0.42572104232906|0.744520757193451|0.952977517283518|1.04172258115616
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.386182950895269|0.653726086789442|0.986452853987852|1.06268578442564|0.896430904582249
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.203842389252703|0.463437625033625|0.748576453328692|0.92890969548873|1.07809331775099
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.412558416393318|0.704517534416596|1.06168517838372|1.17655998682861|1.05802758393597
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.284370369432237|0.594495877607366|0.829493787915247|0.959343456730708|0.895300092453045
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.30054652829764|0.736301319594287|0.975697349557933|1.06558828853954|1.10641400130149
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0611211413976837|0.529667630552742|0.760217437041604|0.91534927414975|0.971567807183642
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.352733878924491|0.609339002974822|0.85311039149852|1.03907529505911|1.11517308394864
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223670836056733|0.515168610531914|0.803574757006489|0.854372889106485|0.945869172442759
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.47658328764505|0.754022664741891|1.00413960998134|0.896821604438386|1.17147441539955
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375281045817384|0.670536338532576|0.873321898687698|0.991172520635176|0.881963271649959
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0013758924631417|0.569936297084149|0.897878455289152|0.955575419500107|1.02532954661175
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00105002319555551|0.223546317564127|0.749616990461535|0.858484481607622|0.903907036739497
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.307255510521474|0.606734918543066|0.779915954799144|0.967826375906741|1.03800117997834
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0411500493918138|0.451285204382648|0.59177044222062|0.838960081920336|0.931848338875313
G4	10|2|0.4|0.08|0.02	1.04196861662382|1.11504958269482|1.1578363454451|1.15998429564711|1.18115984244988
G4	10|2|0.4|0.08|0.02	0.790850947960334|0.995220304208513|1.096619764688|1.05918261376157|1.06722729517851
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.488049280510419|0.724411760388686|0.94856175476194|1.10858641458844|1.13612322084734
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508755706254495|0.550765482114287|0.761313429330515|0.857927106727142|0.843346495026446
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.608553669817112|0.727496849969059|1.0882431152874|1.09372056553928|1.13968740758045
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.332086575524943|0.508776595083715|0.827930025821555|0.950263061755518|0.98010572174851
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.960101712424014|1.15554849219278|1.16400333743891|1.04430052842783|1.02747824704994
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.80870912630617|0.943613174937423|0.970304739957885|1.01122809805713|0.956057054312845
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.666932689113457|1.06239667878183|1.00444047813276|1.08273756754579|1.10447015994763
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.645498880543472|0.825107277155421|1.04325092534532|0.897373650804259|0.980529908851274
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.45284473244196|0.647036724873915|0.677861715773963|0.825080439678514|0.765921995410121
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375373487315543|0.571605426101581|0.669328199727877|0.726181971779444|0.738328217246501
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.817034062346517|1.05217280047546|1.08264029617278|1.12529974287118|1.12280687272742
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.649235836246497|0.808853816278772|0.944310766805205|1.01727261846292|1.10395351044818
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00132332990658978|0.00142990681181849|0.0103290783984156|1.0861696482296|1.00259559171276
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0018384516151952|0.00173187470996649|0.00418314353022676|0.709580153603965|0.993652013082315
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.207131866527399|0.895025663488213|1.05587564720285|1.10275952693824|1.1492750204971
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.124415692352617|0.604413895346878|0.917308534654133|0.946186416882869|0.917649965744578
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.899344431642099|1.03811037387262|1.11004807501291|1.06374508323732|0.979252254757837
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.701648853748659|0.914482100997259|0.901044936231078|0.880027017362629|0.851078707934364
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.871002046276112|0.978462010225484|1.06701996544329|1.0770213610783|1.09447662704505
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.671477348450747|0.858893438353229|0.952955306263256|1.01496081410731|0.924665195025249
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.789459239029935|0.941186088655913|1.03278123716518|1.06482085261193|1.02649010489762
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.634532320886676|0.737432820946045|0.768974128886458|0.984710134912864|0.931406803843975
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.735718619346158|0.987969012468478|1.07693641117499|1.06782340243756|1.10434972821937
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.559847456158091|0.857720674725846|1.01631509218254|0.987713121824583|0.876375928119493
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.928977594426028|1.05131011881105|1.14305507139542|1.12977736528568|1.1260116479676
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.741197968821815|0.937859003195087|0.93094038576399|1.00079266573264|1.01176120556243
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.855725147972191|0.898691555196154|1.02661140874019|1.02765367206892|1.03379943169694
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.59338028010827|0.85676741130092|0.922672596785606|0.937515864191291|0.879849950020778
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.525523339221408|1.14457923038637|1.07319624854831|1.08898279446066|1.23635511920911
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0552138737349586|0.827739662525496|0.880494207891321|1.07175188109343|1.05977534230533
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.344046184369096|0.905324499222016|1.01289155759977|1.11269807021329|1.03242624060849
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.319789216279604|0.651212234437246|0.814716969878768|0.922803269112361|0.937306929234137
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.259393604158467|0.657242037109922|0.98975629992873|1.09209401936694|1.05002712506249
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0903601428232049|0.493016626067717|0.9285068450893|1.06079205182483|1.04451701432842
P5	10|2|0.4|0.08|0.02	0.533620133024291|1.08683475588335|1.10847818876575|1.19381941432415|1.04753587122275
P5	10|2|0.4|0.08|0.02	0.0228366870710516|1.00056718825744|0.941838671248658|1.049812474609|0.917416212163735
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.143981371185281|0.671405845328579|0.934937481267436|1.05540996457144|1.1156077804505
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00599442057776992|0.488729720798334|0.70038656327572|0.882578523066991|1.08820251919367
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.264717469091325|0.673412109546428|0.96993127323126|1.07664453339484|1.10188177036237
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00262904894970719|0.474453523190947|0.857723137467826|0.945551334834286|0.982668280565246
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.302114827212664|0.976962339094538|1.1388642197|1.07547600690954|1.00816067612012
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00295119404296017|0.856783159456215|0.940962456205413|1.12558384650668|0.871945114036714
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0941369638092632|0.912039546506263|1.00871658044813|1.07414794505169|1.08279260362451
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00999187809066717|0.672767746722731|0.783422183162212|0.926248502358511|0.941804677728602
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.115932162523446|0.452183656174763|0.551698950809674|0.710478074794257|0.816021161094505
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00282242480329898|0.413300854173537|0.501469717438401|0.604658419229365|0.812759062075617
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.447752933580096|0.835160176711525|1.05269355544609|1.04967901854843|1.06318948209236
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00296743475863098|0.752244711312952|0.836086518779034|0.931484051019467|0.937301165189164
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000906848241252373|0.00189054802837359|0.0154625310288116|0.971941500603285|1.05542533488061
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000783885767862221|0.00150629029902937|0.00402702100352749|0.786998255469909|0.996172793015731
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.011136716668946|0.757590664426804|0.992082235344787|1.039054032263|1.0316975940528
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00401705615917993|0.511692940146271|0.7246948935623|0.926788743261531|0.884323887399956
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0205251813948897|0.948123529508547|1.10663222494612|1.05995491863966|1.05958472498725
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00367725694730088|0.6822093157176|1.07297750867898|0.966773063064545|0.941805557840702
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0990247860256451|1.06271278118935|1.19679277100767|1.17397944573483|1.14173215819784
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00314200260905533|0.894667345445289|0.946037099494098|1.02160425085112|0.965867510897579
