#Treatment	Dose	Effect
CT-PD	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.439507291083643|0.918296283320445|1.02865590272289|0.915809667041226|1.0423536549414
PI	10|2|0.4|0.08|0.02	0.577715056900116|0.653722780080886|1.08263671328902|1.15722661194979|0.96197192091005
PI	10|2|0.4|0.08|0.02	0.515233908021937|0.442158703879423|1.03983778678473|1.0871807968438|0.947036328450939
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.180267803610686|0.509626274065685|0.751340683498768|0.966990873359536|0.964159616281394
5Z-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.199237226034242|0.363525081606822|0.594006062221038|0.756503564053028|0.941284724535341
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.177690532496306|0.29014911477512|0.949820056606964|1.05072010293772|0.963319653683076
AK-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.121022087255528|0.330147270327894|0.796493793654662|0.916347731000547|0.862015585579058
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.329737019554956|0.391228442900821|0.71824975290738|0.976029706537101|1.0192778429507
BI-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.308436250103917|0.367784664554448|0.71037973748141|0.89494637859208|0.935007712984602
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.380231340451195|0.501461526385966|0.712732070717608|0.940368531180885|0.984864110833577
CT-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.379770328729177|0.456449295665496|0.587527645799925|0.84340504847578|0.811396527707401
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0811525594630276|0.450607341072321|0.992911861843258|1.11127821476332|0.950562479438418
PD-PI	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.052680375812316|0.2583090154794|0.892695244239553|0.990861044293387|0.87633997427933
PK	10|2|0.4|0.08|0.02	0.000880636347824938|0.00128572906782441|0.00237771813912733|0.712531675388636|0.97172937164395
PK	10|2|0.4|0.08|0.02	0.000616445443477457|0.00533665626781913|0.00200785087304086|0.54867167014885|0.877404412428421
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000516288055426021|0.00123242955166211|0.0032975817733662|0.79505029644927|0.955432682699354
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000383052428219306|0.000899340483645327|0.00181533542069149|0.66249750183199|0.878006128838852
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000983705187068668|0.000931006694904275|0.00307407870958959|0.920774404342356|0.900019981511612
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000702646562191906|0.000860742038685085|0.00170391791331537|0.834313744864642|0.836632478519875
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000860037969761431|0.00131750497495368|0.00177497198014593|0.828921064068254|1.15614721288227
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00133580365516137|0.00129920629474599|0.00261671126969967|0.541110272421602|1.02624488208788
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000348159108712682|0.000928424289900485|0.00134289941932034|1.09816014490051|1.1269578768926
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000596844186364597|0.00140921544002752|0.00245369276616557|1.03522624124939|0.989352133925204
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000339410395655547|0.000533359193173002|0.00150310318076028|0.75|0.972232997155418
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000436384794414275|0.00109904318593225|0.00253749676752004|0.483417377812258|0.857302172226532
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000704857890370124|0.00119434253646049|0.00252574077382628|0.970256465480319|1.1570438064284
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000998548678024342|0.00191877981267423|0.00266279647473158|0.711142873225924|0.876990061014261
JN	10|2|0.4|0.08|0.02	0.743487728905755|1.16544614225465|1.17413835876986|1.04372754587303|1.04036459529738
JN	10|2|0.4|0.08|0.02	0.640173476794722|0.976836069942021|0.957540451884998|0.92885429970689|1.11024229783246
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0692524467340129|0.965269582958761|1.08317805245061|1.03120721698696|1.10291184972849
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0610332620131672|0.609935230304367|1.00886615474457|0.990654069732222|0.973101070287114
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.309485578352661|0.836505867014342|1.0165465815778|1.08709714311855|1.15715364029369
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.222420457924472|0.825563256250143|0.945483656991239|1.0227223861479|1.01584208238981
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.562003406985564|1.15145335704131|1.04676522885244|0.981070920839395|1.15134559350766
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.516726143847738|1.00701706394108|0.866476837057392|0.940626437710605|0.979769468933017
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.451803723816912|0.945427657098526|1.00848525989139|1.03237328678562|1.01013382467029
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.512016744246186|0.930574411688648|0.89433831135247|0.908803659167313|0.93193205327127
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.627783637996735|1.03851020453116|1.11007285978957|1.06248516249667|1.07877521151855
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.582682522705969|0.828051386098147|0.900338478632771|1.00097652186895|0.927681090963379
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0865546295700753|0.325976496099529|0.79045877629028|1.19319507869856|0.992483897347312
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0743708250254978|0.248040575928257|0.623818143394007|1.09758988542078|0.84444056490219
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00141509548259844|0.00257818766007662|0.00381881931605334|0.761340754507588|1.04610448929349
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100801322048108|0.0020354113105868|0.00294650018294471|0.510432694521109|0.832900000726933
D1	10|2|0.4|0.08|0.02	1.15816125583751|1.23106533156648|1.21265693603432|0.955164459069064|0.922879920530367
D1	10|2|0.4|0.08|0.02	1.01557379752705|1.05244491353603|1.01652060370535|0.891076545787198|0.949770768135316
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.260036158219853|0.875528501727036|1.07114324265114|1.07049624392671|1.06742504744999
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0878034598052043|0.553462364534642|0.932120415471459|0.919557174417343|0.935453687380863
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.713959716002674|0.902912802662195|1.03602254350156|1.05890965045621|1.17789422182716
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.538952526433339|0.75891226484506|0.902210652514108|0.914333947092239|1.01552573492338
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.948085293782267|1.11978955729177|1.21676149433197|1.15253557511963|1.02250305716005
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.861596171767176|1.02248732900547|0.994200242999988|1.10850460638327|0.891975102331306
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.82300269581521|1.08816092801396|1.23534088214725|1.12067010833073|0.949317478565978
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.87621764971936|0.955382564670674|1.16598690148619|0.958403152888388|0.911986514946532
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.778221440030951|0.856491031083692|0.991179321554206|0.951607171768783|1.12146042679888
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.629874239623875|0.647057215609342|0.789516954836865|0.826296765891414|1.07168614785518
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.282932072477237|0.393095299534164|0.945184190665034|0.996040099569863|0.980898961423469
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.239650612998795|0.354353853287726|0.895678644670238|0.619467343917643|0.78814629707596
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.002309539750496|0.0017853888851352|0.00373457491569566|0.956821025001587|1.06676985886828
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131037716340198|0.00134313659248703|0.00414406777925878|0.775374737156768|0.904446887751864
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.484730101699726|0.906625234828141|0.985154006177427|0.987073714561025|1.007286675207
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.378160142521541|0.786587438235063|0.799375534549149|0.859521417446937|0.828731386485104
60	10|2|0.4|0.08|0.02	1.02374558137157|0.95973199224602|0.95551684681957|1.04449888133501|0.944562187157175
60	10|2|0.4|0.08|0.02	0.817352872944035|0.817046173929797|0.790386951922963|0.873463064394997|0.845545590022059
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.262950572736203|0.694639651397022|0.865553937225163|0.967010633825408|0.977060664808354
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.214668980591326|0.5944979866066|0.789353821263267|0.777948909021716|0.909101414854679
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.558921921751436|0.720869157483279|0.912093896595155|1.04171897045125|1.02276975611192
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.394771093406674|0.566045749778694|0.770239724803243|0.844329218418502|0.858181573508107
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07720607773924|1.03846160439835|1.12519436525066|1.13511706488328|1.15707455225275
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06945718307107|0.922982501555779|1.03128873375861|1.07741865803545|1.04797285829637
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.821297006038378|1.12504649259838|1.10219315693637|1.02982965111954|1.02442195550294
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.787932300308226|1.01231285718444|0.911125557506897|0.887696522191928|0.902257195437095
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776812400083409|0.936213550276367|0.966119776005512|1.00694769734755|0.93192223656018
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.569614476837483|0.813917153468862|0.870882832025288|0.989474193187691|0.848132825225672
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.326575956927385|0.485221649143458|0.864496087315379|1.00486517170887|1.03446018186061
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.283496376369962|0.332370978919911|0.665731012074123|0.843008535816649|0.821068248224752
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00111421915054425|0.00158172368923415|0.00348290881323973|1.17430906725053|1.12291473496389
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0017843089893331|0.00197131080480906|0.00385691244419165|1.14902486344972|0.9373855587848
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638448384905484|1.20703036549468|1.04511489541121|1.03202860868411|1.04865194069008
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.424828027765415|0.942173604116402|0.922965808562304|0.845494366494109|0.946218172448525
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.813332213286611|1.04150630283435|1.07000577738386|1.12699101162506|1.14697355946848
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.661652743228718|0.939906636105392|0.84506839428159|0.984034191140545|0.948361845951288
SB	10|2|0.4|0.08|0.02	0.798320768203267|0.891713482691816|0.925925566562847|1.07527111249107|1.08384192193125
SB	10|2|0.4|0.08|0.02	0.655029771434301|0.82007445284276|0.775655020068631|0.901435691437923|1.01253925592437
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.215514610109972|0.637175469400213|0.809541222299117|0.936944886839266|0.938540530249229
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.305873962302924|0.409355063901288|0.640687093722896|0.804433954566471|0.824675658278458
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.651292213287456|0.844624455410719|0.996360698328011|1.02992585575828|1.01817561284795
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.496156967086086|0.73481157472061|0.893331893864729|0.895686121549193|0.866906036365156
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.99251213563865|0.993213392446685|1.08239767494409|1.12879750040907|1.11595670907972
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.851271222758121|0.925051230705698|0.955750695413001|0.96115037283487|0.908953491090143
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.841762120040914|0.999640829839232|1.05848227182935|1.0750509475065|0.964129832205071
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.773043498629688|0.891007472300953|0.922013226831573|0.897519383476611|0.849304693417036
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.874728686569403|1.01606499767952|1.13668117049326|0.995093558801296|1.1976742536474
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776656607888001|0.810395737617873|0.992734575920135|1.01099034722039|0.976189269870479
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.357416370648885|0.482297790426335|0.881440550627696|1.04025841833025|1.03818802495551
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.309451103401954|0.337515666438162|0.666992113116877|0.82560917343526|0.85236502627807
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00110372489116046|0.00160869706358682|0.00264749696114961|0.813546239219746|0.923687883914111
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.001305713760131|0.00169526372171705|0.00244550809217906|0.611896422993547|0.781127025749974
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.827221657106073|1.12120606282969|1.24501117172378|1.16017198083341|1.13489774082919
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.596080120043852|0.931904114314087|1.13098708825552|1.0160139025896|1.01212961396586
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.920404567109492|1.01566165721183|1.11752308536909|1.14568404863194|1.11860872998086
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.827910936018933|0.933086870074247|0.948096729289993|0.94605703335273|0.932280861195813
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.960555543385397|1.03217157002344|0.979123310477776|1.12658765799908|1.14675020263314
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00450831343512|0.813099958378059|0.896527853841267|0.890797169707989|0.966803215842625
RU	10|2|0.4|0.08|0.02	0.82515762018349|1.09106606165376|1.03812270358894|1.20411079113071|0.947322128840187
RU	10|2|0.4|0.08|0.02	0.633853025638739|0.940804526653061|0.853092517119852|1.03675271009438|0.918382029576457
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.303177603744711|0.775518117673127|0.925507384864663|0.936614110527154|1.10883067782879
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.29885678278873|0.647167577224288|0.826633983533794|0.775324234681513|1.00117022234224
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.487500135260403|0.824569060354995|0.946981528839321|0.963313771673225|0.96420107991906
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.338648766605469|0.705597616531346|0.806007726074238|0.811115158903922|0.838737136735643
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.977663143417691|1.12443125270505|1.05903108089998|1.13355317938251|1.13446712964692
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.820700973488851|1.04424090498652|0.919346086161782|0.947098537459877|1.05703620868824
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.701038558889024|1.04693151186293|1.01341634676476|1.03926620293741|1.02943782936874
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.391374882542711|0.907483751313363|0.886412376348574|0.924335916536958|0.896347669462339
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.712804223531731|0.883629433284409|0.913851343950579|0.956884050033955|1.06448772152731
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.573480251484151|0.643860763653092|0.657933361081294|0.828863721001555|0.879624964402287
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.438639682870853|0.655414145629042|1.03818068015856|1.04441198970721|1.20891577995688
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.396515752138535|0.308609778148689|0.652875721538354|0.958112525210376|0.945983726267473
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00147570024202756|0.00241709522401066|0.003472984190289|0.822938233675861|1.01135080638749
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00141209247297465|0.00176829597967096|0.00259519697735881|0.459438915869184|0.799257061257462
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.741664469226379|1.0807868060122|1.08614077191905|1.13170288827101|1.13277101114519
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.620092058840219|0.889392538494147|0.885493890003371|0.881708729567978|0.942785330667477
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.877124122723864|1.10069567207593|1.10089380112285|1.00722658618528|1.02475075878301
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.676351077839095|0.871610669590778|0.875101840038123|0.848333922596447|0.874029210370348
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.95760989269061|1.28859210639399|1.26814955759111|1.18689902044455|1.28703313219901
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.78115000329783|0.988701434456128|1.10134731346774|1.02630069414325|1.19625286561443
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.833900209308052|0.987179881802512|0.990935114503817|1.07268068209801|0.99650640236395
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.6869382541246|0.764312977099237|0.859940593449889|0.863557313469589|0.908597020438316
D4	10|2|0.4|0.08|0.02	1.02020307392725|1.08081229570902|1.01549481883302|1.04348702969608|1.05234021837402
D4	10|2|0.4|0.08|0.02	0.897030391543223|0.990687808609778|0.844182488351068|1.02269281591209|0.826378746783504
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.178095392571249|0.822225826662469|0.907320300101454|1.07630706014433|1.05000524764095
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.192063658655268|0.786141139278752|0.663670740744274|1.01682107452604|0.89936932896984
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.764355404534849|0.850799923896245|1.03724744735322|1.10538033519031|1.13256406233832
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.501283416391013|0.728126011796082|0.829517575628106|0.936049480792147|1.07393746808148
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.969869012787864|0.973790601509538|0.988841577038893|0.970688857119921|1.07679037776036
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.901931245804703|1.00542292865475|0.847336445325777|0.839493267882428|0.889831709870755
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.852910784703665|1.2223157162587|1.19836347683224|1.13458144540892|1.10368177739048
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.758349006353819|1.04385714200056|0.971128997119895|0.895562719730417|0.943499177541178
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.920678404333908|0.866997045062792|0.967180189608471|0.973674895345974|0.978130386604285
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.777887219896577|0.771792661905935|0.841095173602561|0.734648177788722|0.844819625707954
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.252504138726777|0.426518322807683|0.784810361773958|1.06728798663716|1.01808033682083
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.292146731102601|0.318077178196574|0.682017580530983|0.978259375075482|0.99515244078044
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100774989753289|0.00177484310311763|0.00338423473052091|0.905937075795577|1.00796799265997
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00151914536792272|0.00201549979506579|0.00252689526545561|0.668754864837425|0.819834623729502
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.421354150516295|1.16030729635027|1.09749914726038|1.17469533939037|1.11308102576824
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.319017643957952|0.962432943657168|0.964805110235976|1.01245775062793|0.910136748426308
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03504855010238|1.21160798819825|1.21949930642711|1.31678446396724|1.09189950899443
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.920228108417553|1.09337032388753|1.13994319307748|1.17153488781734|1.00289318977475
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.30517549336774|1.26795562681797|1.22121541095667|1.16016856413726|1.14308588982415
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.12439328441173|1.02690978076654|0.964983998590223|0.973390449627649|0.936640508912274
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.02040843766877|1.0392145877639|1.07697927334578|1.08283266515327|1.18807718768278
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.925454410996847|0.899145521326111|0.939841384735017|0.919771332274105|1.10782386937883
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.742388180056446|0.956037524456113|0.99443896330236|0.991488436648217|0.942005800720538
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.658405935240771|0.896752005261896|0.929051725259147|0.956594928735863|0.802922284837303
F4	10|2|0.4|0.08|0.02	0.861754011258221|1.05464787037629|1.05130123825389|1.04263759734375|1.02063255107374
F4	10|2|0.4|0.08|0.02	0.748156532137069|1.00739643301659|0.869861133568224|0.856760384900297|0.790301535314489
