#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0489755057968453|0.275702013641002|0.629836563406664|0.886925717558759|0.993272382711765
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0143531102490702|0.136753173203571|0.501737054013156|0.770560514369236|0.984280725473223
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.686803853944899|0.925578005658114|1.03200048203004|1.00115916746527|1.01346241026494
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.268238237606377|0.884553806602664|0.938592816604787|0.984443054463656|0.985541968174541
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.732445328205704|1.01165816516196|0.973358388353789|0.966669922458696|1.03363621917992
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.321492455066425|0.997601890497509|0.936729270202068|0.958182509982404|0.962538468154709
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.925268769115129|1.10097495986706|1.08158560831815|1.04226081471055|1.03491683888918
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.333579701752982|1.11691201508967|1.04691827629983|1.02583729955104|1.00500112199631
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.291274923405599|0.336813388445269|0.335226028157154|0.329266315247477|0.430183172274107
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.318166172157473|0.320404976004688|0.342622330574892|0.315588845238061|0.380164254808308
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.63461039782628|0.644374097258673|0.863299438906726|0.982262737969817|1.00441082700814
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.687896094394955|0.572625813798209|0.762518117462541|0.947647579807657|1.01068444860904
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000679523727124491|0.00140704355393435|0.299124323791793|1.04191701474364|1.00705921581951
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000942239220139163|0.00160913239471487|0.117954204142569|0.978471223180601|1.0113788647912
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.343520601529542|0.961255380428996|1.03872802717834|1.05049756437503|1.04588487921429
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.408474288013517|0.869911493412129|1.04044257442034|1.03113977293311|1.07301620661954
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.396314385673213|0.981964044476774|1.03386192801968|1.01875090927985|1.03001004537739
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.303503411964391|0.846887664969344|1.04023831791887|0.996482039558003|0.995803110603069
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.892383346130851|1.00464184071414|0.953415311349193|1.04172631245995|1.03079459651607
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.922281500553902|1.00536313295057|0.975340821667146|1.02553271052902|1.01188432423564
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.805141568073007|0.930144768396169|1.04323423236337|1.05043709302557|0.964642829711516
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.400373228798926|0.888782369490821|1.00212501457925|0.944977199475431|1.01637712039189
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.48528116673327|0.867769143753375|0.938665577635441|0.979787363312592|0.987646928393274
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.222427946679227|0.853731163789378|0.894609921792692|0.939344551858222|0.992825672741941
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.802479630076377|0.892308119803317|0.908535853717993|0.95379112350028|0.971241494901677
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.347105266814107|0.861699238756598|0.878679753603181|0.923376752962812|0.93874813541468
SF	10|2|0.4|0.08|0.02	0.837589512501677|0.886600675033842|0.915327637533651|0.944162450585781|1.04313330743076
SF	10|2|0.4|0.08|0.02	0.324964775733073|0.904000564141351|0.881650611222265|0.935216385540836|1.0220664995444
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117219162423361|0.272452804045862|0.53917489348436|0.855054210398698|0.965032387682289
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000728809449582597|0.142890990335654|0.434309466902213|0.758380269493228|0.909911669957394
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000836580749626606|0.00395232672173418|0.884097353759108|0.937381339667304|0.971843736766763
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000523232482982011|0.00120905133073244|0.803957056506891|0.92052261169868|0.933077235174525
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00085763622852163|0.0115396645228323|0.932579494655528|1.00281959437495|0.992368113453899
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100518654740707|0.00182286123123056|0.897822172663076|0.993536220145076|0.963328366318258
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000402651030874811|0.00751517289012329|1.02079090067451|0.96572175932049|1.01188261399874
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000790606768652001|0.00274214169201605|1.04233420035563|0.995221090684654|0.972381666152331
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.306763266813929|0.334018380163295|0.366122599760259|0.360459277911386|0.436003407643072
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.345429461034506|0.31682335290969|0.356810385772336|0.345553101181367|0.387180627699916
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000696588300482862|0.0227374420377708|0.86073650047703|1.0334337387044|1.07563565765518
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00090323171976486|0.00364292350443908|0.763380786328205|0.947606727576481|1.05780766330455
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000382066627282768|0.000780186474199265|0.0261539054272725|1.02506870778003|1.01601790255054
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000465543369378163|0.00121683404823671|0.00409999229445458|0.956396244830863|0.955632111576298
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000534432937835494|0.00348254666027443|0.955531162592489|1.01648446171164|1.06105896314771
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00073004237913476|0.00245559709345328|0.983115586841423|0.970533708134995|1.05015373679527
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.477697231356595|0.446810031269909|0.895003346779368|0.986475322593412|0.984514132938226
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00277579037403237|0.130907872501155|0.855167834645276|0.962175629451966|0.901799883343029
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00175461799585593|0.555599641434848|0.904336580993108|0.95027700627489|0.953204308659936
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100809710649679|0.409525488985878|0.813984040911696|0.912157415979662|0.939217328689621
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223671056897085|0.685331302820352|0.924930829369058|0.951009853516582|0.989305127296578
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00392934417948931|0.484114502838446|0.870209509736662|0.897253530152364|0.974775902233816
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.730567811121249|0.752445349898136|0.974093747786707|0.960635261866373|1.01896869935466
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0290533981593737|0.548224991355139|0.95141296604132|1.00007749128223|0.968877667929025
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00144157912310893|0.49555004751753|0.95452443942157|0.94112642231526|0.959272981789228
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104345927619243|0.110731898389541|0.896071456091234|0.941251637428403|0.918436801684946
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.846388080398973|0.845106139953316|0.947371454469719|0.978654992974652|1.02661423635035
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.34845376849448|0.515193352073416|0.927094440063608|0.962398451192388|1.0085518002618
ST	10|2|0.4|0.08|0.02	0.00114945928927918|0.734193455688767|1.02299172135755|1.06940959206873|1.01518892124091
ST	10|2|0.4|0.08|0.02	0.00114945928927918|0.335621827893827|0.984968284220713|1.06914927334734|1.16198839553232
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000586418575705965|0.121005677938021|0.666201421317063|0.935191023607088|1.0068657348296
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000718063562088937|0.0567240294735173|0.520401606966413|0.92853696793173|0.98017770577196
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000451421346141424|0.395543105170037|0.998861794533495|1.00857923298465|1.02700732148996
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000855324655846909|0.0441412859717104|0.959418854414388|0.983163023245972|1.00323642376288
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000643242461799357|0.591542661107059|1.00830854846491|1.08956826410626|1.02851545812345
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00108506556687366|0.243184634951781|0.934943172127459|1.03404799303479|1.03006833638982
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000585052843482637|0.460348515349774|1.05621540010065|1.02945709612481|1.02511009058883
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101283341721188|0.138522269753397|1.06222634625063|1.00887959235028|1.01221376446905
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000564401864205919|0.17748086954842|0.353540655831607|0.384344231384607|0.384058670917598
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000860040935932829|0.161042665253422|0.389501117465298|0.390404832355009|0.354545156768497
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00135906657144185|0.367573415373173|0.867057426478978|1.04534194300879|0.975850367446637
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000662629472643292|0.277915590809397|0.726343324895513|0.938668740201071|1.02479704859424
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000598386301740781|0.00122070805555119|0.087636665821446|1.00287449819699|0.0711571070715049
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000520596082514479|0.00104717602804637|0.0173861139970784|1.00474445538993|0.0245667496179677
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000873143919510386|0.467137936692611|0.867557580351886|0.951513041102359|0.967817667354441
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000397963555150992|0.187749701712951|0.775072632061162|0.937848635749749|0.978598321870845
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118902394453821|0.413712110013953|0.972244737513218|1.03073756844603|1.00726571598896
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000539284084134815|0.0562187414214034|0.9607800776764|0.980999982132154|1.02170943308573
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000912179164569703|0.269548943130347|0.967523276295923|0.998921112229492|0.958108958228485
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000421489682939104|0.0806177654755913|0.912679290387519|0.959993080020131|0.962547181680926
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00141772373032677|0.512218208511214|0.959741853337824|0.981508279993718|1.01576881696498
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000638311632137647|0.228082184302405|0.880020090018738|0.951353094677573|0.982408635348522
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101976464905336|0.64656551632689|0.978689918142576|1.05674137837136|1.02461089901094
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00134179559085969|0.349930818597918|0.977209207243486|1.03316997629758|0.959743764399637
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000621876669061933|0.625036635676975|1.01723848077613|0.998335215328516|1.05025745396551
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128838563494649|0.368392002487507|0.99920405737333|0.998091225439219|1.02730752693931
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000656145776171904|0.586085296008545|0.984286338485892|1.00511234657443|1.0360512382177
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000979805127646835|0.327454992960409|0.932253684199686|0.999586598737434|0.999883776869243
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000730979439995685|0.00393827248949217|0.978614021119509|1.03649986435018|1.0609087813333
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107875820439892|0.00225734179487654|0.971127117163607|0.978378948436163|1.0166764747792
G2	10|2|0.4|0.08|0.02	0.465198711739026|0.857332016556166|0.899678563790305|0.958027727804547|1.01108357341452
G2	10|2|0.4|0.08|0.02	0.282115314453936|0.772195453344572|0.806512385673129|0.917996024507152|0.974134135141596
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0275554955361481|0.24880313433057|0.594363409095026|0.897750534822327|1.01712913632988
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0199205877363882|0.139332126723659|0.470301097970887|0.794899960639712|0.988242966612924
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.455146535917895|0.843616881051399|0.947632875254843|0.959743764399637|0.958521941120431
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.219116798570435|0.681951033932432|0.900922602862445|0.931660771974468|1.04462101772828
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.515375082383781|0.800956321346586|0.921752144953798|0.943797524097721|0.997853186522832
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.233650073866451|0.806139618750921|0.815682003811598|0.923254765613493|0.969098085423241
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.503096095932632|0.959335144844916|0.92717517473927|0.973755640131994|0.989985685429592
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0316244609968414|0.932283107777093|0.919530929328981|0.939112320093214|0.954556755874049
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.129901808852097|0.267213237490229|0.291016761809383|0.30221974626641|0.304805545783223
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00152958252862533|0.267957097625202|0.29091371624956|0.323804570875622|0.305066379856525
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.214189112685093|0.298246883138123|0.609260004780656|0.965547825430574|0.981006328078805
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0176727011964221|0.275365783084026|0.485148514851485|0.958810874734233|0.958244744423616
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000747680789709014|0.00143278036794459|0.0323116676081296|0.592182947937373|1.00396731943262
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000563230903260975|0.00117586802610625|0.00798733883279453|0.273512831618663|0.972729413663455
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0771706977012944|0.712169402244588|0.920543458067899|0.977498817934588|1.00575903511154
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0071253225438669|0.520543706596764|0.881477205864536|0.993280400827353|0.985203212732631
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.289583831584771|0.554283425587889|0.990118341319764|1.02672433416799|1.03046791933081
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.151921785809991|0.365331496886589|0.912346742660216|0.992900673395822|0.999689379248344
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.283297025601466|0.892947638210688|0.984229878923085|1.00399744340742|1.00551461913005
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.335780585161392|0.83653480327696|0.948227835047342|0.993614927517571|0.988534369798182
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.12010426195977|0.944894758110594|1.04968530533267|1.06847186516679|1.04944782401357
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.167564775902541|0.808475784885335|0.966939663785184|0.985677705930458|1.03640167283884
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.30593190796752|0.919875967076685|0.987406964275921|1.03529794440456|0.993642650784535
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.135659591528493|0.85978089365986|0.892588219645943|0.985084656441536|0.949372554532314
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.257127243684056|0.94960135636919|0.969792761360293|1.0755839533678|1.05061442963835
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.224182044922723|0.872652626564098|0.928748581277061|1.00177673154259|1.03631930724284
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.630458082189738|0.803941170732495|0.934480956786422|1.00128303026274|1.00520481574381
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.493299972475428|0.792876665687049|0.933921766841403|0.90304702601041|0.924365832003186
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00136926698689227|0.0749270271749936|0.857267171305327|0.910813809080614|0.955248136419563
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000746872901941236|0.00204237466395042|0.802300552951041|0.881031099534069|0.942719574005826
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00213010539244104|0.620245206825892|0.828165866226352|0.929548628569864|0.953073009129273
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000545344268961929|0.340767921638224|0.718547007102876|0.87542204460986|0.936740647433182
G4	10|2|0.4|0.08|0.02	0.680644442586018|0.90884356173461|1.00106802754528|0.975718811903943|1.02177486643272
G4	10|2|0.4|0.08|0.02	0.471824309787997|0.871469619946899|0.94502754336428|0.955063044267922|1.01258714830261
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0733355060317596|0.346296190066145|0.635813088259675|0.914459770303331|0.9809569496827
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0403390670298477|0.284756293208384|0.541531424594652|0.832356984857721|0.915561668808897
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.702470329423963|0.886759987108888|1.02384015020948|1.02392982751131|1.01154875502683
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.4720024661258|0.864985217257276|0.989580618493141|0.982112180699763|1.01167206131686
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.568475618245885|1.00667721025656|1.02626258298912|1.02692185486261|1.0146146532099
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.740835942455324|0.94626696226799|0.919058312240203|1.02122165220196|0.891368893553773
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.253523946597736|1.03145163353402|1.05659113988675|1.04500352033172|1.05169048220203
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242556973204325|0.932119328678858|1.02399498144179|1.01478539323718|1.00578268708644
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.16017096420437|0.303594184967522|0.313915024041841|0.348168602198915|0.358820122036949
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.256491297134662|0.30239518600793|0.319797542389562|0.329506509574558|0.34359755926103
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.310098553724251|0.573942526523102|0.906696738870077|1.06900741303746|1.02535237768674
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.335774636728979|0.435961123176991|0.710596923747282|1.02184422903977|1.07040374037472
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00062830901715838|0.00171737798023291|0.300395773081887|1.0473319966367|1.00110323671542
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000948623418062652|0.00166317092777218|0.0964417381984163|1.00263335396897|0.964040396573868
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.10970463021719|0.650647296368465|0.969922123907815|1.03489318587492|1.03248157319469
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00605541695965298|0.598143269318297|0.955312605953306|0.988660934908885|0.993969649036476
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.578659821663388|0.832817459042437|0.979280536842469|0.908638484579107|0.895305484451775
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.323036077879763|0.825320324019036|0.906713029901669|0.948970690962144|1.03477361627283
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.799316621860759|0.900584274961821|0.95876484740224|0.993587768599086|0.99459548440988
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.628494332432766|0.825027834534399|0.875353562542336|0.944051751657003|0.962450907222297
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.378046846441526|0.859324578916289|0.940656300087169|0.974439726682226|0.968935129207322
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.255755701150072|0.722847903720159|0.882411495093215|0.976936703877626|0.960746843629615
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.358578840813113|0.927188585271594|0.980008875591319|1.00592015557661|1.01514482873018
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.203801897296906|0.878948446678678|0.967860332605667|1.00953476180426|0.987223233500468
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.635139105768431|0.91472429861926|0.94391972428322|0.978153941869096|0.937449373384953
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.430160064802067|0.864799603302934|0.912031193694734|0.960812612995525|0.959940372242293
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.553636614296325|0.855388991278353|0.966842964172776|1.00481662904568|0.9918588283098
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.340282770821597|0.78842848077636|0.893330993840361|0.966827133017326|0.962238736462713
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00745508611225676|0.808792672852785|0.966508626857308|1.08079028722523|0.966496602524869
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00169062114094081|0.451251552641926|0.893645982009194|0.994652779364322|0.960551772566967
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000889803719111936|0.615947111315783|1.01813839235438|1.03096360836594|1.0259035466149
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00114849352216202|0.335583116922216|0.980356300602011|1.03267408318438|0.989466195821491
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.281412712043914|0.83793504134285|0.985509340523109|1.01835374067001|0.999424752290455
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.206255038890795|0.80361940823376|0.953654519690056|1.01871935957579|1.00288171188464
P5	10|2|0.4|0.08|0.02	0.160013610686769|1.01383197940313|1.04420617810964|1.05886384078352|1.04410148051911
P5	10|2|0.4|0.08|0.02	0.0323444170009851|0.995588424253673|1.05040713085771|1.03124271280975|1.02596976143226
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00384551383036741|0.392009202025514|0.859349663608637|0.949079129402877|1.02872960790577
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00209159027665593|0.261001801294065|0.571429265502|0.945452248702473|1.02253986107079
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.04999328012063|0.8629767426614|1.01708422795142|1.02648550308951|1.03859046432727
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00667398751085834|0.763685116286693|0.981705538163998|1.02260436300461|1.03497943061315
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0222089420150617|0.856084372335859|1.00091505169862|1.07230591825618|0.917182410325535
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00165695301011126|0.766515119996826|0.938188919096684|0.971566061081204|1.02319373484183
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00864380755708738|0.940038602762852|1.02123597973745|0.978309083022701|0.989247647539603
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00173277566353377|0.869750799206536|0.99594013115127|0.962772084248133|0.97532299986508
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0812002371049551|0.295582086644018|0.304420431090962|0.326585256253424|0.451537159305302
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00207330002260488|0.272915903820334|0.296578233962165|0.311124174141877|0.429459907533446
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.143454734948532|0.46267768846756|0.810383145591518|0.899671154386115|0.948805257722637
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0173107947974815|0.376844700160378|0.646448134241347|0.864526076838513|0.936876870874558
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0012607843827926|0.00975103759639595|0.277717518708315|0.989973241734149|0.972606483444006
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000590309450902894|0.00222762866863355|0.137729154849344|1.01606346190986|0.98735693194558
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00398865815481946|0.745708619474538|1.00017242227066|1.00361037811614|0.968302492911347
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102011046826086|0.622214937800141|0.956981626866406|0.960815563896219|0.960797207152574
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0608270554585196|0.666141236440288|1.00844952787509|0.98160618584719|1.04736760119448
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0147606563679691|0.419826263335996|0.950231505264798|0.99071128625452|0.957512403843286
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.100298761732793|1.02497325509161|1.04790898288704|1.03484209478471|1.04238989225173
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00400449087648956|0.920712844738404|1.04712522161417|1.04149524513961|1.02482708739442
