#Treatment	Dose	Effect
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000648906612892296|0.000977466923217509|0.00109246303183133|0.16171738474207|0.840777620114462
5Z-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00025463424050204|0.000698190659441078|0.000911754861152466|0.0355009415306393|0.752986305195565
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000621925955773181|0.00088471157088861|0.0023913490975504|0.472584890703083|1.04025437647543
AK-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000429216504688533|0.00051681170972701|0.00104238293995787|0.194881812169602|1.03188903439426
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000578881174301811|0.000909670416759988|0.00140585428044725|0.136712437330944|1.05042123942594
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000799407335940596|0.000895887531657564|0.0014334200506521|0.0354495804834347|0.943590096997054
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000513775608502986|0.000408385740092117|0.0011461148189682|0.840806957048688|1.03487581286053
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000237127203924455|0.00067186041111929|0.0011461148189682|0.423871463881739|1.04676510739063
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000327092945095814|0.000235506920468986|0.000837357939445283|0.0844881077182487|0.512103256700908
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000431762687526474|0.00061493473678013|0.00126912062697176|0.0157593380947163|0.469640050568569
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000348529459815642|0.000682536858805633|0.0012634192918317|0.317198113584299|1.06512055125743
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000697058919631285|0.00107463250109823|0.00137959577843692|0.16025820224148|0.963930831424287
JN	10|2|0.4|0.08|0.02	0.44555375645317|0.967819463706135|1.04135837877479|1.05179236583577|1.0281507083058
JN	10|2|0.4|0.08|0.02	0.344169093034569|1.01183535066764|0.995759604423372|0.996347741481089|0.922794304509777
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00628758939168769|0.132478231814963|0.436532649784064|0.550371530305902|0.634870986724649
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0120804699733695|0.0902923370004289|0.359924596802346|0.424723471738762|0.572481822443423
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.332071050772703|0.829633202970212|0.992319487276674|0.98052822907155|0.994938235446135
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.225777440862809|0.869327912065193|1.0228830349913|1.01138121737333|0.986317040814569
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.352614739102441|0.932660814235536|0.985138381837374|0.994761794196641|1.02706378886457
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.291060469083717|0.893146200448236|0.928082941826439|0.943977051356154|0.998964215199524
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.104643574995053|0.934897055672855|0.942210853925197|0.963007423374389|0.974108957930941
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0611467551562114|0.864173019084238|0.940686600801051|0.959638366039902|0.983679697504444
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0535718823858294|0.290688091547071|0.327958960656107|0.315927433262054|0.474827822816336
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00665110385814851|0.24268541948788|0.227843873324063|0.29929241258627|0.46612910838177
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00559093252397929|0.463132519622721|0.934891049425296|0.980678608511287|0.972771432513088
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00466153075375936|0.323170421788663|0.897083275850802|0.958946581181066|0.966098618240962
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00110112606098084|0.00137241798904858|0.00204266863486301|0.0638573323625338|1.00981238966298
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000973459271301902|0.00145220973259792|0.00156391817356699|0.0175781211039188|0.870974755887135
D1	10|2|0.4|0.08|0.02	1.10293411327842|1.09912041119164|1.09485747602696|1.09396856802177|1.05105247185722
D1	10|2|0.4|0.08|0.02	0.817871829979617|1.09855648030663|1.0726538921984|1.1547010568925|1.15160421610023
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.041834278801144|0.132889882568196|0.454653881832911|0.588578292857051|0.480551292519333
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.014013158175981|0.0546846611919307|0.383656160360461|0.544324414444069|0.45894589245179
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.550811765789452|0.924039822156727|0.994582646046671|0.967286550393114|1.02009528514372
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.541375354807378|0.837956644422302|0.996081419396974|0.983530239217624|1.01286098249198
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.4306285308383|1.03685057547809|1.06208503978956|1.07022719453046|1.01569162809798
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.485341679707877|0.912320891463834|0.999300769153931|1.00295008823627|1.02436653015017
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.442980728321331|0.900233439210134|1.14703518696522|1.05474003156044|0.965488365182666
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.535365927780166|0.922798479155927|1.09118086023587|1.00535987231753|1.01237430412829
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.224391530901656|0.302288767231713|0.366862344172548|0.399700359003835|0.623253272023142
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.119130852657665|0.240994280437589|0.298783532936953|0.369566651276301|0.575093991161533
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0597384412090105|0.67435619881909|1.0980116657228|1.01365142858508|1.04121713489657
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0147482263656805|0.552728732517545|1.05674912961091|0.944842302462896|1.01779010779204
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00129102311444364|0.00175271349974137|0.00248799818743775|0.442085643566473|0.964103572543102
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106872774374474|0.00130812275834356|0.00199210851434019|0.161044446249407|0.973286081317357
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.106362669658631|0.807788597600288|0.936331438236304|0.964473210472993|0.933015716187589
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.032470631578066|0.618172836198307|0.954676758965428|0.96899464963033|0.971925212047123
60	10|2|0.4|0.08|0.02	0.964343666411392|0.963784281734536|0.963153864082842|1.00143175839909|0.964920809331957
60	10|2|0.4|0.08|0.02	0.784958767577887|0.96327817178881|0.990705779198437|0.958767577886547|0.980849953939555
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0632559479725456|0.208226874998593|0.450805556618576|0.592561910914915|0.880855958777832
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0555031549185439|0.122198785755931|0.381057432348777|0.537698068780151|0.761619622400259
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.609449056319316|0.899912369142631|0.977668265380158|1.00146051428948|0.99700359003835
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.387394348280833|0.736438418121684|0.888558048376002|1.03464716801568|1.00912114730464
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.971832125084606|0.965404213474776|0.944238931008501|0.990613546291606|1.00787951284092
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.971985373308416|0.957069212857526|0.934839706614789|0.992069404417806|1.05026116051474
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.818668880978589|1.14600082822132|1.02435957679178|1.03661553580126|1.05635552580253
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.600945373868974|1.01467839908681|1.03388626761848|1.0520213106066|1.04493207941484
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.213476455631015|0.352272361517912|0.383259840999067|0.433374102803438|0.526521613183559
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.171151308378126|0.303888119990988|0.3222987543854|0.397091956612701|0.478773053526023
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.336066714242755|0.873972738003869|0.968209298881064|1.06681747388926|1.00048024919098
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.267521240928003|0.556649207140004|1.00135995798942|1.03661114626954|0.942940112477054
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000894337724283132|0.00199362784371448|0.00210542005924987|0.734568016247135|0.989156155093067
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00111792215535392|0.00195636377186935|0.00238490059808835|0.619235713886456|0.830131728493973
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.60019156223516|1.23301891050232|1.02538951823602|1.03160776880143|1.08054138897665
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.273753466423954|1.02706443411412|1.06620932436702|0.999443366280032|1.04285076700115
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.618467262348188|0.896553192032795|0.904547641041577|0.983317228080183|0.942331842001081
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.390680805234278|1.00699407865891|0.985037013702945|0.972785669588316|0.959657405081881
SB	10|2|0.4|0.08|0.02	0.948137467573848|0.948309119660815|1.02493461128312|1.0625779139551|1.09982641682705
SB	10|2|0.4|0.08|0.02	0.688427859991975|0.949030058426079|0.96652140608807|0.992277801737548|1.01560532035644
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0657166307251601|0.163700151276192|0.439505616530947|0.565660304483569|0.705317197206218
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0519408413531173|0.0440149345006276|0.365090604782903|0.524606520969455|0.623169397148283
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.688659386627529|0.959941831499859|1.06056974609629|1.05694319145785|0.946333274985301
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.29031288010377|0.916441129079313|1.00653049133532|0.943344060394702|0.9643762819736
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.982113245514337|0.968940396117084|0.989873488476086|1.00133219056846|0.992863930241658
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.729667790799501|1.00389409550782|1.05856980492258|1.02928956047027|0.935449311546273
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.756600622828|1.12853224213065|1.1396950048392|1.05098463991816|1.10456188914464
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.553313976521089|1.00353537632953|1.02311283617417|1.03411512790039|1.04330209163896
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223557230819657|0.31786107274132|0.383077751504226|0.447067637487416|0.575759136562639
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.209725376349121|0.259733570575703|0.335860276730738|0.328536979373961|0.454980919158102
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50213385141891|0.906777112106457|1.05773185819846|1.01349406992529|1.0063568449889
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.404992805872359|0.627466122568425|0.938163018119447|0.978198135217084|1.00868985587358
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00134912275982511|0.0012332471853616|0.00194505428563743|0.33047713836992|1.0308373872541
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00153121294826776|0.001978161592627|0.00202782255311136|0.0540476786604784|0.995958839340585
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.531496516779854|1.09700917947228|1.20260768936408|1.06417331728885|1.06152689986491
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.219901612286016|1.03017561330954|1.09498056681282|1.0675574120435|1.0289953295804
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.624545087380336|0.978651035356016|1.03648688476275|1.04475663402866|0.973752060342099
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.494630557465807|0.97005818078615|0.989881127812162|0.953527414830097|0.982257589154141
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.912832997799522|1.07343040404513|1.02931785195936|1.06529331897561|1.06961936420244
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.894433259984082|0.987396413689779|0.982733274029683|1.02234186993773|1.00007490987406
RU	10|2|0.4|0.08|0.02	1.12446327815887|1.17500526771709|1.26577856858568|1.13105611874605|1.03021562521949
RU	10|2|0.4|0.08|0.02	0.97574977173226|1.11421815372369|1.07351860089434|1.05692412146185|1.03682719546742
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.150296300511311|0.338441028475739|0.521854703008527|0.639423819472105|0.961200484485884
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.165798223009828|0.196387491159758|0.444759667363047|0.59472268060512|0.941113829795882
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.679792334416908|0.996331296544218|0.973627960776118|1.04528872675505|1.02427386364342
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.358527304216836|0.914026531368139|0.972179516095324|0.973578299815634|0.953026939001856
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05068304310341|1.08251381992374|1.05586522635168|1.1095681360277|1.09655735210722
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.849822726916463|1.00749203539007|0.995809070664878|1.03597560132229|1.03327385809854
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.662234884457107|1.11852070166246|1.11351693573916|1.04052133477421|1.01954568774492
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242302780233815|1.03808494613092|0.998412854351552|1.01984259532152|0.937651592057722
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.329294442623718|0.334369586591133|0.338555175804111|0.395992321737909|0.564155625263355
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.182087176365935|0.28850601619926|0.287073364857905|0.367863664029215|0.467493796526055
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776933320467046|0.912731834410885|1.07308694393515|1.1192589018624|1.04761941522725
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.861781337450545|0.747436070635916|0.944961883624433|0.987405191546849|0.952975007237286
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127559060957657|0.00198754815910768|0.00406409101190675|0.248124622236066|1.07729559958321
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00158707203749643|0.00167606673118782|0.00253634877020458|0.0421167387894497|1.01299693339118
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.670334108298678|1.19691760262833|1.16349585775566|1.12120385226905|1.08202626150169
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.49445699670003|1.04685083918196|1.08205536818131|1.04487158496786|1.00864104551193
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.970222503956911|1.20508557691158|1.18489636283175|1.12030204084887|1.05743799511217
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.701056903762354|1.04243960977088|1.08513836229752|1.07111275899325|0.942195218218134
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.22935199362243|1.28849633669505|1.28029660748858|1.1949249412648|1.20031550398387
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1663861718147|1.23213585230364|1.17851704691645|1.13178196481371|1.13149514301019
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.04032475840118|1.29358850064854|1.15311366986733|1.09533359009434|1.03374636439699
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06876325307339|1.09382843938006|1.06886949900616|1.01232010128779|1.01145242617014
D4	10|2|0.4|0.08|0.02	0.851768792820612|1.05729228987745|1.03823989192319|1.02408954935829|0.926218276560841
D4	10|2|0.4|0.08|0.02	0.854185081540095|0.945000482485767|0.973741194634758|0.974860561613432|0.955082505066101
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0199125627134482|0.311525925266706|0.42403005054157|0.669833394517185|0.947637747099329
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0110205095687836|0.237126361340705|0.349645319064517|0.692482544061644|0.778169601637502
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.665342312743996|0.930118500569399|0.954713644847572|1.02518819287541|1.00650170455993
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.330171620259704|0.809092926713019|0.879858541537051|0.94786629846717|0.986534522341196
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.882464806420361|0.971554099040374|0.97501465153273|0.984144450158874|1.03294302447504
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.616632180746092|0.951452594816347|0.922245212835939|0.916400546990555|1.00576094280121
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.914092651878472|1.20557952767198|1.09701747504018|0.995828429945883|1.07535399293912
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.542042593037823|1.06399078795855|1.01788840101063|0.997186615544898|0.976164264534062
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.253184057797787|0.306581492843894|0.371736811116866|0.408657272755444|0.535417524381228
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.134613596823247|0.224063818390286|0.325794299020324|0.368239549163092|0.550141439898004
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.325935828013652|0.748927184136855|1.07918979396123|1.04096558271095|1.12651962066393
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.241563582704497|0.591535652359226|0.998388758116752|1.08789502064908|0.965718326504122
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000858251071680585|0.00155935758094078|0.00193408692209709|0.637015703879204|1.03462166691095
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118462823978447|0.00164397388378253|0.00209123148451748|0.134346512826169|0.954762009093231
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.367774256892096|1.10450368885531|1.09414188883321|1.088739945163|1.02252374326839
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.227444841280055|0.993981859279973|0.953055474388459|1.0680163451188|0.918106352280005
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.641418901550853|1.01901122440236|1.18591380344443|1.17396624111044|1.02988946962557
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.469299974295262|0.941643389598149|0.991538000171365|1.14877559763516|0.96616913717762
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.98875237031457|1.10865781749227|1.14761496566832|1.07948151804037|1.0639997921916
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.940762483656735|1.06416603891212|0.990962066308197|1.02647652198007|0.952129603172542
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.749872885916502|1.05595617625991|0.979049372223439|1.06153806185353|1.11704516354108
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.669655548668921|0.957671938035132|1.03346533404097|0.988394576960619|1.05148027597674
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.931194482384509|1.04014543153191|1.12974210443043|1.01412016183456|1.03450769941136
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.816121459869099|0.972111630970717|1.04269629543525|0.985072602752996|0.958730896773964
F4	10|2|0.4|0.08|0.02	0.823256186433891|0.950392181453617|0.994374526866432|1.04341571838486|1.00852962552753
F4	10|2|0.4|0.08|0.02	0.814788512128085|0.85803348690185|0.876189727883036|0.868628656821963|0.925678177002195
