#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0769353053657591|0.225252572660533|0.492654840326236|0.590198681913632|0.871584232017114
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.065350195229999|0.0920389460759451|0.411964820750246|0.579085939049482|0.776929097975331
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.632939765230057|0.892358838145832|1.04943192528489|1.06427898209237|1.03515380001714
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.378044726244538|0.869752377688287|0.907109930597207|0.927187044811927|0.958663353611516
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.849880943103792|0.981111948117169|0.942244850248071|0.965062212639946|1.05889463248218
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.470402022668433|0.891844386142643|0.89835571602982|0.934777601717883|0.939827345853789
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.63927435487283|0.952119743322335|1.01960711541959|1.02923438352453|1.00022639296623
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.343196891364778|0.882524318687069|0.897718626945217|0.921352568075623|0.976889360643995
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.141883747654203|0.323218227362538|0.329124263192269|0.408171228743149|0.510015624870826
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.176532932102082|0.287623283537669|0.279931548184952|0.353171683435157|0.463937963475831
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.909034533416681|0.942660964985732|1.04725442175968|0.97764041273626|1.02739691956684
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.889700993372542|0.88941579878527|0.981725991009738|1.0049792985208|0.952516759327272
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104349414012822|0.00170872165445996|0.00243916755254971|0.408958397193001|1.0559769387795
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00129132399840867|0.00177394003821797|0.00207394460350484|0.157176304856813|0.984112801716548
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.917127240409958|1.19682042010428|1.13126065613164|1.11830737718987|1.20891167282672
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.953294198868686|1.12294553596289|1.07718948938296|1.08925785645356|1.02063141513428
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.83578959111954|1.00666034473141|1.15558282664882|1.08608616425875|1.00306056042097
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.597653446384411|1.00518770569532|1.00396050649858|0.963395994868076|0.931414440043882
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01944876800918|1.14365987618788|1.03536687495974|1.07170005797848|1.01519285638584
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05071974364782|1.08655418702321|1.0632796703331|0.986349080344878|1.02405379738286
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.795793685568076|0.879172625887683|0.947055662568927|0.955045014508809|0.980441629946842
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.739048122948719|0.922260894007159|1.02040161705012|0.95286910657154|0.910435594943825
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.942946159573004|0.955673797084051|1.06450537807351|1.07644375614536|1.07054089143206
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.842511237827414|1.01452336854602|0.911528327947246|1.00701545522528|0.984723850392225
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.85212383666708|0.959897215827197|0.978119232249186|0.985169339533428|1.00316309161226
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.669564536851648|0.894170128675871|0.87560897665834|0.942646953323203|0.951281867332764
SF	10|2|0.4|0.08|0.02	1.03009844644567|0.99721939330137|1.04132767294878|1.05977350833228|1.07306244350105
SF	10|2|0.4|0.08|0.02	0.932185999321059|1.02259195264196|0.956711789543546|0.922116312511204|1.0886018011008
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00312377977352597|0.0941447723173612|0.412093490266079|0.617035756122051|0.844863427604544
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117513620051691|0.0230341570443093|0.374719696547108|0.507257209795281|0.670809393652033
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00124684910839898|0.00387354456342618|1.07031189930447|1.127841517166|1.06200788424253
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000781358774596696|0.0015959668587507|0.951960981935234|1.00909992040947|0.945385930970277
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000729064534781406|0.0106845664580034|1.00318651482012|1.05285717877165|0.998529300852251
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0011941574276592|0.00240088493350429|0.919212107499309|0.939060260954823|1.01201070970661
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000393405539641755|0.00849510087163915|1.13246702155125|1.03353782225446|1.04125225900837
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000872868541080144|0.00462251509079062|1.06363334603705|1.05863586629129|0.98418386791409
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.145746181535169|0.166243068391867|0.288294094756299|0.383567224438175|0.474772594610371
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.14690144955735|0.156733388461913|0.193896536628077|0.33953935207705|0.417459139994163
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00098060503330555|0.00962393796972732|1.03353669213905|1.09241502006738|1.11435255552676
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000966596389972613|0.00218534835993808|1.03539283738066|1.08569087126757|1.09191771322906
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000352728709295107|0.0010017495343981|0.00193295332693719|0.530588633670072|1.06396382414357
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00069134827021841|0.00155200632089847|0.00208815395902703|0.138904565720413|1.0102573508663
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000692291958399547|0.00582154601381437|1.12897084506821|1.08096669131646|1.12574539389839
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000912566672435766|0.00292650691505263|1.08344478184936|1.0475006686911|1.07990465251664
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.144141086557558|0.128315358121528|0.9290167684843|1.03820046760691|0.927684340196596
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00324308017195867|0.0168879000427383|0.818978304045051|0.930676018804837|0.893468587374613
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00510197809222901|0.20797015035468|0.998592345803469|0.982745478909775|1.02602008827037
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00113104092647005|0.112212783221254|0.882734414378972|0.942224708326674|0.966695762284703
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.256426938418134|0.778060852222979|0.957267243895321|0.989207364529624|0.987973051853293
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.142706002529429|0.400774637610663|0.894870609981516|0.883907724486818|0.981594756299251
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.91257906128081|0.881823084843348|1.13826530969608|1.06752166086475|1.10581428741534
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.925179835958787|0.34976080241509|1.09528679195063|1.0671364231731|0.942060251174975
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00174953439810373|0.396876234550483|1.09156131835882|1.02919182798126|1.01159771996162
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00145324228229584|0.0350047971104464|1.04890230825667|1.00074073028952|0.900706868333427
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.893324102773888|0.876425885425681|1.04299290400743|1.01325581761254|1.10855609924949
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.928599524835974|0.403378070078827|1.02827383293736|0.951264219519486|1.06989788693614
ST	10|2|0.4|0.08|0.02	0.00128485253232094|0.71126387386668|0.962427137246931|1.19161724460834|1.05410172838072
ST	10|2|0.4|0.08|0.02	0.000907381731865069|0.457697863660451|0.923416981830588|1.08370415000109|1.06274000246808
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100093630631302|0.0665523212939256|0.474052714874013|0.672138672765087|0.9083530123377
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000908134264668108|0.107802828805091|0.338329728968323|0.579926586956342|0.724890004722961
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000425674527350383|0.109296699910577|0.987526783345961|1.03064062428028|1.00281294622365
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000489208038895216|0.0433298548735763|0.940264204107759|0.921127910430455|0.908935829565002
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000646115592983475|0.551884352568582|0.979794368267739|1.0828098768569|1.04854397125149
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00122689365409222|0.121673003802281|0.907828706770602|1.02096427307458|1.01856130384675
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000439754505302357|0.471172521625626|1.06690027170546|1.07837577022478|1.03048441052828
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00071896371501814|0.0375326980160441|0.972576420433228|1.04480086275646|0.93775903198167
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000680394322912088|0.168905979442918|0.314135765424501|0.347765592688437|0.445436579986469
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000772132883304729|0.0609144041007137|0.303272390898006|0.288372519714234|0.365318237243562
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00151714225567839|0.30565698066914|1.01259445843829|1.00780348289404|1.14277833027243
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000704128223927293|0.0966325249167024|0.977896181011767|1.01043126038952|0.951190121879514
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000603213270691955|0.00131911473480988|0.00214107567509342|0.670673726250549|0.00318841300222891
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000444124056443527|0.00105396604439583|0.00671489058473572|0.157040940614979|0.00261834331783871
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00112454315434355|0.499316220581999|0.901572295576956|1.03215272185505|0.985639838053079
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000463794634277282|0.222043269498038|0.791043045542409|0.969197365265276|0.984610595166053
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00678784358920842|0.450335308583718|1.02410773433034|1.04495040699838|0.983177400473697
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000515440529234008|0.021822735646161|0.932577111899598|0.974952131183245|1.02682287176602
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00226857482894073|0.324573726064354|0.941577217924533|1.00617924882252|1.05311431697575
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000453714965788147|0.0247937778227615|0.906920374768562|0.941046720426073|0.998919809369912
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118495640507161|0.538505349504803|0.976847480820907|1.01423858906094|1.09600058101088
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000573366002454006|0.0399444981709625|0.865484513384274|0.949731091344849|0.958904947384113
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118223499991364|0.640993998622005|1.11371143102254|1.1228008221907|1.06682890411038
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00176567564922166|0.384303143478419|1.04114983869018|1.00550622112784|0.931700978990379
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000934939708598829|0.636882324929923|0.998913307017804|0.980779662968189|1.02655682287951
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00126984348481333|0.258154994165348|0.892434837667605|0.929581248179397|0.908070657719619
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131225552931846|0.559215530760495|1.00450997710763|1.0873190691638|1.10391693855111
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00135551670061467|0.33500009012744|0.945588261802188|1.07323034771166|1.0326008976693
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000485413329450027|0.00399656974580522|1.07513389317671|1.16523469734479|1.05367862401502
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00113263110205006|0.00213581864958012|0.989636425416242|1.02167370515994|0.987743313431387
G2	10|2|0.4|0.08|0.02	0.481026075478018|0.890352959719445|0.949450809255957|1.05471417453922|1.05257060672032
G2	10|2|0.4|0.08|0.02	0.443419069478786|0.875505600267946|0.920457478352526|0.961335001428388|0.975945937958685
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00470693291994667|0.20647912654681|0.4340309580987|0.687537685716253|0.921173478435946
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00253707022635423|0.0688263755156032|0.43532453008911|0.616257696231741|0.745773462161976
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.621264492454615|0.79023197523448|1.0172057415166|1.04369087625493|0.986997334213612
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.458108385615885|0.668315910081048|0.92535222350383|1.02693231128862|0.978076833759718
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.5996870742841|0.714286960207501|0.9222482509127|0.981023863638346|1.03032449036192
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.439030941969199|0.680838445558077|0.866842607435213|0.870540503297581|0.942237820055503
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.589938172576023|0.905571678353191|0.972842799718802|1.05033076770554|1.02483551742163
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.226263136074409|0.858445842421184|0.867682102492925|0.993701894478793|1.03933522000108
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0994935520929405|0.259145996149054|0.336480429752601|0.392197789751307|0.358679999352782
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0114719350193356|0.189392100707085|0.276289176900798|0.303375240684109|0.285819458602333
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.024816525962192|0.470387044023918|0.909818446898427|1.03343611163102|1.08800252184449
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00450779703092215|0.36578566292002|0.791520297892881|1.02498005181602|1.02353787199669
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115169635275291|0.0012184613587096|0.00178596390934147|0.0257462554220487|1.00491348715713
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000951401334882838|0.00135199137062298|0.00135199137062298|0.00407266536335811|0.938590799364898
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.25672311499359|0.954287290182165|1.05882352941176|1.01070331832682|1.15676336424078
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00692436122953997|0.946155451536925|0.953862437017382|1.06621001162756|0.996780060224799
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.488164195504429|0.687846765332284|1.01828614837826|1.08719833959602|1.10302915202735
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.267489181599902|0.646655452609303|0.927818549316982|1.01253442218213|1.04392473920534
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.681078603109592|0.928085876001131|0.993838035532935|1.03709057569111|1.0454091440675
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.499254641550346|0.772515931932294|0.960737762653108|0.950839803981603|0.994206113779678
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.579774655724023|1.0093423511145|1.09241972533112|1.08746470771787|1.10408168636017
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.278646430545165|0.839375472286865|1.00104889978308|1.06456936836684|0.91882869098059
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.742730650292554|0.972502169125008|1.14161234584381|1.13763747061484|1.10061032132713
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.491994630952116|0.910772950084169|0.931959924951983|1.07122145839359|1.00943291285679
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.64477531507674|1.03698402039394|1.02474933848094|1.05054068789562|1.12873150430593
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.459208955820841|0.925794086009056|0.995834061337605|1.04511802089495|1.04072262931987
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.651888733192213|0.960488655675144|1.00271309740318|1.09829015235085|1.07372320443636
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.634156703735726|0.892735756238633|0.920582272442682|1.04479592140962|0.986046927640798
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00147184502896211|0.0180216232348034|1.00451049283069|1.03971946769402|1.04828601272434
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000780010038390059|0.00315395363349024|0.867255856857984|0.907009238031933|0.936975188898083
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00151915930928444|0.46053280999299|0.858679703328933|0.94228031166189|1.00242429717968
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000849926133388211|0.125681990433312|0.636219903329268|0.85199406390173|0.946422865020688
G4	10|2|0.4|0.08|0.02	0.999334568954822|1.06558443267304|1.08114875203483|1.04266653633742|1.09405886621076
G4	10|2|0.4|0.08|0.02	0.55680412642438|1.02003436180651|1.04901256799991|0.95431834672341|1.05770452605896
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.10043234183927|0.357938997530535|0.550861346563142|0.663351798705199|0.831446009180775
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.131741900079349|0.215970692710998|0.479202355261889|0.592137756123607|0.664145290588593
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.862886096627042|1.01814783082795|1.18589685565307|1.07664358805413|1.1065103580097
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.559208324299063|0.883069532652833|1.08220939999116|0.965428392798126|1.0960018356233
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.916839519997964|0.974867337719354|0.982528027690467|1.05069798811448|1.06191542700075
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.951656210630798|0.924379318682158|0.922909535141188|0.967785653385592|0.890873344107504
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.896584847948634|1.16785055233954|1.15601380216891|1.08887990090751|1.11561212366339
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776947091685836|1.12550241411562|1.05380570792993|1.04747971384514|1.03760206274173
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.257373576291988|0.434317519132603|0.408264346520954|0.429489614846431|0.482821697427359
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.231783182070464|0.348015603136262|0.358446878200167|0.395218998929043|0.375500887252488
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.653668540911062|1.01354411127093|1.10287468255989|1.21287241144367|1.12798084003771
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.544930249203389|0.770748023096564|0.975120954144099|1.15335540215963|1.05114829012477
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00135609444798979|0.00177670128212566|0.00448889017810524|0.897132621685908|1.12097522770784
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00144311655160411|0.00196524917329002|0.00415530544758369|0.465118640134594|0.965176654870337
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.930583718347654|1.17112070435827|1.12939134257873|1.03546427231346|1.0691585526241
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.693169801738155|1.07603385346589|1.00584059459603|0.973336415974652|0.959813222257176
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.704726213048624|0.937117442703893|0.984767697848135|0.98437957319013|0.916744079508291
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508576918671977|0.855159512871741|0.9384981484545|0.976044437091992|0.9019380782103
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.892413862837787|0.962833994792588|1.03857529260093|1.00817765868702|1.03006269117015
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.697085366161935|0.860215121716929|0.907138704213959|0.933649738365479|1.01488283323643
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.794409136746324|0.970058550846994|0.953517350281028|1.02908781063609|1.03634842835143
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.518167960413686|0.855327032668089|0.924130922508071|0.931228942410669|1.0116710833861
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06626841840843|1.10435434918756|1.07966800410177|1.07085882603938|1.12101608363213
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.624701485860581|1.07269636552583|1.10583401581523|0.998499686861249|0.913766405373599
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.965619017230376|1.08096681557116|1.06251087776295|1.10255554910947|1.06089371700412
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.767738005453385|1.06069066542902|1.02296658351221|0.977178453327145|1.00594651041365
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.950618360161156|1.04365853935863|1.0958638281099|1.09642476775961|1.04286261147728
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788059565726587|0.948268477844779|1.11191883051663|0.999078997737291|0.949117467584889
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00589897837473422|0.995177098999118|1.07323160296634|1.2066068557797|1.10972099777006
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00216511953534201|0.518124773116216|0.998917440232329|1.08244308458227|1.06022143857284
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00511229779746189|0.73672736501103|1.01480334317369|1.05690030254896|1.03804106043488
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00177340473835401|0.333192174392953|0.915254185464502|0.98103527087993|0.953889948005608
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.723725502249797|0.861109320202894|1.07720380418893|1.04767231077639|1.07536858140577
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.553595552283608|0.842055389542529|0.991716008270497|1.03120928286871|1.01369669944778
P5	10|2|0.4|0.08|0.02	0.466305575101046|1.00647019358217|1.05340118800216|1.07290667801214|1.00854510644565
P5	10|2|0.4|0.08|0.02	0.149439544435535|0.91986712703114|0.920776946867176|1.00345273355042|0.96350575182864
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00246283069983279|0.251817957924482|0.531945506630199|0.671730592245972|0.918609926503947
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00545711434015581|0.0953115480835288|0.3796064655787|0.614249419938559|0.924384616381713
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0563877155334017|0.846715536972303|1.04335841120327|1.04633633387012|1.08893419647862
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00398484615851547|0.639203602072406|0.93605321697773|0.941880518886957|1.02132749650969
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0982406783176892|0.844967069439403|0.999280454286159|0.949929990146761|0.96949385469066
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00260592231499248|0.740594046569517|0.947622257947415|1.09977052325883|0.99456775398019
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.144452988722063|0.881914176383447|0.960775650541424|1.04190585972674|1.05096245426985
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00931954765948794|0.781686232722681|0.836417172061537|0.922898171405683|0.965698377487544
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.133905291109215|0.34938803416753|0.336151639780553|0.402795416141264|0.505286011374183
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00621336863838165|0.29173445046023|0.286948477319855|0.339138374898231|0.498550863709219
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00302400549819181|0.62295167809396|0.891512166385757|0.973225769501399|1.02557641013893
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00234327698777634|0.427857505195464|0.786725794046898|0.894254716826758|0.940557346467903
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000933283212568214|0.0017499060235654|0.00347388751344835|0.835619013053003|1.00310446290847
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000687000142584935|0.00121845308307517|0.00184064189145398|0.693196106135041|0.98995424319805
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0129828858712923|0.797447698894169|0.974209190140719|1.03548869710527|1.01873520411625
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00165678191536844|0.803474957241458|0.835075215756567|0.932789642256508|0.922349059669143
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0248587385825613|0.857534896272007|1.04009616406767|1.04177085803534|1.08860995494354
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0058941377533915|0.704372357736874|0.935715629114162|0.964322803804041|1.00411641085607
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.389399894274748|0.969129758594007|1.06180024056326|1.06377990760532|1.07282631179756
