#Treatment	Dose	Effect
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0889478246096|1.08072369993463|1.05462304655442|1.06482833291579|0.994059394536256
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.994715942304425|1.08083888375361|1.12791451056956|1.00056728030846|1.05747960526505
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.76986550991055|0.954690535267118|0.979777779051177|1.01095059910264|1.02567746445783
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.914395081112365|1.00149560772673|0.979823621433606|0.995925758261657|0.922566485780266
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10545424852803|0.877707366720423|1.15905478744966|1.0274622565302|0.994730349628325
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.980522415698717|1.1989956460498|1.04746768074143|0.953191390085358|1.07837985226315
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00176692275864|0.959047650999206|1.18698068686326|1.09929434920209|1.07912011719842
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.906945795730309|0.978148309681171|0.933360172666376|0.914192415651804|0.853144116035383
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01047656327878|1.03225147641983|1.01708975708669|0.981077026688613|0.963775744652917
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.843405892063924|1.02667888810816|1.11450793704823|0.943245667993358|0.824373509296157
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.967321448847508|1.15167985062387|1.08914373667411|1.13963892358351|1.04204988456152
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.810103074574518|1.05474685540542|1.11264019782244|1.02813166294488|0.847568222247455
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0167920121153|1.00837290484869|0.867814882312174|0.901994404373829|0.964768089530019
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.782011858620601|1.03145357940399|0.87028927847224|0.925845119227906|0.946461664827126
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.940065632295879|0.904985551099042|0.967613781693705|1.04543648742048|0.936604426642576
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.703136309462261|1.01036729051815|1.07375742172832|1.0588568225479|1.07180913301152
SF	10|2|0.4|0.08|0.02	1.06693956176258|0.891786879145415|0.950605257973426|1.07051857364884|1.06579033776241
SF	10|2|0.4|0.08|0.02	0.809699450561478|0.801490707703084|1.10942801479763|0.997482652190093|1.09665521090997
SF	10|2|0.4|0.08|0.02	1.01596608885794|0.976631118603486|1.1280463224246|1.08425257448602|1.26256703436313
SF	10|2|0.4|0.08|0.02	0.750943672811229|1.01536751322364|1.09364654719586|1.13488718681668|1.11922649369052
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0060626968821224|0.294911745909659|0.544930126287333|0.645767705959201|0.843110751672614
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00900355731001759|0.207274105158382|0.527160542701859|0.633970331242683|0.97020116616427
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00847821663539147|0.264825574823088|0.500779995930456|0.623770658587868|0.90325789604576
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00492866993737424|0.200843299948|0.468856684225995|0.664206099794262|0.852999027831159
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000529845567294706|0.24878553060866|1.00572751539864|1.08043574038719|1.01209718058807
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00103665437079399|0.271257893691094|0.975272913661089|0.976908523890564|1.01732652596963
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00130650789921552|0.227882483052644|1.01927099151343|1.08392021133338|1.04320071514117
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000504266206714763|0.225716430482892|0.779446567838131|0.991628034908974|1.08689996619124
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000987593358434664|0.430644377829603|1.17598752626649|1.06662229653027|0.992627937620598
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00158873714182968|0.498315992303213|1.02652815311991|0.986251519632444|1.00882661564101
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00067577080106997|0.462824158806138|1.09250739124314|1.04084471350134|1.15855272420104
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00108123328171195|0.544975362522878|1.07169365057018|1.08844150359003|1.1494298183866
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000686428498223151|0.302486158217002|1.0821545274488|1.0065901902694|1.00734335487162
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000915237997630868|0.334662494071212|1.01704869113816|1.00184239315669|1.04461070208765
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.002325804751806|0.358713850738365|1.07440758170817|1.08404305853708|1.03937514763409
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00282419148433586|0.331915180807958|1.12412165827802|1.13264614801567|1.13378828427772
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.310463071276946|0.340112053665836|0.369065050552639|0.46748810801695|0.500691970201113
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.326213758562629|0.334255067979045|0.353646294814105|0.525908060315174|0.546102347344949
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.283357309721079|0.342818751330241|0.355794208227876|0.416424979549552|0.523223759959176
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.317749963458446|0.314703551839002|0.355527518995197|0.495241905084276|0.553954565386302
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00670506878322548|0.173099761590973|1.01994047178333|1.20874857472864|1.08586575054419
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0120596466807836|0.204895529460544|1.17605247960196|1.03242658927011|1.11301772519287
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0177086405638548|0.176198541104783|1.0350797709796|1.29235372279775|1.02640788861557
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0115787265225204|0.258988868246376|1.16684859781257|1.19252369412459|1.03574871001189
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00029953399422821|0.0023271487243884|0.00440084560750678|0.596326100355409|1.06379498050149
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115205382395466|0.00218890226551384|0.00571418696681509|0.609263664798419|1.10975040753904
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000699868171383235|0.00263053898899216|0.0043922761100603|0.687017143753526|1.01798238866214
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000530934474842454|0.0031373400786145|0.00494734397012287|0.715579005161528|0.903397075637046
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00759663132987749|0.308647394884727|1.08897087439095|1.15578386961192|1.03383925652641
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0293902458008375|0.418424944348449|1.2324226715858|1.09558367969613|1.01636700446769
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00907842375561666|0.347904285028248|1.15395085783152|1.12146674048494|1.10942742919717
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0166396985278149|0.29004462742675|1.07753059532804|1.16857176940559|1.12982329496619
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0339646237618182|0.596624470309133|0.932191517968563|0.911634547518537|0.901286286675809
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.047307868811104|0.531271553285761|0.920265254694423|0.95717118911071|0.908661032732816
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0373025482190624|0.699940870054906|1.00006194565676|1.15459946501478|1.02884978178235
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0335407574264395|0.726566239617063|0.944693791355765|0.987188511896382|1.1465915810221
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0899221332672328|0.705333883111714|0.87142097849429|0.965776295812548|1.01764931607411
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0600720273236677|0.606898129720686|0.954431158133582|0.903120627891401|0.953840066926779
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.139288708685168|0.697274187980054|1.01835984041242|1.05049540160366|1.0897848890181
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0686423893490602|0.694252718414092|0.864088380580569|1.09149809341117|1.05757664642836
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.764127836475529|0.80612253092451|1.00088068934687|1.00744436800501|1.05085244839669
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.47065751891876|0.736973694424888|0.973630180072864|0.836885090116738|0.907672169413579
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.709567732654302|0.83540402136591|0.969343559839679|0.898588854954394|0.9211446096721
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.414506868529901|0.716491395425767|0.833096133775422|0.856298097018466|0.831885774950188
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.769388873258207|0.847883194384801|1.21493240141565|1.23187276954288|1.13075180287572
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.548346685226044|0.768855784750707|1.12122728820838|1.04109816232545|1.0529090343694
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.796913150429185|0.90747052867468|0.949674500348152|0.998227311564436|1.08336500658297
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.517102034486848|0.711738967827073|0.962128928876578|1.0376217393023|1.01641029071482
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0203452705310392|0.578872484922496|1.03645674325905|0.995040408287875|0.948992816944408
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00622109064935514|0.543400747682932|1.04629528291562|0.954384428840515|0.84552686301504
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00796401712263681|0.637640237593177|1.09359228455675|1.03304162103949|0.998748080641707
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00639534708332956|0.528267735775632|1.12352974892229|1.10453677475407|0.833156857953911
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09585765656377|1.10133719391647|1.09431342330983|1.00507168542474|1.03883310761375
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.969878111427637|1.14395305032768|1.10030355391585|1.04616821556998|0.985220816015193
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09578532341885|1.13645470423242|0.93669267639151|0.966056850264125|1.00792526817749
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.970498181562358|1.10310189674211|1.07330949533385|1.07514475620089|1.05830929651392
ST	10|2|0.4|0.08|0.02	0.122735130290031|0.703374095652731|1.1472672172781|1.00614636020232|1.03219369571249
ST	10|2|0.4|0.08|0.02	0.163486778923106|0.847237339138229|0.998815545169345|1.05743005314041|1.08313592419489
ST	10|2|0.4|0.08|0.02	0.14781881055359|0.889241750597344|0.99713677927996|1.01169484519453|0.882214761717529
ST	10|2|0.4|0.08|0.02	0.15798122775711|0.793122221214046|1.00019155349888|0.894222141568117|0.959592293500287
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0126861752303448|0.246054691284373|0.492333736149991|0.616972348421112|0.846588040934331
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.040414238294097|0.261861420872022|0.501603618211392|0.729618241985733|0.860691722882536
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00865390579449455|0.263239508255697|0.503881604247559|0.666658396496756|0.790046023495553
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0170497822877771|0.239669524010371|0.551815509049633|0.711486025480394|0.886945950304549
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000575373993095512|0.730138532353722|1.13668451801363|1.1991125962645|1.02187527662211
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00134991590687793|0.704213508010976|1.16790962202355|1.08712490041604|1.20482207665752
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000784959757901885|0.609572894100149|0.999377712823505|0.959541005109985|1.06865041145835
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00175583103741211|0.647292276150909|1.06644013003478|0.985857813835432|1.10582238736215
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0263273222184416|0.681614154474311|0.990094589996597|1.05275535896563|1.02942225246683
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.122022456617897|0.820382443007826|0.995342633548826|1.17182715209255|1.1548308948622
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0246686979185786|0.642730273654249|1.03467341366097|1.08615689585551|1.0769174293274
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0664609059308226|0.730708519115699|1.00492187963279|1.0512321641869|1.05806575495647
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0344252883173637|0.889394268769196|1.15126279939577|1.05633685055434|1.03311538825995
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.121547577242298|0.83904951422217|0.997686772239037|1.05814284042073|0.976148670869495
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0269086645359471|0.761169392204592|1.05511143050891|1.10915570012509|1.06510762114978
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0346030296562661|0.72698782355913|1.08237671590016|1.05537079113095|0.986769906603159
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.131743755295056|0.313389777012398|0.389151296008151|0.369693177476425|0.498834395574579
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0496475500157813|0.32932616435853|0.400270220883423|0.377378968177061|0.484182664887343
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0146483389418017|0.32004890469064|0.435943794208139|0.375389637165258|0.473395098573517
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0751448253589276|0.276761332998844|0.390683887115517|0.395678163305911|0.464271605579056
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0886206970143202|0.53558699874085|0.910792410952472|0.945472394732911|0.926809228076915
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0151951682779521|0.522856777002369|0.848966002945131|0.987429839725121|0.977121881469151
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0845557471090544|0.510439665688736|0.849751484539616|0.930445916381857|1.06731593221023
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0137313613404712|0.479236608898164|0.900966841081168|0.94312877436006|0.978193146417445
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000795435424410689|0.00128493414712496|0.00193759911074399|0.651583987273033|0.00399757290216654
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000305936701696419|0.00106058056588092|0.00210076535164874|0.637439513764602|0.00267184719481539
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000694694272493828|0.00140923695277319|0.00210393122526702|0.635367381622855|0.0052796764709531
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000456513379067373|0.00097257198149136|0.00242150574983563|0.61728548213023|0.00353301658582576
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0442927325838718|0.773335841373816|0.914623351332212|1.00386164468443|1.17204788882004
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00838718243781535|0.826967336461007|1.00881871293264|0.951823492962733|1.04199123661149
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0768021152599792|0.714726516405401|0.84219984972152|0.908466978757027|0.970179275513129
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0173723988525128|0.785940957599263|0.9896070295212|1.01421964929857|0.931179169646846
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.131364409663151|0.682583191561756|0.975657026199388|0.98258183055461|1.01969921742089
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0690411704661449|0.733310649880912|0.932758080979925|0.982962912555291|1.08625791085403
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.152518968861981|0.698754422773365|0.961909790954246|1.01032098110032|0.931480545444791
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.043588143437635|0.661796556660916|0.971521998797062|1.04372086193605|1.09352136061875
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0984933362318356|0.765494445466352|0.991923211986422|0.969716225481179|1.02804300931423
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00914143018790098|0.817176970284778|0.880208246238915|1.03643751776726|1.00232437584656
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.039163453927017|0.683544919368565|0.961222885332887|0.975682240011239|1.01552651557109
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.013551592501236|0.64887704955679|0.983214504742787|0.960163829459584|1.05012954522736
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0217505661902732|0.725565221243348|0.928496674843432|0.983305000747537|0.916569302243166
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00675552208557364|0.800208202975752|0.888783064681355|0.868538647677374|0.972031031103088
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0187775557458686|0.546429179029807|0.942118876460869|0.969973788700594|1.02484162204402
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0127106059164295|0.520142907810621|0.940723247317595|1.01530290054412|1.02756367557966
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.153654905333111|0.750923561569309|1.14308111254435|1.04812465083084|0.947166135783294
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.132536569528172|0.865886867729603|1.14099852873644|0.989730404846102|1.0145693117236
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.161083275926426|1.00635168230057|1.13599519299342|1.14190683996977|0.938337394808797
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.172663791769215|1.0263444596518|1.3288338456963|1.19499027370197|1.12002039336123
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0166585007349339|0.850460900379431|1.07051946720144|1.13256155783189|1.01539373084329
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.135626630812529|0.901598623565739|1.02834907649009|1.11499151122911|1.21399678680082
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0412408976368579|0.631490704180638|0.83046290601004|0.942032580011508|0.921238516637235
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0889700192464136|0.708059683723883|0.914859421813925|0.930593860989305|0.984354848310482
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0301843739096241|0.720127162059627|1.01953399757417|1.01355250696456|0.933001766755097
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.137064749635849|0.696145815448861|1.01123744856195|1.09320602358258|1.01328666293747
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0158255157232871|0.707942231557034|0.962764898156434|1.02615193026152|0.970199704200931
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.10546803431694|0.695303061281389|1.06727702883908|0.986524414044349|0.947374849644324
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00167986351108972|0.296414249675547|0.982008545139041|1.03751403531796|0.977283929014101
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00256645814194263|0.278904005716202|1.15914081980839|1.05682079997667|0.932919200314974
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00324963441612819|0.285817845492382|1.10533814945819|1.21830044120037|1.1424589733655
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0116486895224287|0.308840255471259|1.15629491682186|1.20085240410454|1.1717806746741
G2	10|2|0.4|0.08|0.02	0.699668473564302|1.07557860004714|1.07066383847906|1.13769816953413|1.0940938015555
G2	10|2|0.4|0.08|0.02	0.859467358001414|1.11776258936287|1.04253279912012|1.20253279912012|1.07104093015948
G2	10|2|0.4|0.08|0.02	0.534193222202299|0.90728073862651|1.11306617597347|1.110949767636|1.06809249880217
G2	10|2|0.4|0.08|0.02	0.772089277158369|0.961402002945335|1.05293666354105|1.01425342226168|1.01673432314616
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0571690313154095|0.367737184802083|0.4948310150692|0.721176313699115|0.861489757698396
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0533886856341066|0.35161853297076|0.447785424796053|0.683813510677157|0.918206539070336
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0514648513975619|0.329265993578495|0.401428161227917|0.672697583089457|0.850214195180101
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.056894416423274|0.285400212889996|0.490888366170793|0.654761455889135|0.875911815974871
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.435178116490144|0.814149869984761|0.988852911668612|0.876580584585955|0.95342558711606
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.392145851066008|0.861838699204114|0.976766905637309|0.959064943270066|1.02554382639675
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.478442821203026|0.800257344796506|0.949529465675727|0.967592157053159|1.08038686691814
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.34873861598269|0.847174214536946|1.06183861932089|0.946094155420476|1.01402347057378
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.72014402424712|0.868931098526714|1.02567141050329|0.977632943267664|1.03565283775623
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.60301038022857|0.894750635233527|0.969622733953944|1.02003122044597|0.989483039549696
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.600865096529693|0.775432052223258|0.879620627393401|0.869739478957916|0.923837774559019
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.503958411873251|0.733000654774896|0.813766146153693|0.922806008055715|0.89276572947876
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.802549887293209|0.94997147715126|1.06004198120261|0.978948476104499|1.04662793466883
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.543883648930809|0.994533582192881|1.00791439822328|0.906417364045703|0.995585881466794
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.676769151927606|0.852995297485177|0.985281739319768|0.835672199401498|0.833431136436657
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.492662111962868|0.915192760623143|0.891178337099417|0.848587519615939|0.949456595336783
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.22433177304344|0.331598057657815|0.396634440118407|0.469906820070869|0.362045583796317
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.185846566633128|0.293952783003048|0.394312962071832|0.432704842731528|0.388655088440731
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.217038083215638|0.345661113124773|0.371695684235524|0.426027071954405|0.359272081890787
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.206039320576435|0.325188416303166|0.385481633316252|0.460660675673987|0.384856703620843
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.215269070626129|0.558799591484013|1.01847434990966|1.0430607274727|1.11636735014534
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0876863854191217|0.688456280933302|0.901613638149108|0.956807290439155|1.04742242124283
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.137907518834564|0.454933729963933|0.849749705319534|0.973195100514699|1.05266623358681
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.064291782162793|0.565727706430648|0.919226687909136|0.990831836660308|0.983718353081579
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127557676362983|0.00134515367800964|0.00141473059238945|0.0943115074418308|0.912478039786399
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000463846095865392|0.00111323063007694|0.00132196137321637|0.114894677945858|0.883093389613326
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0011137569283512|0.00132258635241706|0.00218110731802111|0.107860397530012|0.901644241673652
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0010673503896699|0.000974537312307304|0.00171704193120811|0.0811418328842534|0.911853680183538
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.369631819814038|0.84957762548356|0.940088269525112|0.987956532479671|1.06437868797767
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.45451929272324|1.06544831292132|1.09536725063095|1.0224697639949|1.094419868538
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.388298540046391|1.03498976668031|1.25202346841315|1.26719607040524|1.00080229226361
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.404529949515623|1.09069177241097|1.02896438804748|1.09662982671579|1.08880338381771
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.451260320981335|0.862980974319597|1.00627553583786|1.08099422688622|1.0890045407578
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.523694413635545|0.848856278853719|1.0960289698452|1.11058972973485|1.04017480495597
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.409175532873227|0.816006495612339|1.04796519658596|1.03958624102469|1.02233827630855
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.525058794420115|0.912729622538622|1.11004826067008|1.10337968823943|1.05253903012628
