#Treatment	Dose	Effect
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106912849057724|0.59986593468134|1.0062874937422|1.017352125105|1.02374992575497
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.659571104455164|0.762594907773358|0.969633785244592|1.0177787842405|1.04467982379306
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.400832325683742|0.746546574774721|0.907149540896331|0.982332306456506|1.06542814781899
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.527664732148494|0.714388522513499|0.903401749904256|0.935453868264783|0.98503028032978
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.39927108365283|0.683127606654518|0.869632553774415|0.961563550815822|0.973381086051689
ST	10|2|0.4|0.08|0.02	0.000400019311277096|0.31256681357031|0.998461994716986|1.0442986902816|1.03431200126903
ST	10|2|0.4|0.08|0.02	0.00100694516286993|0.43500031035981|1.09379073472512|1.0290289876063|0.91292683095046
ST	10|2|0.4|0.08|0.02	0.000383967376013293|0.352389369399786|0.970285559185592|0.859689714639418|0.934947320338024
ST	10|2|0.4|0.08|0.02	0.000648772462919013|0.276588913273024|0.939607889867564|0.925202493139893|0.878159869451092
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000323990526517005|0.105413557707573|0.375841970380786|0.682907231792542|0.899462499716508
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000557263705609248|0.116649549167182|0.388957106894194|0.69048861011304|0.951236185853926
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000781689907588354|0.123122784935908|0.374972673975688|0.675048855619224|0.845351263621609
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000596204166804677|0.109251101321586|0.37608558842039|0.726097181279189|1.05345301579941
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	9.59696187606895E-05|0.0568688540884771|0.92219948656254|1.00115506291151|1.1451643308347
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000534687875952413|0.069413454255053|0.853087651109306|1.05429481181386|1.03250970835518
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00028749794644324|0.0633864520015333|0.875691364109304|1.08954876512787|0.908466130003833
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000588686271288538|0.0658370297355019|1.00097201686655|1.07035485460818|0.961776463501451
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000186039189870882|0.182189609711246|0.798837970598653|1.00090515221226|1.02486127558486
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000357767672828619|0.146641813738994|0.925258755469373|0.960935347803843|0.950459910343421
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000132686119926138|0.186276569474084|0.873133640722844|1.00422752720987|1.0284501155475
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000309600946494322|0.247710242999886|0.809311617038372|0.918998809510646|1.02528039157148
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000470794680020116|0.206336468397907|0.992420918976949|1.00637356131209|0.955656134419014
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000356662636378876|0.138898697111389|1.00340612817742|0.98650031921306|1.05921669751798
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000217910816366555|0.14373397447538|0.991101974998366|1.00333403549041|0.996506163244256
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000799006326677369|0.248287584168053|0.970516666545605|0.952212157970814|0.977620559159155
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000373993956257667|0.0756215779553002|0.308425335846573|0.264264129491667|0.365945606319002
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00160069413278281|0.0710139724142058|0.298701492983873|0.241315860335697|0.41266493133471
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000568247264350163|0.08755615281244|0.30686888078326|0.256233442119409|0.384810904204262
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000844691879439432|0.0850681512766366|0.26266845843732|0.281604914570935|0.360959877135727
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000758657314491044|0.0626788879463147|0.672046236714876|0.85617926382653|0.9365003827771
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000179319001606974|0.0462918899533081|0.557364838302539|0.908692143758664|0.977936865917665
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000516369919466153|0.0860881337530494|0.68523612338593|0.888460787331725|0.975608141432397
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000278045341251005|0.0753238069703319|0.478211506443039|0.758070762539348|0.896272537395443
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000323990526517005|0.000764617642580131|0.0435961652481281|0.878506792461388|0.0333191857470088
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000272152042274284|0.000479505979245167|0.0375181029706691|0.788891012826785|0.0315825965248776
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000622702129773774|0.000755191944619257|0.0500811500115929|0.949647245867974|0.0434301613063496
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000198734722268226|0.000675698055711967|0.0398264383425524|0.818999039448842|0.0399324301944288
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000534687875952413|0.314492440678779|0.737978948378628|0.875146953478727|1.02627168313574
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000150809400909655|0.236044132314684|0.677408408995095|0.989035471056591|0.938185283058963
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00042440173046383|0.309293028859318|0.787402113794425|0.922950550353212|0.942404578062538
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000479163244072066|0.25877553255572|0.751341657083402|0.928577295876458|0.987870324735776
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000472253328133777|0.0471680899857251|0.882026109884763|0.906969672034374|0.976691436115215
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0012164100876173|0.0330720436762775|0.814221980530283|0.976433843390779|1.05787607643349
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000574973186346598|0.0296479763523848|0.821946284235783|0.898461946726523|0.957286126560444
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000103200315498107|0.0275544842379947|0.888613688047561|0.903843106034638|1.00571656033348
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000413728658199496|0.0829597292217265|0.789722409470106|0.882354829390428|0.95805290733548
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000242530592737635|0.0548689799805262|0.835161229344775|0.827385983871716|0.927565385177814
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00045034902049088|0.0584582083372678|0.82798846525412|0.938382084825417|0.955960224012319
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000392239469459799|0.154934590436621|0.763530445772893|0.973305924995097|0.883802689019474
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00076294767076564|0.340304580677976|0.739161655147653|0.944813451814619|0.987957394608503
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00058343057176196|0.150510127756335|0.787092720581635|0.979849205636837|0.934775454028663
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000691111537723171|0.16198118640814|0.766734497984258|0.925121904396237|0.930297561912075
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000629679401036667|0.107337300825494|0.850850451142254|0.931295834133231|0.921343827990017
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000921912018411125|0.406319164585021|0.920705398269381|0.896410305078312|1.00243018719559
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00124729273079152|0.297953829832666|1.0093987574524|0.982663308918482|1.12912530207871
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000883684966309511|0.36464431680106|0.87939080967635|0.997155639014691|0.91288799293052
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000690378879929305|0.439536617695791|1.00428034905556|0.92470727935491|1.01506406716006
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000937533483338691|0.247214186220936|1.04722490088932|1.03787635272688|0.974753562627237
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000375013393335476|0.278514411228972|0.967762241508625|0.939354976963463|1.06318975677703
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000650290191998179|0.191432426720424|0.969374583407846|1.00941945343109|1.0934499520411
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0011445107379168|0.238474419209572|0.966799434247533|1.0222431760173|0.969478629838565
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0004242807943332|0.186272527487098|0.908902272885474|0.990960830264479|0.965384653631081
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00047731589362485|0.244385737535923|0.960982740389874|0.980645503452254|1.03753890621737
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00045024763619991|0.199022697777895|0.890589824403422|0.948724739783351|0.962894297746113
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000794554652117488|0.197539529093943|0.928331170379003|1.03208676536801|0.864965436872633
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000463190016892812|0.0199989101411367|0.842501771020653|1.13951555773527|0.988774453708245
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000408697073728952|0.0266198027355457|0.928028445316332|0.904582856520081|0.999659419105226
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000385947380209859|0.0242319819431761|0.891235203914609|0.972449559778769|1.08974999569255
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000882165440479677|0.0205379141611675|0.892213856200141|0.914736642602388|0.977604714071573
G2	10|2|0.4|0.08|0.02	0.215787296980913|0.804940452407489|0.843437848295586|0.938139199069109|0.997133023503599
G2	10|2|0.4|0.08|0.02	0.324283781605086|0.75169460041077|0.881304369160025|0.999446231923678|1.03380789154557
G2	10|2|0.4|0.08|0.02	0.213646033614305|0.787706434090959|0.941010476141739|0.954929927551595|0.992024095857062
G2	10|2|0.4|0.08|0.02	0.311330755115618|0.817899361781456|0.880112876223618|1.09052760861778|1.01864943306016
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0496957136128121|0.23188318417334|0.393948186528497|0.803406500235516|1.00521902967499
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0811229392369289|0.216237399905794|0.388160150730099|0.729036269430052|0.938400376825247
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0712495349615005|0.198491584212366|0.298977478984018|0.670632489938258|0.912369836193712
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0911663353463081|0.20717981864438|0.340659960091241|0.727181171483651|1.02482084274371
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0387609773623148|0.406807235653592|0.837028325068889|0.996952945203854|1.02314609255048
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.01637749585648|0.429366965045299|0.832757703218897|0.939387674171889|0.927145224868577
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0354992820059649|0.411203468463493|0.851430465039213|1.04368717552193|0.994615044736551
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0239423395559483|0.421338230420855|0.758629735999116|0.958756765713023|0.950541257041865
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.252879567127397|0.687774563377264|0.908952105432337|0.961989713918354|0.976052716168435
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0932176149148184|0.681935069109611|0.786175399121397|0.910478945676631|1.0010178934962
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.212618881175725|0.680905854237453|0.801144510737917|0.93925314171449|0.941230023898165
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0926273349482206|0.627425988847523|0.776290419599746|0.884862870055762|0.868202435336769
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.333299081498374|0.721250832816794|0.853626440648752|0.888497018433012|0.980645503452254
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.226910672319324|0.706096053194205|0.852897208033492|0.948280834109524|0.928578294722676
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.280212940646767|0.699115395820643|0.860118653494716|0.953465582540986|0.928026591095691
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.246629764017268|0.726620229361443|0.792237201048812|0.881068411155547|0.943083401753317
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00177102065282546|0.122936079777669|0.255694512560623|0.325976786006212|0.284194321835322
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128058416435072|0.128725954988829|0.292177538008828|0.343414527818648|0.277777777777778
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00179189855097434|0.142111338927273|0.276848326125536|0.347076965488723|0.284980788779958
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000771894760419718|0.120718826995641|0.303313289339927|0.356022674408587|0.278915901376661
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0433901821826874|0.244737450844321|0.455575883750762|0.805220841306893|1.02374193005699
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0657792358000547|0.248312409311715|0.462207081221654|0.854134684807829|0.974477600431799
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0584119835949323|0.269206869073815|0.469810727627625|0.916329768179725|1.07662277848041
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0584704686848896|0.285509587899435|0.453888161886729|0.870433593835672|0.889850643701521
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000663212435233161|0.00232124352331606|0.0289401789919925|0.282634008478568|1.03750541686293
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000542628356099859|0.00150730098916627|0.0235440414507772|0.329707018370231|0.964250588789449
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000751577373011608|0.0017737226003074|0.0421033644361103|0.296452179010699|0.907003573750409
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000541135708568358|0.00138290236634136|0.0224270688106664|0.30497506642065|0.897653951230144
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0213715054954703|0.793287541231704|1.01763818108087|0.976634322336819|0.966065627913394
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0167560629941011|0.886131515027362|1.00716982236399|0.967453605187356|1.12202076112995
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0192433850863766|0.76958194743364|0.991678847238367|1.01188900525971|0.960082252427482
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0168187799479017|0.833527071560379|0.937892511729795|1.04488204986553|0.870325825497485
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0629503223359879|0.720143954434258|0.937369411169853|0.986177102619584|0.945504026411475
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0983440778662622|0.703577297433953|0.92139760720367|1.01892376214801|1.00478113126176
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0764394328977842|0.675102380943444|0.863490824190055|1.0042078473914|1.08289947336219
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.116903835109438|0.722668698645306|1.02671476350096|1.0090575698086|1.04264527583735
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.258654000966028|0.921091611656738|1.0255675414587|1.05081307357913|1.03851231685719
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.327531798422154|0.820672999516986|1.06430526485268|1.028304620834|0.997649331830623
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.250615180768503|0.80698355435303|0.980147198004699|1.05446623093682|1.01077447825619
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.290283669780613|0.826773260884895|0.934837232261824|1.03639865940698|1.04647908756537
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.148757687672814|0.84980325017452|0.909081691151523|1.17187237975641|1.14410511003561
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.187507068564097|0.827667432346529|1.0734233689654|1.0568566046713|1.05161514252175
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.168159944594148|0.793609221571663|1.0484283763936|1.08732392123772|1.12851212202024
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.215302682327842|0.718238157596214|1.10985245007702|1.24400466491799|1.06377643420356
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.205697475322049|0.771829022113436|0.927454292642006|0.989784075108307|0.956274922145229
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.269957826271819|0.853004830251702|1.01952402293699|1.13567989335907|1.03323718795846
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.201096100601222|0.784072739150085|0.955088740091987|1.00548050300611|1.00836697721584
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.243937454661466|0.854259638355165|0.935004956380058|1.01149652293798|0.93380479078759
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.294994373661476|0.77103343134052|0.944077824966423|1.02723147845657|0.951947439108498
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.328984718138589|0.827049983665469|1.00140113978729|0.988841700243203|1.05365712004065
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.312293443859499|0.888325544141776|1.04923131954867|1.00439357061207|0.997706011804319
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.359666244158106|0.92639797195891|1.0325124225293|1.00008553854289|1.09565541964432
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.260103596617014|0.915295760398333|0.913707111711267|1.04074883882323|0.948891499475328
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00207360460206441|0.787618573811544|0.999577753901596|1.13337541858803|1.11513104261341
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.224813071383905|0.727657762381024|0.887190642251814|0.914536505269296|0.920705437330479
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131972178423316|0.714706074172968|0.924296308231765|0.977484165256789|0.930925608357215
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00083279424777116|0.543978228378951|0.971246291463115|0.946976287670927|0.984496642798189
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000327169168767241|0.453337497304572|0.85716835084432|1.01565207046034|0.984675098708425
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000390380132654172|0.599804059202649|0.908849992680372|0.927993633800914|1.02437248270503
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000600584819467957|0.462990837327848|0.908609758752585|0.937602990912401|0.958833664280593
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106263081629367|0.286781516663983|0.716197069715022|0.923265174690066|1.06176139108034
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000418612139752053|0.222572854612784|0.843986475607793|0.953517952020609|0.964273063918854
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00198936284716423|0.297959047332732|0.687399093652225|0.928512839926809|0.998689841259237
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000623531638663415|0.279490634035178|0.65669758344375|0.845167444225466|0.959912111730931
G4	10|2|0.4|0.08|0.02	0.815811744151129|1.04796483852475|1.20466271737053|0.99253949621125|1.08209674085572
G4	10|2|0.4|0.08|0.02	0.0120116840927084|1.00888786624912|1.11931736195338|1.02915173330941|1.03369121392107
G4	10|2|0.4|0.08|0.02	0.859491237357555|1.02981646811576|1.08514271385186|1.06661041168299|1.02695064819274
G4	10|2|0.4|0.08|0.02	0.0974697198262995|1.03553218674001|1.06345800976767|1.19377321015615|1.09573032634524
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0922076280438055|0.253057691055416|0.369443391058863|0.682134197492559|0.9489816634299
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0559711640485247|0.245105587540172|0.414934326197125|0.661924516304494|0.848561458345304
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.090452986551309|0.265631587143036|0.416578996342533|0.689958487943273|0.926664565110882
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0635783924617447|0.243147472246171|0.405306554955051|0.677774528384296|1.01336513518954
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.202751461033068|0.757835130131765|1.00504555519257|1.03240045010708|0.949653344949
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.026628915750118|0.732338741878108|0.972855639043159|0.947489927039094|0.97634033903227
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.197018592968732|0.761339689106278|1.03257463237867|1.10609112187687|1.01049013585076
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0337799482103004|0.735740336088711|0.973024254065025|0.977783307542167|1.05067769854662
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.881495657294273|1.16830252756771|1.1269466858839|1.10728212010312|0.971122804254722
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.952540063471631|1.22009318758366|1.08064731478026|1.12434482829452|0.993717883320381
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.815181760523417|1.08837333511366|1.06997362886804|1.06575424775512|0.917621924758821
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.86995360016023|1.15269219214207|1.11611977167273|1.0170844877658|0.949494275127683
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.948337151937915|1.07260879832024|1.09135931686334|1.02379873507394|1.02778114609194
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.971963571150496|1.05415185494834|1.10203013612953|1.07112815832637|1.10713579128082
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.842695601432018|1.08111722680461|1.08171022126895|1.01263267462583|1.05749838345924
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.908555837683537|1.00472187613355|1.13632879650512|1.08037282949832|1.14561483747851
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0893189577481466|0.205108639165357|0.352486892913293|0.455712190084004|0.441542722195544
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.118223619726741|0.249695757711309|0.320608879270082|0.489800482840735|0.5014439174566
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0726036939863673|0.214529853321267|0.345375355629195|0.458851179354301|0.499567060110286
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.108501897774103|0.228865697488949|0.357302361312752|0.467119354691701|0.438851309561787
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.294174356149291|0.496680897947941|0.917986503236469|1.11656796584493|1.03999449111693
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.33051921222972|0.462925216912271|0.886448147638066|0.938947803332874|1.02222834320342
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.248664000384164|0.480685458698918|0.818420673522168|0.997852796509594|1.00881519643825
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350289152163325|0.457786528184618|0.771017554932051|0.975530112299429|0.965349760926385
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000741503604531411|0.00129076553381394|0.0494610367318915|0.929351184346035|1.02665293511843
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000576725025746653|0.002608994164092|0.0400961208376244|1.01226227257123|1.07274974253347
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000604765275477455|0.00283140106246263|0.0539203221749558|0.935681838486437|1.09407536200012
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000742211928995059|0.00263897574753799|0.0524633876476693|0.930871205613321|1.09046051501261
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.126880073066894|0.999631719281705|1.1303566430476|0.955217064655363|1.04328035001399
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.198680081905632|1.01532047788106|1.07537969742056|1.0069531399614|1.0413358278214
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.188399372697438|0.975850341403087|1.06516272988367|1.02122174996554|0.976684758112281
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.14059921549929|0.987561975928568|1.09348819710115|1.03269497971697|1.03113044838723
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.492600111605997|0.806904508402973|0.9238511600519|1.03367693829832|1.01445058011154
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00279357341175423|0.914826822412949|0.860749266515805|1.02306409813111|0.922043553726647
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.481249791367627|0.822325332977267|0.998871716126448|1.03818139333044|0.999846446573422
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00659612110691992|0.818800280401909|0.949520980071436|1.04021096905565|0.871996528357312
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.704274071568521|0.96648775600074|0.967100434618895|0.941227527139748|1.03902635156265
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.25075148861758|0.78547951674974|0.913120895531914|0.983655521446943|1.02894268263886
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.775195167725961|0.845723658271169|0.970504833851152|0.919179270427555|0.979589004368603
