#Treatment	Dose	Effect
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0411544628540887|0.510376422081393|0.828372909826678|0.907658242345575|0.939070016034206
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.330962750349904|0.525345818561594|0.782079245202589|0.829353548414599|0.909138703970786
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0442193061604371|0.522489751550589|0.760765312284641|0.802057504991013|0.919596740389192
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.554486705912544|0.573725999486745|0.820197369955907|0.900762883872122|0.974313909993701
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0550582855720851|0.537813688360772|0.756009363019185|0.818984221290759|1.04411661780373
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.596764664509776|0.571396419026184|0.758925305950204|0.88055784418142|0.972931696240179
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.148528022828206|0.566637863472861|0.869786789381669|0.907726624198702|0.875204469183932
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000836120401337793|0.623761595254622|0.879093834795229|0.925806146273743|1.04204265791632
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000678361835047643|0.584889884520729|0.879756420773648|0.874376853663154|1.02983214488547
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00164611846961893|0.670241741830925|0.903549336885781|1.04701619814515|1.05909904711802
