#Treatment	Dose	Effect
BI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00090595026906928|0.00125849200273425|0.00154544457664759|0.0234194293538135|1.06419231561504
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000247734437081226|0.000512264429218807|0.000772595532592299|0.798515272933018|1.04329369232433
CT-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000323314434834821|0.000550054428095604|0.00108751218989894|0.104077855795464|0.943448316403064
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000296197409315617|0.000421351244237709|0.000842702488475418|0.22290732358524|0.574860766358649
PD-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000317056381802632|0.000592394818631234|0.00107215118583259|0.00838947873427755|0.546167163805511
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000576386673116708|0.000786813553778363|0.00109330487995947|0.840431237870434|1.08533610547876
PI-PK	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000489471222408633|0.00062213164717359|0.00112990085920498|0.292699216502957|1.03050160507678
JN	10|2|0.4|0.08|0.02	0.98008745771502|1.18938249195554|1.16168833464952|1.0609870227838|1.08896406218691
JN	10|2|0.4|0.08|0.02	0.700538654659893|1.19598778892281|1.1112976037529|1.10000589337702|0.975353897290225
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0259263984834953|0.564343911196982|0.507596497943362|0.606660226382079|0.816282983674486
5Z-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00306703364137336|0.495921355619148|0.476537314158297|0.486239056073006|0.686777366652693
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.865403870375324|0.987309522418682|1.0583671783646|0.975372295343887|1.01791506408778
AK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.655125024211623|0.954342770998523|0.99206063717819|0.980930976632837|0.99997232957323
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.813803426923065|0.975469042118003|1.0125578265712|0.979050694233771|0.975628599891039
BI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.58690807477801|0.903285945374557|0.894098776758731|0.91186427511959|0.919963931545516
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.879318328779124|1.21014580421768|1.02476794393108|1.02292818255773|0.993437767255585
CT-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.591260090527941|1.07049915521161|1.00463903548111|0.961644521390876|0.950568407000271
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.432573623676684|0.522572285636193|0.471255573739183|0.466228201090331|0.5577227237015
PD-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.20384417889487|0.47153461808093|0.412029555827738|0.400456077391347|0.467042461628544
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.931879633667684|1.15894437830766|1.11548897349159|1.06425431100529|1.08877547412218
PI-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.647130514727549|1.07712073172169|1.09365047559553|1.05215167195106|1.07794108980328
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00168662547314827|0.00162343777530698|0.00246432021581029|0.517614178347277|1.05785927370602
PK-JN	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00124431158825924|0.00155052889318241|0.00176925553955611|0.0814635242938471|0.988906913584747
D1	10|2|0.4|0.08|0.02	0.922188614501324|0.930066046871447|0.977598778164584|1.00383272957199|0.9549049608076
D1	10|2|0.4|0.08|0.02	0.926971600117038|0.883239892998814|0.960474240270746|1.00484005533045|0.959528513569457
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.219170916185011|0.426982687924419|0.439922987517921|0.601275543817074|0.473032848301537
5Z-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0520837225584034|0.418923516536248|0.432807789352375|0.565620888554128|0.514319877126152
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.889715427103529|0.962169923277155|1.01399959953703|1.04395032305641|1.05256125374213
AK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.885226334835883|0.888676176848356|1.041211547008|1.03098704355767|1.00513862367713
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.838809452176988|0.971338389836323|0.973420106724938|1.06269747016505|0.989115323104207
BI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776020141560971|0.907725682073694|0.938229379443574|1.03588428103178|1.02032840878501
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.942395967319266|1.00075704712797|0.974283895737957|1.0037484560223|1.00210154648075
CT-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.93118227058969|0.917140629932683|0.953924334110132|1.00863197190855|0.928664910099376
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.225033559777082|0.248889250475713|0.295759942507695|0.443147251714148|0.492711765583262
PD-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.193647823473313|0.168079115197042|0.201110071548993|0.409921942444417|0.469773601449963
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.872184673973402|0.904179948963369|0.948089206305207|0.978504646652408|0.969398856612795
PI-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.763426103325171|0.812473446729951|0.887845328390915|0.930990032729028|1.00159342267008
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131762928991581|0.00188008000173062|0.00230093473015149|0.884978829433872|1.01881456629347
PK-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00112883464539056|0.0015654222608552|0.00179748234475082|0.699216698886308|0.946112895264204
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.790580329454052|1.00928781078613|1.00847516397005|1.08436387433277|0.999426654229524
JN-D1	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.529822282345932|0.948370555227263|0.994687516787701|0.844609621855511|0.983595669139444
60	10|2|0.4|0.08|0.02	0.990462316385075|0.973829694023509|1.01513045038768|0.98382869116801|0.951944220121504
60	10|2|0.4|0.08|0.02	0.910246544107168|0.968868198396487|1.04468407412686|0.883956951108155|0.932385370977362
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0649936708408127|0.364400190845349|0.43809837117377|0.559818472154254|0.877083539792992
5Z-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0069554343417419|0.389953851796531|0.417387359867103|0.502671119724807|0.840455127334101
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.819785127029971|0.897811043765565|0.953694287380168|0.976004194407156|0.961387047056005
AK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.774098631845856|0.802297884265097|0.900898091273554|0.918674603497449|0.991109483970404
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.946842850208915|0.966687824078945|0.953047515927458|0.934913237638471|0.940289709464604
BI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.927970891021224|0.918163808153184|0.866711696881035|0.953002259430605|0.933741094369979
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.11883802923592|1.05059260848329|0.935908110840027|1.04144926376925|1.01439252630954
CT-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.986283770926733|0.970513198098126|0.969858716901735|0.969902348981494|1.06917017844309
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.404528474574585|0.380015817826392|0.394739329184885|0.458443386606579|0.550380771890031
PD-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.407164778973234|0.34802699973637|0.395157158561274|0.432338998900711|0.53265784250817
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0619912905462|1.13627056584684|1.0294713570314|1.02294595802654|1.03963684735973
PI-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.944469871552954|1.01526429471892|1.00960074086565|1.04989333997115|1.07448536870646
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107304909455095|0.00146650042921964|0.00173731758165393|0.635991088582758|1.02420492171851
PK-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00123656133753015|0.00154314679311613|0.00205412255242611|0.30753076074071|1.0343631198136
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.590930404964675|1.05477331251621|1.0198277871938|1.03007044116761|0.998483248938405
JN-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.447800449000228|0.978883367344533|1.04486072872161|0.995334484212953|1.05197557480674
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.921236724289501|0.969566137278795|0.925617553184869|0.957432870472512|0.966972940009119
D1-60	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.880324851134411|0.925151411267284|0.896662446498335|0.890525665525072|0.924676218050328
SB	10|2|0.4|0.08|0.02	0.679627818359652|0.883719295438872|0.940838535852843|0.970299885708191|0.966736599194503
SB	10|2|0.4|0.08|0.02	0.57932736301042|0.872670683242009|0.978260316259858|1.00118170216015|0.912613428257347
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0740453344873383|0.412472206885231|0.464690930615453|0.558229995175066|0.786091255925467
5Z-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00582474047324151|0.344619700655097|0.476907465715607|0.465626072553087|0.762722655803103
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.64796837403009|0.91917658993033|1.03480837328066|1.03525267854514|1.02568673267009
AK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.669594798951868|0.886389002641743|1.05818525388299|0.976411672916382|1.05709322648595
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.635408576217144|0.828138413113682|0.854969750235049|0.938401872215182|0.995493193802886
BI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.584132158770388|0.781828680047419|0.869982218043576|0.896251481829702|0.96894289334914
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.638292856076304|0.942151271687052|1.03571830867849|0.953258395177832|1.00592292599355
CT-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.64842024744785|0.868508947259501|0.986977945548899|0.95570510587132|1.04820858339642
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.282627448531932|0.338819607878115|0.325838072290385|0.360756211399745|0.442121438774119
PD-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.286393979666338|0.273804897254994|0.261542009691555|0.3233763205476|0.404135029376649
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.650357420799352|0.914991697405456|0.997398936546537|1.02578174095073|0.977972113825311
PI-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.635452980402547|0.822285634222504|1.01421775964509|0.987538478398688|1.00731488404806
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000841544621934694|0.00122356158847084|0.00172738106607648|0.634851297127537|1.00991444757717
PK-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00113497794405666|0.00152253138836869|0.00220351815480269|0.272992646173394|0.991107032572483
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350677554118487|0.974774324328395|1.09210458941636|1.03011117369421|1.06491206404761
JN-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0863064490381111|0.81990825384108|1.07477944476405|0.993430782251968|1.04484598030741
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.636728397350797|0.931908360712882|0.986808867265432|1.06204267501279|1.05027700933748
D1-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.582189819999555|0.895395044239912|0.958418191392315|1.00584871656049|0.959130183263741
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.746262686259595|1.01846458756966|1.03458663022034|1.03625338275002|1.10682065439735
60-SB	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.758160268862335|0.868141692147777|1.00751856913841|0.966243715585348|1.0506056372601
RU	10|2|0.4|0.08|0.02	0.97556724137272|1.03484296139051|0.97549588624974|1.00616839554183|0.974756851047455
RU	10|2|0.4|0.08|0.02	0.829095561074251|1.01872689718619|0.95751949205346|0.998976818504422|0.941102716973727
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.288178409369932|0.441606472278213|0.487451776283573|0.700148017850925|0.913626659305079
5Z-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.115589872638061|0.422529232485132|0.475565956726628|0.645613081060235|0.790784328141842
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06346326062554|0.973672664056217|0.946261562587805|1.03908614897831|1.04185992434403
AK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.870406280580389|0.97793575194365|0.962295202226771|0.901227852358747|0.977819485910356
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.10104426767228|1.06110486953431|1.02826781685708|1.00119577232736|0.990719963373825
BI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.991111526100668|1.1165320795294|0.990870564422611|0.917371228573236|0.99407535474077
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1141426802044|1.21720943685893|1.20069122544184|1.06558483457314|1.07836508866524
CT-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.910780001928311|1.2280376465702|1.13196621005244|1.0522290537183|1.04686538162023
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.47895194600934|0.421264125727689|0.402784385862302|0.45313243409509|0.503922929363028
PD-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.353254561598628|0.409239263840865|0.39272326150135|0.467114972589497|0.499116621159272
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.984286030677783|1.00687285223368|1.00558329939773|1.00314708046667|0.954837073393774
PI-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.980517392888527|1.0142386637232|1.0139100242193|0.977784683970251|0.949110887255217
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102557352055617|0.00134778435843205|0.00181931241386017|0.649828530787344|1.02991157866611
PK-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0011355967334894|0.00145780757136528|0.00215724085358366|0.407502404301908|1.02303905725824
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.581261472023895|1.01219391076926|1.0721261545592|1.02216974365199|1.02430321823606
JN-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.522892550127457|1.04172414173628|1.08874886429262|0.992771935245368|0.991605881033043
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.992808736775389|1.05597403019518|0.950002437716347|0.986218776916451|1.01688931142639
D1-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.857344839354493|0.969938894576894|1.0109250320966|0.945094502137065|1.05433669738189
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01358230079706|1.09018862927189|1.02907241410705|1.05588524983653|1.07353148097567
60-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.919391817512146|1.04528261283407|0.977031758249944|1.02646106986484|0.964711676143653
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.697961555274785|0.952093987138579|1.01039444379642|1.00745979852112|1.04915094781848
SB-RU	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.677981548363325|0.837799800941223|0.967962002230418|0.942867078665282|0.989494362363283
D4	10|2|0.4|0.08|0.02	0.93976609440527|0.971458373520229|0.976048610069229|0.957841267119618|0.975416336241078
D4	10|2|0.4|0.08|0.02	0.796354244807853|0.949593130005501|0.933261175529217|0.937883561594902|0.98931921612334
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0804859096611187|0.390264124475548|0.42305104192965|0.612939319251017|0.913730995209079
5Z-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00283309773303064|0.382597864174379|0.41668541318137|0.537502689183441|0.737493455092356
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.922650511114299|0.921679412338104|0.896750865344648|0.95191957536499|0.952302129428339
AK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.836241112055235|0.832967332090033|0.892910611093332|0.809701423910365|0.885951069863936
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01679586563307|0.918161799359693|0.889685209562349|0.9349129735264|0.889404872182406
BI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.964742495896511|0.967866835681667|0.93104513025531|0.889364243576617|0.923918872799961
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.950330659912762|1.10187967124376|0.984141567137619|0.97623718123805|1.02583202973042
CT-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.853669538731491|1.07822445145217|0.950140292503662|0.901062746753408|0.993068143255614
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.383945789732448|0.317260009353364|0.345551210759203|0.408085754433854|0.503782225773642
PD-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.313431452812932|0.270449582859579|0.313828262203797|0.35844969623369|0.482437368979317
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03159251219684|0.999598461419613|1.03319187516819|0.982199022215355|1.0009125876827
PI-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00562578471929|0.969421096820035|0.948459594437545|1.0274056448005|0.944676812377915
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000970657972732662|0.00148933017190279|0.00161529342027267|0.815449021932424|1.03932276229994
PK-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102993479549496|0.00116330764671014|0.00176348547717842|0.266245554238293|1.04329801422644
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.397499973013526|1.16446636945563|1.08858400169835|1.06757413184512|1.05765750205997
JN-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.138055606530007|1.05728328961524|1.03551060208623|1.09592792092603|1.02305364551287
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.94592566645233|0.989681587952388|1.09213390615563|1.06429809916799|1.07742760767983
D1-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.855705179306193|0.956428492672708|1.03950268669008|0.975603663694899|1.1076910467407
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.921315048449354|1.04585446522811|0.959803992546839|0.991902880288372|0.986545444846231
60-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.844459093351217|0.9057571473752|1.00720548394103|0.987467563891038|0.909700920975922
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.442836913103268|0.932097603300373|0.97121995940017|1.07484365791369|1.03868852727392
SB-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.365247036867265|0.827340220024884|0.985806430489162|1.00253339663414|1.03260673826207
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.813586775203762|0.945569874928797|0.99355755541954|0.93710106123336|0.908957706017731
RU-D4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.639870828519256|0.909630049687216|0.936754702373322|0.90609515190977|0.961716310021741
F4	10|2|0.4|0.08|0.02	0.888881890930646|0.89349807350326|0.955683165382336|1.02999777711915|1.0382039122703
F4	10|2|0.4|0.08|0.02	0.758891523414345|0.881483402489627|0.963103882631891|1.01150711321873|1.02131372258447
