#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.140739861181576|0.393959347574995|0.461170061565144|0.5235376029534|0.726702576668574
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00932292734881278|0.348683239960132|0.400281378972859|0.427368602856248|0.635052911480766
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.99504813795351|0.961537448273776|0.984724847224079|1.03496356112549|0.953618371944847
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.903738729025327|0.921727404629088|1.0019914779186|0.985251744860553|1.03128308356109
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.799892546458415|0.915568951261055|0.853421175968511|0.945156779289663|0.973113752148118
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.68198705222928|0.832864017924165|0.888053985878623|0.902964117375847|0.92636765114941
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.980903346211774|1.03666262851156|0.99556348634667|1.01111174775719|1.00263571475345
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.835300569707288|0.93292842642918|0.945783674939428|0.931946172483793|0.947707255582477
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.297511699020115|0.319371037231704|0.332638067976436|0.395075176584375|0.441524438495882
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.296461473832296|0.283673150382477|0.276604890630037|0.39190984671597|0.407008665578992
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.06204275534442|1.02821852731591|0.969371171396425|1.01394674334292|0.952624078009751
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.94316289536192|0.95895486935867|0.979132391548944|0.957839729966246|0.958214776847106
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000975130366549981|0.00168108412150023|0.00171663574944736|0.204294890596214|1.0375285524012
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00147793196180232|0.0016353748855682|0.00196549714507731|0.00974114605751492|0.98280443938257
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.12148649368494|1.12448046067755|1.06947997579695|1.04520043325106|1.06595605479287
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.942646136867453|0.99133634460123|1.10454435564831|0.998029062787258|1.09873671529587
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0040221522365|1.10004580146484|1.03129766763809|1.03016276408463|1.02857389910978
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.966121777853438|1.01887858018161|0.982042853417749|1.00167668489268|0.959836573888301
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.08989029626019|1.09905653448356|1.01231913572416|1.01958909506099|1.01826437065575
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.970499509237683|0.990803047400295|0.989975094647018|0.906843296587366|1.00110705295559
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.809186295294014|0.997244990670093|1.01020428101095|1.0592913178128|0.994787952207427
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.695923172363935|0.926943405074297|1.03365116892506|1.043313240653|0.998788577457771
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.95667458432304|0.996229528691086|0.970581322665333|1.02657332166521|0.981522690336292
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.761575196899613|1.0053506688336|0.989073634204276|0.986188273534192|0.92525565695712
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05207424703557|1.00905169841554|0.890202606188269|1.00348532923982|1.02759949059596
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.783730559290593|1.01324171170931|0.949360515092301|0.879791058003751|1.0061212285119
SF	10|2|0.4|0.08|0.02	1.13547290883289|1.12918448545973|1.05478877644819|1.01275850623994|1.01376377982869
SF	10|2|0.4|0.08|0.02	1.08549879189607|1.11547670592606|1.07853836498261|0.976781731337902|1.04166558536016
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.264708147391546|0.440315557230889|0.469887901252582|0.621705570890264|0.889645491257865
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0591230708328436|0.44281234504851|0.486008936014408|0.540268134475262|0.775393129239844
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.882800616958342|1.02733445952713|1.0462812235005|1.02222251897948|1.03325832793606
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00182683768787517|1.02520314889128|0.990787022508296|1.02234537648481|1.00644334199123
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.672946053430945|0.946150429601948|0.962068419789768|0.94993848243048|1.00616196733698
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00192465756921365|0.892688853833234|0.901056264326446|0.928935720521342|0.963104773865499
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.244544918419501|1.14145889494818|1.004265638038|1.02744827415557|1.00809275253938
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00199603816666919|1.03432718254814|1.06778694079657|0.981500905228053|0.993840050258372
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.339527408305844|0.36112553947737|0.393248068487451|0.438337090751855|0.525931626767324
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.315721057226073|0.292028924417419|0.326109480932347|0.391708841310029|0.481848813081799
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.07146191623252|1.03026620644681|1.06880171907341|1.04750865066814|1.04013708920997
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.991569817966098|0.970052672478307|1.07740283170231|0.952339091827076|1.03817785112951
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000738450177689574|0.00136613282872571|0.00153492144076904|0.728934719685631|1.03391464307143
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118152028430332|0.00154547072902175|0.00180920293533946|0.355932985646375|0.947173120413532
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.650791502069514|1.08415478080377|1.06357312899357|1.05150745695178|1.05269980350894
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.394245560491761|1.01018553842241|1.06245735515109|0.998841837690458|1.05155668226836
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.991249700069941|1.02726172790345|1.00431388765513|1.00041352059179|1.0172198142731
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.887042510937875|1.01334497317221|1.00223096911869|1.00797941586388|1.01038396152727
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1116667880969|1.05836762019188|1.04152501714916|1.07257633265103|1.05540930467213
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.975474299633922|1.08189117742882|0.994092991734038|1.07747569906013|1.04105212656422
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.690286279938105|0.997506234413965|1.01313238169571|1.02833428968473|1.02913381758254
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.641955634360119|0.882085951968497|0.969212736968919|0.908214741227629|1.00858540671223
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.17309523706924|1.10015527392705|1.06129800959222|1.09939685918623|0.963020099427023
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.09679411768931|1.17370426708839|1.1418336112751|0.987990330212055|1.07966658479235
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.757433621900322|1.03188917972691|0.968218950477685|0.988373365684484|1.00044702608971
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.674226110807086|1.00976732226098|0.977069803321707|1.02237372172296|0.968145105459916
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.05585022377008|1.04351107774729|1.07112101086922|1.02993035985074|1.03454660065005
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.942686690431556|1.02703700513174|1.02198867544245|1.03492399474383|1.02028766728062
ST	10|2|0.4|0.08|0.02	0.00293266246902701|0.938693614944734|1.00375229188283|1.05145188112057|1.03811039887052
ST	10|2|0.4|0.08|0.02	0.00146396236337536|0.779363342192911|0.986720108399543|1.02008802725149|1.03989178996641
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000711555951388005|0.379876632219819|0.469315916705543|0.608403899892089|0.849687339487585
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000914184467346179|0.313414478985538|0.45798756897616|0.504997384678457|0.768847986202412
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00464288772393846|0.834516254864091|0.977870170397785|0.991779805341224|1.00039959279591
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117499310226721|0.634696071622252|0.937834777893004|1.00431465078444|0.986275890283235
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00611778245529022|0.764016132370237|0.881107056145292|0.996830059915906|1.00969153656284
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00186259218317004|0.598856196778574|0.870017313526255|0.937666257804968|1.00593101846944
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000694836707300037|0.875985009991315|0.947800999738829|1.01311079122708|1.00514689358187
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00090863261723851|0.791982653377307|0.941294801479565|0.968981371816597|0.987387256063118
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000754800210755903|0.231738368602272|0.337008491502371|0.36398034578672|0.397769908468221
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000911641812990896|0.18419085662472|0.279040815576332|0.293700604085234|0.388349609733982
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00521151650392522|0.898328050750695|1.01703218348328|1.02940716630897|1.04379568960208
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00107546749671911|0.797096711533086|1.00440136257468|1.04665728593696|1.04730161888654
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000819938645970284|0.00160217896339021|0.00199329912210017|0.879926111276041|0.00238441928081014
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000438243069397911|0.00122519567788663|0.00171056165797249|0.5806013825862|0.00242211760936049
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000922869076274653|0.948714167467438|0.972480424710057|1.04219985348264|1.00394360033109
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000456677481043127|0.873533637150713|1.00422426669965|0.986908578876764|0.996460749521916
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0141486338466819|0.875140703948796|1.05092094835723|1.05359116858731|0.993034208095462
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0012467757974065|0.809849024031982|0.996138528400745|1.00915648298176|1.02513742295986
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00508251185899188|0.816812132917889|0.911392528075898|0.978947176618502|0.956343118140461
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000792016666362979|0.678393858226587|0.964652004640343|0.958724027137504|0.950488025606919
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00217127593094068|0.730043744103123|0.951357047456838|0.98824913308255|0.997492985014275
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00084792491208293|0.474421340260504|0.88550317971842|0.932114543382632|0.976280158311992
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00103216729656813|0.82685147063295|1.01857490239198|1.03338025749944|0.996317562375858
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00164357849771995|0.761772336437231|0.970385180838833|1.00189915495412|0.971229980186661
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00445490034895062|0.799323146836863|0.947014363241769|1.01797787631519|0.97722415623309
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.863153515899171|0.601716495644125|0.899674417718173|0.995643710726482|0.979670373835416
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00176218895667317|0.746459267184448|0.932055525514061|0.998541722390648|1.00810457862733
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127858070916512|0.61704437519719|0.947789355484358|0.973798204521572|0.992251502787786
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00143473284254686|0.846703367226552|0.983593759615435|0.988787633165538|0.970438525390024
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00142769983841673|0.607693754868158|0.963004640024475|0.944022561877249|1.10042250772312
G2	10|2|0.4|0.08|0.02	0.348678533719651|0.699786716509392|0.831531772440024|0.986055247867395|1.08497614919001
G2	10|2|0.4|0.08|0.02	0.255388831149498|0.615234193726837|0.73602928811466|1.0723904934926|0.919903365394777
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0296963939541386|0.325189029711841|0.425036879136835|0.598260694949682|0.898155656989272
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00315113881229871|0.274535245642083|0.366879831939263|0.47130764537331|0.743657174633333
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.406828411226627|0.688031543558528|0.897929666345347|0.98130840353468|0.96195362314553
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.236593124746786|0.570318451551826|0.822883872139454|0.953926385762666|0.942040026067155
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.401163113491404|0.611630637715339|0.84194301937169|0.938760864827418|0.981138767328411
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.304868983999317|0.563866415968033|0.746169291185247|0.90543529331823|0.862692778437487
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.508408075926495|0.751126418011426|0.899246349544423|0.966057160176186|0.988472071209658
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.358439833420145|0.689648547643279|0.814641405312569|0.842839741004597|0.97484823064801
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0181029526309589|0.203760195658175|0.30204994487883|0.321802136978305|0.302788410312494
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00822158182812393|0.147809131300912|0.26948010275219|0.272775065187157|0.287709649457492
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375713433735549|0.719433424950585|0.8716191442379|1.03365578562482|1.03171500694251
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.27309476090838|0.66197828937635|0.887678352690579|0.953697909343949|0.939950727010916
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000895912015261398|0.00145971871452073|0.00183044092773234|0.0027804165990871|1.02828687720599
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00077233794419086|0.00114306015740247|0.00151378237061409|0.00225522679703731|1.00386168972095
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.464729571106095|0.791028442437923|0.96003611738149|0.959552144469526|0.999032054176072
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.380117381489842|0.688404514672686|0.850380135440181|0.965908803611738|1.00546455981941
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.541289988051491|0.664183030111745|0.938059381833758|1.00823996212548|0.99710680764404
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.381510622149078|0.583759797401387|0.842944743783394|0.943537660346732|0.99280083564413
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.44973272930218|0.782999377396696|0.900250724033422|0.980407627544868|1.01515375310133
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.32765013059712|0.684803805171908|0.801023088673294|0.990612338763506|0.997290834269731
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.266533504446786|0.695038875045566|0.989464538068582|0.979617191908398|1.00716978682393
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.187814658164259|0.599389784127396|0.907769516171719|0.952364211987596|1.00176073745237
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.423795378919341|0.771482322950815|0.83193657827731|1.00366296752655|1.04702271671243
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.289335960120711|0.681017975473014|0.835937923897484|0.968834687010129|0.924772531985609
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.351081225261872|0.759051316234079|0.902346937334242|1.02509476950557|1.00060083160309
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223452858622042|0.685608616338056|0.82812630718901|0.941465094726046|1.08283979308794
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.55288848758465|0.712881264108352|0.877984650112867|0.918938148984199|0.979929571106095
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.470602257336343|0.654266365688488|0.784787358916479|0.893565688487585|0.897711963882619
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00155556056541245|0.678126714310406|0.917634195279212|0.974430942880117|0.981532415026565
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00114976215704398|0.577462407286336|0.853131035311976|0.926738357718812|0.96835899632527
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0184126046319442|0.721849636627771|0.797444521932276|0.954314379144846|1.00410394670665
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00103954185371253|0.639516426070064|0.778437359189756|0.928624981536914|0.95333466703811
G4	10|2|0.4|0.08|0.02	0.914572773985429|0.979449407511348|1.04519692195529|1.01552704774365|0.936856139860279
G4	10|2|0.4|0.08|0.02	0.830648616527762|0.942013512636262|1.02324912487454|1.00730161742161|0.97519087971956
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.174236108987342|0.396677778227195|0.468544155381642|0.622702506464205|0.827276233920875
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.03826533380555|0.386784904982839|0.43704243734826|0.55256846730508|0.855108078752322
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.913576947188749|0.999357881595974|1.00599853757805|0.97176091465475|1.06962801678852
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.693748635090956|0.867783365982501|0.96112195795048|0.983425522413844|1.02747202004366
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.846490154988458|0.960882345640927|0.958066952460987|1.01833196818677|1.05547813815283
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.841178493800107|0.891486804174157|0.957882569028548|0.970626300878303|0.935696277936749
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.807055944683908|1.06326329022989|1.053164661159|1.03059895833333|1.09621198515326
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.692981471503831|1.01406848659004|1.05001047653257|1.01718525502874|1.07054073874521
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.304035141086215|0.363526425118211|0.360973821862898|0.449946557194964|0.454724316057679
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.341617200676105|0.335618955125718|0.377338762266496|0.439163110789865|0.438541704458032
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.881701536850486|1.00099423656555|0.993601195437101|0.983764724800417|1.03405701466254
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.882317296774712|0.920741500453976|1.04506225254393|0.970280759071183|1.08123520656392
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00109790661826861|0.00166277161752275|0.00381084978370046|1.07366118044851|1.08921883546318
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127293520958679|0.00194918203967978|0.00278454577097111|0.922138133359853|0.97448759385411
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.754966818390752|1.11563584968788|1.08327453026161|1.10772687996982|1.1098198176601
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.549054269415697|1.01835176987691|1.08683502585424|0.980045173266682|1.02566037499857
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.868130387453417|0.935210498508976|0.989855365380592|0.969888767148546|0.989291577577556
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.712723520588892|0.929345687023307|1.01582860850788|0.936685565968492|0.942759581733275
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.891268558429119|0.943041337404215|1.02037685584291|1.02503891283525|1.04282282686782
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788355334051724|0.961921545737548|0.961712015086207|0.978597940613027|0.978384668342912
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.616717876874103|0.949758181772515|0.95542897967499|1.06042432377875|1.01737240007033
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.519023126920383|0.833071468239904|0.946565567205374|0.934714194948562|1.01874544759396
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.856671092032576|1.05029817291872|1.12943705031386|1.05849915382036|1.00197866803677
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.547073277392002|1.07126930868202|1.04381504454454|1.03581408756734|0.969131602015143
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.932114763064989|1.07005718263637|1.00992292775098|1.0128069215852|1.02974491571777
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.800342101337576|1.03989657401422|1.02412808910546|0.982964546765452|1.00765153398638
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.978160695505708|1.0183851234656|1.07200101728445|1.05637903018187|1.00737426999939
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.741612875319074|1.08221555382071|1.0613945760811|1.04388394201896|1.04324188543668
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.887015512083563|1.04402598052616|1.05122106162867|1.01315119757597|1.03272514466779
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.87878860214143|1.05502188786177|1.00943045358118|1.07022827288023|1.01530725783786
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00345237205713493|0.774642754212153|1.01356092963962|1.03929208074037|0.999068286516383
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128701502483299|0.766106367827064|0.958103391223594|0.997433594446927|1.02314644675585
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.359007175199407|0.798133759735647|0.959101676299312|1.09465755867986|1.03443344713102
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.181535987082764|0.72226064154356|0.922931536769377|0.992837317295266|0.962233980968355
P5	10|2|0.4|0.08|0.02	0.288970693646028|0.784796946378016|0.985790731657016|0.962655504257583|1.02393585582987
P5	10|2|0.4|0.08|0.02	0.0272666377713858|0.726162441220879|0.940264735545303|0.936730233490078|1.02764138217809
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.124354163379835|0.337355727016889|0.443418723500565|0.683192925388989|0.882413337088926
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0079825612754917|0.284415089882285|0.421281653738232|0.571166136230536|0.743266985451485
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.245083862099914|0.715061433504382|0.899172023529266|0.944174086182695|0.981649893068866
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0218791435262275|0.552879455353491|0.806107927567739|0.986992474627596|0.964848322095479
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.124438558057698|0.685380756392141|0.894986774880358|0.920711653890726|1.01345612609872
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0032464107371801|0.544531499655415|0.805445592204302|0.893157203743845|0.963293844062942
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0895451377822779|0.784518002198905|0.916437042244286|0.952644251663284|0.956959716734703
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00990574597312213|0.671748647795529|0.874795091654074|0.946315919491416|0.990382459998079
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0199735271753246|0.18298792451177|0.298548375488543|0.415460630278528|0.509817788111011
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00284129134814268|0.0771091425120395|0.224502695784688|0.375119299815692|0.463071035412879
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.336830668344493|0.835892968973343|0.984087195562087|1.03594444393212|1.02085741855597
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00437956326767062|0.755608800373571|0.940361984653085|0.978943053102205|1.03251054440218
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000845834307336869|0.00155289892362628|0.0126974267308421|0.971543127224548|0.984352891324334
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000707064616289414|0.00130839994416172|0.00206172112413362|0.796399256921345|0.932644661207842
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0235716677105077|0.844484765073933|1.02565198840674|0.940283753976239|0.981091607429793
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00730011474889955|0.681751568190792|0.946696971918762|1.00656780652929|0.975063535909162
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.300019239257138|0.788980917567058|0.959928992590461|1.0227783104052|1.07390623206424
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0239957188611006|0.670703138262356|0.898664084187109|1.01131559333707|0.988205850350914
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.184266027724715|0.712220406115053|0.901501347918482|1.05106378544248|1.02474510592964
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0033251060739299|0.591791925956269|0.853353042415944|0.918665564710909|1.00658688442852
