#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.15045787177528|0.272522640962742|0.472944784200665|0.643002310754754|0.868051882166974
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.970394604421824|0.921199882931882|1.04526597637095|0.966099205438228|1.02101677359831
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.635862664735841|0.932684744044051|0.984186012100665|0.923184383374151|1.00839604710142
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.982694358082985|0.99357142217165|0.970665973783946|0.999637132540699|1.04133553144403
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.737279479621184|1.05111055361927|0.924778919640537|0.917275178969815|0.991085108098664
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.1906824414019|1.25316609013304|1.13471507611213|1.09655727062198|1.09866961231747
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.883099328507892|1.2355018749455|1.16607075375716|1.09263781091635|1.06862688100152
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.46573774224561|0.532744269594697|0.499721702170723|0.531359105398978|0.52375018974852
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.483390679552699|0.533433689217224|0.544236704953701|0.56557708849871|0.540176086626524
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.643119327555226|0.62612835768673|0.687938079098262|1.01525295976744|0.962004123482102
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.556568713529174|0.55802713780965|0.646932158745886|0.852341081621075|0.977523589031734
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00084152448804624|0.00208166583885122|0.404912478289617|1.03543577364889|1.01090501845976
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00119585058827624|0.00158814019924516|0.21319674905803|0.99450478182054|1.00552052718662
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.557973123115179|0.822542458071002|1.04542749060896|1.03847018676261|1.0088685783821
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.497797735569547|0.77540870853394|0.918020210570869|0.96328236601238|0.938905348923337
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.732557827869951|0.90817899166421|1.01718084108392|0.979870808652068|1.00853011337747
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.69756627087298|0.76477525530033|1.00670749685063|0.987556621726661|0.961718352140234
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.838931966917886|0.987196651013598|1.00386003302775|0.963567540384236|0.967094577605013
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.86610850226641|0.944314946075067|0.985653996969059|0.980027047414525|0.99062854657524
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.893196883064312|0.993377776653342|1.01683069372059|1.01874082882154|1.02186535445024
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.555811364671356|0.963391185548753|0.951835500683095|1.00082856853717|0.985895360016192
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.716478722865052|0.989105963026002|0.969041184135875|1.01845102915377|0.999949314851239
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.33327283815578|1.00257186254842|0.98027693711281|0.992604873295303|1.00765999748209
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.920463281376051|0.990284504876729|1.00278715441342|0.99945901997197|0.966120730291402
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.530502099065781|0.941254630757404|0.965525968623158|0.987279060276564|0.977028912377054
SF	10|2|0.4|0.08|0.02	0.942999047669435|1.00333315697582|0.981442780805248|0.935420083593461|0.982996931379292
SF	10|2|0.4|0.08|0.02	0.647399608486323|0.984822231627956|0.988492672345379|0.93307232421565|0.996673456430877
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0432871425125305|0.391849151679219|0.519666836420167|0.865501621592645|0.998452116111394
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00126645045431397|0.198082232169182|0.471762845426037|0.731056849553727|0.922498592832829
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00148828738217725|0.0215427899611958|0.951933074638632|0.960278357311297|0.995174958715316
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00114849574241075|0.00201836234021298|0.929398093089318|0.929024322285575|0.963615111213804
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00117579541159838|0.126885121988774|0.829148528156101|0.946464915104772|1.00017077028597
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00141655351968757|0.00375134726557579|0.92762419339035|0.919332036225697|0.95783093741689
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00110145416024653|0.119017238058552|0.996840090523883|1.05477778312789|0.963844616718028
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00116164291217257|0.00494149653312789|1.0024436633282|1.01584167950693|0.945920406394453
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.516199693638132|0.52686836775148|0.558590550294407|0.546848221296315|0.56452650431236
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.521654354087062|0.555073404982314|0.569055600205475|0.550155571975756|0.542300614112083
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.834822060611189|0.586694699979008|0.822792905532402|0.945134880481427|1.0412900097151
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.512241520438335|0.231574253832747|0.767463999596424|0.798259417712085|0.893529284450787
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000867230990717821|0.00230845659399708|0.0878960445844076|1.04461404321493|1.0669811158892
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106688129073919|0.00180309177206799|0.0198464876364992|0.982223324458254|1.02555991770664
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00121977864790052|0.56475751397794|1.01186297610271|0.965945226279942|1.04516167568664
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00159074225731356|0.129887563444994|0.981814923740256|0.927490761277058|0.944831738137417
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.731193572318417|0.843431642894136|0.987925700928039|1.03754426729749|0.979650340840694
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.155154603099061|0.787514172533979|0.966822972802732|0.96430901023222|0.960843213280889
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.429765745377504|0.910463212634823|0.924089946070878|0.957320156009245|0.959173969568567
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242356028505393|0.933322900616333|0.939064907550077|0.950855884052388|0.943392478813559
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.817002003847263|1.0173558780291|0.965616819359108|1.01268486223743|0.963987825740876
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.263304604837926|0.841535635006703|0.958712107772737|1.06041314116556|0.983541919590037
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.81123892811636|1.12302056770712|1.12992040774149|1.004981228855|1.05733539243654
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.540374641786017|1.14974117463267|1.11805398473899|0.99273075815247|1.04055446073031
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00316320944096356|0.905414110596908|1.00829016675479|1.02627117190047|1.00404759787934
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00181556991581932|0.973345125179178|1.004365790545|1.00798445223289|1.03307799931682
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03566752229318|1.01554117460283|1.03085128288962|1.07376359872426|1.07355611060374
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.739795749951665|1.07172644263189|1.04214995417971|1.04800992170467|1.02466436438686
ST	10|2|0.4|0.08|0.02	0.0127288379337284|0.819353008792751|0.906195729519658|0.982767800717552|1.03385233950866
ST	10|2|0.4|0.08|0.02	0.00192574678668995|0.665198720149681|0.998935116763949|1.00623006453989|1.01561497006882
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00343883763144879|0.215636871175653|0.518643005668385|0.839154066658553|0.919852813606196
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000932215020573468|0.143053573879335|0.495477462407135|0.745642542150361|0.906242474305823
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0112719214248584|0.646553869283754|0.857218420185234|0.993184995264282|0.98121997834728
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000990136417347711|0.401995385443171|0.909528890487004|0.994847382196566|0.980266320640045
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0553853634152304|0.70178467287371|0.98555134741641|0.999679040234697|0.951843743128388
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00334890784903692|0.539239721434239|0.89614151730656|0.989971031673949|0.939666393054158
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00539944933123504|0.759697695180442|1.00468363355594|0.949246784861167|1.0300776673521
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00143163155058566|0.54162857472232|1.01192222004767|1.01584178058504|0.91885008351184
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00286874405185555|0.474875310530636|0.515103173888975|0.504446280586075|0.504620804939039
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0013252943053249|0.420772761111611|0.502428342754921|0.500535844302462|0.548022829966922
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.01202223316962|0.532919322654644|0.795273709824294|0.971501933210921|0.961241235861685
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000960385348400934|0.401162414597857|0.770597280069267|0.896392832440125|0.938818974825961
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000828635573843082|0.00171423984338788|0.26655652718831|1.03674739821377|0.266696359441396
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000460928537950215|0.00148636506058103|0.127506298925104|1.00955779344705|0.124580179554971
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00611800081034849|0.874358202693953|0.914849570919172|0.974721556702898|0.98446658354732
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00086506655410379|0.609085022753595|0.9174916717802|0.989891488865525|0.988932619913988
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.051107720926167|0.831261207983294|0.991156534126218|1.00981863724581|1.03633674279104
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00242017320901036|0.717704277232753|0.993194287189335|0.943709120310744|1.0021374554583
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0145576017222474|0.790239168259602|1.00802410717398|1.0342760475173|1.04253875994971
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000718496733252726|0.561038710351983|0.971793641303911|1.01636724834518|1.01575598993032
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0100842352697356|0.847610243488742|0.996975820196285|1.01868228659626|1.02408708765213
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000888983422913411|0.65843675264718|0.98805326265097|0.963139911265274|1.00739274251386
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00147398436882021|0.66593610547863|0.901819907663754|1.00602905910021|1.02615164675309
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00170550023826842|0.502806165267603|1.03749592435605|0.958047395157074|1.00090869978758
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00709282670285456|0.682374116134562|0.856171225864819|0.995121300859462|0.94941789872152
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.797596362164607|0.373447610884937|0.856685474847035|1.0156188843654|0.914083279765731
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00273125882051699|0.617387558877881|0.897230432098643|1.01541692388005|1.12835923993196
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00123065441040737|0.462547414931014|0.945396657780812|1.00364234006951|1.07738235837053
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000758881417317631|0.570218380917969|0.932840060412077|1.0142876480325|1.06442498212046
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115111226222337|0.00676171869587507|0.897125736631909|0.913987399584107|0.96345538320847
G2	10|2|0.4|0.08|0.02	0.559434281388094|0.791043862522216|0.819544568596603|0.928517351174016|1.06349514875887
G2	10|2|0.4|0.08|0.02	0.3010078339356|0.67977727782819|0.818724126266504|0.992473193335517|0.921691786448741
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.134109841703094|0.339974641867043|0.410472953952243|0.803839302403618|1.03163460867176
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0917036566607888|0.187186260666293|0.412535835816223|0.695200196379147|0.880787498395411
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.557756456881134|0.733064131825136|0.868929219810813|0.988626782913357|0.918651111372638
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.367010532042761|0.70200627793866|0.73561466498689|0.881187985098095|0.909591123681565
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.496966407161393|0.629315048925077|0.712307216151227|0.812947646596672|0.793989000785658
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.383542127943242|0.611331571554413|0.680526629050306|0.803744494440873|0.813915196533581
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.597641510370248|0.981835937887681|0.835904143930988|0.93553157323287|0.905265414442722
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.224046590194066|0.834395599815005|0.83233127628787|0.824101771149888|0.949882591599394
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.241827369399386|0.375283914378565|0.397909665399377|0.411808280121037|0.433896845419479
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0717185573152651|0.360451619710879|0.397223261420792|0.401444006382278|0.406922448074711
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.307889240285437|0.384156012908006|0.572209126883984|0.877082919443087|0.987271331232113
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.216841619192337|0.385461847820834|0.480053264318813|0.780880686851982|0.923272533974796
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000945862863397134|0.00548600460770338|0.119147192025926|0.9131855535212|1.04066985107164
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000684624548744592|0.00219800513018001|0.0529548080236195|0.585092750861974|1.04066985107164
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.236857894338798|0.678682050032352|0.763436215893717|0.986506222532205|0.990344781224003
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.129341277110661|0.538910783761754|0.821283497054696|0.912766905036008|0.976348495416082
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.470868449033691|0.555444503755113|0.838213240728205|0.99378502766857|0.913882921890725
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.352422649163217|0.423739176401904|0.773498881960368|0.908698460442611|0.922465051021068
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.511227412141345|0.732448504073693|0.763388251988627|1.00792695422757|1.02192785317827
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.395500424504501|0.68486266891921|0.815021087454816|0.978671447293418|1.01328621591694
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.434466335510037|0.760428643188034|0.898766534576101|0.928511097467954|1.01505460363528
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.311778385518409|0.668013618351286|0.889166713177429|0.911718851742293|0.932667299213038
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.424381595389034|0.767426406883925|0.822396121016364|0.898674823897096|1.05205094343678
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.187066752276464|0.699899343066307|0.860042001138349|0.900985166887701|0.973854431568706
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.535935217713338|0.784430072288359|0.928700588817028|0.968018504495781|1.0780110149749
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.368476151462112|0.767915885646188|0.842024901622454|0.946203723243583|0.985968527460887
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.576035898254666|0.746162701780627|0.867104190650656|0.928430375704814|0.883819735636917
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.473672092300194|0.674621648193743|0.742851860877457|0.849242456072536|0.885917161752225
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00156603160175885|0.226750337826476|0.744630779592263|0.8815481636641|0.818679238611992
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00102792382670515|0.00618134059548869|0.726007421403064|0.775061464153312|0.835588240620411
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0240650137684117|0.738310627078393|0.698102387385758|0.847538304427418|0.925547249159171
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00132259414442108|0.466073221429469|0.687587075086494|0.827637395660582|0.926938728415281
G4	10|2|0.4|0.08|0.02	0.722743762906737|0.925467433164034|1.04382058008223|0.967412699298618|0.985019813584864
G4	10|2|0.4|0.08|0.02	0.476887871853547|0.908068687094194|1.03535934215177|0.928927833900765|0.960543989879258
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.266941814310855|0.390160107143091|0.464214450672028|0.835121699560082|1.00569828528063
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.174382296342611|0.200125050118181|0.418699198389489|0.710991232472656|0.974374071820638
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.711698962639291|0.891017126589454|0.996685576672418|1.09690033144233|1.07038494482168
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.500022758212611|0.869525098170653|0.973170136259626|1.02757881582813|1.04268613114523
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.778905610829752|0.961121287948629|0.914379671866831|0.983240544520671|0.958784207144539
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.721203341195439|0.937683432507613|1.00960613643348|0.991755564335572|0.974942630572816
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.400664699631016|0.959342429223021|1.00454134405302|1.06491217647874|0.888885588493502
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.204796134576922|0.792580051090121|1.07112022020238|1.06049954784583|1.01362403215905
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.354734002654447|0.455991110218608|0.46716914969106|0.523734349436921|0.506221412594363
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.349735610003873|0.425271751740873|0.518641456452643|0.524824478286439|0.489808729637077
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.601312911063131|0.581798060080049|0.788283972396663|0.952630047853019|0.975817277795719
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.481401909316793|0.495497154529045|0.617251462768678|0.936645235559802|0.924140642862036
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000645292100461049|0.0791311476854994|0.911533273975863|0.971005932808519|0.994596119431931
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0012094819150718|0.00787397410016132|0.620354910655254|1.01843313909924|0.988844909509243
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.076268335417327|0.743664886035038|1.02935416938104|1.00385230934375|0.975830210583836
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.072818564202887|0.620612674700576|0.97616857596789|0.973131066025976|1.07269605259832
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.614234003408243|0.910193998459506|0.972723680902266|0.934046909234582|0.992732540737282
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.455248654063352|0.820446264302448|0.941808443981498|0.988103077395847|0.990082572065978
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.847234598704925|0.800362383413533|0.944827290309379|0.989649960065216|0.892116675577734
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.602318857799164|0.817795071849608|0.938163792022284|0.895271853568057|0.923246004871384
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.595284602098751|0.863577799509105|0.903747191357269|0.99117687509334|0.887523509067391
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.398676657826948|0.760174184365089|0.857566903283127|0.976451698095059|0.975125318411281
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.351491503620336|0.93899385001072|0.981930792381593|0.92363177639767|1.03772461961787
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.291808228513069|0.879467149200181|0.98129381967445|0.852205429035814|0.989659869029159
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.613803256433086|0.874804517044703|0.931851159674533|0.950695099482532|1.00561545174855
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.425381489284801|0.779452912189145|0.890291527455768|0.923913714220228|0.880259527314721
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.59077040352989|0.887427392428005|0.956111676133767|0.990496599816816|1.09857905984984
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.381664485441538|0.77183866582918|0.93218885455539|1.03922899363523|1.00740709050496
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.432931020326777|0.883756172513694|0.931667780944673|1.02292441285369|0.962923865489051
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.370603391314887|0.815801635056359|0.95544217288121|1.00870544354129|0.99779568442083
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0429960861590602|0.628701821163625|0.838563288204078|1.03820287464316|0.897166597397512
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00172664733549111|0.356658584373842|0.920758762013117|0.963488469494025|0.937591968843323
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.430837902409129|0.752093363178438|0.846367625708302|1.03951417587856|0.991849402387827
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.248912762059574|0.60937105702141|0.914938174095716|0.980532951420865|1.02061737417699
P5	10|2|0.4|0.08|0.02	0.34208484232631|0.858650745688911|1.03948886863893|1.02698976818226|0.943480933582922
P5	10|2|0.4|0.08|0.02	0.0352811734033431|0.818254096932189|0.95321594328932|0.948533982796396|0.949529332916003
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.20912638355302|0.393182161166949|0.595178530620341|0.882124516537959|1.04737733969757
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0139530271083688|0.260316228370868|0.504357949474174|0.821721189542991|0.994638691623441
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.294516465855135|0.783653624352349|0.995677459992261|0.948879915112131|0.994525033730123
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0666561843580731|0.648002508221865|0.959647191855435|0.953090413677718|1.00917892453397
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.151210262304952|0.840580050122962|0.930563668281392|0.948783091124482|0.933835344898366
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.012970977945115|0.678847875638755|0.897312048668536|0.969254528464916|0.989381908034922
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.146485807311934|0.822291723165156|1.03461799532393|0.991066686136915|0.871019764976981
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0132386993659867|0.687353271082027|0.968889858835348|0.939106796988958|0.853249418700746
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.192825376641508|0.439745551910491|0.459887720356175|0.479079477339241|0.434121737876519
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0163569089997411|0.365364384477487|0.450858811461307|0.46221131251823|0.492041123320803
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.237958040963686|0.494546816570325|0.694546296352493|0.792739146305196|0.946147917004447
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0280709542442405|0.463680558505865|0.709206034873669|0.742156632387202|0.883114856294159
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00402205923568801|0.153366016876436|0.969226590088866|0.974856093238646|0.932358863578546
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00088995821853131|0.115170251939238|0.689817653425089|0.998026051974595|0.978922995330306
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0770807461018523|0.628915919017575|0.870605315660287|0.931073799532439|1.02649921335609
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0057847279040624|0.457272195739224|0.926313450528054|0.944055542426516|0.965951641407128
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.17421049188295|0.674866839936889|0.876191091169081|1.05056811278481|1.02275085027872
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0515256587482912|0.521560927366698|0.899338724025397|1.02831430277994|0.994529158421604
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.231461370348295|0.904421792760666|0.913618286576352|0.979105000319907|0.961294580769865
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.012644758065874|0.675593764837807|0.931809227474315|0.973643003626739|0.882678196800253
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.182311912418388|0.722424517832299|0.914082628737017|1.02324595575986|1.03035734118287
