#Treatment	Dose	Effect
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.64665506529235|0.627028124870177|0.808637330883812|0.912920453653741|0.988390932464307
5Z-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.737145784962219|0.537174403737058|0.754944816539805|0.821284982990293|0.915062245835276
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.925338237887682|0.936454107984178|0.999551535612607|1.02625784182812|1.05273235746139
AK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.822473608626641|0.797399914338263|0.911733138494873|0.971585497971832|0.973097175682145
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.85562034212457|0.891164999806927|0.938940803954126|1.00178592114917|1.00229756342433
BI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.819901919141213|0.963258292466309|0.82486388384755|0.88579758273159|0.877167239448585
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.743406468295824|0.850243012570699|0.963298166086071|1.01883641864641|0.925829475056206
CT-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.576132161149919|0.795427123710018|0.938036374676441|0.955414979624633|0.988528550378325
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.488628354825806|0.678965313625021|0.74209032553001|0.810244004647708|0.909998285681632
PD-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.510381150117145|0.633573972837578|0.711108783024439|0.830472961389741|0.832282519667041
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.997811565654331|0.871106161184305|0.985133739100114|1.18169209431345|1.13429076251714
PI-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.785255000741622|0.887260501752569|0.948463802359137|0.998165462290492|1.03170237292899
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00080771461376449|0.0015402929843881|0.0511114293965855|0.835411711392298|1.05712937287065
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00152150892360288|0.00133366831575067|0.00516561671593569|0.74661945606056|0.931360693883205
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.805152670740723|0.967200123391785|1.00178173482467|1.01075955089645|1.08327349895489
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.525521356884145|0.693153351522984|0.979645674107404|0.833681702381142|0.991793382583675
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.896408743972398|0.92924102956704|0.90898674634105|0.87818913760016|1.00507898502509
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.820087809665229|0.905256505442504|0.90180372047856|0.831031904863443|0.925551893251398
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01541398926994|1.00146826482361|0.91474573337874|0.934765496334921|1.07810833896261
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.984172886787291|1.05966291319373|0.928200175298538|0.862680951078309|0.954282811252603
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.883873978551972|0.961084973047106|0.994199889521705|0.985780681536791|0.994495133240633
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.721261357359188|0.862616430789158|0.878645307529667|0.971370883254919|1.01744795138955
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.869867522957743|0.846656067115456|1.02512405898624|1.12044715880851|1.10851876042499
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.575592061265753|0.855846970931034|0.865651989497597|0.968583866997317|1.09690262377925
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.829663788792021|0.947956411586948|0.970713301228243|0.913882125322558|1.00875102431831
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.753748007128551|0.811790754954883|0.859765246200337|0.907833657749716|0.97689325722658
SF	10|2|0.4|0.08|0.02	0.989506379674395|0.886484876528436|0.992048675931688|1.07401911508943|1.07464671123663
SF	10|2|0.4|0.08|0.02	0.848509991011547|1.00538775336535|0.962275089219707|0.912641807476904|1.03051287369893
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.700884519243367|0.509429648221841|0.713061751928704|0.911483849752473|0.939054748735392
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.676303978666721|0.516962063039016|0.616877027933133|0.766107216166432|0.875650929605833
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0291196552089905|0.812212836989108|0.919200772653428|0.930969222266264|0.965258509515808
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00165249577106234|0.141065078186498|0.916610373877168|0.860213372933682|0.966006598817572
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0654158819462655|0.804934117542886|0.932591808029861|0.913669971290302|1.00765251388657
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00399143136406826|0.276730159486972|0.939416746983438|0.912253217495547|0.982845699845724
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00972869515949049|0.580515662300961|0.787001689393442|0.996997785478126|0.947580436202078
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00147865111088847|0.505201189830473|0.865812411686871|0.878539866575921|0.911913160340366
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.648669379754118|0.669905326032145|0.642689223645054|0.780005539812073|0.887833010177629
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.541481118473853|0.613867996221564|0.676822988799636|0.72952222672036|0.87450905191088
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.891812437345828|0.811900444164104|1.02780249527864|0.947169627134935|1.00072462951908
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.705706551326673|0.623947316054862|0.950338473321995|0.879677708819079|0.970823336825071
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000896074075456904|0.00252394197920361|0.0176227901506525|0.95106315455411|1.05709858681651
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104541975469972|0.00303171728862919|0.0158455765676629|0.816666977803498|0.987996341030859
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0163606933962085|0.814122659711982|0.965932912059378|0.892196070552647|1.05942692084624
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00344196237343775|0.72576885024052|0.914136685329583|0.913909242881999|1.02359715393684
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.962112052964796|0.979099475869209|0.996536445650804|1.00548651529651|1.02760967070691
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.665492849820692|0.960381978619278|0.95486481239932|1.00608591113276|0.954728586072902
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.875472011000059|0.991608309466476|1.02630824347994|1.02477431569201|0.995643506890583
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.735373273035691|0.866323720949515|0.907573941192525|0.971860716593022|0.934051469495911
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.884139802129276|0.945660125427027|1.00397019865198|0.964268212132188|0.972592134887322
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.790445954871839|0.769636147984006|0.879423859544457|0.967038118168453|0.956413042706269
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.955489725654513|1.03475593501613|1.04228006743185|1.03253323721667|1.00512497043286
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.910705368641188|1.01358023300781|1.02305673511224|0.955459689197764|0.916757714676188
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.595724979931674|0.976795415087647|1.05418634607128|1.04359773741296|1.02624376948494
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.106438665596356|1.05157279668453|0.960486866914332|1.07428827449736|0.994164317583587
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0511176900945|0.956547120389078|1.00549273510915|1.09164793425397|1.04840354355333
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.884008142439624|0.952589621801117|0.909527185058547|1.10679560126306|0.971406693631232
ST	10|2|0.4|0.08|0.02	0.0016027327952407|0.941551187278648|1.01348400832606|1.0414639198362|1.04230603367776
ST	10|2|0.4|0.08|0.02	0.00214603204786466|0.865448544467346|0.958773773586828|1.01165037334846|1.02521927218274
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00517768886796893|0.414847190935682|0.655334028174697|0.941196247856639|0.99505766062603
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00238039202501429|0.517540261574152|0.714682446289883|0.79635544497865|0.978004908718018
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0371654321665648|0.826797004249243|0.90922820289278|1.01720977806457|1.07487317485052
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00801795802928477|0.650813809010592|0.840430278775065|0.949853438866502|1.01435406698565
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.190395388045902|0.858940193252479|0.908482442305252|1.0254636427911|0.985652906945124
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0124725802650423|0.599002918728812|0.839999274849985|0.94397128405939|0.93492141186708
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00681969275639972|0.764863570402248|0.882714151934748|0.958645783442587|1.07030574241005
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00197299287292067|0.659737363195105|0.888032654461752|0.924304269813924|0.964865000107228
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00956126146965842|0.746233692798578|0.662591013736052|0.68043576440523|0.786990222104726
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0030402167806748|0.749024229940261|0.68337317192279|0.59661684089165|0.696899933541155
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.220878311154273|0.890861367008832|1.03649273167469|1.00822758805692|1.03715827325915
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00228185686102066|0.809339314152606|0.986903092391433|1.04081196073305|0.955541143033715
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118347174125004|0.00207107554718757|0.0147664996805971|0.977305584507279|0.0207779981844468
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000564838785596611|0.00177520761187506|0.00441112194465925|0.869918972531352|0.00352351813872172
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0371242440260034|0.965614767321329|1.06266775586416|0.978616490358543|1.01921426757189
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00142785553946167|0.742855573785121|1.01092172193886|0.99025900475723|1.01635855649297
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.532927249324704|0.962767172458802|1.0569786624608|1.05586193143707|1.02644984681206
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.182201192871775|0.893413824985044|0.981563060858215|0.953630282264644|0.980054748826163
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.288743217836999|0.919414678781034|1.05842489402312|1.06747492654891|1.03514929694258
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0427338818634775|0.884129559865322|0.994374110902215|0.965050861754677|0.919328896482211
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.150762440838777|1.0002460078796|1.02427400137324|1.05517552845797|1.03746296112708
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00167432228500931|0.948738567059178|0.975454288431388|0.920392584514722|1.03821200004406
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00780961965204527|0.886206328852695|1.00945362806455|0.995633754808551|1.01686441915954
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00274542448575463|0.757254853766727|0.918474341643035|0.960369890298959|0.985431163814192
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.188362101454737|0.76276663902917|0.811685007914374|1.03146905856637|0.992104469736941
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.845000753749906|0.7331160021105|0.919923494384563|0.980044471244441|0.942837491520314
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.01198493268048|0.862656691986273|0.914616927281517|1.01131006226996|1.0677311431156
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0140717660066338|0.692522340125114|0.975211674779471|1.03460027090543|1.02757396053205
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0119570540782639|0.782273515074465|0.997581690887821|1.04655689116594|1.0361832839775
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00166464929442723|0.589499006539331|0.850128274423526|0.92782882533109|1.01664395536913
G2	10|2|0.4|0.08|0.02	0.340962719465892|0.61797518028693|0.772275310246413|0.978487883189359|1.06086690619983
G2	10|2|0.4|0.08|0.02	0.186214101878042|0.499533674795505|0.672996457967026|1.02095150727518|1.00596794332747
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.549431426085391|0.268704022432007|0.610672114647631|0.885736963987137|1.06139616331941
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.078730234930541|0.355344376587138|0.460499864982448|0.757854884771384|0.945210150046779
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.401258628725395|0.537305542093804|0.796775981245783|0.948609085407281|0.987221254779566
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.292025979506705|0.492488342380404|0.747840644803751|0.921507293693176|0.957633740895927
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.42910039948745|0.541117057360368|0.857136127232984|0.990841938644758|0.951609256048843
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.311816914147886|0.537536745307907|0.713650410793699|0.938616492047939|0.926028868621391
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.466991178821514|0.686635172714176|0.850681331935729|0.975269110559089|1.01566560889106
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.412398470293736|0.586984095075361|0.743697619765566|0.949786769668165|0.97227287738897
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0692859517302456|0.274220520355159|0.590706892307848|0.69546814455043|0.618386761977989
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0367542383848842|0.185131332201575|0.486118195175055|0.54120387639979|0.561534928453069
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.338404301404072|0.530509899854751|0.734694085569401|0.994602859108631|1.07373034681344
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.232041383176617|0.493142726091277|0.701536579772189|0.919053079530107|0.972147898988355
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000807377686371956|0.00115651398318145|0.00233484898491349|0.187911701248435|0.998158851559794
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0010037668533273|0.00111287194608026|0.00200753370665459|0.0217119134578404|0.964849066742313
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.208882253059313|0.684485820793567|0.91058219645959|1.04126900482073|1.08148408376759
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.147510588051603|0.535784686847395|0.831079102991978|0.949196869449812|1.00872416417823
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.568043264254605|0.627149483870804|0.947187545077476|1.03106391701442|1.03015287749302
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.406262890576562|0.586486753232292|0.884194223503301|0.931689750552318|1.04265436425891
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.448582242508833|0.768292529581149|0.921528537477838|1.00463993360745|1.09775044953286
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.351830196034051|0.643384007946987|0.808379544054221|1.03553258641719|1.05910194022156
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.502701089639362|0.753605403852644|1.00620539437024|1.06992712496409|1.0090612702512
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.347502084733614|0.64844000568944|0.935176637596602|0.910778979191709|1.01593322158975
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.279070748733475|0.674042095324998|0.893743720116987|0.962638487078935|1.00397956681004
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.115267664766988|0.575948015095454|0.773834546015554|0.845229398687191|0.982618074986748
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.4798960580961|0.771641029210459|0.891580241757732|0.914410338507227|1.0457297974525
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.391197420013457|0.668395164845363|0.778717431150089|0.825421683951648|1.00638036240458
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.499785311396061|0.679040537111853|0.920262700782637|1.02734352128345|0.981644124363253
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.363477565040888|0.608349434978629|0.745984347249058|0.901594550812889|0.904727052715811
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00230796678754811|0.594949298119969|0.924948058093954|0.986250895222863|1.0317016446794
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000951530166796152|0.356884548516651|0.801077051167522|0.992496577275131|0.98343679536787
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.361939970073057|0.680835439536258|0.784679417053328|1.01775749116652|1.06106353816943
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0651149923925208|0.592452877639041|0.747720899820187|0.929073144969633|0.947109786613351
G4	10|2|0.4|0.08|0.02	0.926519763832452|1.00941825473632|1.05738804492427|1.01724960187863|1.11535340069556
G4	10|2|0.4|0.08|0.02	0.790363650054803|0.939650099425757|1.04381147872456|0.987296372424064|0.911838776881908
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.659727258582177|0.587013795304164|0.7502894350281|0.903575280798129|1.04642827945051
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.683398956187844|0.515640040402229|0.651973828216685|0.848689432918323|0.99913762866343
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.82600171689752|0.947727430918076|1.05534674369504|1.01644973434491|1.05697083594348
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.683545625391522|0.84885501496485|0.97038351778381|0.963678336929538|1.00577712814088
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.84706375801493|0.959908617527765|1.04070714327147|1.00569801841036|1.00996372365726
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788539709878499|0.949708406027317|0.930432415790249|1.00259244220549|0.919866317438078
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.657494679574725|0.878582176743518|0.934107458014052|1.00237036439026|1.02127048840271
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.594506226411286|0.749223520652669|0.937229073180796|0.899123839766058|1.02483164133718
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.577610227831503|0.752746605843882|0.793137121367774|0.865551941381117|0.882967696360098
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.562853930664795|0.666748235685214|0.801309413603404|0.852060733520942|0.800838467949147
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.895828316879364|0.968396339995184|1.11957219680552|1.1333875110362|1.02422947267036
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.873033550044145|0.893029135564652|0.928746287824063|1.073511116462|0.993287984589453
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00130596014872352|0.00226106533211834|0.298294942328215|1.00000487298563|1.04215619868137
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128646820620526|0.00343058188321403|0.0314210113394376|0.931149586039871|1.00610585099385
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.256992502883506|0.924616905585764|0.95932196407975|1.04211978909211|1.05207818421486
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.286085022244192|0.792171280276817|0.988847009391992|0.945563519525457|0.984923381117153
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.712854675989345|0.896752977292705|0.993436346842887|1.01130233409039|1.06971036932262
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.663281469615774|0.785612615064722|0.986600509564372|0.895271581746708|0.978934733817315
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.788225769919919|0.956568734960969|0.996602552458608|1.05493549334751|1.00916974455231
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.610921616512268|0.874742948894764|0.895248731283204|0.940144374701462|0.843760021348977
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.769959207795536|0.882783011789801|0.995385194299711|1.02919170489253|1.03562796216737
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.702456997352085|0.797264821513906|0.863372663451616|0.947145584538208|1.01735342393651
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.745575487599326|0.99131150172566|1.0681836423469|1.06397985392086|1.00299983947347
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.614124327795168|0.96392166305482|0.937334457019022|1.04412472911149|1.01088570511277
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.79415046805027|0.963213831482411|0.992744124397577|0.984138431775765|1.0465126478342
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.625447705554716|0.88620116659276|0.861660810962268|0.96770672423287|1.02808301618319
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.727539545229857|0.853270720052727|0.895493491514253|1.07724707530071|1.08820439940682
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.625813560718405|0.779628027681661|0.871601581809194|0.995891003460208|0.994119706706212
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.801732172942768|1.03899381651453|1.03066946801657|1.07576264094384|1.04128744019642
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.79533836484114|0.979616415792352|0.962657769650222|0.994192881353681|1.04424524062016
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.44641769839659|0.864780338395114|1.02009336310128|1.06433012897393|0.990054800081185
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.40619406978246|0.73779914017381|1.00570142258797|1.02675424839013|0.998800671623891
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.291760139586227|0.652788163657729|0.927055514012036|0.876357582879322|1.05499768543247
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.117535519709433|0.551098529359399|0.87000142434925|0.946756044582132|0.956486130399174
P5	10|2|0.4|0.08|0.02	0.592473108016531|1.02930200150805|1.00169894340991|1.01434557272528|0.966966049765679
P5	10|2|0.4|0.08|0.02	0.0248446612135037|0.856706531387502|0.908323868245984|0.874240009162841|0.983392350936805
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.33115525845024|0.628518971848225|0.854759438847566|0.846954147443744|1.04313153187082
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0204971283306657|0.507937105733923|0.703530740984841|0.877139629036814|0.975633179549948
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.651454329348972|1.06122311677244|1.06213137180148|1.07409566952973|1.17050525890875
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0650019062142585|0.992117243389922|0.95169428808504|0.988551501424054|1.05016707407324
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.177848820090018|0.865404583262303|0.939021933329939|0.970539333653614|1.05037337802505
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00396734907137022|0.796595872805726|0.901721767507145|0.939978347838215|1.03709869887776
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.138983707585291|0.835802719707733|1.01552668966917|0.985478901046183|0.874365739801096
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00271232725058583|0.709605697732347|0.826503311991439|0.960043913869771|0.891829806077827
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.218459566285653|0.629010433358259|0.674251326425239|0.811496278887583|0.902405369796674
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0140654488480575|0.511679663853577|0.644037317950361|0.753017839974362|0.902138304312217
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.540808048028558|0.802063548119231|0.998997814280669|0.92486470492789|0.996707104065056
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0121980318981398|0.812763073751324|0.939754321329376|0.900745435282664|0.953632207385631
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131814330100744|0.00314471330383203|0.677600979192166|0.96564353639017|1.010093211562
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00067790226908954|0.0027492703135298|0.198926654740608|0.925308351379343|0.931767253554279
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.132347334663946|0.886075665493037|1.08357067569689|1.10434841111435|1.04222825233792
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0585095647103676|0.726962840034985|1.06268081002893|0.981094839765872|1.07919759592743
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.291874928936896|0.869066515065378|1.06535076748152|1.02534621944287|0.978028425241615
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00900511654349062|0.879663445139284|0.867956793632746|0.978619670267197|0.968204661739625
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350980911863935|0.9419539171335|0.916778601880512|0.94977066383946|1.02520676193514
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0024438564414036|0.800578618951568|0.877191721436305|0.945691579926235|0.996841854635466
