#Treatment	Dose	Effect
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.780358343577866|1.08072239239844|1.02878770384357|1.14682510035114|1.12407884102069
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.751638559290376|0.933493170688636|1.12191560315962|1.14893400256736|1.05901869825379
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.932394145705347|0.968671599311506|1.03583604940822|0.937816881007273|0.999548912346164
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.826557200577457|0.946909646093896|0.983784246146993|0.938307509439352|0.910128652781129
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.929803889583988|1.01567182697998|0.952904693565545|0.959547562979712|1.0508123979405
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.801100897689746|0.937422018300862|0.908681369597246|0.879493003989539|0.978750800424116
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.540650785990617|0.809892326801212|0.951612724582875|0.990634567764496|0.946568460692558
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.526024319427853|0.755984525438881|0.988564963884779|0.924467369720176|0.973919510130458
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.689240672525815|0.95266470970515|0.956232423654296|0.983092967407936|1.05203258472954
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.42717506590442|0.91624820844134|0.886371538092535|0.959424588766689|0.943393347797831
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.786066392385345|0.932250766502738|0.917750543758353|0.989640202304312|0.971578981082742
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.491280940359827|0.858698532216409|0.85563543295394|0.887506806078447|1.00883115975577
SF	10|2|0.4|0.08|0.02	0.972665774656497|1.01190969415824|1.06535219685804|1.06988243124843|1.08885236326095
SF	10|2|0.4|0.08|0.02	0.917633954344474|0.940302106185434|0.939483675534697|0.997680547159944|1.04864738204071
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0744690036611533|0.299844984010193|0.403244926070849|0.539052167197777|0.84167953086884
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00827935479133363|0.234668870190853|0.362906876625509|0.453915222957537|0.645008541615055
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0014680949645731|0.813834799403738|1.0155989428328|0.95199190638899|0.956340660503907
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00116267568116309|0.118787277204442|0.94635206166693|0.963670723305747|0.942728678350111
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000964528852367926|0.816964924249289|0.89204840317306|0.881983754278786|0.963881839224722
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00150370647170403|0.0964079537685146|0.800909412917947|0.856537566077341|0.868072971699915
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000647447431524411|0.802167832606932|0.975650255595223|1.03431959763375|1.01239568805592
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00121675465579588|0.718619206723407|0.939962506654127|0.959656629603557|0.964236203892917
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.161313788832824|0.179392282909323|0.196063642437267|0.262100524707734|0.326773702508304
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.117518897512977|0.142939970221443|0.113948945047198|0.241598632242056|0.282376580764384
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000818944700593983|0.801251532425505|1.05616127927087|1.1052748459319|1.04212034029134
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00116237312342372|0.38102392854047|1.06691323066254|1.01017159037905|1.04680285474876
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000537524746535485|0.00119023336732857|0.00157417961485392|0.810235367048613|0.999040934269202
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000876677265182874|0.00139500469934209|0.001938928550003|0.227430559721639|0.983849461075449
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000656361896517515|0.793980223749082|0.996149734232036|1.03399100683738|1.04779469937537
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101803069663941|0.669298253692245|1.06079803225382|1.03462057845241|0.99958893661838
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.795035372298402|0.801996754450275|1.00549137428138|0.915406775815188|0.932085336839985
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.449686116251188|0.614309025159376|0.927993577795467|0.97210130248838|0.950318526667201
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.354787238866939|0.904542666995042|0.969393457571612|1.00499469414039|0.996159269277433
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00137303507030177|0.836298358846344|0.876119166606782|0.961462226535438|0.935165256073134
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.478680536303565|0.720293645238507|0.982009089915463|1.00140206770604|0.991279964039895
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.417606264354546|0.598333298347992|0.876471103435247|0.954300699730951|0.971898567603622
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.916759059369363|0.964426264018856|1.03351481654235|1.0693238340151|1.04757887089651
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.82574722512311|0.925906143323578|1.05593342772111|1.08504889314505|0.977139720056302
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00187493750874878|0.945422840802288|0.962610834483172|1.0112856200132|1.00812446257524
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00133101365808787|0.827586537884696|0.932563841062251|0.989461475393445|0.912061111444398
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.874377858502105|0.881122311867341|0.923856159629892|0.986635835517718|0.996816142484112
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.72680024412644|0.873922423716766|0.892454600937827|0.977597464299857|0.987181687503087
ST	10|2|0.4|0.08|0.02	0.000909179251607123|0.884647882452346|0.957168104278907|1.07320375332913|1.02859138157364
ST	10|2|0.4|0.08|0.02	0.00130447457839283|0.626236739077084|0.905697358603685|1.02510290031475|1.00363836407029
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000500012048483096|0.252879587459939|0.409127328369358|0.584965902792838|0.855165184703246
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0168678763343695|0.155440492541989|0.375138557555604|0.465288320200487|0.689697342104629
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000516063974137484|0.645750257661251|0.955329324445565|1.07279912802984|1.02799053882714
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000919424321739195|0.245607895185627|0.826636612366257|0.948228995973811|0.938029317772324
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00933426764780783|0.684797027947876|0.953303694925241|0.943160501800109|0.997987673040977
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115180335454405|0.48678338939775|0.849238594733329|0.91967503166627|0.915247579465277
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000747233217545844|0.858964779061314|1.05583380456149|1.05837843659962|1.06223914155694
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00100977461830519|0.534524194199855|1.07909564585185|1.01359493227778|0.970756927053882
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000598250293846468|0.0777091940512806|0.180428769504719|0.19745778816309|0.278925401707477
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00103462109641683|0.0361413559870778|0.118981426087936|0.115142066849192|0.189437715106172
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00137035713285711|0.826865588059446|1.01918005866841|1.01958194225065|0.998763055039933
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000942120528839265|0.677667955219628|0.92583106724797|0.906254066188908|1.00963038239882
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000903636232198366|0.00134943010674956|0.00221692088965999|0.900609050820502|0.00253620569170341
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000524109014675052|0.000981951372322225|0.00171088459962891|0.377060290609412|0.00234342996216776
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000937219631192212|0.746020894659183|0.982879429363744|1.05956534956661|1.04928559247258
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00037370149851335|0.531857311277036|0.875502532124241|1.01010328694195|1.05673589536358
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00240347405196764|0.730486337315266|0.966669274313953|1.02668621847313|1.017837971894
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00059920405727725|0.453807192778925|0.982265224360308|0.943869559934554|1.01475872882188
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00227535880658104|0.706482079866441|0.988794867652207|1.04025634811643|1.01804130651372
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000753965048334545|0.48926946172281|0.876410318550233|0.970770390715459|0.995220400140022
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00125984473645315|0.467888035697947|0.954532977667668|1.0122711692626|1.03146092721757
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000612326771348738|0.147155495808729|0.806754597729464|0.952509484026717|0.934181910318762
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000845227836000341|0.716720108657602|0.926825418445061|0.886868036258238|1.02470127433371
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00153261191949459|0.644417486541911|0.917321697024009|0.935677397920281|0.861040215787685
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000897009004105832|0.769875615591327|1.02826460253808|0.991925659118941|1.0652763027103
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00114393844905631|0.598216816651108|0.884468515865847|0.975046267774826|0.976280914999578
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000828015029253927|0.782112271547268|1.00822286623391|1.05493280840305|1.11217260207629
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00130191042335523|0.550952868238854|0.899010808460335|1.06186157567615|1.02818896448649
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000728854673211174|0.7647963192839|1.01007299935086|1.06990171850266|1.0667272147502
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00548918675762166|0.592012208315776|1.03762142832739|1.02128768121719|0.972397476340694
G2	10|2|0.4|0.08|0.02	0.268480945148462|0.665371995687007|0.818654276472157|0.9551744327602|0.98821752791272
G2	10|2|0.4|0.08|0.02	0.123450742600086|0.589390267938922|0.700438255788339|0.900856221956847|0.973707551216798
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00545293228387234|0.214202756167868|0.337591342327625|0.480092608458899|0.850005521474729
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115760573624106|0.153129914588498|0.306914790317237|0.405810876162842|0.676023471979468
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.169396896842743|0.460137451358029|0.805856003217976|1.00352220696116|1.03927636277077
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0312250584594704|0.259100519738743|0.716877952410109|0.836223104506566|0.909335312320596
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.266499863306914|0.566113469119331|0.825666552020853|0.872595745002513|0.996582042938007
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.101646742232116|0.4599111305967|0.710652863814632|0.822242295738325|0.911116738414789
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.328326185845109|0.637699159747013|0.858005837766338|1.0292487195711|0.974987696946499
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.176567695436283|0.582667406151787|0.789022812074438|0.943200252049858|1.00254393296724
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0043503513307292|0.088128779510073|0.138135043104921|0.199979500962316|0.150098509264426
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00197587946565842|0.046447402885809|0.0663912582992632|0.104812718514048|0.075775262216857
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.24801451577373|0.60218142398349|0.821454244008765|0.98659435832628|1.04169516875167
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0917902401131581|0.538318396308449|0.718907606868326|0.990078375902888|0.991116045031362
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000852972647756568|0.00127945897163485|0.00177905723674941|0.00349718785580193|0.988860329536843
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00078595336828998|0.0011332350891623|0.00148051681003461|0.00221772888416708|0.896657032645243
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.167629661835614|0.68411288642715|0.980952127979332|0.934993981571446|1.0837393384342
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.024138022628173|0.506462296397471|0.837124966622536|1.03818941064136|1.01234302106939
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.27455954383107|0.595909791342103|0.906280995939267|0.996946135782511|1.07099011586164
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0881975288675922|0.480920684957681|0.759523354594523|0.952876064499595|1.00972763026527
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.230758209470798|0.681657746208887|0.94737289737908|0.984640587657646|1.03278685307054
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.144993585252033|0.601548306225217|0.803028310595489|0.909121241680618|0.95822268629102
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.140826358046736|0.686494945511126|0.911592855497311|1.03914535560355|1.05926638897235
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0547386345759992|0.561706962661869|0.866853602110815|1.01980566368171|0.981943407916152
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.297068388902406|0.723822741401179|0.927366934398309|0.952394252239775|1.07220692167158
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.096593583942436|0.655697299600778|0.77027242978343|0.914968449512742|0.931089935085034
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.167279346400976|0.699494397365994|0.833654993346139|0.968097026076023|1.04334655531253
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0363567861436281|0.594382310641108|0.762890294895781|0.87112239548067|1.01179537732573
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.372865764578088|0.663604095047833|0.858701836843967|0.912086206824241|0.962341832761781
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.229718035573736|0.607186045633808|0.70298041529254|0.934750728013164|0.96136602251074
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00119467846389913|0.54417343183779|0.887740003534474|0.961460533549141|1.03078840301095
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000626032382829236|0.186309845598242|0.727384417141028|0.861144061137279|0.922599573385016
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00137127095751481|0.571958686537011|0.76081462392436|0.912617459236419|0.995024563152719
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000601893740893904|0.418392040871202|0.628131074138262|0.795784650270296|0.90621383321917
G4	10|2|0.4|0.08|0.02	0.857877122128589|1.03268586867947|1.09656798751643|1.06083801852405|1.05130386353961
G4	10|2|0.4|0.08|0.02	0.739098311094676|0.959809376544696|1.02129975553258|0.959114519456371|1.04092275828442
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0175697990644989|0.293074729233042|0.401813415183681|0.536549760222056|0.75738157589753
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00361070600243881|0.260967087579776|0.364626598579616|0.472374787827832|0.602987902407281
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.663721668133114|0.828407559754242|1.01300888417138|0.98404208235959|1.04416060354565
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.401855364207147|0.687740630312402|0.972890529426406|0.921036564837504|0.92957347957957
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.776568764916974|1.028171395397|0.995475764479014|1.04931844493409|0.948461196345575
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.708043198538773|0.883531660482028|0.99595378666223|1.01332283133082|0.879042054408974
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.513286231656782|1.0466967164951|1.01926525993187|1.05465424561574|1.06547167178521
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.417004737904645|0.954335099539523|1.04860416797351|0.985671070873984|1.01232674515808
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.169640215416989|0.17698264961835|0.185614719895555|0.255984800338596|0.259036408336993
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.123361916728252|0.139768953470939|0.132665340765104|0.186164009335267|0.216420039246332
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.906737639071553|1.11811158899987|1.16964063555255|1.13635825069017|1.08313190914584
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.814203959762556|1.0003436059669|1.05351366722355|1.12087228521665|1.10756347824026
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000913284659412281|0.00135213572951948|0.00208750779294236|0.888151540018844|1.04100514686314
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00129876195072266|0.00169016966189935|0.00234251584719384|0.540857257017725|0.991302297963568
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.353761091688672|1.00836234906774|1.04025515502618|1.12134250411356|1.10697155920821
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242249477402318|0.862127764618388|1.1033395151457|1.12292425144122|1.01549750749011
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.796211130990979|0.946885895969064|1.04170539845933|1.04513846686607|0.924280335566141
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.623362655195945|0.862832756741708|0.943379494613763|0.974024519007153|0.959901136321198
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.716643602292526|0.938929548471671|0.976315597448368|1.00739041435223|0.999558341771779
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.623659823311105|0.858447897770842|0.927157116394225|0.963698253977804|0.970938888583071
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.406333546061369|0.825857999392332|0.983692472213782|1.03923704492896|1.01735834236654
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.373959965556633|0.581376434421607|0.918159853841245|0.996625982982642|1.03714603005701
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.645173521013282|1.00965651251792|1.04138970840887|1.06124480147869|1.07089835187621
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.375848647495823|0.990681169208166|1.08882510456285|1.01684261661868|0.973047666441545
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.671365041805754|0.973763081208946|1.01217737589299|1.02744524183882|1.00448858653632
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.553847841734885|0.948211867214934|0.960241723913751|0.981152384362372|0.944484598328956
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.686082117214395|0.937397553951971|0.979548132838474|1.06382413359633|1.09535216283507
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.44927284433861|0.911033002073095|0.968453889156619|1.05202549349023|0.986425431855542
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.567296154276907|0.881689750249324|0.952823094604468|1.03314276267019|1.03848389660119
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0917752403910254|0.822619955521661|0.971158410086023|1.05318468110524|1.00607977302181
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00127039406148992|0.858871768467448|1.07048940572855|1.05602088517488|1.09788696727054
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00170507064464737|0.690887380601393|1.05152146506707|1.06792274399943|1.02928568795008
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.198092850087379|0.760978142491705|1.01886128207076|1.02772332396221|1.03899906288783
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0942633538484918|0.667340374338323|0.950500215282527|1.07931261555606|1.0380720816554
P5	10|2|0.4|0.08|0.02	0.051829560061496|0.80571832616959|0.953347199530725|1.05149564219978|1.07396797004791
P5	10|2|0.4|0.08|0.02	0.00216736789417627|0.697162662062043|0.885338114210925|1.03553918784291|0.957866450756066
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0200311592770008|0.259480008183244|0.389984967735711|0.56715084196417|0.949634046128593
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00118506516832099|0.165766806269898|0.3141189019947|0.474203963947198|0.867377386466036
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00498940580909391|0.50979953640946|0.906409683891275|1.00657582908472|1.08554060673656
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00172854486966296|0.304402811554702|0.767684579518475|0.898540331871958|1.0524847111072
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00259456980272736|0.612670460302815|0.839704651026362|0.9470739759049|0.946020681894543
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00131461758761006|0.435621070146715|0.818721434399782|0.870852821494664|0.836155450196526
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00260547213833065|0.673792689024481|0.956275546143313|1.00046507807037|1.0394669519663
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00138941264973541|0.555050948364691|0.73321401288635|0.95402195504849|1.00383123422923
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00279360737532609|0.0496922726236608|0.116024618190107|0.233736038294962|0.335364587290733
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00110173998936251|0.0157890737785883|0.04191677430793|0.126375908618899|0.30831243826457
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0692593839525272|0.690137305647756|0.918071703525002|1.05175176064217|1.03605142472768
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00106578319573852|0.55730271478664|0.772411912812325|0.90423855367437|0.902872588648307
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000774534509549285|0.00151896343745531|0.0024057096604022|0.907655917833657|1.01235492017573
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000473478693116701|0.00110843277868361|0.00178717680118616|0.77175658542493|0.941532907795498
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00154385894035005|0.776924647419411|1.03922483852606|1.03426140417578|1.06263666578412
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000770486611352269|0.620195550656248|0.935751660910862|0.954751225888927|0.915470837298189
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00578253713487663|0.595792830564772|0.957705855461094|1.07809286039995|1.06368089082834
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00470823702096578|0.457481361768812|0.837865342319309|0.983482051889863|0.909289951849168
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00136582277044831|0.66204801018316|0.920121519326554|1.10600092171426|1.09501382841527
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0204311526452821|0.524826043992676|0.843261571809159|0.980548371358999|0.972215123569682
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00290866409213483|0.549885302678841|0.870898580152116|1.04767381838199|1.05905573368803
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00168779624786616|0.377226745144908|0.743487098425509|0.982811465876744|0.931044527406341
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0057027783223139|0.734444105090897|0.922962716243147|1.09309724158825|1.04103726655019
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00175507919057419|0.568938170944467|0.821824434315731|1.00649367010042|0.98915427428766
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00713483500694046|0.708516115564828|0.889009441656662|1.03597104316963|1.07106023173214
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0107222520479214|0.584918973748732|0.849305359813554|1.0586855178974|1.02102888870695
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.103991248145587|0.711777671734042|0.849246710750562|1.06460206006187|1.02949855380151
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00230093264383264|0.519745884583297|0.808050667263974|0.925782586536558|1.00267684686527
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00139191927802361|0.65159805061238|0.922188559521189|1.01353209442397|1.01416966818723
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000892136181552048|0.495205643812294|0.777683517025029|0.943590486138317|0.884567036619037
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0127592051214032|0.702011292890644|0.920497552810823|0.990560803155656|1.02388298875303
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000760711416452221|0.606224326665042|0.741250603085312|0.897658921421428|0.911991416063221
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00162354004553623|0.326877726872586|0.669952300479137|0.994983732471443|0.957569487728136
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000796776908891131|0.196953827634879|0.553438670667686|0.894709786862177|0.921603149410664
