#Treatment	Dose	Effect
PK-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00169314111038363|0.00181825005942675|0.0102839556113449|0.732587962016923|0.919884399331084
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.999740870221442|1.01048793682689|1.07956193429014|1.05395809371406|1.00216850709425
JN-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.91794678292653|0.930530488664209|1.01252460596362|0.976100960598635|1.06822386994413
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.908008513889647|0.984642252906183|1.02157070348742|1.04221361130819|0.969963433935491
D1-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.863779948698357|0.899678000327457|0.938623587840419|0.982546526223872|0.97068820607979
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.903225806451613|0.964881740292574|0.994079566203729|0.973913487607949|0.973760262865558
60-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.811001536503667|0.920744501998306|0.913908975990534|0.949116616797688|0.912853427765175
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.834575149732211|0.969647785122632|1.08270931973029|1.04932002012302|1.06910351138337
SB-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.80547544764393|0.888849323746607|1.01037411832416|1.03812400497693|1.00478439182741
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.870601560533602|0.983413038006544|1.02100008389966|1.0206057555164|0.989621612551389
RU-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.799597281651145|0.89323768772548|0.886584445003776|0.96786643174763|1.0080963168051
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.959543936177755|0.974198364409006|0.969319115396324|1.00297342268892|0.998969936319545
D4-F4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.760904287483684|0.944180557235259|0.965348991413356|0.908724681076437|0.952120805201196
SF	10|2|0.4|0.08|0.02	1.12950578950479|1.0553401191997|1.02159869434961|1.01281555869744|1.00640550628049
SF	10|2|0.4|0.08|0.02	0.948078575422677|1.13278810003319|1.00767842449095|0.934267412839199|0.938331658839735
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.44814495442886|0.838142225618076|1.02507231348578|0.992370245047208|0.996002837963216
5Z-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.257896632647492|0.683800687660318|0.901354581673307|1.00767778202259|1.01441030398952
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0123005418197141|0.348109589740752|0.908818509548881|0.947056595261099|0.962549319213957
AK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0093041468574031|0.347573303142384|0.851435843523488|0.870154799552243|1.03047044252157
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.350674880974018|0.848580566854058|1.08034436582497|1.03954858913213|1.03014767787046
BI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00944269308949459|0.183789904256942|1.01145448809949|1.01564938361358|1.03673249393641
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0177826764273223|0.895859821478939|0.89325620853204|0.983549505530508|0.962807389053543
CT-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00318508650504016|0.643127112723422|0.948912774626924|0.944208913902859|0.957374516704347
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.92261317670527|0.949910788496703|0.990303097467723|1.02565080068709|0.97211060009974
PD-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.867388485620879|0.867237768050091|0.925654125339392|0.938775419737352|0.998495040726991
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.958451693174697|0.825330607054475|0.994634353858188|1.06318471454122|0.946659164825514
PI-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.851504713809334|0.687854793630754|0.991615320223408|0.972632002671387|1.03216185679717
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0019497102895274|0.00232500663633784|0.00240738876124745|0.930954625756314|1.02337821633546
PK-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00173917819253618|0.0029382957884427|0.00257215301106667|0.867941453769898|0.941673455563997
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.471032539538266|0.978585711688784|1.02282312306853|0.961279767315034|0.977040538083985
JN-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0301581530630794|0.91423377567715|0.974177422286857|0.943183057625886|0.946982366842392
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.912724028938094|0.977168320182503|0.994148455012461|1.03076604892234|1.01382769592021
D1-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.514568278818493|0.90405847784623|0.886869433877124|0.961901240293559|0.930155407508612
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.921765770300587|0.946404627488078|1.00824911368676|0.979279580297593|0.987307386883866
60-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.815633827875148|0.861275162834293|0.926044374243325|0.97669332477034|0.964569167147612
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.887425056796143|0.931275004155815|1.02494154153045|1.09106222640882|1.01002936776195
SB-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.824460575164847|0.836074693854934|0.923384496038123|0.990648861306588|0.950593450434975
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.01082735244473|1.01082735244473|1.05902210755993|0.932350775114014|1.01661840787144
RU-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.906231559879788|1.05092560826666|1.05793342573406|0.911235836844103|0.934363464203867
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.759837798749622|1.05147052092964|0.970012906532903|1.05443627742638|1.03641289921005
D4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.485990461980649|1.01474640035882|1.00957463362838|1.02324091279394|0.915027414940456
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.03210325395383|0.989456462461371|1.08962915833485|1.04760043628431|1.05218142155972
F4-SF	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.890483548445737|1.09277404108344|1.03117614979095|1.01543355753499|0.96699690965279
ST	10|2|0.4|0.08|0.02	0.81628930918674|1.08145458051453|1.03310247304398|1.06761903231508|1.09568382317495
ST	10|2|0.4|0.08|0.02	0.251032443637415|1.03171249055937|0.987144670662532|1.01790908068326|1.10740627661455
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.339571660390068|0.716159946113101|0.821928293683598|0.961513731973914|1.01390802486146
5Z-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.227251155812743|0.5445179265791|0.818460855454518|0.931799393772389|0.994810324239919
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.672521143668866|0.97086786509741|0.993634703795631|1.01000150543694|1.02099505521866
AK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.219778353360791|0.912518673208241|0.865695724173071|1.00195706802645|1.0135913935328
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.898507538712306|0.95781547133931|0.979310988861722|1.15713291225211|1.00320904645477
BI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.297821583808748|0.905443493615865|0.962060241782124|1.09213698723173|1.02895782396088
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.588180197418802|0.880123653071931|1.07890119211048|0.983757469533949|1.02468840511255
CT-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.16076507323309|0.893164308642248|0.988283911633881|1.00724190536681|0.917597448147917
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.530545635350453|0.953107173288275|0.899342068615497|0.894365804898278|1.01138640110088
PD-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.182611548150303|0.815661614067229|0.852492567582902|0.834188499714257|0.898813907955626
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.531744628882711|0.968657100159085|1.05711783516254|1.10242483649628|1.02399125837605
PI-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0831257733284055|0.877199466503833|0.979190435634973|1.01181886840963|1.0564831032765
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00138544441382689|0.00199779553596032|0.0253283732892441|0.889983466519702|0.0491641407182879
PK-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000880254738066808|0.00151556902728024|0.00221977281773369|0.860276782707204|0.00447016319157405
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.470869795144773|0.950502005319211|0.984362756262039|1.02564260926963|0.948000663936293
JN-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.197297161672347|0.966675802224187|1.00763912746419|0.932336399535245|0.986810056318782
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.813484786742733|0.993972425971203|1.13523838630807|1.02928891605542|1.1235228198859
D1-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.274152743819614|0.970082857919044|1.01073926922032|1.00551820157566|1.03223478674273
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.622478247149367|0.960707186229325|0.991620454211983|0.966712962869909|0.978129566390162
60-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.192602925303656|0.873442528054092|0.885510360366698|0.93690919579274|0.914486021695567
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.530974765886598|0.918586922659536|0.9251724258873|0.972929703054048|1.04229205221363
SB-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.170760943344454|0.879478276298171|0.910078584529432|0.913231043468035|0.972038431940516
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.580066582774495|1.0086175313401|1.07294129913159|1.02252490337678|0.983432502762215
RU-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.23696401083744|0.866612894584031|1.00027079118814|0.998318777703604|1.05178772867013
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.625420287307435|0.904748781036458|0.844528332243355|1.04533069553546|1.05941748961293
D4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.0359931294105|0.81526426891237|0.911696835983297|0.977065757738724|1.00288558800001
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.466179549630389|0.917061915139085|0.928097537352761|0.958332977253628|1.00857724793118
F4-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.147684769758863|0.922605363984674|0.945781879815978|0.938432394707231|1.00060675981712
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.485095211348698|0.915900162244957|0.945514169445066|1.02876757979651|1.05478309711073
SF-ST	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0482009897411747|0.847303557654849|0.898527278900176|0.961585338187644|1.09672584357208
G2	10|2|0.4|0.08|0.02	0.571698699252278|0.944823145279202|0.941053476867599|0.980344088302361|1.0014651404156
G2	10|2|0.4|0.08|0.02	0.307809789319778|0.849678411527185|0.934732312633995|0.939265611624154|0.968968416905932
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.390599950051157|0.818858105005357|0.951767141717757|0.952237627591096|1.01489603390076
5Z-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.332749522666301|0.724039088997559|0.786858620606315|0.798337186913403|0.912781264350222
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.622194161626137|0.850782470687216|0.948388937238712|0.988176416838868|1.03782822570952
AK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50144735717937|0.750030771725925|0.874420948522161|0.982320376385271|0.978897112381239
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.678829735410798|0.863906612420989|0.965791555372154|0.911065194624494|0.989919063502302
BI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.568661948226265|0.689585515152689|0.932523124181585|0.961697804301418|0.92787519720171
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.551450668717686|0.823125240353801|0.886097224002621|0.934330356507001|0.976461707188537
CT-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.368118047543762|0.702012562491988|0.813029668561011|0.882798501616602|0.901884373798231
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.549955644700754|0.778976057525772|0.974871588670702|0.907983484495985|0.857604626093432
PD-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.424746971401393|0.742039905688274|0.843692551282392|0.835963620831814|0.902657719464858
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.222786191013704|0.434275497912895|0.83793910652192|0.905453746562526|0.927077825167991
PI-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.154938220164999|0.349948864023757|0.794593980348634|0.94953826107378|0.930817190778858
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00168859313445101|0.00184327342157629|0.00192061356513893|0.644275620936621|1.05110411111201
PK-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00190772354121182|0.00166281308659679|0.00168859313445101|0.391708492108888|0.907522134587962
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.693040270765931|0.910360611241098|1.02038069203416|0.988096636570814|1.05506946738219
JN-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.410997032796786|0.829755506324828|0.978339554739855|0.990617446380966|1.05440056828783
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.794705034965239|0.785394566077091|1.02874272255473|1.05754225178759|1.07818492467289
D1-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.63052499566667|0.729799763742482|1.04394360699101|0.938731812759363|1.07776542920358
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.789278421180402|1.00853099518757|1.07194082282548|1.11778028474731|1.05265112028218
60-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.636571608094021|0.909717680323304|0.877107401430877|0.981112999271709|1.08020620617762
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.64127398327411|0.82074964620575|0.971998344787775|1.12872514788673|0.941456439497134
SB-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.397292167046845|0.829602969957309|0.921352384963487|1.04159383389268|0.965018179354909
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.574653314621441|0.842831997335934|0.914333626697747|0.973365286268167|1.01299326847601
RU-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.351870792797507|0.752378630384624|0.943192359839205|0.999435075283652|1.03225422801551
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.557090092061305|0.962930547436555|0.996149688611373|1.04175905998844|1.0503740908987
D4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.398244336384626|0.878164913506788|0.987795917167686|0.966562054021926|0.986809662681371
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.725313270045897|0.940853564997229|0.933219270374818|1.00785403626705|1.00161834884193
F4-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.685582875077566|0.832801484845428|0.914882590242642|0.946005746451311|0.944142779552142
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00212078265036655|0.773998272494352|1.01086172817568|0.972390497844988|1.02344076592881
SF-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00128179171176|0.48671379193316|0.917803649901899|1.07794604530842|1.04402517555448
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.416033815528296|0.93374841132706|0.949176746112214|1.01546546332129|1.08875148157139
ST-G2	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.167146957602068|0.903320147942936|0.891467576791809|0.928807459979722|0.988253102374798
G4	10|2|0.4|0.08|0.02	0.744574541245562|0.831623389150113|0.947776876213982|0.9636280367033|0.968422850764358
G4	10|2|0.4|0.08|0.02	0.6499564844117|0.798413116820579|0.900647506063466|1.00857794591697|0.918336482261691
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.40028781427654|0.747092124354797|0.835648533574368|0.953146927998858|1.01550272353179
5Z-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.300569681977118|0.659612045384268|0.819919840156038|0.879129897005304|1.00805166385195
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.73828006361668|0.896877622800114|0.880418276405984|0.964641796942611|1.04011312534903
AK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.652671867907214|0.782406787520942|0.922076098351126|0.911508152928229|0.983426352589245
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.649709300392255|0.833655446145088|0.980028118918818|0.971547218900595|1.07379686541892
BI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.639962117937183|0.76133369335481|0.880678152770591|1.07081205681777|0.934473874278904
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.658501344086021|0.877307347670251|0.95573476702509|1.10912858422939|1.0804939516129
CT-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.560215053763441|0.751831317204301|0.987942428315412|0.956793234767025|1.01471774193548
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.641099209809809|0.882957321741214|0.956019624942583|0.95015610749782|0.969461512345474
PD-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.63077281532716|0.761479725996392|0.818937936451933|0.961819234840264|0.909516233182662
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.717863946598665|0.835220880522013|0.950405760144004|1.02450161254031|1.05350033750844
PI-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.708653716342909|0.673444836120903|0.795289882247056|1.048004200105|1.08221105527638
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00119892899500781|0.00223149942133032|0.699503362307451|0.977953187272422|1.01271065512291
PK-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0017381602176429|0.00210529636922424|0.315714144350477|0.821472875665614|0.864531062443262
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.724661358799299|0.926084339157872|0.858420880490822|0.98795222603362|1.09766360087028
JN-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.592412351456872|0.809774734277457|0.958348672848821|0.880693066960343|0.986814600164008
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.626086216276252|0.836347626452002|0.926413294901484|0.914442137410266|0.967721769017846
D1-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.592976654912764|0.807755181848533|0.873335842842644|0.863311993636665|0.94848810931529
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.751394489247312|0.781216397849462|0.894102822580645|1.03911850358423|1.08186603942652
60-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.728494623655914|0.754631496415771|0.856966845878136|1.03304771505376|0.99658938172043
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.658093291704667|0.724882004034164|0.881647217026036|1.05294074572119|0.966601649613559
SB-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.581393583948554|0.651809049574948|0.790222145296471|0.903114827216627|0.965232962980222
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.717911947798695|0.969348233705843|1.0105632640816|1.01998349958749|0.988572714317858
RU-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.654334358358959|0.932759318982975|0.848211205280132|1.07249081227031|1.03531388284707
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.714332220929916|0.814388295240567|0.878212620592036|0.975956884448199|0.98402814328062
D4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.692935067095566|0.861657074756665|0.883283688685753|0.879101778459147|0.982817741280875
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.735443523985735|0.864614621336489|0.971444010636802|1.01047721825194|1.05785933572129
F4-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.61535447316072|0.803783238030833|0.922595619824395|0.965610517983179|1.01251230452981
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.715830263061972|0.817398765162094|0.944146296327451|1.0764287276459|1.05723322285964
SF-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.678330893939649|0.86616981544725|0.91761578708299|0.968568272180257|1.103503193643
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.626261015791746|0.856084387094057|0.944105432727524|1.10375262656786|1.11190495171026
ST-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.354472723553451|0.843509952003562|1.00023313844964|1.06775604994277|1.06056636097954
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.574025365396444|0.831428487742011|1.04226589730822|1.10367007410445|1.14321197387306
G2-G4	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.452160159339211|0.751044199056852|0.967405758472218|1.03698192788729|0.999179871708503
P5	10|2|0.4|0.08|0.02	0.839689290566484|0.996597554492291|1.10358556323469|1.07683265402564|0.952288971587217
P5	10|2|0.4|0.08|0.02	0.627343611554138|0.881251107566897|1.07518459448284|1.06892905664835|1.12343316202965
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.51199795943487|0.832704801704821|1.01054242551418|0.906147350750308|0.967447350898605
5Z-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.197709406323083|0.751509291541294|0.864286106213195|0.972542831847646|0.911248763574726
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00394940290409|0.938473653265701|0.917857558504215|0.910004096012962|0.987323520031922
AK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.660930233261137|0.952771912535765|0.849745850708641|0.877145305681971|0.864703099518001
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.589828569505897|0.933368101703089|0.928792135619073|0.917099869338223|0.972818985773007
BI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.138512698866663|0.885763474145231|0.857516977619264|0.876605934175625|0.955967542044492
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.672166728586233|0.955651050401525|0.958262201037541|0.996147951164263|1.11868552029733
CT-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.129011297438034|0.848443462421842|0.969073808624919|0.964669748105186|1.04503181963808
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.804610292610058|0.983773175946809|0.8896810286752|1.08529334231569|1.01056793884186
PD-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.318988898977769|0.833461234293079|0.792349374652178|0.942391845581559|0.984974078087929
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.412753263630457|0.698765432098765|0.865497076023392|0.984759879496722|0.994051627384961
PI-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.159903124815406|0.579095044007325|0.951314312717822|0.940864788233209|0.957871108748302
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00126942133072726|0.00295407393786064|0.682219055259868|0.956592018958274|0.95981302728811
PK-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00116264757393712|0.00205242888052165|0.555300649688651|0.820141089655847|0.979791583558621
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.38451132751629|0.843470335646346|0.992728443409273|0.988327118779842|1.00754663938007
JN-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0429612813416785|0.953642504220707|0.881365257043706|0.899339347872416|0.978962212391119
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.763933443528787|0.92406306661879|0.986441211121234|1.0773969736807|1.0920270522914
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.234995266739273|0.904934164646252|1.00162325618662|1.03012965276562|1.00963567246429
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.867813782437682|1.01811395657521|0.920432543016841|1.0847976716716|1.11474202072602
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.231188884423824|0.919220886761894|0.939398921077948|0.9667190297008|0.957001424761626
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.731763204412595|0.928528572581177|0.948232688118412|0.984354943999061|1.12692519272098
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.843245780675825|0.852798579989291|0.840440966135385|1.08868465640288|0.953214461224759
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.881327108399203|0.979987643548212|0.963669484022598|1.02420972847653|0.976822098940785
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.573313885721929|0.938427928128762|0.958013541142526|0.94286096444017|1.02282758928173
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.744380937154429|1.04376007567582|1.04346030350267|1.02249623619383|1.07514955300638
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.474899076701707|0.972261081578001|0.91788240936888|1.02326898224016|0.902347549195944
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	1.00495396971875|0.996504179858842|1.01158872024432|0.92968082159421|1.12586821930706
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.903270979594403|0.907376911272108|0.841029406016481|0.845019773391999|0.927274364948667
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.690943298800808|0.926965341848257|0.941625096074806|1.06878510996299|1.06181134023984
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.170990898488621|0.877531700976624|0.868344130311564|0.931476035456426|0.909640717318986
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.7171178411817|0.705056077156322|0.899316845066306|0.960392844530498|1.04254800959583
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.328224893142878|0.774193548387097|0.843434527941159|0.962901399188982|0.904839318549909
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.41768265401175|0.781399033277834|0.886702802614111|0.963236685565914|0.9022525066563
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0264403646845684|0.744778013305266|0.886016268511116|0.785782289473877|0.966023896667816
